C11,Counts
ENSDARG00000000001,0
ENSDARG00000000002,0
ENSDARG00000000018,0
ENSDARG00000000019,18
ENSDARG00000000068,0
ENSDARG00000000069,0
ENSDARG00000000086,1
ENSDARG00000000103,5
ENSDARG00000000142,0
ENSDARG00000000151,0
ENSDARG00000000161,0
ENSDARG00000000175,0
ENSDARG00000000183,0
ENSDARG00000000189,20
ENSDARG00000000212,5
ENSDARG00000000229,0
ENSDARG00000000241,6
ENSDARG00000000349,0
ENSDARG00000000369,0
ENSDARG00000000370,4
ENSDARG00000000380,0
ENSDARG00000000394,23
ENSDARG00000000423,0
ENSDARG00000000442,0
ENSDARG00000000460,0
ENSDARG00000000472,0
ENSDARG00000000474,0
ENSDARG00000000476,0
ENSDARG00000000489,0
ENSDARG00000000503,29
ENSDARG00000000516,0
ENSDARG00000000529,0
ENSDARG00000000540,14
ENSDARG00000000542,0
ENSDARG00000000551,10
ENSDARG00000000563,568
ENSDARG00000000567,8
ENSDARG00000000568,0
ENSDARG00000000588,0
ENSDARG00000000606,3
ENSDARG00000000631,9
ENSDARG00000000638,0
ENSDARG00000000651,0
ENSDARG00000000656,0
ENSDARG00000000666,0
ENSDARG00000000690,0
ENSDARG00000000729,5
ENSDARG00000000730,0
ENSDARG00000000747,0
ENSDARG00000000760,0
ENSDARG00000000767,0
ENSDARG00000000779,2
ENSDARG00000000796,0
ENSDARG00000000804,0
ENSDARG00000000830,0
ENSDARG00000000837,0
ENSDARG00000000853,0
ENSDARG00000000857,0
ENSDARG00000000861,1
ENSDARG00000000887,0
ENSDARG00000000906,0
ENSDARG00000000935,0
ENSDARG00000000943,0
ENSDARG00000000966,8
ENSDARG00000001014,25
ENSDARG00000001015,1
ENSDARG00000001057,0
ENSDARG00000001127,0
ENSDARG00000001129,0
ENSDARG00000001154,0
ENSDARG00000001162,0
ENSDARG00000001169,0
ENSDARG00000001210,0
ENSDARG00000001220,0
ENSDARG00000001234,2
ENSDARG00000001241,0
ENSDARG00000001244,11
ENSDARG00000001249,0
ENSDARG00000001259,0
ENSDARG00000001303,0
ENSDARG00000001313,0
ENSDARG00000001354,0
ENSDARG00000001414,0
ENSDARG00000001431,10
ENSDARG00000001437,4
ENSDARG00000001442,0
ENSDARG00000001447,0
ENSDARG00000001452,0
ENSDARG00000001463,2
ENSDARG00000001470,2
ENSDARG00000001498,0
ENSDARG00000001549,1
ENSDARG00000001557,0
ENSDARG00000001558,0
ENSDARG00000001559,18
ENSDARG00000001572,0
ENSDARG00000001578,0
ENSDARG00000001621,0
ENSDARG00000001634,0
ENSDARG00000001656,0
ENSDARG00000001676,1
ENSDARG00000001686,0
ENSDARG00000001710,2
ENSDARG00000001712,0
ENSDARG00000001721,0
ENSDARG00000001729,0
ENSDARG00000001733,0
ENSDARG00000001734,0
ENSDARG00000001754,1
