.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
pearson_rcurvep,17betaestradiol,0.0925824224998568,0.09999999999999999,0.0925824224998568,0.0925824224998568,0.0925824224998568,0.1,9.999999999999999e-6,0.1000000
pearson_rcurvep,1decanol,0.007071546710538109,1,0.06819810014385355,0.6577034775574808,0.007071546710538109,0.2,9.999999999999999e-5,1.0000000
pearson_rcurvep,1octanol,10,10,10,10,10,0,0.001,10.0000000
pearson_rcurvep,24DMP,0.46245995781052845,1,0.46245995781052845,0.46245995781052845,0.46245995781052845,0.2,9.999999999999999e-5,1.0000000
pearson_rcurvep,24DNP,10,10,10,10,10,0,0.001,10.0000000
pearson_rcurvep,34DCA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
pearson_rcurvep,4C3MP,0.36591923475213206,1,0.4315281171198638,0.6001458633686719,0.36591923475213206,0.3,9.999999999999999e-5,1.0000000
pearson_rcurvep,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
pearson_rcurvep,4TPP,0.2959760844219161,0.46070266445958585,0.1553834962893308,0.9745224039791824,0.00480493711693137,0.7,9.999999999999999e-5,1.0000000
pearson_rcurvep,Aniline,10,10,10,10,10,0,0.001,10.0000000
pearson_rcurvep,BPA,0.9090784499990252,1,0.9090784499990252,0.9090784499990252,0.9090784499990252,0.2,9.999999999999999e-5,1.0000000
pearson_rcurvep,BPAF,9.866784377398271e-5,1,9.866784377398271e-5,9.866784377398271e-5,9.866784377398271e-5,0.1,9.999999999999999e-5,1.0000000
pearson_rcurvep,ClofibricAcid,0.031524305725302376,10,0.17083651334878588,5.069052324715541,0.031201091904906275,0.3,0.001,10.0000000
pearson_rcurvep,DES,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
pearson_rcurvep,DMSO,6.409355068381298,10,6.409355068381298,6.409355068381298,6.409355068381298,0.1,0.001,10.0000000
pearson_rcurvep,Dimethylformamide,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
pearson_rcurvep,EE2,4.739994330726743e-4,0.001,4.739994330726743e-4,4.739994330726743e-4,4.739994330726743e-4,0.2,1e-7,0.0010000
pearson_rcurvep,Fadrozole,0.25864608033407077,1,0.25864608033407077,0.25864608033407077,0.25864608033407077,0.1,9.999999999999999e-5,1.0000000
pearson_rcurvep,Fenitrothion,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
pearson_rcurvep,Fluoxetine,0.049701773781928145,0.05803523871618611,0.02557733312995927,0.06776597043845073,6.770680872936801e-4,0.6,9.999999999999999e-6,0.1000000
pearson_rcurvep,Flutamide,0.7997474980959234,1,0.39392226583936046,0.7997474980959234,0.04707425405973759,0.4,9.999999999999999e-5,1.0000000
pearson_rcurvep,Glyphosate,0.00466849137660619,1,0.019114664999427062,0.0782630594266904,0.00466849137660619,0.2,9.999999999999999e-5,1.0000000
pearson_rcurvep,Malathion,0.3049234708438384,1,0.3049234708438384,0.3049234708438384,0.3049234708438384,0.1,9.999999999999999e-5,1.0000000
pearson_rcurvep,Prochloraz,0.00862282000666627,1,0.052038052065575664,0.39090835846112654,0.00862282000666627,0.4,9.999999999999999e-5,1.0000000
pearson_rcurvep,SDS,4.689543235725644e-4,0.09999999999999999,0.0019456572031287763,0.008072389488272045,4.689543235725644e-4,0.2,9.999999999999999e-6,0.1000000
pearson_rcurvep,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
pearson_rcurvep,TGSH,0.45683513315130236,1,0.45683513315130236,0.45683513315130236,0.45683513315130236,0.1,9.999999999999999e-5,1.0000000
pearson_rcurvep,Trenbolone,0.04952672302768718,0.06408618174579142,0.03669782791011061,0.06488173802904182,0.003830256500312218,0.6,9.999999999999999e-6,0.1000000
pearson_rcurvep,Vinclozolin,0.29191093555345393,1,0.25148849231468867,0.7068904177460144,0.07708180793563672,0.3,9.999999999999999e-5,1.0000000
