.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
pearson_rcurvep,17betaestradiol,0.0925824224998568,0.09999999999999999,0.03554579934805272,0.0925824224998568,3.8338449398312124e-4,0.108,9.999999999999999e-6,0.1000000
pearson_rcurvep,1decanol,0.007071546710538109,1,0.016864640742452745,0.6577034775574808,0.002861437538020418,0.232,9.999999999999999e-5,1.0000000
pearson_rcurvep,1octanol,0.4150669039117921,10,0.5477247813523769,3.348981759822397,0.0483994383685992,0.151,0.001,10.0000000
pearson_rcurvep,24DMP,0.46245995781052845,1,0.25506155236621775,0.46245995781052845,0.09404067114754659,0.107,9.999999999999999e-5,1.0000000
pearson_rcurvep,24DNP,10,10,10,10,10,0,0.001,10.0000000
pearson_rcurvep,34DCA,0.006853931370122275,1,0.0017309478125550005,0.006853931370122275,6.348586858323316e-5,0.01,9.999999999999999e-5,1.0000000
pearson_rcurvep,4C3MP,0.36591923475213206,1,0.2352349213955932,0.6001458633686719,0.004542292516596517,0.237,9.999999999999999e-5,1.0000000
pearson_rcurvep,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
pearson_rcurvep,4TPP,0.5347655232337233,0.9745224039791824,0.284737830161374,0.9745224039791824,0.00480493711693137,0.564,9.999999999999999e-5,1.0000000
pearson_rcurvep,Aniline,10,10,10,10,10,0,0.001,10.0000000
pearson_rcurvep,BPA,0.6077873860801553,1,0.7105580797717195,0.9090784499990252,0.6077873860801553,0.232,9.999999999999999e-5,1.0000000
pearson_rcurvep,BPAF,0.008495920538242552,1,0.013044905100539262,0.3970220442876996,9.866784377398271e-5,0.186,9.999999999999999e-5,1.0000000
pearson_rcurvep,ClofibricAcid,3.2694628750513313,10,0.9480449933333112,5.069052324715541,0.031201091904906275,0.242,0.001,10.0000000
pearson_rcurvep,DES,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
pearson_rcurvep,DMSO,6.409355068381298,10,2.7439754544712067,6.409355068381298,0.044995014704483735,0.1,0.001,10.0000000
pearson_rcurvep,Dimethylformamide,314.1705290848476,1000,146.45572403706998,878.9680725188229,3.367519067143348,0.229,0.09999999999999999,1000.0000000
pearson_rcurvep,EE2,4.739994330726743e-4,0.001,2.939009239248783e-4,4.739994330726743e-4,6.445491470891488e-6,0.109,1e-7,0.0010000
pearson_rcurvep,Fadrozole,0.25864608033407077,1,0.11480627582800264,0.48470029436493645,0.00423309290067572,0.245,9.999999999999999e-5,1.0000000
pearson_rcurvep,Fenitrothion,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
pearson_rcurvep,Fluoxetine,0.049701773781928145,0.09999999999999999,0.016460560287202337,0.09252546718018785,6.543139860404844e-4,0.444,9.999999999999999e-6,0.1000000
pearson_rcurvep,Flutamide,0.49680116160964544,1,0.36906436931657133,0.7997474980959234,0.04707425405973759,0.316,9.999999999999999e-5,1.0000000
pearson_rcurvep,Glyphosate,0.46383676053553946,1,0.13896112636011934,0.7672321691920059,0.00466849137660619,0.237,9.999999999999999e-5,1.0000000
pearson_rcurvep,Malathion,0.3049234708438384,1,0.2424366158993963,0.3049234708438384,0.3049234708438384,0.114,9.999999999999999e-5,1.0000000
pearson_rcurvep,Prochloraz,0.38064222910142514,1,0.1635714618074439,0.39090835846112654,0.00862282000666627,0.365,9.999999999999999e-5,1.0000000
pearson_rcurvep,SDS,0.030807295126366045,0.09999999999999999,0.010643819657990891,0.08799824620353931,4.689543235725644e-4,0.24,9.999999999999999e-6,0.1000000
pearson_rcurvep,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
pearson_rcurvep,TGSH,0.45683513315130236,1,0.07061405417565243,0.45683513315130236,2.9851025671244106e-4,0.137,9.999999999999999e-5,1.0000000
pearson_rcurvep,Trenbolone,0.06330038028445312,0.09999999999999999,0.03843968768610957,0.06690400227950835,0.003830256500312218,0.429,9.999999999999999e-6,0.1000000
pearson_rcurvep,Vinclozolin,0.29191093555345393,1,0.08000950219586302,0.7068904177460144,6.499146488222075e-4,0.36,9.999999999999999e-5,1.0000000
