.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
pearson_rcurvep,17betaestradiol,0.0925824224998568,0.09999999999999999,0.0925824224998568,0.0925824224998568,0.0925824224998568,0.12,9.999999999999999e-6,0.1000000
pearson_rcurvep,1decanol,0.005430172038668203,1,0.019305122129435165,0.6577034775574808,5.544126192871526e-4,0.22,9.999999999999999e-5,1.0000000
pearson_rcurvep,1octanol,0.3190053603120502,10,0.48628019377627857,3.348981759822397,0.0483994383685992,0.16,0.001,10.0000000
pearson_rcurvep,24DMP,0.46245995781052845,1,0.3892017465678896,1,0.09404067114754659,0.14,9.999999999999999e-5,1.0000000
pearson_rcurvep,24DNP,10,10,10,10,10,0,0.001,10.0000000
pearson_rcurvep,34DCA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
pearson_rcurvep,4C3MP,0.36591923475213206,1,0.26130914156351304,0.6001458633686719,9.312589270327633e-4,0.21,9.999999999999999e-5,1.0000000
pearson_rcurvep,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
pearson_rcurvep,4TPP,0.5347655232337233,0.9745224039791824,0.3351964370611551,0.9745224039791824,0.02511886431509582,0.63,9.999999999999999e-5,1.0000000
pearson_rcurvep,Aniline,10,10,10,10,10,0,0.001,10.0000000
pearson_rcurvep,BPA,0.6077873860801553,1,0.7166070842380892,0.9090784499990252,0.6077873860801553,0.22,9.999999999999999e-5,1.0000000
pearson_rcurvep,BPAF,0.3970220442876996,1,0.07351729490931047,0.3970220442876996,9.866784377398271e-5,0.16,9.999999999999999e-5,1.0000000
pearson_rcurvep,ClofibricAcid,3.2694628750513313,10,0.8516974260011635,5.069052324715541,0.04162825689884869,0.25,0.001,10.0000000
pearson_rcurvep,DES,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
pearson_rcurvep,DMSO,6.409355068381298,10,1.1369338251565835,6.409355068381298,0.007680649607076317,0.13,0.001,10.0000000
pearson_rcurvep,Dimethylformamide,314.1705290848476,1000,101.6524004440869,878.9680725188229,3.367519067143348,0.23,0.09999999999999999,1000.0000000
pearson_rcurvep,EE2,4.739994330726743e-4,0.001,4.739994330726743e-4,4.739994330726743e-4,4.739994330726743e-4,0.08,1e-7,0.0010000
pearson_rcurvep,Fadrozole,0.25864608033407077,1,0.11220800177194247,0.48470029436493645,0.00423309290067572,0.23,9.999999999999999e-5,1.0000000
pearson_rcurvep,Fenitrothion,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
pearson_rcurvep,Fluoxetine,0.049701773781928145,0.09999999999999999,0.01698702776770402,0.09252546718018785,6.543139860404844e-4,0.48,9.999999999999999e-6,0.1000000
pearson_rcurvep,Flutamide,0.4952114423722105,1,0.3415831541145127,0.7997474980959234,0.04707425405973759,0.28,9.999999999999999e-5,1.0000000
pearson_rcurvep,Glyphosate,0.0782630594266904,1,0.06914972959137776,0.7672321691920059,2.495631485103901e-4,0.18,9.999999999999999e-5,1.0000000
pearson_rcurvep,Malathion,0.3049234708438384,1,0.3049234708438384,0.3049234708438384,0.3049234708438384,0.12,9.999999999999999e-5,1.0000000
pearson_rcurvep,Prochloraz,0.38064222910142514,1,0.16020342042768115,0.39090835846112654,0.00862282000666627,0.4,9.999999999999999e-5,1.0000000
pearson_rcurvep,SDS,0.008072389488272045,0.09999999999999999,0.006223184907623759,0.08799824620353931,5.199753533066907e-5,0.28,9.999999999999999e-6,0.1000000
pearson_rcurvep,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
pearson_rcurvep,TGSH,0.03130397895861601,1,0.06133190466395071,0.45683513315130236,0.0028046407295532253,0.1,9.999999999999999e-5,1.0000000
pearson_rcurvep,Trenbolone,0.06330038028445312,0.09999999999999999,0.03629938665533184,0.06690400227950835,0.003830256500312218,0.39,9.999999999999999e-6,0.1000000
pearson_rcurvep,Vinclozolin,0.29191093555345393,1,0.052055174857398356,0.7068904177460144,6.499146488222075e-4,0.43,9.999999999999999e-5,1.0000000
