.id,chemical,median_POD,POD_med,cil_POD,mean_POD,ciu_POD,hit_confidence,lowest_conc,highest_conc
fitted_z_score_neg_dir,1-Decanol,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,1-Octanol,10,10,10,10,10,0,0.001,10.0000000
fitted_z_score_neg_dir,17betaestradiol,0.0029241953837958155,0.0029249467059754754,8.975844021715764e-4,0.002490383754372436,0.005548671775343719,1,9.999999999999999e-6,0.1000000
fitted_z_score_neg_dir,24-DMP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,24-DNP,10,10,10,10,10,0,0.001,10.0000000
fitted_z_score_neg_dir,34-DCA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,4-TPP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,4C3MP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,4TOP,0.05790114075406925,0.05791275930692571,0.04597877572360462,0.05643002466409189,0.06690354136519117,1,9.999999999999999e-6,0.1000000
fitted_z_score_neg_dir,Aniline,10,10,10,10,10,0,0.001,10.0000000
fitted_z_score_neg_dir,BPA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,BPAF,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,Clofibric-acid,10,10,1.6224112898793468,5.5320504754233735,10,0.146,0.001,10.0000000
fitted_z_score_neg_dir,DES,8.707829266619181e-5,0.09999999999999999,1.0479558140319761e-5,1.2086548422660783e-4,0.028317811550842654,0.344,9.999999999999999e-6,0.1000000
fitted_z_score_neg_dir,DMSO,10,10,10,10,10,0,0.001,10.0000000
fitted_z_score_neg_dir,EE2,0.001,0.001,0.001,0.001,0.001,0,1e-7,0.0010000
fitted_z_score_neg_dir,Fadrozole,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,Fenitrothione,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,Fluoxetine,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_z_score_neg_dir,Flutamide,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,Glyphosate,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,Malathion,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,NN-Dimethylformamide,0.16336998934834218,1000,0.01805780666407902,0.7260990814191733,187.6190846397245,0.252,0.09999999999999999,1000.0000000
fitted_z_score_neg_dir,Prochloraz,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,SDS,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_z_score_neg_dir,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
fitted_z_score_neg_dir,TGSH,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_z_score_neg_dir,Trenbolone,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_z_score_neg_dir,Vinclozolin,0.5170351097031715,1,0.13754418500787113,0.46507954324252904,1,0.319,9.999999999999999e-5,1.0000000
