.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
z_score_neg_dir,1-Decanol,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,1-Octanol,10,10,10,10,10,0,0.001,10.0000000
z_score_neg_dir,17betaestradiol,0.007268584228072556,0.007498053490554746,0.004874839392814725,0.05436442854189998,6.02344912062758e-4,0.9,9.999999999999999e-6,0.1000000
z_score_neg_dir,24-DMP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,24-DNP,7.698876591297204,10,7.265979680413621,7.698876591297204,6.471840726534423,0.3,0.001,10.0000000
z_score_neg_dir,34-DCA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,4-TPP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,4C3MP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,4TOP,0.06424804265103835,0.09999999999999999,0.06440590687257529,0.06488183068618532,0.06424804265103835,0.4,9.999999999999999e-6,0.1000000
z_score_neg_dir,Aniline,10,10,10,10,10,0,0.001,10.0000000
z_score_neg_dir,BPA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,BPAF,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,Clofibric-acid,10,10,10,10,10,0,0.001,10.0000000
z_score_neg_dir,DES,5.21387974119298e-5,6.525509244007324e-5,5.312232762217702e-5,5.556260733823337e-4,4.3125200086797375e-6,0.7,9.999999999999999e-6,0.1000000
z_score_neg_dir,DMSO,10,10,10,10,10,0,0.001,10.0000000
z_score_neg_dir,EE2,0.001,0.001,0.001,0.001,0.001,0,1e-7,0.0010000
z_score_neg_dir,Fadrozole,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,Fenitrothione,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,Fluoxetine,0.06723118482096536,0.09649318606973582,0.05172476446017793,0.0931093495788866,0.009448535363130176,0.5,9.999999999999999e-6,0.1000000
z_score_neg_dir,Flutamide,0.8935221212246784,1,0.8935221212246784,0.8935221212246784,0.8935221212246784,0.4,9.999999999999999e-5,1.0000000
z_score_neg_dir,Glyphosate,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,Malathion,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,NN-Dimethylformamide,36.284874240779835,1000,47.928542301048445,73.65687865912346,36.284874240779835,0.4,0.09999999999999999,1000.0000000
z_score_neg_dir,Prochloraz,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,SDS,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
z_score_neg_dir,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
z_score_neg_dir,TGSH,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
z_score_neg_dir,Trenbolone,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
z_score_neg_dir,Vinclozolin,0.612141049906128,1,0.07828078951332137,0.8181799896846838,9.577788304000119e-4,0.3,9.999999999999999e-5,1.0000000
