H2,Counts
ENSDARG00000034189,168
ENSDARG00000034195,658
ENSDARG00000034207,0
ENSDARG00000034210,48
ENSDARG00000034211,0
ENSDARG00000034215,4
ENSDARG00000034222,1
ENSDARG00000034227,9
ENSDARG00000034240,91
ENSDARG00000034256,4
ENSDARG00000034262,39
ENSDARG00000034268,66
ENSDARG00000034270,557
ENSDARG00000034291,15
ENSDARG00000034293,360
ENSDARG00000034300,22
ENSDARG00000034307,1
ENSDARG00000034309,2
ENSDARG00000034313,40
ENSDARG00000034321,8
ENSDARG00000034326,35
ENSDARG00000034330,0
ENSDARG00000034344,424
ENSDARG00000034368,22
ENSDARG00000034375,14
ENSDARG00000034396,39
ENSDARG00000034403,0
ENSDARG00000034409,348
ENSDARG00000034420,0
ENSDARG00000034423,41
ENSDARG00000034424,71
ENSDARG00000034427,6
ENSDARG00000034430,9
ENSDARG00000034434,117
ENSDARG00000034443,0
ENSDARG00000034453,8
ENSDARG00000034457,0
ENSDARG00000034470,137
ENSDARG00000034473,47
ENSDARG00000034493,204
ENSDARG00000034497,7
ENSDARG00000034503,264
ENSDARG00000034504,23
ENSDARG00000034518,6
ENSDARG00000034522,167
ENSDARG00000034528,4
ENSDARG00000034534,59
ENSDARG00000034541,22
ENSDARG00000034555,66
ENSDARG00000034559,4
ENSDARG00000034568,0
ENSDARG00000034572,3
ENSDARG00000034577,5
ENSDARG00000034588,50
ENSDARG00000034598,0
ENSDARG00000034600,53
ENSDARG00000034605,6
ENSDARG00000034610,0
ENSDARG00000034616,73
ENSDARG00000034624,41
ENSDARG00000034633,39
ENSDARG00000034643,4
ENSDARG00000034650,8
ENSDARG00000034667,26
ENSDARG00000034668,100
ENSDARG00000034670,37
ENSDARG00000034677,11
ENSDARG00000034685,63
ENSDARG00000034693,51
ENSDARG00000034700,21
ENSDARG00000034705,22
ENSDARG00000034707,16
ENSDARG00000034714,28
ENSDARG00000034717,17
ENSDARG00000034718,40
ENSDARG00000034734,9
ENSDARG00000034753,111
ENSDARG00000034757,5
ENSDARG00000034768,173
ENSDARG00000034771,18
ENSDARG00000034773,9
ENSDARG00000034777,10
ENSDARG00000034785,0
ENSDARG00000034801,68
ENSDARG00000034808,4
ENSDARG00000034817,16
ENSDARG00000034823,171
ENSDARG00000034825,68
ENSDARG00000034836,3
ENSDARG00000034852,4
ENSDARG00000034855,5
ENSDARG00000034862,15
ENSDARG00000034871,24
ENSDARG00000034883,138
ENSDARG00000034885,9
ENSDARG00000034893,83
ENSDARG00000034895,10
ENSDARG00000034896,216
ENSDARG00000034897,143
ENSDARG00000034907,13
ENSDARG00000034910,0
ENSDARG00000034916,51
ENSDARG00000034930,5
ENSDARG00000034933,13
ENSDARG00000034940,10
ENSDARG00000034941,0
ENSDARG00000034943,20
ENSDARG00000034956,62
ENSDARG00000034957,16
ENSDARG00000034975,1
ENSDARG00000034982,61
ENSDARG00000034988,2
ENSDARG00000034989,0
ENSDARG00000035005,16
ENSDARG00000035009,0
ENSDARG00000035018,0
ENSDARG00000035023,26
ENSDARG00000035028,11
ENSDARG00000035043,20
ENSDARG00000035048,0
ENSDARG00000035054,13
ENSDARG00000035056,82
ENSDARG00000035066,352
ENSDARG00000035074,21
ENSDARG00000035080,0
ENSDARG00000035088,0
ENSDARG00000035095,0
ENSDARG00000035101,0
ENSDARG00000035120,90
ENSDARG00000035122,171
ENSDARG00000035127,27
ENSDARG00000035129,0
ENSDARG00000035131,13
ENSDARG00000035132,42
ENSDARG00000035133,152
ENSDARG00000035136,55
ENSDARG00000035137,0
ENSDARG00000035146,4
ENSDARG00000035147,3
ENSDARG00000035148,2
ENSDARG00000035149,9
ENSDARG00000035150,0
ENSDARG00000035151,0
ENSDARG00000035152,154
ENSDARG00000035161,16
ENSDARG00000035163,0
ENSDARG00000035167,4
ENSDARG00000035169,0
ENSDARG00000035171,0
ENSDARG00000035175,110
ENSDARG00000035178,3
ENSDARG00000035181,25
ENSDARG00000035184,12
ENSDARG00000035185,0
ENSDARG00000035187,24
ENSDARG00000035188,35
ENSDARG00000035193,0
ENSDARG00000035198,7
ENSDARG00000035214,0
ENSDARG00000035221,1
ENSDARG00000035253,7
ENSDARG00000035256,392
ENSDARG00000035257,0
ENSDARG00000035264,0
ENSDARG00000035273,0
ENSDARG00000035282,31
ENSDARG00000035285,386
ENSDARG00000035290,0
ENSDARG00000035308,88
ENSDARG00000035309,2
ENSDARG00000035322,136
ENSDARG00000035324,107
ENSDARG00000035325,13
ENSDARG00000035326,7
ENSDARG00000035327,845
ENSDARG00000035329,26
ENSDARG00000035330,185
ENSDARG00000035332,0
ENSDARG00000035333,0
ENSDARG00000035338,47
ENSDARG00000035339,0
ENSDARG00000035350,0
ENSDARG00000035352,6
ENSDARG00000035357,170
ENSDARG00000035360,446
ENSDARG00000035377,0
ENSDARG00000035388,0
ENSDARG00000035389,127
ENSDARG00000035390,47
ENSDARG00000035391,0
ENSDARG00000035398,88
ENSDARG00000035399,1
ENSDARG00000035400,58
ENSDARG00000035406,18
ENSDARG00000035415,0
ENSDARG00000035420,36
ENSDARG00000035422,0
ENSDARG00000035427,8
ENSDARG00000035433,41
ENSDARG00000035434,0
ENSDARG00000035435,0
ENSDARG00000035438,182
ENSDARG00000035452,26
ENSDARG00000035458,843
ENSDARG00000035459,2
ENSDARG00000035468,0
ENSDARG00000035470,106
ENSDARG00000035471,42
ENSDARG00000035505,4
ENSDARG00000035506,0
ENSDARG00000035507,59
ENSDARG00000035508,62
ENSDARG00000035514,31
ENSDARG00000035515,12
ENSDARG00000035519,485
ENSDARG00000035521,26
ENSDARG00000035532,9
ENSDARG00000035533,0
ENSDARG00000035535,149
ENSDARG00000035538,37
ENSDARG00000035540,62
ENSDARG00000035544,13
ENSDARG00000035546,1
ENSDARG00000035549,8
ENSDARG00000035550,0
ENSDARG00000035551,0
ENSDARG00000035552,2
ENSDARG00000035553,0
ENSDARG00000035555,1
ENSDARG00000035556,31
ENSDARG00000035557,35
ENSDARG00000035558,36
ENSDARG00000035559,19
ENSDARG00000035560,0
ENSDARG00000035562,1
ENSDARG00000035563,10
ENSDARG00000035564,21
ENSDARG00000035565,4
ENSDARG00000035569,9
ENSDARG00000035570,18
ENSDARG00000035571,36
ENSDARG00000035573,0
ENSDARG00000035577,88
ENSDARG00000035578,12
ENSDARG00000035579,0
ENSDARG00000035595,11
ENSDARG00000035596,23
ENSDARG00000035598,107
ENSDARG00000035601,0
ENSDARG00000035602,18
ENSDARG00000035603,22
ENSDARG00000035605,3
ENSDARG00000035606,2
ENSDARG00000035607,49
ENSDARG00000035608,41
ENSDARG00000035609,5
ENSDARG00000035610,9
ENSDARG00000035618,6
ENSDARG00000035622,72
ENSDARG00000035625,4
ENSDARG00000035629,10
ENSDARG00000035630,129
ENSDARG00000035631,7
ENSDARG00000035632,0
ENSDARG00000035633,0
ENSDARG00000035634,8
ENSDARG00000035646,0
ENSDARG00000035648,18
ENSDARG00000035649,3
ENSDARG00000035650,58
ENSDARG00000035652,48
ENSDARG00000035655,59
ENSDARG00000035657,0
ENSDARG00000035660,93
ENSDARG00000035663,0
ENSDARG00000035665,0
ENSDARG00000035676,60
ENSDARG00000035677,0
ENSDARG00000035678,27
ENSDARG00000035679,14
ENSDARG00000035680,0
ENSDARG00000035682,47
ENSDARG00000035686,0
ENSDARG00000035692,90
ENSDARG00000035694,102
ENSDARG00000035695,1
ENSDARG00000035697,10
ENSDARG00000035699,30
ENSDARG00000035700,6
ENSDARG00000035706,67
ENSDARG00000035715,228
ENSDARG00000035718,0
ENSDARG00000035719,3
ENSDARG00000035732,95
ENSDARG00000035735,19
ENSDARG00000035741,151
ENSDARG00000035751,563
ENSDARG00000035763,9
ENSDARG00000035765,72
ENSDARG00000035771,83
ENSDARG00000035781,1
ENSDARG00000035796,0
ENSDARG00000035797,0
ENSDARG00000035798,123
ENSDARG00000035808,19
ENSDARG00000035809,1043
ENSDARG00000035810,56
ENSDARG00000035819,21
ENSDARG00000035820,3
ENSDARG00000035821,276
ENSDARG00000035823,12
ENSDARG00000035832,0
ENSDARG00000035835,82
ENSDARG00000035837,8
ENSDARG00000035852,0
ENSDARG00000035853,0
ENSDARG00000035858,9
ENSDARG00000035859,56
ENSDARG00000035860,51
ENSDARG00000035861,36
ENSDARG00000035862,1
ENSDARG00000035868,86
ENSDARG00000035869,294
ENSDARG00000035870,126
ENSDARG00000035871,71
ENSDARG00000035872,26
ENSDARG00000035873,0
ENSDARG00000035875,5
ENSDARG00000035879,0
ENSDARG00000035880,31
ENSDARG00000035882,0
ENSDARG00000035883,9
ENSDARG00000035887,7
ENSDARG00000035889,11
ENSDARG00000035890,15
ENSDARG00000035891,28
ENSDARG00000035895,20
ENSDARG00000035899,26
ENSDARG00000035904,0
ENSDARG00000035905,11
ENSDARG00000035907,176
ENSDARG00000035909,37
ENSDARG00000035910,97
ENSDARG00000035913,27
ENSDARG00000035914,0
ENSDARG00000035918,30
ENSDARG00000035924,69
ENSDARG00000035942,0
ENSDARG00000035944,10
ENSDARG00000035949,43
ENSDARG00000035952,4
ENSDARG00000035954,10
ENSDARG00000035957,2
ENSDARG00000035958,5
ENSDARG00000035961,0
ENSDARG00000035963,5
ENSDARG00000035966,0
ENSDARG00000035970,1189
ENSDARG00000035978,29
ENSDARG00000035984,0
ENSDARG00000035985,51
ENSDARG00000035986,13
ENSDARG00000035987,11
ENSDARG00000035990,101
ENSDARG00000035993,29
ENSDARG00000036005,7
ENSDARG00000036008,30
ENSDARG00000036028,77
ENSDARG00000036031,77
ENSDARG00000036036,65
ENSDARG00000036038,1
ENSDARG00000036040,41
ENSDARG00000036041,18
ENSDARG00000036043,0
ENSDARG00000036045,12
ENSDARG00000036051,0
ENSDARG00000036055,9
ENSDARG00000036056,12
ENSDARG00000036057,0
ENSDARG00000036058,34
ENSDARG00000036059,7
ENSDARG00000036060,0
ENSDARG00000036061,4
ENSDARG00000036063,14
ENSDARG00000036064,21
ENSDARG00000036065,58
ENSDARG00000036066,4
ENSDARG00000036069,13
ENSDARG00000036070,0
ENSDARG00000036071,11
ENSDARG00000036073,91
ENSDARG00000036074,17
ENSDARG00000036076,11
ENSDARG00000036080,369
ENSDARG00000036082,0
ENSDARG00000036084,0
ENSDARG00000036086,9
ENSDARG00000036090,21
ENSDARG00000036092,0
ENSDARG00000036094,23
ENSDARG00000036096,68
ENSDARG00000036100,38
ENSDARG00000036102,114
ENSDARG00000036104,5
ENSDARG00000036105,15
ENSDARG00000036106,0
ENSDARG00000036107,203
ENSDARG00000036109,0
ENSDARG00000036116,0
ENSDARG00000036117,0
ENSDARG00000036125,0
ENSDARG00000036135,2
ENSDARG00000036136,0
ENSDARG00000036139,22
ENSDARG00000036140,78
ENSDARG00000036144,30
ENSDARG00000036147,57
ENSDARG00000036152,16
ENSDARG00000036155,19
ENSDARG00000036156,86
ENSDARG00000036158,0
ENSDARG00000036159,1
ENSDARG00000036161,146
ENSDARG00000036162,100
ENSDARG00000036164,28
ENSDARG00000036168,26
ENSDARG00000036171,0
ENSDARG00000036175,214
ENSDARG00000036179,25
ENSDARG00000036180,0
ENSDARG00000036186,115
ENSDARG00000036189,5
ENSDARG00000036190,32
ENSDARG00000036194,23
ENSDARG00000036212,91
ENSDARG00000036214,0
ENSDARG00000036215,0
ENSDARG00000036222,0
ENSDARG00000036227,0
ENSDARG00000036232,113
ENSDARG00000036235,4
ENSDARG00000036237,39
ENSDARG00000036239,58
ENSDARG00000036245,3
ENSDARG00000036247,0
ENSDARG00000036252,18
ENSDARG00000036254,0
ENSDARG00000036257,124
ENSDARG00000036272,21
ENSDARG00000036279,92
ENSDARG00000036281,50
ENSDARG00000036282,15
ENSDARG00000036291,15
ENSDARG00000036292,0
ENSDARG00000036293,0
ENSDARG00000036295,108
ENSDARG00000036298,64
ENSDARG00000036299,153
ENSDARG00000036304,0
ENSDARG00000036305,10
ENSDARG00000036308,3
ENSDARG00000036316,65
ENSDARG00000036329,23
ENSDARG00000036335,15
ENSDARG00000036337,0
ENSDARG00000036338,25
ENSDARG00000036344,183
ENSDARG00000036345,1
ENSDARG00000036359,0
ENSDARG00000036371,129
ENSDARG00000036375,260
ENSDARG00000036376,9
ENSDARG00000036382,0
ENSDARG00000036383,66
ENSDARG00000036386,40
ENSDARG00000036394,16
ENSDARG00000036412,0
ENSDARG00000036414,62
ENSDARG00000036415,4
ENSDARG00000036420,1
ENSDARG00000036422,15
ENSDARG00000036424,6
ENSDARG00000036426,8
ENSDARG00000036427,160
ENSDARG00000036428,4
ENSDARG00000036430,0
ENSDARG00000036438,100
ENSDARG00000036442,140
ENSDARG00000036445,0
ENSDARG00000036446,36
ENSDARG00000036456,46
ENSDARG00000036457,10
ENSDARG00000036458,0
ENSDARG00000036460,0
ENSDARG00000036462,0
ENSDARG00000036471,0
ENSDARG00000036473,1
ENSDARG00000036479,2
ENSDARG00000036481,17
ENSDARG00000036482,2
ENSDARG00000036483,1
ENSDARG00000036489,57
ENSDARG00000036493,10
ENSDARG00000036494,7
ENSDARG00000036499,0
ENSDARG00000036500,35
ENSDARG00000036501,12
ENSDARG00000036505,47
ENSDARG00000036510,50
ENSDARG00000036541,59
ENSDARG00000036542,85
ENSDARG00000036545,0
ENSDARG00000036546,12
ENSDARG00000036548,11
ENSDARG00000036549,207
ENSDARG00000036558,99
ENSDARG00000036560,3
ENSDARG00000036567,2
ENSDARG00000036569,23
ENSDARG00000036571,0
ENSDARG00000036575,46
ENSDARG00000036577,212
ENSDARG00000036584,95
ENSDARG00000036587,19
ENSDARG00000036588,17
ENSDARG00000036592,1
ENSDARG00000036593,264
ENSDARG00000036613,3
ENSDARG00000036616,0
ENSDARG00000036619,96
ENSDARG00000036625,68
ENSDARG00000036626,20
ENSDARG00000036628,0
ENSDARG00000036629,680
ENSDARG00000036630,33
ENSDARG00000036636,0
ENSDARG00000036637,1
ENSDARG00000036645,20
ENSDARG00000036650,71
ENSDARG00000036658,126
ENSDARG00000036670,5
ENSDARG00000036671,61
ENSDARG00000036675,190
ENSDARG00000036678,0
ENSDARG00000036684,0
ENSDARG00000036685,91
ENSDARG00000036687,192
ENSDARG00000036695,158
ENSDARG00000036698,298
ENSDARG00000036700,39
ENSDARG00000036704,7
ENSDARG00000036721,16
ENSDARG00000036722,2
ENSDARG00000036728,0
ENSDARG00000036743,0
ENSDARG00000036748,0
ENSDARG00000036754,119
ENSDARG00000036755,1
ENSDARG00000036764,7
ENSDARG00000036767,0
ENSDARG00000036772,25
ENSDARG00000036773,24
ENSDARG00000036774,66
ENSDARG00000036775,0
ENSDARG00000036776,0
ENSDARG00000036778,69
ENSDARG00000036781,1
ENSDARG00000036784,0
ENSDARG00000036785,32
ENSDARG00000036787,0
ENSDARG00000036791,23
ENSDARG00000036793,8
ENSDARG00000036809,26
ENSDARG00000036811,6
ENSDARG00000036816,45
ENSDARG00000036818,0
ENSDARG00000036820,62
ENSDARG00000036826,60
ENSDARG00000036830,1212
ENSDARG00000036831,32
ENSDARG00000036832,221
ENSDARG00000036833,0
ENSDARG00000036834,228
ENSDARG00000036840,40
ENSDARG00000036844,32
ENSDARG00000036846,18
ENSDARG00000036848,68
ENSDARG00000036852,0
ENSDARG00000036855,21
ENSDARG00000036863,54
ENSDARG00000036864,87
ENSDARG00000036865,16
ENSDARG00000036868,7
ENSDARG00000036869,3
ENSDARG00000036870,89
ENSDARG00000036875,207
ENSDARG00000036876,0
ENSDARG00000036878,41
ENSDARG00000036888,17
ENSDARG00000036893,47
ENSDARG00000036894,53
ENSDARG00000036897,2
ENSDARG00000036903,0
ENSDARG00000036911,19
ENSDARG00000036912,20
ENSDARG00000036913,12
ENSDARG00000036915,25
ENSDARG00000036924,11
ENSDARG00000036929,44
ENSDARG00000036930,19
ENSDARG00000036940,0
ENSDARG00000036942,3
ENSDARG00000036943,12
ENSDARG00000036944,20
ENSDARG00000036952,17
ENSDARG00000036956,89
ENSDARG00000036965,58
ENSDARG00000036966,9
ENSDARG00000036967,51
ENSDARG00000036968,0
ENSDARG00000036974,0
ENSDARG00000036985,152
ENSDARG00000036987,0
ENSDARG00000036990,9
ENSDARG00000036993,45
ENSDARG00000036994,13
ENSDARG00000036995,0
ENSDARG00000036998,43
ENSDARG00000036999,22
ENSDARG00000037000,0
ENSDARG00000037002,0
ENSDARG00000037008,28
ENSDARG00000037009,80
ENSDARG00000037012,153
ENSDARG00000037017,127
ENSDARG00000037018,98
ENSDARG00000037020,525
ENSDARG00000037030,127
ENSDARG00000037033,0
ENSDARG00000037038,22
ENSDARG00000037040,0
ENSDARG00000037042,50
ENSDARG00000037046,0
ENSDARG00000037056,0
ENSDARG00000037057,1
ENSDARG00000037059,37
ENSDARG00000037060,574
ENSDARG00000037061,8
ENSDARG00000037062,0
ENSDARG00000037064,32
ENSDARG00000037066,24
ENSDARG00000037067,1
ENSDARG00000037068,0
ENSDARG00000037069,16
ENSDARG00000037070,1
ENSDARG00000037071,16
ENSDARG00000037073,18
ENSDARG00000037079,15
ENSDARG00000037091,25
ENSDARG00000037097,39
ENSDARG00000037099,193
ENSDARG00000037100,1
ENSDARG00000037101,41
ENSDARG00000037108,6
ENSDARG00000037109,18
ENSDARG00000037116,38
ENSDARG00000037121,52
ENSDARG00000037122,251
ENSDARG00000037140,11
ENSDARG00000037142,0
ENSDARG00000037144,0
ENSDARG00000037145,41
ENSDARG00000037153,0
ENSDARG00000037154,105
ENSDARG00000037155,0
ENSDARG00000037158,16
ENSDARG00000037159,0
ENSDARG00000037172,23
ENSDARG00000037174,6
ENSDARG00000037176,6
ENSDARG00000037177,204
ENSDARG00000037178,0
ENSDARG00000037186,2
ENSDARG00000037188,0
ENSDARG00000037191,1
ENSDARG00000037192,7
ENSDARG00000037195,0
ENSDARG00000037196,176
ENSDARG00000037199,2
ENSDARG00000037229,61
ENSDARG00000037238,59
ENSDARG00000037244,0
ENSDARG00000037245,3
ENSDARG00000037246,0
ENSDARG00000037256,5
ENSDARG00000037259,10
ENSDARG00000037260,3
ENSDARG00000037261,12
ENSDARG00000037262,0
ENSDARG00000037266,0
ENSDARG00000037267,19
ENSDARG00000037276,6
ENSDARG00000037278,0
ENSDARG00000037281,30
ENSDARG00000037283,0
ENSDARG00000037284,19
ENSDARG00000037285,106
ENSDARG00000037286,42
ENSDARG00000037291,32
ENSDARG00000037292,0
ENSDARG00000037307,0
ENSDARG00000037309,4
ENSDARG00000037318,27
ENSDARG00000037320,2
ENSDARG00000037324,12
ENSDARG00000037334,0
ENSDARG00000037337,23
ENSDARG00000037350,127
ENSDARG00000037353,51
ENSDARG00000037358,36
ENSDARG00000037359,0
ENSDARG00000037361,29
ENSDARG00000037362,22
ENSDARG00000037363,52
ENSDARG00000037373,45
ENSDARG00000037378,0
ENSDARG00000037383,2
ENSDARG00000037390,19
ENSDARG00000037392,64
ENSDARG00000037393,13
ENSDARG00000037397,1
ENSDARG00000037398,0
ENSDARG00000037402,12
ENSDARG00000037403,0
ENSDARG00000037405,0
ENSDARG00000037406,34
ENSDARG00000037408,0
ENSDARG00000037409,0
ENSDARG00000037410,1
ENSDARG00000037411,0
ENSDARG00000037415,95
ENSDARG00000037421,110
ENSDARG00000037423,5
ENSDARG00000037425,9
ENSDARG00000037427,37
ENSDARG00000037429,13
ENSDARG00000037432,6
ENSDARG00000037433,125
ENSDARG00000037455,19
ENSDARG00000037473,0
ENSDARG00000037475,0
ENSDARG00000037476,20
ENSDARG00000037484,0
ENSDARG00000037487,65
ENSDARG00000037488,225
ENSDARG00000037491,0
ENSDARG00000037495,5
ENSDARG00000037496,230
ENSDARG00000037498,131
ENSDARG00000037501,1
ENSDARG00000037503,400
ENSDARG00000037506,4
ENSDARG00000037507,42
ENSDARG00000037514,20
ENSDARG00000037517,42
ENSDARG00000037526,0
ENSDARG00000037527,0
ENSDARG00000037528,0
ENSDARG00000037532,0
ENSDARG00000037533,0
ENSDARG00000037537,3
ENSDARG00000037539,72
ENSDARG00000037545,7
ENSDARG00000037550,0
ENSDARG00000037551,18
ENSDARG00000037553,11
ENSDARG00000037554,0
ENSDARG00000037555,31
ENSDARG00000037556,39
ENSDARG00000037558,0
ENSDARG00000037559,369
ENSDARG00000037560,59
ENSDARG00000037570,4
ENSDARG00000037574,344
ENSDARG00000037576,0
ENSDARG00000037587,41
ENSDARG00000037588,1
ENSDARG00000037589,42
ENSDARG00000037593,72
ENSDARG00000037598,0
ENSDARG00000037603,1
ENSDARG00000037607,15
ENSDARG00000037613,0
ENSDARG00000037618,36
ENSDARG00000037628,21
ENSDARG00000037633,15
ENSDARG00000037639,2
ENSDARG00000037640,2
ENSDARG00000037645,10
ENSDARG00000037646,12
ENSDARG00000037647,8
ENSDARG00000037652,17
ENSDARG00000037654,0
ENSDARG00000037655,60
ENSDARG00000037675,40
ENSDARG00000037677,5
ENSDARG00000037679,16
ENSDARG00000037691,77
ENSDARG00000037695,0
ENSDARG00000037706,15
ENSDARG00000037708,24
ENSDARG00000037713,21
ENSDARG00000037738,0
ENSDARG00000037739,6
ENSDARG00000037746,347
ENSDARG00000037747,142
ENSDARG00000037748,9
ENSDARG00000037758,0
ENSDARG00000037760,6
ENSDARG00000037773,25
ENSDARG00000037777,22
ENSDARG00000037781,62
ENSDARG00000037782,0
ENSDARG00000037783,114
ENSDARG00000037789,2379
ENSDARG00000037790,22
ENSDARG00000037794,5
ENSDARG00000037804,2
ENSDARG00000037805,0
ENSDARG00000037810,23
ENSDARG00000037813,22
ENSDARG00000037815,34
ENSDARG00000037833,24
ENSDARG00000037835,0
ENSDARG00000037836,2
ENSDARG00000037837,210
ENSDARG00000037838,312
ENSDARG00000037845,265
ENSDARG00000037846,21
ENSDARG00000037852,6
ENSDARG00000037855,33
ENSDARG00000037859,0
ENSDARG00000037860,127
ENSDARG00000037861,0
ENSDARG00000037865,14
ENSDARG00000037867,35
ENSDARG00000037870,2407
ENSDARG00000037871,13
ENSDARG00000037872,32
ENSDARG00000037873,21
ENSDARG00000037874,2
ENSDARG00000037879,73
ENSDARG00000037883,0
ENSDARG00000037884,11
ENSDARG00000037889,21
ENSDARG00000037891,12
ENSDARG00000037892,6
ENSDARG00000037894,83
ENSDARG00000037895,12
ENSDARG00000037905,461
ENSDARG00000037906,7
ENSDARG00000037909,6
ENSDARG00000037913,5
ENSDARG00000037914,0
ENSDARG00000037916,21
ENSDARG00000037917,17
ENSDARG00000037919,215
ENSDARG00000037921,66
ENSDARG00000037924,20
ENSDARG00000037925,93
ENSDARG00000037928,49
ENSDARG00000037929,32
ENSDARG00000037930,4
ENSDARG00000037932,47
ENSDARG00000037935,12
ENSDARG00000037941,95
ENSDARG00000037943,12
ENSDARG00000037946,0
ENSDARG00000037954,14
ENSDARG00000037955,40
ENSDARG00000037958,0
ENSDARG00000037960,2
ENSDARG00000037961,0
ENSDARG00000037962,62
ENSDARG00000037963,8
ENSDARG00000037964,0
ENSDARG00000037965,321
ENSDARG00000037966,0
ENSDARG00000037967,15
ENSDARG00000037968,64
ENSDARG00000037980,19
ENSDARG00000037995,7
ENSDARG00000037997,205
ENSDARG00000037998,62
ENSDARG00000038000,5
ENSDARG00000038005,20
ENSDARG00000038006,5
ENSDARG00000038010,15
ENSDARG00000038011,2
ENSDARG00000038012,5
ENSDARG00000038018,91
ENSDARG00000038024,5
ENSDARG00000038025,41
ENSDARG00000038027,1
ENSDARG00000038028,3
ENSDARG00000038030,0
ENSDARG00000038040,10
ENSDARG00000038052,0
ENSDARG00000038056,0
ENSDARG00000038059,36
ENSDARG00000038064,61
ENSDARG00000038066,12
ENSDARG00000038067,69
ENSDARG00000038068,291
ENSDARG00000038069,13
ENSDARG00000038072,0
ENSDARG00000038074,21
ENSDARG00000038075,113
ENSDARG00000038076,53
ENSDARG00000038089,0
ENSDARG00000038094,22
ENSDARG00000038095,10
ENSDARG00000038097,18
ENSDARG00000038099,5
ENSDARG00000038106,5
ENSDARG00000038107,195
ENSDARG00000038112,0
ENSDARG00000038113,35
ENSDARG00000038114,6
ENSDARG00000038116,5
ENSDARG00000038121,87
ENSDARG00000038123,2
ENSDARG00000038133,6
ENSDARG00000038139,13
ENSDARG00000038141,232
ENSDARG00000038147,0
ENSDARG00000038151,39
ENSDARG00000038153,56
ENSDARG00000038154,5
ENSDARG00000038156,0
ENSDARG00000038159,76
ENSDARG00000038166,0
ENSDARG00000038176,0
ENSDARG00000038185,0
ENSDARG00000038186,0
ENSDARG00000038191,0
ENSDARG00000038199,4
ENSDARG00000038205,0
ENSDARG00000038207,124
ENSDARG00000038213,12
ENSDARG00000038222,10
ENSDARG00000038225,19
ENSDARG00000038226,0
ENSDARG00000038228,71
ENSDARG00000038235,75
ENSDARG00000038239,115
ENSDARG00000038242,11
ENSDARG00000038243,8
ENSDARG00000038248,0
ENSDARG00000038258,8
ENSDARG00000038270,11
ENSDARG00000038271,0
ENSDARG00000038278,3
ENSDARG00000038281,82
ENSDARG00000038283,0
ENSDARG00000038288,0
ENSDARG00000038290,49
ENSDARG00000038293,0
ENSDARG00000038296,16
ENSDARG00000038297,0
ENSDARG00000038300,64
ENSDARG00000038302,30
ENSDARG00000038305,0
ENSDARG00000038306,172
ENSDARG00000038308,0
ENSDARG00000038309,5
ENSDARG00000038312,0
ENSDARG00000038321,0
ENSDARG00000038348,25
ENSDARG00000038352,0
ENSDARG00000038359,4
ENSDARG00000038360,10
ENSDARG00000038363,4
ENSDARG00000038378,380
ENSDARG00000038384,0
ENSDARG00000038386,33
ENSDARG00000038392,3
ENSDARG00000038397,9
ENSDARG00000038398,21
ENSDARG00000038405,0
ENSDARG00000038414,6
ENSDARG00000038422,19
ENSDARG00000038424,133
ENSDARG00000038428,22
ENSDARG00000038429,85
ENSDARG00000038432,59
ENSDARG00000038439,153
ENSDARG00000038442,252
ENSDARG00000038445,13
ENSDARG00000038446,241
ENSDARG00000038456,23
ENSDARG00000038465,26
ENSDARG00000038467,85
ENSDARG00000038473,37
ENSDARG00000038475,27
ENSDARG00000038476,9
ENSDARG00000038489,9
ENSDARG00000038500,0
ENSDARG00000038505,0
ENSDARG00000038508,23
ENSDARG00000038518,16
ENSDARG00000038524,407
ENSDARG00000038537,0
ENSDARG00000038541,0
ENSDARG00000038543,17
ENSDARG00000038553,0
ENSDARG00000038556,12
ENSDARG00000038557,1
ENSDARG00000038559,279
ENSDARG00000038561,0
ENSDARG00000038563,49
ENSDARG00000038566,32
ENSDARG00000038567,22
ENSDARG00000038569,0
ENSDARG00000038574,250
ENSDARG00000038576,25
ENSDARG00000038577,26
ENSDARG00000038583,34
ENSDARG00000038585,2
ENSDARG00000038587,0
ENSDARG00000038593,0
ENSDARG00000038608,18
ENSDARG00000038609,22
ENSDARG00000038612,0
ENSDARG00000038615,68
ENSDARG00000038618,0
ENSDARG00000038635,11
ENSDARG00000038639,0
ENSDARG00000038643,0
ENSDARG00000038646,0
ENSDARG00000038655,225
ENSDARG00000038658,15
ENSDARG00000038666,7
ENSDARG00000038667,0
ENSDARG00000038668,1
ENSDARG00000038669,25
ENSDARG00000038672,0
ENSDARG00000038681,0
ENSDARG00000038682,0
ENSDARG00000038683,0
ENSDARG00000038686,11
ENSDARG00000038687,3
ENSDARG00000038693,23
ENSDARG00000038694,8
ENSDARG00000038695,115
ENSDARG00000038700,0
ENSDARG00000038703,7
ENSDARG00000038709,0
ENSDARG00000038713,76
ENSDARG00000038716,160
ENSDARG00000038720,0
ENSDARG00000038728,0
ENSDARG00000038729,0
ENSDARG00000038731,223
ENSDARG00000038737,79
ENSDARG00000038742,0
ENSDARG00000038743,72
ENSDARG00000038754,31
ENSDARG00000038768,2
ENSDARG00000038770,2
ENSDARG00000038780,201
ENSDARG00000038784,13
ENSDARG00000038785,32
ENSDARG00000038786,60
ENSDARG00000038787,0
ENSDARG00000038788,4
