E1,Counts
ENSDARG00000000001,8
ENSDARG00000000002,110
ENSDARG00000000018,24
ENSDARG00000000019,116
ENSDARG00000000068,103
ENSDARG00000000069,244
ENSDARG00000000086,190
ENSDARG00000000103,413
ENSDARG00000000142,6
ENSDARG00000000151,81
ENSDARG00000000161,37
ENSDARG00000000175,1
ENSDARG00000000183,94
ENSDARG00000000189,234
ENSDARG00000000212,1220
ENSDARG00000000229,39
ENSDARG00000000241,106
ENSDARG00000000349,0
ENSDARG00000000369,11
ENSDARG00000000370,186
ENSDARG00000000380,63
ENSDARG00000000394,178
ENSDARG00000000423,22
ENSDARG00000000442,14
ENSDARG00000000460,0
ENSDARG00000000472,60
ENSDARG00000000474,0
ENSDARG00000000476,15
ENSDARG00000000489,56
ENSDARG00000000503,464
ENSDARG00000000516,0
ENSDARG00000000529,41
ENSDARG00000000540,112
ENSDARG00000000542,19
ENSDARG00000000551,29
ENSDARG00000000563,34848
ENSDARG00000000567,61
ENSDARG00000000568,83
ENSDARG00000000588,3
ENSDARG00000000606,0
ENSDARG00000000631,72
ENSDARG00000000638,0
ENSDARG00000000651,1
ENSDARG00000000656,0
ENSDARG00000000666,60
ENSDARG00000000690,8
ENSDARG00000000729,71
ENSDARG00000000730,17
ENSDARG00000000747,1
ENSDARG00000000760,27
ENSDARG00000000767,8
ENSDARG00000000779,141
ENSDARG00000000796,32
ENSDARG00000000804,46
ENSDARG00000000830,0
ENSDARG00000000837,59
ENSDARG00000000853,39
ENSDARG00000000857,11
ENSDARG00000000861,470
ENSDARG00000000887,2
ENSDARG00000000906,2
ENSDARG00000000935,8
ENSDARG00000000943,78
ENSDARG00000000966,605
ENSDARG00000001014,704
ENSDARG00000001015,130
ENSDARG00000001057,117
ENSDARG00000001127,59
ENSDARG00000001129,198
ENSDARG00000001154,37
ENSDARG00000001162,171
ENSDARG00000001169,0
ENSDARG00000001210,34
ENSDARG00000001220,246
ENSDARG00000001234,124
ENSDARG00000001241,107
ENSDARG00000001244,413
ENSDARG00000001249,3
ENSDARG00000001259,5
ENSDARG00000001303,0
ENSDARG00000001313,14
ENSDARG00000001354,22
ENSDARG00000001414,7
ENSDARG00000001431,1435
ENSDARG00000001437,36
ENSDARG00000001442,14
ENSDARG00000001447,26
ENSDARG00000001452,7
ENSDARG00000001463,69
ENSDARG00000001470,134
ENSDARG00000001498,2
ENSDARG00000001549,53
ENSDARG00000001557,19
ENSDARG00000001558,24
ENSDARG00000001559,74
ENSDARG00000001572,0
ENSDARG00000001578,83
ENSDARG00000001621,24
ENSDARG00000001634,94
ENSDARG00000001656,0
ENSDARG00000001676,61
ENSDARG00000001686,0
ENSDARG00000001710,103
ENSDARG00000001712,9
ENSDARG00000001721,0
ENSDARG00000001729,241
ENSDARG00000001733,22
ENSDARG00000001734,20
ENSDARG00000001754,89
ENSDARG00000001760,97
ENSDARG00000001767,19
ENSDARG00000001769,66
ENSDARG00000001771,0
ENSDARG00000001776,27
ENSDARG00000001777,90
ENSDARG00000001781,7
ENSDARG00000001782,1
ENSDARG00000001785,51
ENSDARG00000001788,230
ENSDARG00000001803,16
ENSDARG00000001804,0
ENSDARG00000001807,32
ENSDARG00000001817,7
ENSDARG00000001818,505
ENSDARG00000001825,8
ENSDARG00000001829,213
ENSDARG00000001835,45
ENSDARG00000001857,169
ENSDARG00000001859,2
ENSDARG00000001870,2658
ENSDARG00000001873,48
ENSDARG00000001879,87
ENSDARG00000001880,28
ENSDARG00000001881,14
ENSDARG00000001882,19
ENSDARG00000001888,98
ENSDARG00000001889,137
ENSDARG00000001890,211
ENSDARG00000001891,7
ENSDARG00000001897,68
ENSDARG00000001898,11
ENSDARG00000001906,0
ENSDARG00000001909,6
ENSDARG00000001910,167
ENSDARG00000001912,8
ENSDARG00000001913,52
ENSDARG00000001929,19
ENSDARG00000001930,21
ENSDARG00000001933,24
ENSDARG00000001937,3
ENSDARG00000001939,25
ENSDARG00000001940,43
ENSDARG00000001950,1420
ENSDARG00000001953,27
ENSDARG00000001968,169
ENSDARG00000001969,60
ENSDARG00000001971,11
ENSDARG00000001975,24
ENSDARG00000001976,9
ENSDARG00000001993,319
ENSDARG00000001994,222
ENSDARG00000001999,159
ENSDARG00000002002,9
ENSDARG00000002006,52
ENSDARG00000002013,83
ENSDARG00000002016,16
ENSDARG00000002020,74
ENSDARG00000002021,44
ENSDARG00000002026,42
ENSDARG00000002031,0
ENSDARG00000002037,48
ENSDARG00000002060,0
ENSDARG00000002071,145
ENSDARG00000002077,19
ENSDARG00000002082,106
ENSDARG00000002084,191
ENSDARG00000002097,6
ENSDARG00000002127,96
ENSDARG00000002128,23
ENSDARG00000002131,150
ENSDARG00000002165,0
ENSDARG00000002167,146
ENSDARG00000002168,29
ENSDARG00000002172,17
ENSDARG00000002174,6
ENSDARG00000002184,35
ENSDARG00000002190,158
ENSDARG00000002192,71
ENSDARG00000002193,1056
ENSDARG00000002194,0
ENSDARG00000002196,86
ENSDARG00000002197,173
ENSDARG00000002204,22
ENSDARG00000002210,33
ENSDARG00000002213,18
ENSDARG00000002215,37
ENSDARG00000002216,51
ENSDARG00000002217,97
ENSDARG00000002219,13
ENSDARG00000002220,16
ENSDARG00000002230,115
ENSDARG00000002231,40
ENSDARG00000002235,188
ENSDARG00000002240,111
ENSDARG00000002241,5
ENSDARG00000002249,73
ENSDARG00000002255,59
ENSDARG00000002259,3
ENSDARG00000002264,31
ENSDARG00000002267,45
ENSDARG00000002271,131
ENSDARG00000002285,56
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,11
ENSDARG00000002299,3
ENSDARG00000002300,5
ENSDARG00000002304,7
ENSDARG00000002305,187
ENSDARG00000002311,11
ENSDARG00000002330,7
ENSDARG00000002332,100
ENSDARG00000002333,32
ENSDARG00000002336,90
ENSDARG00000002339,5
ENSDARG00000002344,538
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,3
ENSDARG00000002362,46
ENSDARG00000002365,51
ENSDARG00000002369,198
ENSDARG00000002377,53
ENSDARG00000002385,40
ENSDARG00000002391,0
ENSDARG00000002394,23
ENSDARG00000002396,186
ENSDARG00000002401,24
ENSDARG00000002402,50
ENSDARG00000002403,55
ENSDARG00000002405,44
ENSDARG00000002406,4
ENSDARG00000002411,30
ENSDARG00000002445,45
ENSDARG00000002463,15
ENSDARG00000002467,17
ENSDARG00000002479,38
ENSDARG00000002483,2
ENSDARG00000002487,63
ENSDARG00000002494,41
ENSDARG00000002506,35
ENSDARG00000002507,32
ENSDARG00000002508,19
ENSDARG00000002509,1
ENSDARG00000002510,0
ENSDARG00000002523,128
ENSDARG00000002533,18
ENSDARG00000002536,64
ENSDARG00000002538,58
ENSDARG00000002546,12
ENSDARG00000002549,6
ENSDARG00000002552,219
ENSDARG00000002564,37
ENSDARG00000002571,50
ENSDARG00000002576,37
ENSDARG00000002582,35
ENSDARG00000002587,221
ENSDARG00000002589,804
