.id,term,df,sumsq,meansq,statistic,p.value,adj.p.value
1-Decanol,as.factor(Dose),5,0.024444444444444564,0.004888888888888913,0.7364016736401708,0.6129747975522619,0.9116035450777229
1-Decanol,as.factor(Replicate),2,0.010277777777777759,0.0051388888888888795,0.7740585774058562,0.48690484315279514,0.8306023794959446
1-Decanol,Residuals,10,0.0663888888888889,0.00663888888888889,NA,NA,NA
1-Octanol,as.factor(Dose),5,0.05624999999999994,0.011249999999999987,1.4210526315789471,0.2969516423298373,0.7828725115968437
1-Octanol,as.factor(Replicate),2,0.04083333333333353,0.020416666666666763,2.5789473684210673,0.12496994133998762,0.5717778571371612
1-Octanol,Residuals,10,0.07916666666666658,0.007916666666666659,NA,NA,NA
17betaestradiol,as.factor(Dose),5,0.01666666666666667,0.003333333333333334,4.444444444444444,0.02158531461500749,0.3129870619176086
17betaestradiol,as.factor(Replicate),2,8.333333333333309e-4,4.1666666666666545e-4,0.5555555555555538,0.5904900000000011,0.9012742105263175
17betaestradiol,Residuals,10,0.007500000000000002,7.500000000000002e-4,NA,NA,NA
24-DMP,as.factor(Dose),5,0.004583333333333335,9.16666666666667e-4,0.2340425531914894,0.9387267488225535,1
24-DMP,as.factor(Replicate),2,0.0075000000000000015,0.0037500000000000007,0.9574468085106383,0.41643685182966456,0.8085430886400037
24-DMP,Residuals,10,0.039166666666666676,0.003916666666666667,NA,NA,NA
24-DNP,as.factor(Dose),6,2.231190476190477,0.3718650793650795,144.1692307692309,1.7945535188695545e-10,1.0408410409443416e-8
24-DNP,as.factor(Replicate),2,0.00738095238095238,0.00369047619047619,1.4307692307692315,0.27714360232745583,0.7828725115968437
24-DNP,Residuals,12,0.030952380952380936,0.002579365079365078,NA,NA,NA
34-DCA,as.factor(Dose),6,1.9078571428571427,0.31797619047619047,43.08064516129034,1.975773208883492e-7,5.729742305762126e-6
34-DCA,as.factor(Replicate),2,0.011428571428571444,0.005714285714285722,0.7741935483870983,0.4827940363623991,0.8306023794959446
34-DCA,Residuals,12,0.08857142857142852,0.007380952380952377,NA,NA,NA
4-TPP,as.factor(Dose),5,0.009583333333333359,0.0019166666666666718,0.7931034482758641,0.5783145228321034,0.9012742105263175
4-TPP,as.factor(Replicate),2,0.007499999999999986,0.003749999999999993,1.5517241379310314,0.2588642078729493,0.7828725115968437
4-TPP,Residuals,10,0.02416666666666667,0.002416666666666667,NA,NA,NA
4C3MP,as.factor(Dose),5,0.05624999999999994,0.011249999999999987,1.4210526315789471,0.2969516423298373,0.7828725115968437
4C3MP,as.factor(Replicate),2,0.04083333333333353,0.020416666666666763,2.5789473684210673,0.12496994133998762,0.5717778571371612
4C3MP,Residuals,10,0.07916666666666658,0.007916666666666659,NA,NA,NA
4TOP,as.factor(Dose),5,0.01333333333333331,0.002666666666666662,0.4050632911392401,0.8347764549205197,1
4TOP,as.factor(Replicate),2,8.333333333333324e-4,4.166666666666662e-4,0.0632911392405063,0.9390430905151368,1
4TOP,Residuals,10,0.06583333333333329,0.006583333333333328,NA,NA,NA
Aniline,as.factor(Dose),5,0.017361111111111084,0.003472222222222217,0.47528517110266216,0.7870104155802141,1
Aniline,as.factor(Replicate),2,0.0019444444444444641,9.722222222222321e-4,0.13307984790874697,0.8769198919074449,1
Aniline,Residuals,10,0.07305555555555536,0.007305555555555536,NA,NA,NA
BPA,as.factor(Dose),5,0.029583333333333427,0.0059166666666666855,1.203389830508478,0.37426382260679125,0.8085430886400037
BPA,as.factor(Replicate),2,0.0025000000000000274,0.0012500000000000137,0.25423728813559593,0.7803718784308324,1
BPA,Residuals,10,0.049166666666666685,0.004916666666666668,NA,NA,NA
BPAF,as.factor(Dose),5,0.0590277777777777,0.01180555555555554,0.9100642398286926,0.511699463193957,0.8479591104357002
BPAF,as.factor(Replicate),2,0.011944444444444374,0.005972222222222187,0.46038543897216005,0.6437741325520275,0.9334724922004399
BPAF,Residuals,10,0.1297222222222222,0.012972222222222222,NA,NA,NA
Clofibric-acid,as.factor(Dose),5,0.04611111111111097,0.009222222222222194,1.7945945945945918,0.20165455887072156,0.6497758008056583
Clofibric-acid,as.factor(Replicate),2,0.003611111111111159,0.0018055555555555795,0.35135135135135653,0.712086398957939,0.9833574080847729
Clofibric-acid,Residuals,10,0.05138888888888881,0.005138888888888881,NA,NA,NA
DES,as.factor(Dose),5,0.07833333333333342,0.015666666666666683,2.18604651162791,0.13698475853697997,0.5717778571371612
DES,as.factor(Replicate),2,2.7781539447785877e-32,1.3890769723892939e-32,1.93824693821762e-30,1,1
DES,Residuals,10,0.07166666666666664,0.007166666666666664,NA,NA,NA
DMSO,as.factor(Dose),5,0.004027777777777802,8.055555555555604e-4,2.636363636363643,0.09011949736162847,0.5717778571371612
DMSO,as.factor(Replicate),2,0.0019444444444444574,9.722222222222287e-4,3.181818181818192,0.08523165083235903,0.5717778571371612
DMSO,Residuals,10,0.003055555555555566,3.0555555555555663e-4,NA,NA,NA
EE2,as.factor(Dose),5,0.07791666666666655,0.01558333333333331,2.226190476190472,0.13181552143567962,0.5717778571371612
EE2,as.factor(Replicate),2,0.013333333333333272,0.006666666666666636,0.9523809523809474,0.4182119424000019,0.8085430886400037
