animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal01	Dose1A	0	     0.0	    60.0	70	     9.9	     0.0	166	    45.0	   801.9	107	     5.0	   160.9	2	     0.1
Animal01	Dose1A	1	     0.0	    60.0	70	     9.9	     0.0	166	    45.0	   801.9	107	     5.0	   160.9	0	     0.0
Animal02	Dose1A	0	     0.0	    60.0	75	    15.2	     0.0	153	    41.0	   718.4	86	     3.7	   104.2	0	     0.0
Animal02	Dose1A	1	     0.0	    60.0	75	    15.2	     0.0	153	    41.0	   718.4	86	     3.7	   104.2	0	     0.0
Animal03	Dose1A	0	     0.0	    60.0	99	    17.1	     0.0	167	    39.1	   650.9	82	     3.8	   114.1	0	     0.0
Animal03	Dose1A	1	     0.0	    60.0	99	    17.1	     0.0	167	    39.1	   650.9	82	     3.8	   114.1	0	     0.0
Animal04	Dose1B	0	     0.0	    60.0	58	    22.5	     0.0	139	    25.7	   420.8	106	    11.7	   518.5	3	     0.1
Animal04	Dose1B	1	     0.0	    60.0	58	    22.5	     0.0	139	    25.7	   420.8	106	    11.7	   518.5	0	     0.0
Animal05	Dose1B	0	     0.0	    60.0	85	    16.5	     0.0	174	    27.5	   424.8	129	    15.9	   878.5	3	     0.1
Animal05	Dose1B	1	     0.0	    60.0	85	    16.5	     0.0	174	    27.5	   424.8	129	    15.9	   878.5	0	     0.0
Animal06	Dose1B	0	     0.0	    60.0	38	    49.9	     0.0	51	     7.6	   104.7	23	     2.3	   126.8	3	     0.1
Animal06	Dose1B	1	     0.0	    60.0	38	    49.9	     0.0	51	     7.6	   104.7	23	     2.3	   126.8	0	     0.0
Animal07	Dose1C	0	     0.0	    60.0	73	    17.3	     0.0	161	    29.0	   477.7	113	    12.3	   748.7	6	     1.4
Animal07	Dose1C	1	     0.0	    60.0	73	    17.3	     0.0	161	    29.0	   477.7	113	    12.3	   748.7	0	     0.0
Animal08	Dose1C	0	     0.0	    60.0	80	    19.7	     0.0	153	    30.8	   511.6	92	     9.4	   428.6	2	     0.1
Animal08	Dose1C	1	     0.0	    60.0	80	    19.7	     0.0	153	    30.8	   511.6	92	     9.4	   428.6	0	     0.0
Animal09	Dose1C	0	     0.0	    60.0	76	    12.2	     0.0	189	    39.8	   686.9	140	     7.9	   279.0	2	     0.1
Animal09	Dose1C	1	     0.0	    60.0	76	    12.2	     0.0	189	    39.8	   686.9	140	     7.9	   279.0	0	     0.0
Animal10	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal10	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal11	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal11	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal12	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal12	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal13	Dose2A	0	     0.0	    60.0	69	    32.8	     0.0	104	    21.1	   300.0	51	     6.1	   314.6	1	     0.1
Animal13	Dose2A	1	     0.0	    60.0	69	    32.8	     0.0	104	    21.1	   300.0	51	     6.1	   314.6	0	     0.0
Animal14	Dose2A	0	     0.0	    60.0	72	    19.0	     0.0	143	    30.9	   507.9	95	    10.0	   520.3	2	     0.1
Animal14	Dose2A	1	     0.0	    60.0	72	    19.0	     0.0	143	    30.9	   507.9	95	    10.0	   520.3	0	     0.0
Animal15	Dose2A	0	     0.0	    60.0	79	    12.2	     0.0	197	    27.9	   484.9	149	    19.9	  1007.6	2	     0.1
Animal15	Dose2A	1	     0.0	    60.0	79	    12.2	     0.0	197	    27.9	   484.9	149	    19.9	  1007.6	0	     0.0
Animal16	Dose2B	0	     0.0	    60.0	75	    32.3	     0.0	100	    25.8	   381.2	32	     1.9	    61.0	0	     0.0
Animal16	Dose2B	1	     0.0	    60.0	75	    32.3	     0.0	100	    25.8	   381.2	32	     1.9	    61.0	0	     0.0
Animal17	Dose2B	0	     0.0	    60.0	71	    10.6	     0.0	227	    39.9	   775.1	197	     9.5	   280.6	1	     0.0
Animal17	Dose2B	1	     0.0	    60.0	71	    10.6	     0.0	227	    39.9	   775.1	197	     9.5	   280.6	0	     0.0
Animal18	Dose2B	0	     0.0	    60.0	115	    18.6	     0.0	151	    38.2	   589.2	57	     3.0	   121.3	2	     0.1
Animal18	Dose2B	1	     0.0	    60.0	115	    18.6	     0.0	151	    38.2	   589.2	57	     3.0	   121.3	0	     0.0
Animal19	Dose2C	0	     0.0	    60.0	86	    30.2	     0.0	111	    26.8	   390.7	36	     3.0	   140.6	0	     0.0
Animal19	Dose2C	1	     0.0	    60.0	86	    30.2	     0.0	111	    26.8	   390.7	36	     3.0	   140.6	0	     0.0
Animal20	Dose2C	0	     0.0	    60.0	56	    32.6	     0.0	119	    22.6	   385.6	72	     4.7	   197.1	1	     0.0
Animal20	Dose2C	1	     0.0	    60.0	56	    32.6	     0.0	119	    22.6	   385.6	72	     4.7	   197.1	0	     0.0
Animal21	Dose2C	0	     0.0	    60.0	74	    12.9	     0.0	166	    25.9	   442.5	144	    20.4	  1254.9	14	     0.9
Animal21	Dose2C	1	     0.0	    60.0	74	    12.9	     0.0	166	    25.9	   442.5	144	    20.4	  1254.9	0	     0.0
Animal22	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal22	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal23	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal23	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal24	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
