Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 11/15/21
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: sep_norm_data_P1400
Work Source: sep_norm_data_P1400_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress2 Version: BMDExpress 2.30.0507 BETA
Timestamp (Start Time): 12/13/2021 11:14.54
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 654
Total Run Time: 43 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	282	307	23	16	8	21	11	11	23	7	7	73	300	4512	0.87309	0.23473	0.34767	2.28	568465;563738;562949;561717;403049;100536977;100003805	si:dkey-93h22.7;si:ch211-284e20.8;ehd3;rab27b;vegfc;si:ch1073-406l10.2;si:dkey-202g17.3	ENSDARG00000099600;ENSDARG00000070918;ENSDARG00000007869;ENSDARG00000087762;ENSDARG00000069640;ENSDARG00000089645;ENSDARG00000057504		0.46063067225142856	5.25928E-5	9.21756E-6	0.7867837010138018	0.6210113840601245	0.8542566987853564	0.28684067890142856	5.25926E-5	3.80529E-6	0.4967664136045661	0.4092573433923958	0.5690844734272397	1.185196543357143	5.2593E-5	2.09439E-5	2.0764049642584546	1.4356801701399242	2.0297810571863204					1.64509;1.57896;1.07101E-5;9.21756E-6;5.25928E-5;2.10613E-5;2.71124E-4	1.14785;0.859677;3.80529E-6;9.21752E-6;5.25926E-5;2.10579E-5;2.71079E-4	3.34489;4.95109;2.09439E-5;3.00314E-5;5.2593E-5;2.10662E-5;2.71169E-4	3	4	3	568465;403049;100536977	ENSDARG00000099600;ENSDARG00000069640;ENSDARG00000089645	0.5483878847	5.25928E-5	0.9497718923647823	0.38264121683333335	5.25926E-5	0.6626902456088873	1.1149878864	5.2593E-5	1.9311518783945492	1.64509;5.25928E-5;2.10613E-5	1.14785;5.25926E-5;2.10579E-5	3.34489;5.2593E-5;2.10662E-5	4	563738;562949;561717;100003805	ENSDARG00000070918;ENSDARG00000007869;ENSDARG00000087762;ENSDARG00000057504	0.394812762915	1.4091705E-4	0.7894315009899189	0.21499027545250002	1.4014826E-4	0.4297911677996264	1.237853036075	1.506002E-4	2.47549131199531	1.57896;1.07101E-5;9.21756E-6;2.71124E-4	0.859677;3.80529E-6;9.21752E-6;2.71079E-4	4.95109;2.09439E-5;3.00314E-5;2.71169E-4	0						Exp 2,2(0.29);Exp 4,2(0.29);Hill,3(0.43)	1.7149091828177847	12.042905926704407	1.522037148475647	1.9872684478759766	0.15051809019787707	1.670060634613037	-0.12222685012339607	1.0434881946262533	-0.0811690303229693	0.6548503881258265	-0.3530257804594499	2.723418867173736	CONFLICT	0.42857142857142855	0.5714285714285714	0.0	
R-DRE-114608	Platelet degranulation 	58	69	5	4	4	5	4	4	5	4	4	76	65	4747	0.99488	0.025693	0.025693	5.8	563738;561717;403049;100536977	si:ch211-284e20.8;rab27b;vegfc;si:ch1073-406l10.2	ENSDARG00000070918;ENSDARG00000087762;ENSDARG00000069640;ENSDARG00000089645		0.394760717915	3.682705E-5	9.21756E-6	0.7894661882689	0.5170155187128189	0.8555847585593587	0.214939967005	3.6825250000000005E-5	9.21752E-6	0.4298246890531602	0.28149968566440114	0.4658244445107552	1.2377984226499998	4.13122E-5	2.10662E-5	2.4755277182688666	1.6211641977147337	2.6828462441238865	2.5	0.7895062963999999			1.57896;9.21756E-6;5.25928E-5;2.10613E-5	0.859677;9.21752E-6;5.25926E-5;2.10579E-5	4.95109;3.00314E-5;5.2593E-5;2.10662E-5	2	2	2	403049;100536977	ENSDARG00000069640;ENSDARG00000089645	3.682705E-5	3.682705E-5	2.2296137470983627E-5	3.6825250000000005E-5	3.6825250000000005E-5	2.2298400212683407E-5	3.6829600000000004E-5	3.6829600000000004E-5	2.229281406911204E-5	5.25928E-5;2.10613E-5	5.25926E-5;2.10579E-5	5.2593E-5;2.10662E-5	2	563738;561717	ENSDARG00000070918;ENSDARG00000087762	0.7894846087799999	0.7894846087799999	1.1164868054231292	0.42984310876000004	0.42984310876000004	0.6078769185592099	2.4755600156999997	2.4755600156999997	3.5009280778583154	1.57896;9.21756E-6	0.859677;9.21752E-6	4.95109;3.00314E-5	0						Exp 2,1(0.25);Exp 4,1(0.25);Hill,2(0.5)	1.689218094856489	6.790716767311096	1.522037148475647	1.9872684478759766	0.20100295686908012	1.6407055854797363	-0.378916146588522	1.168437582418522	-0.20628822826709692	0.6361681622770969	-1.188218741253489	3.663815586553489	CONFLICT	0.5	0.5	0.0	
R-DRE-168249	Innate Immune System	465	502	29	18	12	27	14	14	29	9	9	71	493	4319	0.69703	0.43826	0.71079	1.79	570368;568465;564697;563883;554089;369197;30671;100329531;100003132	arg1;si:dkey-93h22.7;pdxkb;adgrg11;s100z;stat5a;hsp70.3;hmox2b;bpifcl	ENSDARG00000057429;ENSDARG00000099600;ENSDARG00000036546;ENSDARG00000041413;ENSDARG00000038729;ENSDARG00000019392;ENSDARG00000021924;ENSDARG00000078452;ENSDARG00000099980		0.6013262980466667	2.0943E-5	3.70621E-6	0.9279791730059886	0.7055919677274619	0.8838302257775204	0.3707878531677778	2.09396E-5	3.7062E-6	0.5619753737320837	0.46772103025521766	0.581521529656926	2.264177673062222	2.09567E-5	3.70622E-6	4.512662951205384	1.8472964839157413	3.0994145168014846					4.82901E-6;1.64509;1.45381E-5;1.46929;2.71806E-5;2.0943E-5;1.54855E-5;3.70621E-6;2.29747	4.82901E-6;1.14785;1.4538E-5;0.936264;2.71805E-5;2.09396E-5;1.54852E-5;3.7062E-6;1.25289	7.18764E-6;3.34489;1.45381E-5;3.37782;2.71808E-5;2.09567E-5;1.54881E-5;3.70622E-6;13.6548	4	5	4	568465;563883;554089;100003132	ENSDARG00000099600;ENSDARG00000041413;ENSDARG00000038729;ENSDARG00000099980	1.3529692951499999	1.5571899999999999	0.9697764277337387	0.8342577951250001	1.042057	0.5715298120330129	5.094384295199999	3.3613549999999996	5.9228516419181405	1.64509;1.46929;2.71806E-5;2.29747	1.14785;0.936264;2.71805E-5;1.25289	3.34489;3.37782;2.71808E-5;13.6548	5	570368;564697;369197;30671;100329531	ENSDARG00000057429;ENSDARG00000036546;ENSDARG00000019392;ENSDARG00000021924;ENSDARG00000078452	1.1900364E-5	1.45381E-5	7.394733334301515E-6	1.1899602E-5	1.4538E-5	7.393651473191037E-6	1.2375352E-5	1.45381E-5	6.893337688458327E-6	4.82901E-6;1.45381E-5;2.0943E-5;1.54855E-5;3.70621E-6	4.82901E-6;1.4538E-5;2.09396E-5;1.54852E-5;3.7062E-6	7.18764E-6;1.45381E-5;2.09567E-5;1.54881E-5;3.70622E-6	0						Exp 2,1(0.12);Exp 4,1(0.12);Hill,5(0.56);Linear,2(0.23)	1.9542565755654722	18.256093978881836	1.623223900794983	3.8192598819732666	0.6921402805294117	1.7840960025787354	-0.004953428317245878	1.2076060244105793	0.0036306089961497534	0.7379450973394057	-0.6840954550586282	5.212450801183073	CONFLICT	0.4444444444444444	0.5555555555555556	0.0	
R-DRE-168256	Immune System	750	839	44	31	19	40	24	23	44	15	15	65	824	3988	0.71043	0.39628	0.65556	1.79	751631;570368;568465;564697;564295;563883;562396;560697;554089;436631;431715;369197;30671;100329531;100003132	rnf182;arg1;si:dkey-93h22.7;pdxkb;traf2a;adgrg11;rnf19b;klhl5;s100z;trim55a;rbck1;stat5a;hsp70.3;hmox2b;bpifcl	ENSDARG00000061049;ENSDARG00000057429;ENSDARG00000099600;ENSDARG00000036546;ENSDARG00000030173;ENSDARG00000041413;ENSDARG00000060926;ENSDARG00000062122;ENSDARG00000038729;ENSDARG00000029596;ENSDARG00000031954;ENSDARG00000019392;ENSDARG00000021924;ENSDARG00000078452;ENSDARG00000099980		0.36080307124800004	1.70457E-5	3.70621E-6	0.7648912048496058	0.35654659196579797	0.7136223301588476	0.22247791417266663	1.54852E-5	3.7062E-6	0.4645610001978886	0.23634624851822683	0.4704544829691769	1.3585300154839999	2.09567E-5	3.70622E-6	3.5992803159048514	0.933479661142308	2.3530532462727676					2.29374E-5;4.82901E-6;1.64509;1.45381E-5;1.48225E-5;1.46929;1.70457E-5;2.68479E-5;2.71806E-5;1.15834E-5;1.61494E-5;2.0943E-5;1.54855E-5;3.70621E-6;2.29747	1.4343E-5;4.82901E-6;1.14785;1.4538E-5;1.48224E-5;0.936264;4.15818E-6;1.69778E-5;2.71805E-5;1.15834E-5;1.61493E-5;2.09396E-5;1.54852E-5;3.7062E-6;1.25289	1.15584E-4;7.18764E-6;3.34489;1.45381E-5;1.48225E-5;3.37782;1.06663E-4;8.63723E-5;2.71808E-5;1.15835E-5;1.61494E-5;2.09567E-5;1.54881E-5;3.70622E-6;13.6548	6	9	6	568465;563883;554089;436631;431715;100003132	ENSDARG00000099600;ENSDARG00000041413;ENSDARG00000038729;ENSDARG00000029596;ENSDARG00000031954;ENSDARG00000099980	0.9019841522333335	0.7346585903	1.0258703767000246	0.5561764855333333	0.46814559024999997	0.6177199292670578	3.3962608189499996	1.6724585904	5.288553579261994	1.64509;1.46929;2.71806E-5;1.15834E-5;1.61494E-5;2.29747	1.14785;0.936264;2.71805E-5;1.15834E-5;1.61493E-5;1.25289	3.34489;3.37782;2.71808E-5;1.15835E-5;1.61494E-5;13.6548	9	751631;570368;564697;564295;562396;560697;369197;30671;100329531	ENSDARG00000061049;ENSDARG00000057429;ENSDARG00000036546;ENSDARG00000030173;ENSDARG00000060926;ENSDARG00000062122;ENSDARG00000019392;ENSDARG00000021924;ENSDARG00000078452	1.568392444444444E-5	1.54855E-5	7.666067400424605E-6	1.2199932222222222E-5	1.4538E-5	6.305584783459375E-6	4.2813173333333335E-5	1.54881E-5	4.59288119597568E-5	2.29374E-5;4.82901E-6;1.45381E-5;1.48225E-5;1.70457E-5;2.68479E-5;2.0943E-5;1.54855E-5;3.70621E-6	1.4343E-5;4.82901E-6;1.4538E-5;1.48224E-5;4.15818E-6;1.69778E-5;2.09396E-5;1.54852E-5;3.7062E-6	1.15584E-4;7.18764E-6;1.45381E-5;1.48225E-5;1.06663E-4;8.63723E-5;2.09567E-5;1.54881E-5;3.70622E-6	0						Exp 2,1(0.07);Exp 4,4(0.27);Hill,8(0.54);Linear,2(0.14)	1.8789719935355516	28.99239730834961	1.561557412147522	3.8192598819732666	0.5643098438112361	1.7064756155014038	-0.026285286096291605	0.7478914285922917	-0.01262238939034735	0.45757821773568064	-0.4629571401686705	3.1800171711366705	DOWN	0.4	0.6	0.0	
R-DRE-6798695	Neutrophil degranulation	272	300	20	12	8	20	12	12	20	8	8	72	292	4520	0.94537	0.11524	0.15355	2.67	570368;568465;564697;563883;554089;30671;100329531;100003132	arg1;si:dkey-93h22.7;pdxkb;adgrg11;s100z;hsp70.3;hmox2b;bpifcl	ENSDARG00000057429;ENSDARG00000099600;ENSDARG00000036546;ENSDARG00000041413;ENSDARG00000038729;ENSDARG00000021924;ENSDARG00000078452;ENSDARG00000099980		0.6764894674274999	2.1333049999999997E-5	3.70621E-6	0.9623185259721334	0.7345420520214597	0.8954401587166579	0.41713371736375005	2.1332849999999997E-5	3.7062E-6	0.5820995187655228	0.48691109982193354	0.5890265500991894	2.5471972626075	2.133445E-5	3.70622E-6	4.7380799147314985	1.9230915213434645	3.1611205558035578					4.82901E-6;1.64509;1.45381E-5;1.46929;2.71806E-5;1.54855E-5;3.70621E-6;2.29747	4.82901E-6;1.14785;1.4538E-5;0.936264;2.71805E-5;1.54852E-5;3.7062E-6;1.25289	7.18764E-6;3.34489;1.45381E-5;3.37782;2.71808E-5;1.54881E-5;3.70622E-6;13.6548	4	4	4	568465;563883;554089;100003132	ENSDARG00000099600;ENSDARG00000041413;ENSDARG00000038729;ENSDARG00000099980	1.3529692951499999	1.5571899999999999	0.9697764277337387	0.8342577951250001	1.042057	0.5715298120330129	5.094384295199999	3.3613549999999996	5.9228516419181405	1.64509;1.46929;2.71806E-5;2.29747	1.14785;0.936264;2.71805E-5;1.25289	3.34489;3.37782;2.71808E-5;13.6548	4	570368;564697;30671;100329531	ENSDARG00000057429;ENSDARG00000036546;ENSDARG00000021924;ENSDARG00000078452	9.639705E-6	9.683555E-6	6.232087452748076E-6	9.6396025E-6	9.683505E-6	6.231970625414164E-6	1.0230015E-5	1.086287E-5	5.7161467521720175E-6	4.82901E-6;1.45381E-5;1.54855E-5;3.70621E-6	4.82901E-6;1.4538E-5;1.54852E-5;3.7062E-6	7.18764E-6;1.45381E-5;1.54881E-5;3.70622E-6	0						Exp 2,1(0.13);Exp 4,1(0.13);Hill,4(0.5);Linear,2(0.25)	1.987658493377955	16.549618363380432	1.623223900794983	3.8192598819732666	0.7285833476292038	1.815843105316162	0.00963675115868845	1.3433421836963113	0.013759330660113367	0.8205081040673865	-0.7361246061527131	5.830519131367713	CONFLICT	0.5	0.5	0.0	
R-DRE-76002	Platelet activation, signaling and aggregation	127	141	11	8	4	10	6	6	11	4	4	76	137	4675	0.92014	0.1985	0.29301	2.84	563738;561717;403049;100536977	si:ch211-284e20.8;rab27b;vegfc;si:ch1073-406l10.2	ENSDARG00000070918;ENSDARG00000087762;ENSDARG00000069640;ENSDARG00000089645		0.394760717915	3.682705E-5	9.21756E-6	0.7894661882689	0.5170155187128189	0.8555847585593587	0.214939967005	3.6825250000000005E-5	9.21752E-6	0.4298246890531602	0.28149968566440114	0.4658244445107552	1.2377984226499998	4.13122E-5	2.10662E-5	2.4755277182688666	1.6211641977147337	2.6828462441238865					1.57896;9.21756E-6;5.25928E-5;2.10613E-5	0.859677;9.21752E-6;5.25926E-5;2.10579E-5	4.95109;3.00314E-5;5.2593E-5;2.10662E-5	2	2	2	403049;100536977	ENSDARG00000069640;ENSDARG00000089645	3.682705E-5	3.682705E-5	2.2296137470983627E-5	3.6825250000000005E-5	3.6825250000000005E-5	2.2298400212683407E-5	3.6829600000000004E-5	3.6829600000000004E-5	2.229281406911204E-5	5.25928E-5;2.10613E-5	5.25926E-5;2.10579E-5	5.2593E-5;2.10662E-5	2	563738;561717	ENSDARG00000070918;ENSDARG00000087762	0.7894846087799999	0.7894846087799999	1.1164868054231292	0.42984310876000004	0.42984310876000004	0.6078769185592099	2.4755600156999997	2.4755600156999997	3.5009280778583154	1.57896;9.21756E-6	0.859677;9.21752E-6	4.95109;3.00314E-5	0						Exp 2,1(0.25);Exp 4,1(0.25);Hill,2(0.5)	1.689218094856489	6.790716767311096	1.522037148475647	1.9872684478759766	0.20100295686908012	1.6407055854797363	-0.378916146588522	1.168437582418522	-0.20628822826709692	0.6361681622770969	-1.188218741253489	3.663815586553489	CONFLICT	0.5	0.5	0.0	
R-DRE-76005	Response to elevated platelet cytosolic Ca2+	60	71	5	4	4	5	4	4	5	4	4	76	67	4745	0.99422	0.028182	0.028182	5.63	563738;561717;403049;100536977	si:ch211-284e20.8;rab27b;vegfc;si:ch1073-406l10.2	ENSDARG00000070918;ENSDARG00000087762;ENSDARG00000069640;ENSDARG00000089645		0.394760717915	3.682705E-5	9.21756E-6	0.7894661882689	0.5170155187128189	0.8555847585593587	0.214939967005	3.6825250000000005E-5	9.21752E-6	0.4298246890531602	0.28149968566440114	0.4658244445107552	1.2377984226499998	4.13122E-5	2.10662E-5	2.4755277182688666	1.6211641977147337	2.6828462441238865	2.5	0.7895062963999999			1.57896;9.21756E-6;5.25928E-5;2.10613E-5	0.859677;9.21752E-6;5.25926E-5;2.10579E-5	4.95109;3.00314E-5;5.2593E-5;2.10662E-5	2	2	2	403049;100536977	ENSDARG00000069640;ENSDARG00000089645	3.682705E-5	3.682705E-5	2.2296137470983627E-5	3.6825250000000005E-5	3.6825250000000005E-5	2.2298400212683407E-5	3.6829600000000004E-5	3.6829600000000004E-5	2.229281406911204E-5	5.25928E-5;2.10613E-5	5.25926E-5;2.10579E-5	5.2593E-5;2.10662E-5	2	563738;561717	ENSDARG00000070918;ENSDARG00000087762	0.7894846087799999	0.7894846087799999	1.1164868054231292	0.42984310876000004	0.42984310876000004	0.6078769185592099	2.4755600156999997	2.4755600156999997	3.5009280778583154	1.57896;9.21756E-6	0.859677;9.21752E-6	4.95109;3.00314E-5	0						Exp 2,1(0.25);Exp 4,1(0.25);Hill,2(0.5)	1.689218094856489	6.790716767311096	1.522037148475647	1.9872684478759766	0.20100295686908012	1.6407055854797363	-0.378916146588522	1.168437582418522	-0.20628822826709692	0.6361681622770969	-1.188218741253489	3.663815586553489	CONFLICT	0.5	0.5	0.0	
R-DRE-1430728	Metabolism	994	1029	79	61	31	71	51	46	79	23	23	57	1006	3806	0.96367	0.062037	0.096572	2.24	799142;796410;794084;570368;566367;565237;564697;564556;563806;560068;559020;557714;557232;550442;492759;492518;436652;406651;327417;100329531;100148828;100003805;100002812	tmem186;fut9a;gpx9;arg1;abcd1;gcgrb;pdxkb;cpne7;plpp2a;pdk3a;ptgs2b;pparab;aspa;coq10b;cyp3c3;haao;entpd8;ddc;hsd17b12a;hmox2b;b4galt2;si:dkey-202g17.3;phospho1	ENSDARG00000109974;ENSDARG00000016460;ENSDARG00000003077;ENSDARG00000057429;ENSDARG00000074876;ENSDARG00000036272;ENSDARG00000036546;ENSDARG00000102584;ENSDARG00000002231;ENSDARG00000014527;ENSDARG00000010276;ENSDARG00000054323;ENSDARG00000005154;ENSDARG00000056141;ENSDARG00000037873;ENSDARG00000076487;ENSDARG00000005565;ENSDARG00000016494;ENSDARG00000015709;ENSDARG00000078452;ENSDARG00000077994;ENSDARG00000057504;ENSDARG00000008403		0.2765019837169565	2.5229E-5	3.70621E-6	0.5201233602209975	0.25580684608332505	0.5345586531668417	0.1664955533169565	2.52289E-5	3.61537E-6	0.3169749407912703	0.14938313481853377	0.31484941182428205	0.7461341588913043	4.79998E-5	3.70622E-6	1.3630681876315032	0.7082371400587532	1.4415185983262182					1.43951;4.44015E-5;2.0964E-5;4.82901E-6;6.39817E-6;3.05617E-4;1.45381E-5;2.5229E-5;0.330626;1.6116E-5;0.00450794;1.68325E-5;6.08043E-6;1.16979E-5;0.916802;0.852797;1.41392;1.40056;7.05797E-6;3.70621E-6;2.00941E-5;2.71124E-4;4.79996E-5	0.922642;4.43924E-5;1.55344E-5;4.82901E-6;6.39815E-6;3.05616E-4;1.4538E-5;2.52289E-5;0.127874;1.6116E-5;0.00167595;1.68325E-5;6.08041E-6;3.61537E-6;0.591886;0.566887;0.796434;0.821198;7.05785E-6;3.7062E-6;1.17527E-5;2.71079E-4;4.79994E-5	3.24049;4.44035E-5;1.71055E-4;7.18764E-6;6.39819E-6;3.05618E-4;1.45381E-5;2.52291E-5;3.05008;1.61161E-5;0.0141784;1.68326E-5;6.08045E-6;2.39888E-5;1.77648;1.56442;3.8986;3.61568;7.058E-6;3.70622E-6;1.89874E-4;2.71169E-4;4.79998E-5	5	18	5	799142;563806;559020;550442;327417	ENSDARG00000109974;ENSDARG00000002231;ENSDARG00000010276;ENSDARG00000056141;ENSDARG00000015709	0.35493253917400003	0.00450794	0.6228236862995787	0.21044052464399998	0.00167595	0.40193182159698326	1.26095588936	0.0141784	1.7214757985224116	1.43951;0.330626;0.00450794;1.16979E-5;7.05797E-6	0.922642;0.127874;0.00167595;3.61537E-6;7.05785E-6	3.24049;3.05008;0.0141784;2.39888E-5;7.058E-6	18	796410;794084;570368;566367;565237;564697;564556;560068;557714;557232;492759;492518;436652;406651;100329531;100148828;100003805;100002812	ENSDARG00000016460;ENSDARG00000003077;ENSDARG00000057429;ENSDARG00000074876;ENSDARG00000036272;ENSDARG00000036546;ENSDARG00000102584;ENSDARG00000014527;ENSDARG00000054323;ENSDARG00000005154;ENSDARG00000037873;ENSDARG00000076487;ENSDARG00000005565;ENSDARG00000016494;ENSDARG00000078452;ENSDARG00000077994;ENSDARG00000057504;ENSDARG00000008403	0.25471571831222223	2.3096499999999998E-5	0.5064690418012309	0.15428861683722223	2.1030700000000002E-5	0.3021368759967351	0.6031281226499999	4.6201650000000005E-5	1.2678785339226908	4.44015E-5;2.0964E-5;4.82901E-6;6.39817E-6;3.05617E-4;1.45381E-5;2.5229E-5;1.6116E-5;1.68325E-5;6.08043E-6;0.916802;0.852797;1.41392;1.40056;3.70621E-6;2.00941E-5;2.71124E-4;4.79996E-5	4.43924E-5;1.55344E-5;4.82901E-6;6.39815E-6;3.05616E-4;1.4538E-5;2.52289E-5;1.6116E-5;1.68325E-5;6.08041E-6;0.591886;0.566887;0.796434;0.821198;3.7062E-6;1.17527E-5;2.71079E-4;4.79994E-5	4.44035E-5;1.71055E-4;7.18764E-6;6.39819E-6;3.05618E-4;1.45381E-5;2.52291E-5;1.61161E-5;1.68326E-5;6.08045E-6;1.77648;1.56442;3.8986;3.61568;3.70622E-6;1.89874E-4;2.71169E-4;4.79998E-5	0						Exp 2,4(0.18);Exp 4,5(0.22);Hill,12(0.53);Linear,1(0.05);Poly 2,1(0.05)	1.705450211456817	39.42601799964905	1.5024490356445312	2.162767171859741	0.181110563145718	1.6535413265228271	0.06393367703695538	0.4890702903969576	0.036951618979215894	0.29603948765469723	0.18906420454221373	1.303204113240395	DOWN	0.21739130434782608	0.782608695652174	0.0	
R-DRE-156580	Phase II - Conjugation of compounds	46	48	2	2	0	2	2	2	2	0	0	80	48	4764	0.45144	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-211859	Biological oxidations	109	112	7	7	2	7	7	5	7	1	1	79	111	4701	0.44871	0.84559	1.0	0.89	492759	cyp3c3	ENSDARG00000037873		0.916802	0.916802	0.916802		0.916802		0.591886	0.591886	0.591886		0.591886		1.77648	1.77648	1.77648		1.77648						0.916802	0.591886	1.77648	0	1	0															1	492759	ENSDARG00000037873	0.916802	0.916802		0.591886	0.591886		1.77648	1.77648		0.916802	0.591886	1.77648	0						Exp 2,1(1)	1.609357237815857	1.609357237815857	1.609357237815857	1.609357237815857	0.0	1.609357237815857	0.916802	0.916802	0.591886	0.591886	1.77648	1.77648	DOWN	0.0	1.0	0.0	
