Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 11/15/21
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: sep_norm_data_DEHP
Work Source: sep_norm_data_DEHP_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress2 Version: BMDExpress 2.30.0507 BETA
Timestamp (Start Time): 12/13/2021 11:14.10
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 762
Total Run Time: 53 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	282	307	19	13	10	12	13	6	12	2	2	59	305	4526	0.25319	0.90386	0.58933	0.65	60658;100002946	nos1;cxcl8a	ENSDARG00000068910;ENSDARG00000104795		0.040649656	0.040649656	1.69312E-4	0.05724785149432834	0.05528569435483871	0.053374987243727294	0.028471405499999998	0.028471405499999998	1.69311E-4	0.04002520588546498	0.03870428644153226	0.03731746777913411	0.06992617	0.06992617	1.6934E-4	0.09865105505415439	0.09514738944892473	0.09197723002089245					1.69312E-4;0.08113	1.69311E-4;0.0567735	1.6934E-4;0.139683	1	1	1	100002946	ENSDARG00000104795	0.08113	0.08113		0.0567735	0.0567735		0.139683	0.139683		0.08113	0.0567735	0.139683	1	60658	ENSDARG00000068910	1.69312E-4	1.69312E-4		1.69311E-4	1.69311E-4		1.6934E-4	1.6934E-4		1.69312E-4	1.69311E-4	1.6934E-4	0						Hill,1(0.5);Poly 2,1(0.5)	2.9181124943515	6.543270468711853	1.7923730611801147	4.750897407531738	2.091992627610731	3.2716352343559265	-0.038691818239999995	0.11999113023999998	-0.027000699719999993	0.08394351071999999	-0.06679721679999998	0.2066495568	CONFLICT	0.5	0.5	0.0	
R-DRE-114608	Platelet degranulation 	58	69	3	3	2	3	3	3	1	1	1	60	68	4763	0.78767	0.58185	0.58185	1.45	100002946	cxcl8a	ENSDARG00000104795		0.08113	0.08113	0.08113		0.08113		0.0567735	0.0567735	0.0567735		0.0567735		0.139683	0.139683	0.139683		0.139683						0.08113	0.0567735	0.139683	1	0	1	100002946	ENSDARG00000104795	0.08113	0.08113		0.0567735	0.0567735		0.139683	0.139683		0.08113	0.0567735	0.139683	0															0						Poly 2,1(1)	4.750897407531738	4.750897407531738	4.750897407531738	4.750897407531738	0.0	4.750897407531738	0.08113	0.08113	0.0567735	0.0567735	0.139683	0.139683	UP	1.0	0.0	0.0	
R-DRE-168249	Innate Immune System	465	502	29	17	11	24	15	10	24	4	4	57	498	4333	0.2352	0.88545	0.52085	0.8	60658;564697;497449;100002946	nos1;pdxkb;ghdc;cxcl8a	ENSDARG00000068910;ENSDARG00000036546;ENSDARG00000055569;ENSDARG00000104795		0.02046221575	2.859875E-4	1.46888E-4	0.04044535484878028	0.02460551185943179	0.042786762108493595	0.014300137749999999	1.58099E-4	1.10853E-4	0.028315585072342515	0.01715427582085899	0.029990062321205692	0.035611322	0.0013077	1.46888E-4	0.06938950192522643	0.0431178024410652	0.07310340846138295					1.69312E-4;1.46888E-4;4.02663E-4;0.08113	1.69311E-4;1.46887E-4;1.10853E-4;0.0567735	1.6934E-4;1.46888E-4;0.00244606;0.139683	2	2	2	497449;100002946	ENSDARG00000055569;ENSDARG00000104795	0.040766331499999996	0.040766331499999996	0.05708284741983168	0.0284421765	0.0284421765	0.04006654193367958	0.07106453	0.07106453	0.09704117090329134	4.02663E-4;0.08113	1.10853E-4;0.0567735	0.00244606;0.139683	2	60658;564697	ENSDARG00000068910;ENSDARG00000036546	1.581E-4	1.581E-4	1.585616246132727E-5	1.58099E-4	1.58099E-4	1.5856162461327064E-5	1.58114E-4	1.58114E-4	1.5875961451200328E-5	1.69312E-4;1.46888E-4	1.69311E-4;1.46887E-4	1.6934E-4;1.46888E-4	0						Exp 4,1(0.25);Hill,2(0.5);Poly 2,1(0.25)	2.220484588277459	9.936107397079468	1.5448886156082153	4.750897407531738	1.5169776549692282	1.820160686969757	-0.019174232001804674	0.06009866350180467	-0.01344913562089566	0.042049411120895656	-0.032390389886721896	0.1036130338867219	CONFLICT	0.5	0.5	0.0	
R-DRE-168256	Immune System	750	839	50	33	19	41	29	21	42	8	8	53	831	4000	0.25803	0.845	0.49518	0.95	60658;564697;562677;554167;497449;100317496;100174902;100002946	nos1;pdxkb;si:ch211-188c16.1;tnfb;ghdc;lonrf1l;crfb16;cxcl8a	ENSDARG00000068910;ENSDARG00000036546;ENSDARG00000077288;ENSDARG00000013598;ENSDARG00000055569;ENSDARG00000078567;ENSDARG00000075181;ENSDARG00000104795		0.3317356375875	0.028834831499999998	9.02377E-5	0.831558567390887	0.13983236912902408	0.5365090572268876	0.19313149670000002	0.0073452555	2.89226E-5	0.4855299224413956	0.08060056351447356	0.31344791880321177	1.9748086783749998	0.07106453	1.46888E-4	5.291179971839697	0.7898508812951798	3.4006127150784593					1.69312E-4;1.46888E-4;0.128369;0.057267;4.02663E-4;9.02377E-5;2.38631;0.08113	1.69311E-4;1.46887E-4;0.0809713;0.0145212;1.10853E-4;2.89226E-5;1.39233;0.0567735	1.6934E-4;1.46888E-4;0.306217;0.283591;0.00244606;3.16139E-4;15.0659;0.139683	6	2	6	562677;554167;497449;100317496;100174902;100002946	ENSDARG00000077288;ENSDARG00000013598;ENSDARG00000055569;ENSDARG00000078567;ENSDARG00000075181;ENSDARG00000104795	0.44226148345	0.0691985	0.9536502979887299	0.2574559626	0.03564735	0.5569330036782754	2.6330255331666668	0.211637	6.092259222819835	0.128369;0.057267;4.02663E-4;9.02377E-5;2.38631;0.08113	0.0809713;0.0145212;1.10853E-4;2.89226E-5;1.39233;0.0567735	0.306217;0.283591;0.00244606;3.16139E-4;15.0659;0.139683	2	60658;564697	ENSDARG00000068910;ENSDARG00000036546	1.581E-4	1.581E-4	1.585616246132727E-5	1.58099E-4	1.58099E-4	1.5856162461327064E-5	1.58114E-4	1.58114E-4	1.5875961451200328E-5	1.69312E-4;1.46888E-4	1.69311E-4;1.46887E-4	1.6934E-4;1.46888E-4	0						Exp 2,1(0.13);Exp 4,3(0.38);Hill,2(0.25);Poly 2,2(0.25)	2.065493924898792	17.783588647842407	1.505736231803894	4.750897407531738	1.0762748952743817	1.820160686969757	-0.24450505032924952	0.9079763255042496	-0.14332357391474343	0.5295865673147435	-1.691791975419969	5.641409332169969	UP	0.75	0.25	0.0	
R-DRE-6798695	Neutrophil degranulation	272	300	18	14	10	14	12	8	14	3	3	58	297	4534	0.4799	0.73231	1.0	1.0	564697;497449;100002946	pdxkb;ghdc;cxcl8a	ENSDARG00000036546;ENSDARG00000055569;ENSDARG00000104795		0.027226516999999995	4.02663E-4	1.46888E-4	0.04668196080780158	0.028614559414299284	0.047184538142203615	0.019010413333333333	1.46887E-4	1.10853E-4	0.03270379734156146	0.019940860153786374	0.03309364363426281	0.047425316	0.00244606	1.46888E-4	0.07990576788163849	0.05016400558742768	0.08043676213841572					1.46888E-4;4.02663E-4;0.08113	1.46887E-4;1.10853E-4;0.0567735	1.46888E-4;0.00244606;0.139683	2	1	2	497449;100002946	ENSDARG00000055569;ENSDARG00000104795	0.040766331499999996	0.040766331499999996	0.05708284741983168	0.0284421765	0.0284421765	0.04006654193367958	0.07106453	0.07106453	0.09704117090329134	4.02663E-4;0.08113	1.10853E-4;0.0567735	0.00244606;0.139683	1	564697	ENSDARG00000036546	1.46888E-4	1.46888E-4		1.46887E-4	1.46887E-4		1.46888E-4	1.46888E-4		1.46888E-4	1.46887E-4	1.46888E-4	0						Exp 4,1(0.34);Hill,1(0.34);Poly 2,1(0.34)	2.384812365851123	8.143734335899353	1.5448886156082153	4.750897407531738	1.7700024011644653	1.8479483127593994	-0.025599094571820254	0.08005212857182026	-0.01799741721606668	0.05601824388273334	-0.042996572528684766	0.13784720452868476	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-76002	Platelet activation, signaling and aggregation	127	141	9	7	6	5	7	3	5	1	1	60	140	4691	0.47063	0.83391	1.0	0.71	100002946	cxcl8a	ENSDARG00000104795		0.08113	0.08113	0.08113		0.08113		0.0567735	0.0567735	0.0567735		0.0567735		0.139683	0.139683	0.139683		0.139683						0.08113	0.0567735	0.139683	1	0	1	100002946	ENSDARG00000104795	0.08113	0.08113		0.0567735	0.0567735		0.139683	0.139683		0.08113	0.0567735	0.139683	0															0						Poly 2,1(1)	4.750897407531738	4.750897407531738	4.750897407531738	4.750897407531738	0.0	4.750897407531738	0.08113	0.08113	0.0567735	0.0567735	0.139683	0.139683	UP	1.0	0.0	0.0	
R-DRE-76005	Response to elevated platelet cytosolic Ca2+	60	71	3	3	2	3	3	3	1	1	1	60	70	4761	0.77847	0.59236	0.59236	1.41	100002946	cxcl8a	ENSDARG00000104795		0.08113	0.08113	0.08113		0.08113		0.0567735	0.0567735	0.0567735		0.0567735		0.139683	0.139683	0.139683		0.139683						0.08113	0.0567735	0.139683	1	0	1	100002946	ENSDARG00000104795	0.08113	0.08113		0.0567735	0.0567735		0.139683	0.139683		0.08113	0.0567735	0.139683	0															0						Poly 2,1(1)	4.750897407531738	4.750897407531738	4.750897407531738	4.750897407531738	0.0	4.750897407531738	0.08113	0.08113	0.0567735	0.0567735	0.139683	0.139683	UP	1.0	0.0	0.0	
R-DRE-1430728	Metabolism	994	1029	80	47	34	61	45	28	68	12	12	49	1017	3814	0.47026	0.65364	0.8755	1.17	794081;678554;570112;565669;564697;559020;555271;550442;449677;445176;393867;322614	ucp3;bco2b;serinc4;plcd4a;pdxkb;ptgs2b;tmlhe;coq10b;cpt1b;mfsd2ab;ampd1;arg2	ENSDARG00000091209;ENSDARG00000041715;ENSDARG00000044815;ENSDARG00000057975;ENSDARG00000036546;ENSDARG00000010276;ENSDARG00000077547;ENSDARG00000056141;ENSDARG00000058285;ENSDARG00000035909;ENSDARG00000033832;ENSDARG00000039269		0.1074437641	1.34413E-4	3.131E-5	0.37170637206237905	0.07964824634657222	0.32370960424324774	0.07032972946666667	9.233470000000001E-5	1.81787E-5	0.24334850393820112	0.05211239828231749	0.21193141300365953	0.22468619375	4.7555450000000006E-4	1.15389E-4	0.7765080269429468	0.16676956558932488	0.6762010696899154					1.17985E-4;5.17222E-5;1.15388E-4;1.3842E-4;1.46888E-4;1.28777;1.2191E-4;1.30406E-4;1.69756E-4;3.131E-5;2.53831E-4;2.77553E-4	4.21395E-5;2.12823E-5;1.15388E-4;1.38419E-4;1.46887E-4;0.843065;1.2191E-4;4.21388E-5;6.07409E-5;1.81787E-5;9.03216E-5;9.43478E-5	5.27456E-4;4.23653E-4;1.15389E-4;1.3842E-4;1.46888E-4;2.69043;1.21911E-4;7.77961E-4;9.61054E-4;2.38803E-4;0.00103905;0.00131374	9	3	9	794081;678554;570112;559020;550442;449677;445176;393867;322614	ENSDARG00000091209;ENSDARG00000041715;ENSDARG00000044815;ENSDARG00000010276;ENSDARG00000056141;ENSDARG00000058285;ENSDARG00000035909;ENSDARG00000033832;ENSDARG00000039269	0.1432131056888889	1.30406E-4	0.4292088431506144	0.09372772639999999	6.07409E-5	0.2810014796131295	0.29953634511111116	7.77961E-4	0.8965852057205917	1.17985E-4;5.17222E-5;1.15388E-4;1.28777;1.30406E-4;1.69756E-4;3.131E-5;2.53831E-4;2.77553E-4	4.21395E-5;2.12823E-5;1.15388E-4;0.843065;4.21388E-5;6.07409E-5;1.81787E-5;9.03216E-5;9.43478E-5	5.27456E-4;4.23653E-4;1.15389E-4;2.69043;7.77961E-4;9.61054E-4;2.38803E-4;0.00103905;0.00131374	3	565669;564697;555271	ENSDARG00000057975;ENSDARG00000036546;ENSDARG00000077547	1.3573933333333333E-4	1.3842E-4	1.2702936720827068E-5	1.3573866666666666E-4	1.38419E-4	1.2702392386213433E-5	1.3573966666666668E-4	1.3842E-4	1.2702392386213302E-5	1.3842E-4;1.46888E-4;1.2191E-4	1.38419E-4;1.46887E-4;1.2191E-4	1.3842E-4;1.46888E-4;1.21911E-4	0						Exp 4,7(0.59);Hill,4(0.34);Linear,1(0.09)	1.7671782826509819	21.477810621261597	1.5063135623931885	2.475396156311035	0.3125219304296855	1.667487919330597	-0.10286891439031948	0.3177564425903195	-0.06735764830383423	0.20801710723716754	-0.21466458226574742	0.6640369697657473	UP	0.75	0.25	0.0	
R-DRE-156580	Phase II - Conjugation of compounds	46	48	3	0	0	3	0	0	3	0	0	61	48	4783	0.54595	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-211859	Biological oxidations	109	112	9	2	2	8	2	1	7	0	0	61	112	4719	0.24132	1.0	0.40432	0.0																														0	0	0															0															0																							
