GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	172	307	23	19	17	11	11	8	23	7	7	56	300	4529	0.95826	0.09772	0.11413	2.28	567448;393153;359833;335656;334571;323695;107988037	mfn2;serpine2;tfpia;gngt1;prkcda;cav1;ino80e	ENSDARG00000079504;ENSDARG00000029353;ENSDARG00000034718;ENSDARG00000035798;ENSDARG00000009208;ENSDARG00000103747;ENSDARG00000101892		241.45209685714286	28.5323	0.640374	299.9372887777605	112.58146330029226	234.20742540080957	123.66373171428572	7.80706	0.115912	152.7238390759271	56.99086826379856	120.72384276362091	478.81740285714284	104.276	1.87989	596.841284640794	229.97345947706893	460.7507831562943					1.00779;418.891;0.865214;0.640374;655.465;28.5323;584.763	0.540269;248.971;0.167881;0.115912;310.725;7.80706;297.319	1.87989;704.779;4.45907;3.53786;1382.68;104.276;1150.11	4	3	4	393153;359833;323695;107988037	ENSDARG00000029353;ENSDARG00000034718;ENSDARG00000103747;ENSDARG00000101892	258.2628785	223.71165000000002	289.50153663618255	138.56623525	128.38903	156.67771461021547	490.90601749999996	404.5275	537.4026877340751	418.891;0.865214;28.5323;584.763	248.971;0.167881;7.80706;297.319	704.779;4.45907;104.276;1150.11	3	567448;335656;334571	ENSDARG00000079504;ENSDARG00000035798;ENSDARG00000009208	219.03772133333334	1.00779	377.9571548759509	103.793727	0.540269	179.20786486303064	462.69925000000006	3.53786	796.7271317672395	1.00779;0.640374;655.465	0.540269;0.115912;310.725	1.87989;3.53786;1382.68	0						Hill,4(0.58);Linear,3(0.43)	1.9262537529726067	13.656524896621704	1.5431203842163086	2.3645691871643066	0.33160628677900733	2.012150526046753	19.25544385128572	463.64874986300003	10.524328423819256	236.80313500475216	36.6711916831033	920.9636140311824	CONFLICT	0.5714285714285714	0.42857142857142855	0.0	
R-DRE-114608	Platelet degranulation 	31	69	6	4	4	3	3	1	6	1	1	62	68	4761	0.77726	0.59371	0.59371	1.45	107988037	ino80e	ENSDARG00000101892		584.763	584.763	584.763		584.763		297.319	297.319	297.319		297.319		1150.11	1150.11	1150.11		1150.11						584.763	297.319	1150.11	1	0	1	107988037	ENSDARG00000101892	584.763	584.763		297.319	297.319		1150.11	1150.11		584.763	297.319	1150.11	0															0						Linear,1(1)	2.012150526046753	2.012150526046753	2.012150526046753	2.012150526046753	0.0	2.012150526046753	584.763	584.763	297.319	297.319	1150.11	1150.11	UP	1.0	0.0	0.0	
R-DRE-168249	Innate Immune System	292	502	33	31	25	20	20	11	33	8	8	55	494	4335	0.80714	0.31698	0.52782	1.59	797351;431762;431724;415202;405783;386701;336334;334571	krt5;mgst1.2;impdh1a;psmd4a;ostf1;tubb5;eef1a1a;prkcda	ENSDARG00000058371;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000101295;ENSDARG00000091555;ENSDARG00000037997;ENSDARG00000039502;ENSDARG00000009208		277.981415625	236.48850000000002	0.498845	287.6877636029045	228.74316605216526	267.30906777832735	144.121758375	133.30205	0.102108	150.66436904585328	122.13910806437804	144.0060703371649	547.51234875	431.389	2.43709	551.1415077435487	440.1828670564539	501.6108673086448					0.498845;35.605;527.945;544.262;437.372;19.6498;3.05368;655.465	0.102108;11.1171;283.637;287.5;255.487;3.57732;0.828539;310.725	2.43709;114.033;982.684;1030.33;748.745;107.935;11.2547;1382.68	5	3	5	797351;431762;431724;415202;405783	ENSDARG00000058371;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000101295;ENSDARG00000091555	309.136569	437.372	269.1106591436296	167.5686416	255.487	148.41424884264603	575.645818	748.745	485.80751161679825	0.498845;35.605;527.945;544.262;437.372	0.102108;11.1171;283.637;287.5;255.487	2.43709;114.033;982.684;1030.33;748.745	3	386701;336334;334571	ENSDARG00000037997;ENSDARG00000039502;ENSDARG00000009208	226.05616	19.6498	371.9715334570279	105.04361966666669	3.57732	178.13060267993112	500.6232333333333	107.935	765.411572174646	19.6498;3.05368;655.465	3.57732;0.828539;310.725	107.935;11.2547;1382.68	0						Exp 5,1(0.13);Hill,3(0.38);Linear,4(0.5)	1.8809546478443784	15.137510538101196	1.5161101818084717	2.164217472076416	0.21554729714470724	1.9461325407028198	78.62396648715398	477.338864762846	39.716677280194915	248.5268394698051	165.5907691815355	929.4339283184645	UP	0.625	0.375	0.0	
R-DRE-168256	Immune System	452	839	42	40	31	26	26	15	42	10	10	53	829	4000	0.47358	0.65859	1.0	1.19	797939;797351;559776;431762;431724;415202;405783;386701;336334;334571	fbxl16;krt5;zgc:175088;mgst1.2;impdh1a;psmd4a;ostf1;tubb5;eef1a1a;prkcda	ENSDARG00000060915;ENSDARG00000058371;ENSDARG00000099306;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000101295;ENSDARG00000091555;ENSDARG00000037997;ENSDARG00000039502;ENSDARG00000009208		341.65333250000003	473.8505	0.498845	289.8870265613755	257.72489901036664	272.3938770969011	174.63590670000002	266.8655	0.102108	147.88264450960935	136.5104661238146	144.69423861693517	679.354679	842.3715	2.43709	574.2802129513303	498.13123387237295	519.6812581792219					510.329;0.498845;682.353;35.605;527.945;544.262;437.372;19.6498;3.05368;655.465	278.244;0.102108;315.141;11.1171;283.637;287.5;255.487;3.57732;0.828539;310.725	935.998;2.43709;1477.45;114.033;982.684;1030.33;748.745;107.935;11.2547;1382.68	6	4	6	797351;559776;431762;431724;415202;405783	ENSDARG00000058371;ENSDARG00000099306;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000101295;ENSDARG00000091555	371.33930749999996	482.6585	284.8710612771528	192.16403466666668	269.562	145.7773355780812	725.946515	865.7145	569.5164157307138	0.498845;682.353;35.605;527.945;544.262;437.372	0.102108;315.141;11.1171;283.637;287.5;255.487	2.43709;1477.45;114.033;982.684;1030.33;748.745	4	797939;386701;336334;334571	ENSDARG00000060915;ENSDARG00000037997;ENSDARG00000039502;ENSDARG00000009208	297.12437	264.9894	335.327665165479	148.34371475	140.91066	169.27276019582465	609.466925	521.9665	661.7837361316933	510.329;19.6498;3.05368;655.465	278.244;3.57732;0.828539;310.725	935.998;107.935;11.2547;1382.68	0						Exp 5,1(0.1);Hill,3(0.3);Linear,6(0.6)	1.8652520057149855	18.78257691860199	1.5161101818084717	2.164217472076416	0.2283456601230595	1.9461325407028198	161.97949195873568	521.3271730412644	82.97729402036549	266.29451937963455	323.41211533382483	1035.2972426661754	UP	0.6	0.4	0.0	
R-DRE-6798695	Neutrophil degranulation	164	300	24	22	18	16	16	9	24	7	7	56	293	4536	0.96283	0.088987	0.10706	2.33	797351;431762;431724;405783;386701;336334;334571	krt5;mgst1.2;impdh1a;ostf1;tubb5;eef1a1a;prkcda	ENSDARG00000058371;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000091555;ENSDARG00000037997;ENSDARG00000039502;ENSDARG00000009208		239.94133214285714	35.605	0.498845	288.18832384787737	213.5579574782466	265.6963641251358	123.63915242857142	11.1171	0.102108	150.2243791266484	114.180661962784	143.45519827087153	478.53839857142856	114.033	2.43709	556.759075053056	411.7804189651002	498.71926344519204					0.498845;35.605;527.945;437.372;19.6498;3.05368;655.465	0.102108;11.1171;283.637;255.487;3.57732;0.828539;310.725	2.43709;114.033;982.684;748.745;107.935;11.2547;1382.68	4	3	4	797351;431762;431724;405783	ENSDARG00000058371;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000091555	250.35521125000002	236.48850000000002	271.15630614106783	137.585802	133.30205	152.8918393598569	461.9747725	431.389	478.0563501206251	0.498845;35.605;527.945;437.372	0.102108;11.1171;283.637;255.487	2.43709;114.033;982.684;748.745	3	386701;336334;334571	ENSDARG00000037997;ENSDARG00000039502;ENSDARG00000009208	226.05616	19.6498	371.9715334570279	105.04361966666669	3.57732	178.13060267993112	500.6232333333333	107.935	765.411572174646	19.6498;3.05368;655.465	3.57732;0.828539;310.725	107.935;11.2547;1382.68	0						Exp 5,1(0.15);Hill,3(0.43);Linear,3(0.43)	1.9397981783110159	13.621400356292725	1.699784278869629	2.164217472076416	0.16511829148280593	2.024536609649658	26.448434159729203	453.4342301259851	12.351374980677093	234.92692987646578	66.08550379618384	890.9912933466734	CONFLICT	0.5714285714285714	0.42857142857142855	0.0	
R-DRE-76002	Platelet activation, signaling and aggregation	77	141	12	10	8	6	6	4	12	3	3	60	138	4691	0.89285	0.27249	0.42903	2.13	335656;334571;107988037	gngt1;prkcda;ino80e	ENSDARG00000035798;ENSDARG00000009208;ENSDARG00000101892		413.6227913333334	584.763	0.640374	359.3960920361581	218.14948098046148	365.01519019860814	202.71997066666668	297.319	0.115912	175.58825031919014	106.35800677967813	177.92539174191126	845.4426199999999	1150.11	3.53786	738.3257546015805	448.8845663823177	750.2101759321067					0.640374;655.465;584.763	0.115912;310.725;297.319	3.53786;1382.68;1150.11	1	2	1	107988037	ENSDARG00000101892	584.763	584.763		297.319	297.319		1150.11	1150.11		584.763	297.319	1150.11	2	335656;334571	ENSDARG00000035798;ENSDARG00000009208	328.052687	328.052687	463.0309335325449	155.420456	155.420456	219.6337924229691	693.10893	693.10893	975.200759414127	0.640374;655.465	0.115912;310.725	3.53786;1382.68	0						Hill,1(0.34);Linear,2(0.67)	1.88706586102708	5.7194883823394775	1.5431203842163086	2.164217472076416	0.3237476441532255	2.012150526046753	6.927827587093589	820.3177550795732	4.023160433559781	401.4167808997736	9.948376589042027	1680.936863410958	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-76005	Response to elevated platelet cytosolic Ca2+	33	71	6	4	4	3	3	1	6	1	1	62	70	4759	0.76771	0.60425	0.60425	1.41	107988037	ino80e	ENSDARG00000101892		584.763	584.763	584.763		584.763		297.319	297.319	297.319		297.319		1150.11	1150.11	1150.11		1150.11						584.763	297.319	1150.11	1	0	1	107988037	ENSDARG00000101892	584.763	584.763		297.319	297.319		1150.11	1150.11		584.763	297.319	1150.11	0															0						Linear,1(1)	2.012150526046753	2.012150526046753	2.012150526046753	2.012150526046753	0.0	2.012150526046753	584.763	584.763	297.319	297.319	1150.11	1150.11	UP	1.0	0.0	0.0	
R-DRE-1430728	Metabolism	610	1029	56	50	34	32	32	23	56	14	14	49	1015	3814	0.66017	0.45759	0.75794	1.36	80939;560837;503713;449790;431762;431724;415202;406409;394009;393528;335656;323695;323424;114426	papss2b;sin3b;ppm1k;cyp2k16;mgst1.2;impdh1a;psmd4a;cyb5a;srm;lias;gngt1;cav1;sult1st1;odc1	ENSDARG00000056600;ENSDARG00000062472;ENSDARG00000010655;ENSDARG00000102981;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000101295;ENSDARG00000098589;ENSDARG00000055760;ENSDARG00000022845;ENSDARG00000035798;ENSDARG00000103747;ENSDARG00000028275;ENSDARG00000007377		277.358456	355.0275	0.640374	244.31667215409513	162.14595801141212	215.45443040543128	153.356861	222.4275	0.115912	134.78098712599447	90.6576111901473	122.6294463165702	510.6515685714285	566.773	3.53786	444.01873720999527	302.6683363854001	381.05107551419945					10.0114;429.748;596.001;532.327;35.605;527.945;544.262;3.39631;370.518;446.847;0.640374;28.5323;17.648;339.537	9.02617;252.722;299.656;286.028;11.1171;283.637;287.5;0.811292;229.236;259.828;0.115912;7.80706;3.89252;215.619	11.1043;730.777;1185.41;990.713;114.033;982.684;1030.33;14.218;598.874;768.48;3.53786;104.276;80.0128;534.672	12	2	12	80939;560837;449790;431762;431724;415202;406409;394009;393528;323695;323424;114426	ENSDARG00000056600;ENSDARG00000062472;ENSDARG00000102981;ENSDARG00000022165;ENSDARG00000042336;ENSDARG00000101295;ENSDARG00000098589;ENSDARG00000055760;ENSDARG00000022845;ENSDARG00000103747;ENSDARG00000028275;ENSDARG00000007377	273.86475083333335	355.0275	233.10665376795407	153.93534516666668	222.4275	131.86309916273441	496.68117499999994	566.773	409.8978797382191	10.0114;429.748;532.327;35.605;527.945;544.262;3.39631;370.518;446.847;28.5323;17.648;339.537	9.02617;252.722;286.028;11.1171;283.637;287.5;0.811292;229.236;259.828;7.80706;3.89252;215.619	11.1043;730.777;990.713;114.033;982.684;1030.33;14.218;598.874;768.48;104.276;80.0128;534.672	2	503713;335656	ENSDARG00000010655;ENSDARG00000035798	298.32068699999996	298.32068699999996	420.983535896068	149.885956	149.885956	211.8068274620152	594.47393	594.47393	835.7098046894566	596.001;0.640374	299.656;0.115912	1185.41;3.53786	0						Exp 5,2(0.15);Hill,4(0.29);Linear,8(0.58)	1.856861818197638	26.579283118247986	1.5161101818084717	3.2326314449310303	0.4603236255829356	1.7453988790512085	149.37755664916438	405.3393553508356	82.75426234926746	223.9594596507325	278.0603302587343	743.242806884123	UP	0.8571428571428571	0.14285714285714285	0.0	
R-DRE-156580	Phase II - Conjugation of compounds	29	48	6	5	5	3	3	3	6	3	3	60	45	4784	0.99682	0.023336	0.023336	6.25	80939;431762;323424	papss2b;mgst1.2;sult1st1	ENSDARG00000056600;ENSDARG00000022165;ENSDARG00000028275		21.08813333333333	17.648	10.0114	13.139025011519436	20.74098113419414	12.084551201272012	8.011930000000001	9.02617	3.89252	3.7175463853595687	7.294287848646713	3.9081291075086693	68.38336666666667	80.0128	11.1043	52.440557879024624	71.56006974754686	47.52348270407185	1.5	26.6265			10.0114;35.605;17.648	9.02617;11.1171;3.89252	11.1043;114.033;80.0128	3	0	3	80939;431762;323424	ENSDARG00000056600;ENSDARG00000022165;ENSDARG00000028275	21.08813333333333	17.648	13.139025011519436	8.011930000000001	9.02617	3.7175463853595687	68.38336666666667	80.0128	52.440557879024624	10.0114;35.605;17.648	9.02617;11.1171;3.89252	11.1043;114.033;80.0128	0															0						Exp 5,1(0.34);Hill,2(0.67)	2.1952193341908828	6.8576507568359375	1.699784278869629	3.2326314449310303	0.8276204700721034	1.9252350330352783	6.219926863844988	35.956339802821674	3.8051302436279544	12.218729756372046	9.041289059164974	127.72544427416838	UP	1.0	0.0	0.0	
R-DRE-211859	Biological oxidations	62	112	8	7	6	4	4	4	8	4	4	59	108	4721	0.98592	0.055291	0.055291	3.57	80939;449790;431762;323424	papss2b;cyp2k16;mgst1.2;sult1st1	ENSDARG00000056600;ENSDARG00000102981;ENSDARG00000022165;ENSDARG00000028275		148.89785	26.6265	10.0114	255.84445277646728	65.60518732506165	167.44321752680065	77.51594750000001	10.071635	3.89252	139.04117098415884	31.738205925275103	91.10527432963416	298.965775	97.02289999999999	11.1043	463.14828029294154	152.16639021582185	303.23977466463697					10.0114;532.327;35.605;17.648	9.02617;286.028;11.1171;3.89252	11.1043;990.713;114.033;80.0128	4	0	4	80939;449790;431762;323424	ENSDARG00000056600;ENSDARG00000102981;ENSDARG00000022165;ENSDARG00000028275	148.89785	26.6265	255.84445277646728	77.51594750000001	10.071635	139.04117098415884	298.965775	97.02289999999999	463.14828029294154	10.0114;532.327;35.605;17.648	9.02617;286.028;11.1171;3.89252	11.1043;990.713;114.033;80.0128	0															0						Exp 5,1(0.25);Hill,2(0.5);Linear,1(0.25)	2.2517832534197466	9.288021802902222	1.699784278869629	3.2326314449310303	0.679600067352395	2.1778030395507812	-101.82971372093792	399.6254137209379	-58.744400064475684	213.7762950644757	-154.9195396870827	752.8510896870828	UP	1.0	0.0	0.0	
