"","plate_id","is_VC","endpoint","endpoint_value_norm","dose","Group"
"1","Aniline",FALSE,"ld_pearson",6.88042468750791,"Dose1","A"
"2","Aniline",FALSE,"ld_pearson",6.09999491417534,"Dose1","A"
"3","Aniline",FALSE,"ld_pearson",-3.09402899246886,"Dose1","A"
"4","Aniline",FALSE,"ld_pearson",10.5559438842669,"Dose1","B"
"5","Aniline",FALSE,"ld_pearson",20.2640446528037,"Dose1","B"
"6","Aniline",FALSE,"ld_pearson",3.09553982867116,"Dose1","B"
"7","Aniline",FALSE,"ld_pearson",13.5297250502707,"Dose1","C"
"8","Aniline",FALSE,"ld_pearson",18.777289750415,"Dose1","C"
"9","Aniline",FALSE,"ld_pearson",5.04694767773357,"Dose2","C"
"10","Aniline",FALSE,"ld_pearson",-36.172245704526,"Dose2","A"
"11","Aniline",FALSE,"ld_pearson",17.6645993027422,"Dose2","A"
"12","Aniline",FALSE,"ld_pearson",4.89428999303365,"Dose2","A"
"13","Aniline",FALSE,"ld_pearson",-9.05355841562218,"Dose2","B"
"14","Aniline",FALSE,"ld_pearson",3.29719979358106,"Dose2","B"
"15","Aniline",FALSE,"ld_pearson",8.77528244564493,"Dose2","B"
"16","Aniline",FALSE,"ld_pearson",-16.0244073340125,"Dose2","C"
"17","Aniline",FALSE,"ld_pearson",12.8219902385458,"Dose2","C"
"18","Aniline",FALSE,"ld_pearson",15.4130556366332,"Dose3","C"
"19","Aniline",FALSE,"ld_pearson",5.29348119225214,"Dose3","A"
"20","Aniline",FALSE,"ld_pearson",9.20270091458011,"Dose3","A"
"21","Aniline",FALSE,"ld_pearson",-12.6094691805634,"Dose3","A"
"22","Aniline",FALSE,"ld_pearson",-11.2155277988023,"Dose3","B"
"23","Aniline",FALSE,"ld_pearson",-4.19275889177986,"Dose3","B"
"24","Aniline",FALSE,"ld_pearson",-24.8776843639965,"Dose3","B"
"25","Aniline",FALSE,"ld_pearson",-1.55858056321608,"Dose3","C"
"26","Aniline",FALSE,"ld_pearson",-93.5196195660497,"Dose3","C"
"27","Aniline",FALSE,"ld_pearson",-63.4380633061467,"Dose4","C"
"28","Aniline",FALSE,"ld_pearson",-52.4945765035063,"Dose4","A"
"29","Aniline",FALSE,"ld_pearson",15.4486547825642,"Dose4","A"
"30","Aniline",FALSE,"ld_pearson",-14.5856070243258,"Dose4","A"
"31","Aniline",FALSE,"ld_pearson",-6.60152734055237,"Dose4","B"
"32","Aniline",FALSE,"ld_pearson",3.04908775513897,"Dose4","B"
"33","Aniline",FALSE,"ld_pearson",10.8772727020718,"Dose4","B"
"34","Aniline",FALSE,"ld_pearson",-1.54325264755599,"Dose4","C"
"35","Aniline",FALSE,"ld_pearson",-1.24664551746851,"Dose4","C"
"36","Aniline",FALSE,"ld_pearson",11.9575158361468,"Dose5","C"
"37","Aniline",FALSE,"ld_pearson",5.48355619956683,"Dose5","A"
"38","Aniline",FALSE,"ld_pearson",-10.6963647331012,"Dose5","A"
"39","Aniline",FALSE,"ld_pearson",2.48289671365509,"Dose5","A"
"40","Aniline",FALSE,"ld_pearson",-22.6270673416397,"Dose5","B"
"41","Aniline",FALSE,"ld_pearson",17.5120200555935,"Dose5","B"
"42","Aniline",FALSE,"ld_pearson",-10.2321565507163,"Dose5","B"
"43","Aniline",FALSE,"ld_pearson",5.35537833274419,"Dose5","C"
"44","Aniline",FALSE,"ld_pearson",-1.63355424036159,"Dose5","C"
"45","Aniline",TRUE,"ld_pearson",-24.3023545213697,"Control","C"
"46","Aniline",TRUE,"ld_pearson",-6.26561194177756,"Control","A"
"47","Aniline",TRUE,"ld_pearson",16.105716727955,"Control","A"
"48","Aniline",TRUE,"ld_pearson",18.2663206420773,"Control","A"
"49","Aniline",TRUE,"ld_pearson",-18.6555380290253,"Control","B"
"50","Aniline",TRUE,"ld_pearson",0,"Control","B"
"51","Aniline",TRUE,"ld_pearson",9.88960325918458,"Control","B"
"52","Aniline",TRUE,"ld_pearson",14.8502481855715,"Control","C"
"53","Aniline",TRUE,"ld_pearson",-1.69343788269349,"Control","C"
"54","Aniline",FALSE,"ld_pearson",-74.5404305234855,"Dose1","C"
