.id,term,df,sumsq,meansq,statistic,p.value,adj.p.value
1-Decanol,Survival.Rate,1,0.21523978560439838,0.21523978560439838,1.5669531669605576,0.22864169993187408,0.6597915098746606
1-Decanol,Residuals,16,2.197791639395602,0.13736197746222512,NA,NA,NA
1-Octanol,Survival.Rate,1,0.6913665567375373,0.6913665567375373,0.04597391322363642,0.8329320395958462,0.9290395826261364
1-Octanol,Residuals,16,240.61177594326247,15.038235996453905,NA,NA,NA
17betaestradiol,Survival.Rate,1,0.0014563662400000033,0.0014563662400000033,1.0276930964877895,0.3257868244726785,0.7267552238236674
17betaestradiol,Residuals,16,0.02267394801,0.001417121750625,NA,NA,NA
24-DMP,Survival.Rate,1,0.01015879621951234,0.01015879621951234,0.0676443426777434,0.7981152865027766,0.9290395826261364
24-DMP,Residuals,16,2.402872628780488,0.1501795392987805,NA,NA,NA
24-DNP,Survival.Rate,1,243.09147088788734,243.09147088788734,657.1081917866638,3.3531295788345486e-16,9.72407577862019e-15
24-DNP,Residuals,19,7.028885052112354,0.36994131853222917,NA,NA,NA
34-DCA,Survival.Rate,1,2.29485300908374,2.29485300908374,211.30162776772494,9.550896771053887e-12,1.3848800318028135e-10
34-DCA,Residuals,19,0.20635055031625757,0.01086055527980303,NA,NA,NA
4-TPP,Survival.Rate,1,0.1638520037878803,0.1638520037878803,1.1655948991358118,0.29631484195106284,0.7160942013817352
4-TPP,Residuals,16,2.24917942121212,0.1405737138257575,NA,NA,NA
4C3MP,Survival.Rate,1,0.006913665567375359,0.006913665567375359,0.04597391322363631,0.8329320395958464,0.9290395826261364
4C3MP,Residuals,16,2.4061177594326253,0.15038235996453908,NA,NA,NA
4TOP,Survival.Rate,1,2.147628125000394e-6,2.147628125000394e-6,0.0014241467467674522,0.9703635304642861,0.9703635304642861
4TOP,Residuals,16,0.024128166621875,0.0015080104138671874,NA,NA,NA
Aniline,Survival.Rate,1,7.250113390225495,7.250113390225495,0.4956219309992406,0.49155001147237043,0.9021967697214788
Aniline,Residuals,16,234.0530291097745,14.628314319360907,NA,NA,NA
BPA,Survival.Rate,1,0.37980394530769523,0.37980394530769523,2.988776802211404,0.10308741500820098,0.5979070070475657
BPA,Residuals,16,2.0332274796923064,0.12707671748076915,NA,NA,NA
BPAF,Survival.Rate,1,0.04318731820415176,0.04318731820415176,0.2915791335324127,0.596646687624176,0.9057082548450706
BPAF,Residuals,16,2.369844106795849,0.14811525667474057,NA,NA,NA
Clofibric-acid,Survival.Rate,1,28.952940332417267,28.952940332417267,2.1815239194031495,0.1590879782443128,0.6597915098746606
Clofibric-acid,Residuals,16,212.35020216758275,13.271887635473922,NA,NA,NA
