Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: BPAF_DESeq_normData
Work Source: BPAF_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.50
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 862
Total Run Time: 13 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	147	307	15	9	5	9	9	7	15	2	2	29	305	4556	0.69213	0.58835	1.0	0.65	791793;336681	cxadr;tubb4b	ENSDARG00000043658;ENSDARG00000002344		590.9169999999999	590.9169999999999	578.582	17.44432429187368	598.8689568442035	13.335562031495291	298.45450000000005	298.45450000000005	295.713	3.8770664812391358	300.2218522244333	2.963878663089376	1170.135	1170.135	1132.04	53.8744656586032	1194.693556625856	41.185102196165346					603.252;578.582	301.196;295.713	1208.23;1132.04	2	0	2	791793;336681	ENSDARG00000043658;ENSDARG00000002344	590.9169999999999	590.9169999999999	17.44432429187368	298.45450000000005	298.45450000000005	3.8770664812391358	1170.135	1170.135	53.8744656586032	603.252;578.582	301.196;295.713	1208.23;1132.04	0															0						Linear,2(1)	2.2352611897680923	4.80854058265686	1.5187630653381348	3.2897775173187256	1.252296328574853	2.40427029132843	566.7403999999999	615.0935999999999	293.08116000000007	303.82784000000004	1095.4687999999999	1244.8012	UP	1.0	0.0	0.0	
R-DRE-114608	Platelet degranulation 	21	69	2	2	1	2	2	1	2	0	0	31	69	4792	0.64293	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-168249	Innate Immune System	193	502	25	17	10	20	20	16	25	5	5	26	497	4364	0.9087	0.20723	0.24171	1.0	573653;565173;406289;336681;334971	hbbe1.3;rps6ka5;txndc5;tubb4b;calcoco1a	ENSDARG00000087390;ENSDARG00000060551;ENSDARG00000009342;ENSDARG00000002344;ENSDARG00000036695		557.9514999999999	693.3	20.8805	308.55812438663816	264.0463336562171	367.37862584828855	252.76234800000003	316.676	4.52074	139.2468899946979	115.94633619541716	167.1333414595287	1242.46872	1517.85	96.4436	689.1317403967054	620.071182386371	802.4024119702972					20.8805;725.839;693.3;578.582;771.156	4.52074;321.063;316.676;295.713;325.839	96.4436;1640.93;1517.85;1132.04;1825.08	4	1	4	573653;406289;336681;334971	ENSDARG00000087390;ENSDARG00000009342;ENSDARG00000002344;ENSDARG00000036695	515.9796249999999	635.941	339.4111070072631	235.687185	306.1945	154.625959078945	1142.8534	1324.945	753.0263348459821	20.8805;693.3;578.582;771.156	4.52074;316.676;295.713;325.839	96.4436;1517.85;1132.04;1825.08	1	565173	ENSDARG00000060551	725.839	725.839		321.063	321.063		1640.93	1640.93		725.839	321.063	1640.93	0						Hill,1(0.2);Linear,4(0.8)	2.743343079896545	16.252702713012695	1.5187630653381348	7.2527031898498535	2.331766261822026	2.8703958988189697	287.4883790737636	828.4146209262365	130.70706742003665	374.81762857996335	638.4181165439297	1846.51932345607	UP	0.8	0.2	0.0	
R-DRE-168256	Immune System	327	839	39	24	14	29	29	22	39	8	8	23	831	4030	0.92958	0.14832	0.2278	0.95	791793;573653;565173;406289;368438;336681;334971;100332031	cxadr;hbbe1.3;rps6ka5;txndc5;cntfr;tubb4b;calcoco1a;arel1	ENSDARG00000043658;ENSDARG00000087390;ENSDARG00000060551;ENSDARG00000009342;ENSDARG00000028661;ENSDARG00000002344;ENSDARG00000036695;ENSDARG00000100359		587.8460625	648.276	20.8805	242.16848778491237	404.9854696509535	323.4231804874284	272.6112175	308.93600000000004	4.52074	109.09256425262323	192.80031123055647	155.88647491009456	1278.3842	1363.04	96.4436	552.3110918939798	866.2363616899481	673.1326085331589					603.252;20.8805;725.839;693.3;565.454;578.582;771.156;744.305	301.196;4.52074;321.063;316.676;292.674;295.713;325.839;323.208	1208.23;96.4436;1640.93;1517.85;1092.47;1132.04;1825.08;1714.03	7	1	7	791793;573653;406289;368438;336681;334971;100332031	ENSDARG00000043658;ENSDARG00000087390;ENSDARG00000009342;ENSDARG00000028661;ENSDARG00000002344;ENSDARG00000036695;ENSDARG00000100359	568.1327857142857	603.252	254.54426319762433	265.6895342857143	301.196	115.92049711578869	1226.5919428571428	1208.23	575.1979765272908	603.252;20.8805;693.3;565.454;578.582;771.156;744.305	301.196;4.52074;316.676;292.674;295.713;325.839;323.208	1208.23;96.4436;1517.85;1092.47;1132.04;1825.08;1714.03	1	565173	ENSDARG00000060551	725.839	725.839		321.063	321.063		1640.93	1640.93		725.839	321.063	1640.93	0						Hill,1(0.13);Linear,7(0.88)	2.829398738704418	25.220672130584717	1.5187630653381348	7.2527031898498535	1.7753393299253868	2.9043654203414917	420.03186219564486	755.6602628043549	197.01392737914216	348.20850762085786	895.6521399652762	1661.1162600347238	UP	0.875	0.125	0.0	
R-DRE-6798695	Neutrophil degranulation	104	300	16	11	6	13	13	11	16	3	3	28	297	4564	0.88124	0.29547	0.43519	1.0	573653;406289;336681	hbbe1.3;txndc5;tubb4b	ENSDARG00000087390;ENSDARG00000009342;ENSDARG00000002344		430.9208333333333	578.582	20.8805	359.7080220138041	134.69452003842432	293.0242164883159	205.63658	295.713	4.52074	174.4865257446236	60.553781540187195	143.59774803894547	915.4445333333333	1132.04	96.4436	735.0402952394196	322.84109272803965	588.6234736041341					20.8805;693.3;578.582	4.52074;316.676;295.713	96.4436;1517.85;1132.04	3	0	3	573653;406289;336681	ENSDARG00000087390;ENSDARG00000009342;ENSDARG00000002344	430.9208333333333	578.582	359.7080220138041	205.63658	295.713	174.4865257446236	915.4445333333333	1132.04	735.0402952394196	20.8805;693.3;578.582	4.52074;316.676;295.713	96.4436;1517.85;1132.04	0															0						Hill,1(0.34);Linear,2(0.67)	2.3397944644890716	7.327493906021118	1.5187630653381348	2.9383349418640137	0.8006987930069285	2.8703958988189697	23.872887588231606	837.968779078435	8.186488487102821	403.08667151289717	83.66813718279946	1747.2209294838672	UP	1.0	0.0	0.0	
R-DRE-76002	Platelet activation, signaling and aggregation	63	141	4	4	1	2	2	1	4	0	0	31	141	4720	0.40274	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-76005	Response to elevated platelet cytosolic Ca2+	23	71	2	2	1	2	2	1	2	0	0	31	71	4790	0.63469	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1430728	Metabolism	399	1029	50	23	17	28	28	20	50	8	8	23	1021	3840	0.81222	0.32038	0.50849	0.78	560753;559560;550502;550442;415158;406762;394133;322041	tpi1b;hykk.2;adss2;coq10b;cycsb;pgd;aldh4a1;ip6k2a	ENSDARG00000040988;ENSDARG00000074341;ENSDARG00000002071;ENSDARG00000056141;ENSDARG00000044562;ENSDARG00000015343;ENSDARG00000038207;ENSDARG00000008310		287.079415625	202.38649999999998	0.443895	314.9511439770976	230.4074574981269	282.8812823646062	144.482397775	122.02264500000001	0.0726822	154.42463692201494	122.24829443108888	147.24021959235566	580.08298875	340.9801	2.71101	656.7413896413814	440.5263904563549	556.582088273655					0.443895;10.203;5.50052;687.054;394.57;680.532;5.83291;512.499	0.0726822;4.67929;1.16398;315.791;239.366;314.757;1.07823;278.951	2.71101;22.2473;25.9934;1494.8;650.406;1471.37;31.5542;941.582	7	1	7	560753;550502;550442;415158;406762;394133;322041	ENSDARG00000040988;ENSDARG00000002071;ENSDARG00000056141;ENSDARG00000044562;ENSDARG00000015343;ENSDARG00000038207;ENSDARG00000008310	326.6331892857143	394.57	318.00091851083516	164.4542703142857	239.366	155.23731329099886	659.7738014285715	650.406	666.2744348309566	0.443895;5.50052;687.054;394.57;680.532;5.83291;512.499	0.0726822;1.16398;315.791;239.366;314.757;1.07823;278.951	2.71101;25.9934;1494.8;650.406;1471.37;31.5542;941.582	1	559560	ENSDARG00000074341	10.203	10.203		4.67929	4.67929		22.2473	22.2473		10.203	4.67929	22.2473	0						Exp 3,1(0.13);Exp 5,2(0.25);Hill,1(0.13);Linear,4(0.5)	2.8762198863599178	26.08751678466797	1.5247695446014404	6.721993923187256	1.8257256909158395	2.5277405977249146	68.82940776930687	505.3294234806931	37.47158398416927	251.49321156583073	124.98442445072851	1035.1815530492713	UP	0.875	0.125	0.0	
R-DRE-211859	Biological oxidations	34	112	2	0	0	2	2	2	2	0	0	31	112	4749	0.48665	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-15869	Metabolism of nucleotides	17	54	5	2	1	4	4	2	5	1	1	30	53	4808	0.95465	0.29189	0.29189	1.85	550502	adss2	ENSDARG00000002071		5.50052	5.50052	5.50052		5.50052		1.16398	1.16398	1.16398		1.1639799999999998		25.9934	25.9934	25.9934		25.9934						5.50052	1.16398	25.9934	1	0	1	550502	ENSDARG00000002071	5.50052	5.50052		1.16398	1.16398		25.9934	25.9934		5.50052	1.16398	25.9934	0															0						Exp 5,1(1)	3.8472766876220703	3.8472766876220703	3.8472766876220703	3.8472766876220703	0.0	3.8472766876220703	5.50052	5.50052	1.16398	1.16398	25.9934	25.9934	UP	1.0	0.0	0.0	
