animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal01	Dose1A	0	     0.0	    60.0	67	     9.5	     0.0	211	    38.6	   700.7	163	    10.9	   523.0	15	     0.9
Animal01	Dose1A	1	     0.0	    60.0	67	     9.5	     0.0	211	    38.6	   700.7	163	    10.9	   523.0	0	     0.0
Animal02	Dose1A	0	     0.0	    60.0	21	    27.8	     0.0	28	     6.1	    83.8	9	     1.5	    60.7	1	    24.6
Animal02	Dose1A	1	     0.0	    60.0	21	    27.8	     0.0	28	     6.1	    83.8	9	     1.5	    60.7	0	     0.0
Animal03	Dose1A	0	     0.0	    60.0	91	    19.0	     0.0	153	    29.3	   474.2	101	    11.3	   786.9	8	     0.3
Animal03	Dose1A	1	     0.0	    60.0	91	    19.0	     0.0	153	    29.3	   474.2	101	    11.3	   786.9	0	     0.0
Animal04	Dose1B	0	     0.0	    60.0	84	    26.2	     0.0	128	    28.2	   437.5	65	     5.5	   204.0	1	     0.0
Animal04	Dose1B	1	     0.0	    60.0	84	    26.2	     0.0	128	    28.2	   437.5	65	     5.5	   204.0	0	     0.0
Animal05	Dose1B	0	     0.0	    60.0	59	    42.9	     0.0	68	    14.9	   198.0	16	     2.2	   107.7	0	     0.0
Animal05	Dose1B	1	     0.0	    60.0	59	    42.9	     0.0	68	    14.9	   198.0	16	     2.2	   107.7	0	     0.0
Animal06	Dose1B	0	     0.0	    60.0	88	    17.5	     0.0	155	    29.4	   461.1	95	    13.0	   673.6	2	     0.1
Animal06	Dose1B	1	     0.0	    60.0	88	    17.5	     0.0	155	    29.4	   461.1	95	    13.0	   673.6	0	     0.0
Animal07	Dose1C	0	     0.0	    60.0	86	    23.1	     0.0	149	    23.8	   362.8	98	    13.1	   612.5	1	     0.0
Animal07	Dose1C	1	     0.0	    60.0	86	    23.1	     0.0	149	    23.8	   362.8	98	    13.1	   612.5	0	     0.0
Animal08	Dose1C	0	     0.0	    60.0	79	    10.9	     0.0	135	    46.0	   767.6	63	     3.1	    89.7	1	     0.0
Animal08	Dose1C	1	     0.0	    60.0	79	    10.9	     0.0	135	    46.0	   767.6	63	     3.1	    89.7	0	     0.0
Animal09	Dose1C	0	     0.0	    60.0	99	    22.0	     0.0	148	    29.8	   461.3	69	     8.2	   293.1	1	     0.0
Animal09	Dose1C	1	     0.0	    60.0	99	    22.0	     0.0	148	    29.8	   461.3	69	     8.2	   293.1	0	     0.0
Animal10	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal10	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal11	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal11	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal12	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
