plate_id	embryo_id	is_VC	time_end	value
EE2	Dose1_1	0	1	1553
EE2	Dose1_2	0	1	1292.7
EE2	Dose1_3	0	1	1311.8
EE2	Dose1_4	0	1	1711.2
EE2	Dose1_5	0	1	141.9
EE2	Dose1_6	0	1	1813.7
EE2	Dose1_7	0	1	1561.6
EE2	Dose1_8	0	1	1307.2
EE2	Dose1_9	0	1	1572.7
EE2	Dose2_1	0	1	1138.2
EE2	Dose2_2	0	1	1302.1
EE2	Dose2_3	0	1	1616.5
EE2	Dose2_4	0	1	1273.3
EE2	Dose2_5	0	1	1253.8
EE2	Dose2_6	0	1	1550.1
EE2	Dose2_7	0	1	1179.6
EE2	Dose2_8	0	1	1441.3
EE2	Dose2_9	0	1	931.9
EE2	Dose3_1	0	1	1478.6
EE2	Dose3_2	0	1	1693.3
EE2	Dose3_3	0	1	1652.8
EE2	Dose3_4	0	1	1051.1
EE2	Dose3_5	0	1	1069.4
EE2	Dose3_6	0	1	1290.4
EE2	Dose3_7	0	1	1004.2
EE2	Dose3_8	0	1	917.5
EE2	Dose3_9	0	1	1521.2
EE2	Dose4_1	0	1	3409
EE2	Dose4_2	0	1	1595.8
EE2	Dose4_3	0	1	1555.5
EE2	Dose4_4	0	1	1634.3
EE2	Dose4_5	0	1	927
EE2	Dose4_6	0	1	1566.2
EE2	Dose4_7	0	1	1253.5
EE2	Dose4_8	0	1	1246.7
EE2	Dose4_9	0	1	1250.3
EE2	Dose5_1	0	1	950.5
EE2	Dose5_2	0	1	1765
EE2	Dose5_3	0	1	1159.1
EE2	Dose5_4	0	1	1430.8
EE2	Dose5_5	0	1	1421.5
EE2	Dose5_6	0	1	1159.3
EE2	Dose5_7	0	1	1226.4
EE2	Dose5_8	0	1	1426.4
EE2	Dose5_9	0	1	1369.9
EE2	Control_1	1	1	1437.6
EE2	Control_2	1	1	1361.6
EE2	Control_3	1	1	1100.9
EE2	Control_4	1	1	1329.1
EE2	Control_5	1	1	899.6
EE2	Control_6	1	1	184
EE2	Control_7	1	1	1200.6
EE2	Control_8	1	1	1308.4
EE2	Control_9	1	1	798.8
EE2	Dose1_1	0	2	1584.9
EE2	Dose1_2	0	2	1266.4
EE2	Dose1_3	0	2	1268.7
EE2	Dose1_4	0	2	1698.4
EE2	Dose1_5	0	2	951.6
EE2	Dose1_6	0	2	1631.9
EE2	Dose1_7	0	2	1555.3
EE2	Dose1_8	0	2	1172.2
EE2	Dose1_9	0	2	1223.6
EE2	Dose2_1	0	2	1241.1
EE2	Dose2_2	0	2	1711.9
EE2	Dose2_3	0	2	1396.6
EE2	Dose2_4	0	2	1425.8
EE2	Dose2_5	0	2	1229.7
EE2	Dose2_6	0	2	1335.7
EE2	Dose2_7	0	2	927.4
EE2	Dose2_8	0	2	1305.2
EE2	Dose2_9	0	2	1054.4
EE2	Dose3_1	0	2	1323.3
EE2	Dose3_2	0	2	1652.2
EE2	Dose3_3	0	2	1256.4
EE2	Dose3_4	0	2	1016
EE2	Dose3_5	0	2	896.5
EE2	Dose3_6	0	2	1062.6
EE2	Dose3_7	0	2	1008.7
EE2	Dose3_8	0	2	1021.2
EE2	Dose3_9	0	2	792.4
EE2	Dose4_1	0	2	3685.1
EE2	Dose4_2	0	2	1399.9
EE2	Dose4_3	0	2	1603.8
EE2	Dose4_4	0	2	1866.1
EE2	Dose4_5	0	2	1245.9
EE2	Dose4_6	0	2	1524.8
EE2	Dose4_7	0	2	1227
EE2	Dose4_8	0	2	1219.2
EE2	Dose4_9	0	2	1062.3
EE2	Dose5_1	0	2	995.4
EE2	Dose5_2	0	2	1755.6
EE2	Dose5_3	0	2	1176.9
EE2	Dose5_4	0	2	1483.8
EE2	Dose5_5	0	2	1543.5
EE2	Dose5_6	0	2	934.7
EE2	Dose5_7	0	2	1377.7
EE2	Dose5_8	0	2	1087.1
EE2	Dose5_9	0	2	1229.3
EE2	Control_1	1	2	1126
EE2	Control_2	1	2	1334.9
EE2	Control_3	1	2	1077.8
EE2	Control_4	1	2	1445.3
EE2	Control_5	1	2	647.9
EE2	Control_6	1	2	340.9
EE2	Control_7	1	2	1113.1
EE2	Control_8	1	2	1417.2
EE2	Control_9	1	2	1174.1
EE2	Dose1_1	0	3	1529.7
EE2	Dose1_2	0	3	1440.9
EE2	Dose1_3	0	3	1411.3
EE2	Dose1_4	0	3	1858.7
EE2	Dose1_5	0	3	1128.8
EE2	Dose1_6	0	3	1745.8
EE2	Dose1_7	0	3	1721.2
EE2	Dose1_8	0	3	1258.2
EE2	Dose1_9	0	3	1488.5
EE2	Dose2_1	0	3	1218.9
EE2	Dose2_2	0	3	1847.8
EE2	Dose2_3	0	3	1505.8
EE2	Dose2_4	0	3	1700.8
EE2	Dose2_5	0	3	1161.5
EE2	Dose2_6	0	3	1478.4
EE2	Dose2_7	0	3	1037.2
EE2	Dose2_8	0	3	1107.6
EE2	Dose2_9	0	3	1047.5
EE2	Dose3_1	0	3	1223.5
EE2	Dose3_2	0	3	1761.5
EE2	Dose3_3	0	3	1252.1
EE2	Dose3_4	0	3	1087.9
EE2	Dose3_5	0	3	854.2
EE2	Dose3_6	0	3	1229.3
EE2	Dose3_7	0	3	1142.8
EE2	Dose3_8	0	3	1072.1
EE2	Dose3_9	0	3	906.7
EE2	Dose4_1	0	3	2670.7
EE2	Dose4_2	0	3	1267.3
EE2	Dose4_3	0	3	1528.5
EE2	Dose4_4	0	3	1651.2
EE2	Dose4_5	0	3	1369.5
EE2	Dose4_6	0	3	1623.2
EE2	Dose4_7	0	3	1006.7
EE2	Dose4_8	0	3	1052
EE2	Dose4_9	0	3	1386.3
EE2	Dose5_1	0	3	711.3
EE2	Dose5_2	0	3	1680.5
EE2	Dose5_3	0	3	1069.3
EE2	Dose5_4	0	3	1306
EE2	Dose5_5	0	3	1494.9
EE2	Dose5_6	0	3	1346.3
EE2	Dose5_7	0	3	1244.9
EE2	Dose5_8	0	3	1256.7
EE2	Dose5_9	0	3	1109.5
EE2	Control_1	1	3	1476.5
EE2	Control_2	1	3	994.7
EE2	Control_3	1	3	933.7
EE2	Control_4	1	3	1517.3
EE2	Control_5	1	3	1141.1
EE2	Control_6	1	3	1109
EE2	Control_7	1	3	1165.5
EE2	Control_8	1	3	1332.3
EE2	Control_9	1	3	1176.4
EE2	Dose1_1	0	4	1654.8
EE2	Dose1_2	0	4	1316.8
EE2	Dose1_3	0	4	1512.3
EE2	Dose1_4	0	4	1839.9
EE2	Dose1_5	0	4	1030.3
EE2	Dose1_6	0	4	1592.6
EE2	Dose1_7	0	4	1402.5
EE2	Dose1_8	0	4	1322.4
EE2	Dose1_9	0	4	1565.7
EE2	Dose2_1	0	4	1169.6
EE2	Dose2_2	0	4	1464
EE2	Dose2_3	0	4	1409.8
EE2	Dose2_4	0	4	1340.8
EE2	Dose2_5	0	4	1095.5
EE2	Dose2_6	0	4	1425.8
EE2	Dose2_7	0	4	933
EE2	Dose2_8	0	4	1220.6
EE2	Dose2_9	0	4	1121.8
EE2	Dose3_1	0	4	1331.7
EE2	Dose3_2	0	4	1692.5
EE2	Dose3_3	0	4	1227.6
EE2	Dose3_4	0	4	960.2
EE2	Dose3_5	0	4	947
EE2	Dose3_6	0	4	1034.5
EE2	Dose3_7	0	4	1229.9
EE2	Dose3_8	0	4	952.6
EE2	Dose3_9	0	4	875.2
EE2	Dose4_1	0	4	1774.5
EE2	Dose4_2	0	4	1121.7
EE2	Dose4_3	0	4	1417.9
EE2	Dose4_4	0	4	1532.8
EE2	Dose4_5	0	4	1256.7
EE2	Dose4_6	0	4	1544.4
EE2	Dose4_7	0	4	1022.9
EE2	Dose4_8	0	4	1046.7
EE2	Dose4_9	0	4	982.1
EE2	Dose5_1	0	4	699.2
EE2	Dose5_2	0	4	1675.5
EE2	Dose5_3	0	4	1217.9
EE2	Dose5_4	0	4	1520.2
EE2	Dose5_5	0	4	1295.1
EE2	Dose5_6	0	4	1175.3
EE2	Dose5_7	0	4	1479.1
EE2	Dose5_8	0	4	1202.2
EE2	Dose5_9	0	4	1072.8
EE2	Control_1	1	4	1581
EE2	Control_2	1	4	1337.4
EE2	Control_3	1	4	846.2
EE2	Control_4	1	4	1441.7
EE2	Control_5	1	4	1191.9
EE2	Control_6	1	4	1121.6
EE2	Control_7	1	4	1185.6
EE2	Control_8	1	4	1191.4
EE2	Control_9	1	4	1350.1
EE2	Dose1_1	0	5	1771
EE2	Dose1_2	0	5	1272.5
EE2	Dose1_3	0	5	1440.4
EE2	Dose1_4	0	5	2006.9
EE2	Dose1_5	0	5	1019.6
EE2	Dose1_6	0	5	1711.1
EE2	Dose1_7	0	5	1496
EE2	Dose1_8	0	5	1398.4
EE2	Dose1_9	0	5	1574.5
EE2	Dose2_1	0	5	1285
EE2	Dose2_2	0	5	1314.5
EE2	Dose2_3	0	5	1289
EE2	Dose2_4	0	5	1299.5
EE2	Dose2_5	0	5	1082
EE2	Dose2_6	0	5	1445.7
EE2	Dose2_7	0	5	967.8
EE2	Dose2_8	0	5	1363.9
EE2	Dose2_9	0	5	1202.3
EE2	Dose3_1	0	5	1227.3
EE2	Dose3_2	0	5	1711.1
EE2	Dose3_3	0	5	1173.8
EE2	Dose3_4	0	5	1162.2
EE2	Dose3_5	0	5	1148.9
EE2	Dose3_6	0	5	1184.2
EE2	Dose3_7	0	5	1357.3
EE2	Dose3_8	0	5	829.3
EE2	Dose3_9	0	5	1108
EE2	Dose4_1	0	5	1202.5
EE2	Dose4_2	0	5	1303.1
EE2	Dose4_3	0	5	1568.6
EE2	Dose4_4	0	5	1732.4
EE2	Dose4_5	0	5	1369.6
EE2	Dose4_6	0	5	1806.7
EE2	Dose4_7	0	5	1089.8
EE2	Dose4_8	0	5	917.9
EE2	Dose4_9	0	5	1149.3
EE2	Dose5_1	0	5	1043.6
EE2	Dose5_2	0	5	1637
EE2	Dose5_3	0	5	1079.9
EE2	Dose5_4	0	5	1550.7
EE2	Dose5_5	0	5	1324.2
EE2	Dose5_6	0	5	1058.2
EE2	Dose5_7	0	5	1311.6
EE2	Dose5_8	0	5	1261.9
EE2	Dose5_9	0	5	1122.6
EE2	Control_1	1	5	1216.7
EE2	Control_2	1	5	1424.7
EE2	Control_3	1	5	1039
EE2	Control_4	1	5	1397.3
EE2	Control_5	1	5	1300.2
EE2	Control_6	1	5	889.4
EE2	Control_7	1	5	1171.9
EE2	Control_8	1	5	1146.6
EE2	Control_9	1	5	1380.1
EE2	Dose1_1	0	6	1105.4
EE2	Dose1_2	0	6	625.5
EE2	Dose1_3	0	6	895.8
EE2	Dose1_4	0	6	520.5
EE2	Dose1_5	0	6	883.3
EE2	Dose1_6	0	6	882.3
EE2	Dose1_7	0	6	723.5
EE2	Dose1_8	0	6	981.9
EE2	Dose1_9	0	6	1042.1
EE2	Dose2_1	0	6	1054
EE2	Dose2_2	0	6	955.3
EE2	Dose2_3	0	6	995.6
EE2	Dose2_4	0	6	818.7
EE2	Dose2_5	0	6	679.3
EE2	Dose2_6	0	6	777.1
EE2	Dose2_7	0	6	567.4
EE2	Dose2_8	0	6	861.3
EE2	Dose2_9	0	6	880.8
EE2	Dose3_1	0	6	1271.2
EE2	Dose3_2	0	6	872.5
EE2	Dose3_3	0	6	772.8
EE2	Dose3_4	0	6	520
EE2	Dose3_5	0	6	755.9
EE2	Dose3_6	0	6	636.4
EE2	Dose3_7	0	6	518.7
EE2	Dose3_8	0	6	576.9
EE2	Dose3_9	0	6	416.7
EE2	Dose4_1	0	6	494.4
EE2	Dose4_2	0	6	928.8
EE2	Dose4_3	0	6	1180
EE2	Dose4_4	0	6	1022.8
EE2	Dose4_5	0	6	752.1
