Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: TGSH_DESeq_normData
Work Source: TGSH_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:21.31
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 779
Total Run Time: 13 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	178	307	22	20	15	17	17	15	22	9	9	113	298	4472	0.76566	0.35722	0.56968	2.93	793158;556042;494533;436673;406303;406276;336471;334619;30355	cdc42l;prkar2aa;prkar1aa;gng13b;tuba2;s100a10b;col1a2;c1qbp;apoa1a	ENSDARG00000040158;ENSDARG00000033184;ENSDARG00000076128;ENSDARG00000037921;ENSDARG00000045014;ENSDARG00000025254;ENSDARG00000020007;ENSDARG00000039887;ENSDARG00000012076		412.25281111111116	460.606	12.9473	189.6385555366342	329.2402923172706	223.49247310914998	228.98584888888888	263.227	2.95364	93.61715070031508	186.1458370052341	118.40232749286791	751.9432888888889	805.987	56.7546	389.7328725214888	594.5259013075133	430.48318334892383					303.734;608.385;460.606;314.26;585.589;492.383;12.9473;357.124;575.247	199.046;302.099;263.227;204.258;297.26;273.198;2.95364;223.856;294.975	463.483;1225.2;805.987;483.504;1153.59;887.421;56.7546;569.73;1121.82	6	3	6	793158;556042;406276;336471;334619;30355	ENSDARG00000040158;ENSDARG00000033184;ENSDARG00000025254;ENSDARG00000020007;ENSDARG00000039887;ENSDARG00000012076	391.6367166666667	424.75350000000003	220.52938923581505	216.0212733333333	248.527	111.94606136521408	720.7347666666666	728.5755	441.1324991788371	303.734;608.385;492.383;12.9473;357.124;575.247	199.046;302.099;273.198;2.95364;223.856;294.975	463.483;1225.2;887.421;56.7546;569.73;1121.82	3	494533;436673;406303	ENSDARG00000076128;ENSDARG00000037921;ENSDARG00000045014	453.48499999999996	460.606	135.80459506585208	254.915	263.227	47.05486169355935	814.3603333333334	805.987	335.1214651172514	460.606;314.26;585.589	263.227;204.258;297.26	805.987;483.504;1153.59	0						Exp 5,1(0.12);Linear,8(0.89)	2.0875247149143106	19.01327669620514	1.5668232440948486	2.698922872543335	0.34371404928736893	2.1049458980560303	288.3556214938434	536.1500007283788	167.82264376468302	290.14905401309477	497.31781217484945	1006.5687656029284	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-114608	Platelet degranulation 	27	69	6	5	5	4	4	2	6	2	2	120	67	4703	0.75327	0.51752	0.69044	2.9	406303;30355	tuba2;apoa1a	ENSDARG00000045014;ENSDARG00000012076		580.418	580.418	575.247	7.312898331027698	578.1627209794915	6.580722990616441	296.1175	296.1175	294.975	1.615738995009186	295.6192102531559	1.4539694482173173	1137.705	1137.705	1121.82	22.464782438294442	1130.7769189246226	20.215583969435553					585.589;575.247	297.26;294.975	1153.59;1121.82	1	1	1	30355	ENSDARG00000012076	575.247	575.247		294.975	294.975		1121.82	1121.82		575.247	294.975	1121.82	1	406303	ENSDARG00000045014	585.589	585.589		297.26	297.26		1153.59	1153.59		585.589	297.26	1153.59	0						Linear,2(1)	2.0563888471590523	4.265746116638184	1.5668232440948486	2.698922872543335	0.8005153242546956	2.132873058319092	570.28284	590.55316	293.87820000000005	298.35679999999996	1106.5704	1168.8395999999998	CONFLICT	0.5	0.5	0.0	
R-DRE-168249	Innate Immune System	262	502	28	26	21	22	22	19	28	14	14	108	488	4282	0.7333	0.37038	0.64953	2.79	793158;573095;566547;541323;492520;447814;445413;406276;394056;386807;353314;259303;100334953;100007048	cdc42l;psmb3;tab3;mapk7;pgrmc1;ppp3r1b;psmb1;s100a10b;wasf2;rab5c;dusp6;caspb;nck1b;bcl2b	ENSDARG00000040158;ENSDARG00000013938;ENSDARG00000062063;ENSDARG00000023110;ENSDARG00000054172;ENSDARG00000069360;ENSDARG00000009640;ENSDARG00000025254;ENSDARG00000024209;ENSDARG00000026712;ENSDARG00000070914;ENSDARG00000052039;ENSDARG00000075369;ENSDARG00000089109		355.5208714285714	390.36350000000004	13.2912	213.746284778586	267.16783228749534	205.22531289485013	196.88242214285714	237.689	3.21214	110.59247139017812	152.16851413881707	118.77049460398447	674.4752357142858	641.136	54.9963	426.80530590448853	511.1181241678202	349.552773701549					303.734;445.547;265.935;745.714;38.6331;382.627;304.616;492.383;50.0199;398.1;441.329;13.2912;606.502;488.861	199.046;258.436;179.487;323.294;6.33122;234.594;199.479;273.198;7.93855;240.784;256.751;3.21214;301.63;272.173	463.483;768.13;394.021;1720.07;235.74;624.073;465.165;887.421;315.17;658.199;758.602;54.9963;1219.52;878.063	13	1	13	793158;573095;566547;541323;492520;447814;445413;406276;394056;386807;353314;259303;100334953	ENSDARG00000040158;ENSDARG00000013938;ENSDARG00000062063;ENSDARG00000023110;ENSDARG00000054172;ENSDARG00000069360;ENSDARG00000009640;ENSDARG00000025254;ENSDARG00000024209;ENSDARG00000026712;ENSDARG00000070914;ENSDARG00000052039;ENSDARG00000075369	345.2639384615385	382.627	218.85876623376902	191.0908392307692	234.594	112.87689043386109	658.8146384615385	624.073	440.0264873824824	303.734;445.547;265.935;745.714;38.6331;382.627;304.616;492.383;50.0199;398.1;441.329;13.2912;606.502	199.046;258.436;179.487;323.294;6.33122;234.594;199.479;273.198;7.93855;240.784;256.751;3.21214;301.63	463.483;768.13;394.021;1720.07;235.74;624.073;465.165;887.421;315.17;658.199;758.602;54.9963;1219.52	1	100007048	ENSDARG00000089109	488.861	488.861		272.173	272.173		878.063	878.063		488.861	272.173	878.063	0						Hill,3(0.22);Linear,11(0.79)	2.89554580978916	43.71423292160034	1.7189507484436035	6.360993385314941	1.3338476281515503	2.894731283187866	243.55372028135193	467.488022575791	138.95054289304673	254.8143013926675	450.900944137028	898.0495272915435	UP	0.9285714285714286	0.07142857142857142	0.0	
R-DRE-168256	Immune System	442	839	36	33	25	29	29	26	36	17	17	105	822	3948	0.20468	0.86024	0.39507	2.03	793158;573095;566547;557513;541323;492520;447814;445413;436815;406276;394056;386807;353314;336281;259303;100334953;100007048	cdc42l;psmb3;tab3;herc4;mapk7;pgrmc1;ppp3r1b;psmb1;camk2d2;s100a10b;wasf2;rab5c;dusp6;vamp2;caspb;nck1b;bcl2b	ENSDARG00000040158;ENSDARG00000013938;ENSDARG00000062063;ENSDARG00000059936;ENSDARG00000023110;ENSDARG00000054172;ENSDARG00000069360;ENSDARG00000009640;ENSDARG00000014273;ENSDARG00000025254;ENSDARG00000024209;ENSDARG00000026712;ENSDARG00000070914;ENSDARG00000056877;ENSDARG00000052039;ENSDARG00000075369;ENSDARG00000089109		396.48095294117644	418.484	13.2912	225.29762012663684	312.3475576951306	227.76548130965872	212.77999470588233	248.519	3.21214	106.76369847722414	171.7432554662525	119.95417957229269	773.8980176470587	704.689	54.9963	507.6765869615522	610.5069726512079	455.79199577200984					303.734;445.547;265.935;526.954;745.714;38.6331;382.627;304.616;418.484;492.383;50.0199;398.1;441.329;817.446;13.2912;606.502;488.861	199.046;258.436;179.487;282.645;323.294;6.33122;234.594;199.479;248.519;273.198;7.93855;240.784;256.751;329.742;3.21214;301.63;272.173	463.483;768.13;394.021;982.434;1720.07;235.74;624.073;465.165;704.689;887.421;315.17;658.199;758.602;2026.49;54.9963;1219.52;878.063	14	3	14	793158;573095;566547;541323;492520;447814;445413;406276;394056;386807;353314;336281;259303;100334953	ENSDARG00000040158;ENSDARG00000013938;ENSDARG00000062063;ENSDARG00000023110;ENSDARG00000054172;ENSDARG00000069360;ENSDARG00000009640;ENSDARG00000025254;ENSDARG00000024209;ENSDARG00000026712;ENSDARG00000070914;ENSDARG00000056877;ENSDARG00000052039;ENSDARG00000075369	378.99122857142856	390.36350000000004	245.23464314076656	200.99449357142856	237.689	114.60477233340143	756.5057357142857	641.136	558.8728975483474	303.734;445.547;265.935;745.714;38.6331;382.627;304.616;492.383;50.0199;398.1;441.329;817.446;13.2912;606.502	199.046;258.436;179.487;323.294;6.33122;234.594;199.479;273.198;7.93855;240.784;256.751;329.742;3.21214;301.63	463.483;768.13;394.021;1720.07;235.74;624.073;465.165;887.421;315.17;658.199;758.602;2026.49;54.9963;1219.52	3	557513;436815;100007048	ENSDARG00000059936;ENSDARG00000014273;ENSDARG00000089109	478.0996666666667	488.861	55.02990047540819	267.779	272.173	17.48217366347809	855.0619999999999	878.063	140.2938193827517	526.954;418.484;488.861	282.645;248.519;272.173	982.434;704.689;878.063	0						Hill,3(0.18);Linear,14(0.83)	2.7440872295339958	50.3070250749588	1.7189507484436035	6.360993385314941	1.2781168791316884	2.8802201747894287	289.3812626726166	503.5806432097364	162.02775403680863	263.5322353749561	532.5638873103956	1015.2321479837219	UP	0.8235294117647058	0.17647058823529413	0.0	
R-DRE-6798695	Neutrophil degranulation	134	300	13	11	8	10	10	7	13	4	4	118	296	4474	0.12228	0.94763	0.24884	1.33	492520;445413;406276;386807	pgrmc1;psmb1;s100a10b;rab5c	ENSDARG00000054172;ENSDARG00000009640;ENSDARG00000025254;ENSDARG00000026712		308.433025	351.358	38.6331	195.52010034606636	241.50498106371333	207.09239186129145	179.948055	220.13150000000002	6.33122	119.6116321747963	138.6448256399883	133.22394544082505	561.6312499999999	561.682	235.74	277.473804025263	473.88432567364316	256.5439345573087					38.6331;304.616;492.383;398.1	6.33122;199.479;273.198;240.784	235.74;465.165;887.421;658.199	4	0	4	492520;445413;406276;386807	ENSDARG00000054172;ENSDARG00000009640;ENSDARG00000025254;ENSDARG00000026712	308.433025	351.358	195.52010034606636	179.948055	220.13150000000002	119.6116321747963	561.6312499999999	561.682	277.473804025263	38.6331;304.616;492.383;398.1	6.33122;199.479;273.198;240.784	235.74;465.165;887.421;658.199	0															0						Hill,1(0.25);Linear,3(0.75)	2.3440301006455595	9.817631959915161	1.7189507484436035	3.7954375743865967	0.9177824569246882	2.1516218185424805	116.82332666085506	500.042723339145	62.72865546869966	297.16745453130034	289.70692205524233	833.5555779447577	UP	1.0	0.0	0.0	
R-DRE-76002	Platelet activation, signaling and aggregation	77	141	15	13	11	10	10	8	15	5	5	117	136	4634	0.86091	0.27503	0.40213	3.55	793158;436673;406303;336471;30355	cdc42l;gng13b;tuba2;col1a2;apoa1a	ENSDARG00000040158;ENSDARG00000037921;ENSDARG00000045014;ENSDARG00000020007;ENSDARG00000012076		358.35545999999994	314.26	12.9473	236.06764512753128	265.5744039566914	250.36833002078734	199.698528	204.258	2.95364	119.7138384517593	150.2031138062114	135.09168409068874	655.83032	483.504	56.7546	471.8306505701085	484.0910506945069	471.73616135377176					303.734;314.26;585.589;12.9473;575.247	199.046;204.258;297.26;2.95364;294.975	463.483;483.504;1153.59;56.7546;1121.82	3	2	3	793158;336471;30355	ENSDARG00000040158;ENSDARG00000020007;ENSDARG00000012076	297.3094333333333	303.734	281.20489762389155	165.65821333333335	199.046	148.8461517740265	547.3525333333333	463.483	537.4631620264342	303.734;12.9473;575.247	199.046;2.95364;294.975	463.483;56.7546;1121.82	2	436673;406303	ENSDARG00000037921;ENSDARG00000045014	449.9245	449.9245	191.8585758325647	250.75900000000001	250.75900000000001	65.7623448639112	818.547	818.547	473.82235457816876	314.26;585.589	204.258;297.26	483.504;1153.59	0						Exp 5,1(0.2);Linear,4(0.8)	2.117590286327534	10.799635171890259	1.5668232440948486	2.698922872543335	0.4675338534572353	2.2746732234954834	151.43304569696494	565.2778743030351	94.76472199477973	304.6323340052203	242.25251985125664	1069.4081201487434	UP	0.6	0.4	0.0	
R-DRE-76005	Response to elevated platelet cytosolic Ca2+	29	71	6	5	5	4	4	2	6	2	2	120	69	4701	0.73977	0.53297	0.69725	2.82	406303;30355	tuba2;apoa1a	ENSDARG00000045014;ENSDARG00000012076		580.418	580.418	575.247	7.312898331027698	578.1627209794915	6.580722990616441	296.1175	296.1175	294.975	1.615738995009186	295.6192102531559	1.4539694482173173	1137.705	1137.705	1121.82	22.464782438294442	1130.7769189246226	20.215583969435553					585.589;575.247	297.26;294.975	1153.59;1121.82	1	1	1	30355	ENSDARG00000012076	575.247	575.247		294.975	294.975		1121.82	1121.82		575.247	294.975	1121.82	1	406303	ENSDARG00000045014	585.589	585.589		297.26	297.26		1153.59	1153.59		585.589	297.26	1153.59	0						Linear,2(1)	2.0563888471590523	4.265746116638184	1.5668232440948486	2.698922872543335	0.8005153242546956	2.132873058319092	570.28284	590.55316	293.87820000000005	298.35679999999996	1106.5704	1168.8395999999998	CONFLICT	0.5	0.5	0.0	
R-DRE-1430728	Metabolism	564	1029	65	60	52	57	57	45	65	35	35	87	994	3776	0.98408	0.026367	0.042366	3.4	795332;573095;571355;570459;557046;556042;550419;494533;492719;447860;445413;445288;445251;436673;415166;407989;394060;393831;393829;393532;378990;334195;325361;324845;323929;322549;322506;322462;321793;30572;30355;266992;266799;140615;100149324	slc25a1b;psmb3;ampd2b;ndst1b;slc26a2;prkar2aa;zgc:112160;prkar1aa;me3;acsl5;psmb1;acads;carm1;gng13b;fabp6;adss1;hmgcs1;dbi;ndufb8;pdhx;nudt4a;mat1a;chp1;nt5c2a;mtmr14;uqcrc2b;nqo1;sult6b1;ak2;ran;apoa1a;cad;gatm;fads2;proca1	ENSDARG00000076381;ENSDARG00000013938;ENSDARG00000029952;ENSDARG00000103606;ENSDARG00000011618;ENSDARG00000033184;ENSDARG00000039730;ENSDARG00000076128;ENSDARG00000002305;ENSDARG00000075931;ENSDARG00000009640;ENSDARG00000030781;ENSDARG00000018698;ENSDARG00000037921;ENSDARG00000044566;ENSDARG00000099517;ENSDARG00000103025;ENSDARG00000026369;ENSDARG00000010113;ENSDARG00000051756;ENSDARG00000057767;ENSDARG00000039605;ENSDARG00000052859;ENSDARG00000039399;ENSDARG00000059642;ENSDARG00000071691;ENSDARG00000010250;ENSDARG00000086826;ENSDARG00000005926;ENSDARG00000057026;ENSDARG00000012076;ENSDARG00000041895;ENSDARG00000036239;ENSDARG00000019532;ENSDARG00000069823		400.25873485714277	443.156	4.09516	203.4757443786776	330.7033030204159	215.2454939924194	220.59348848571435	257.388	0.911607	97.68381324249484	186.88939599645752	115.51887831387971	741.9613714285714	763.001	18.3965	455.9775463132908	597.5556249394904	418.3194123366056					340.793;445.547;639.666;711.264;492.182;608.385;9.15398;460.606;510.238;443.156;304.616;463.631;320.813;314.26;490.775;499.715;391.266;425.8;268.792;552.479;349.83;7.74228;289.155;586.864;577.013;356.687;369.595;385.185;459.831;15.004;575.247;477.495;4.09516;10.3053;851.869	216.593;258.436;308.089;319.075;273.189;302.099;2.55169;263.227;278.35;257.388;199.479;264.211;207.33;204.258;272.622;275.394;238.085;251.228;181.098;289.643;220.628;1.49626;191.715;297.625;295.121;223.658;229.197;235.637;262.975;2.88041;294.975;268.662;0.911607;1.69113;331.254	536.212;768.13;1328.1;1585.51;886.724;1225.2;32.8392;805.987;935.306;763.001;465.165;813.566;496.41;483.504;883.494;906.758;643.003;721.675;398.95;1053.82;554.694;40.0618;436.121;1157.19;1128.16;568.839;595.998;629.644;804.048;78.1558;1121.82;848.658;18.3965;62.7977;2190.71	29	6	29	795332;573095;557046;556042;550419;492719;447860;445413;445288;445251;415166;407989;394060;393831;393829;393532;378990;334195;325361;323929;322549;322506;322462;321793;30572;30355;266992;266799;140615	ENSDARG00000076381;ENSDARG00000013938;ENSDARG00000011618;ENSDARG00000033184;ENSDARG00000039730;ENSDARG00000002305;ENSDARG00000075931;ENSDARG00000009640;ENSDARG00000030781;ENSDARG00000018698;ENSDARG00000044566;ENSDARG00000099517;ENSDARG00000103025;ENSDARG00000026369;ENSDARG00000010113;ENSDARG00000051756;ENSDARG00000057767;ENSDARG00000039605;ENSDARG00000052859;ENSDARG00000059642;ENSDARG00000071691;ENSDARG00000010250;ENSDARG00000086826;ENSDARG00000005926;ENSDARG00000057026;ENSDARG00000012076;ENSDARG00000041895;ENSDARG00000036239;ENSDARG00000019532	360.1560937931034	391.266	184.89296063708045	206.80152058620692	238.085	100.2314923921401	635.0912758620691	643.003	345.40828808392234	340.793;445.547;492.182;608.385;9.15398;510.238;443.156;304.616;463.631;320.813;490.775;499.715;391.266;425.8;268.792;552.479;349.83;7.74228;289.155;577.013;356.687;369.595;385.185;459.831;15.004;575.247;477.495;4.09516;10.3053	216.593;258.436;273.189;302.099;2.55169;278.35;257.388;199.479;264.211;207.33;272.622;275.394;238.085;251.228;181.098;289.643;220.628;1.49626;191.715;295.121;223.658;229.197;235.637;262.975;2.88041;294.975;268.662;0.911607;1.69113	536.212;768.13;886.724;1225.2;32.8392;935.306;763.001;465.165;813.566;496.41;883.494;906.758;643.003;721.675;398.95;1053.82;554.694;40.0618;436.121;1128.16;568.839;595.998;629.644;804.048;78.1558;1121.82;848.658;18.3965;62.7977	6	571355;570459;494533;436673;324845;100149324	ENSDARG00000029952;ENSDARG00000103606;ENSDARG00000076128;ENSDARG00000037921;ENSDARG00000039399;ENSDARG00000069823	594.0881666666668	613.2650000000001	188.9084186079769	287.2546666666667	302.85699999999997	46.80996400197985	1258.5001666666667	1242.645	599.4073265292698	639.666;711.264;460.606;314.26;586.864;851.869	308.089;319.075;263.227;204.258;297.625;331.254	1328.1;1585.51;805.987;483.504;1157.19;2190.71	0						Exp 5,1(0.03);Hill,4(0.12);Linear,30(0.86)	3.087305909986736	121.60960412025452	1.653963565826416	9.110808372497559	1.8898915274070394	2.698922872543335	332.8471255476319	467.6703441666539	188.23079545675412	252.95618151467446	590.8957970042513	893.0269458528912	UP	0.8285714285714286	0.17142857142857143	0.0	
R-DRE-156580	Phase II - Conjugation of compounds	25	48	5	5	4	5	5	4	5	3	3	119	45	4725	0.96919	0.11677	0.11677	6.25	557046;334195;322462	slc26a2;mat1a;sult6b1	ENSDARG00000011618;ENSDARG00000039605;ENSDARG00000086826		295.03642666666667	385.185	7.74228	254.4907356544559	209.7154631413813	243.86410352636503	170.10742000000002	235.637	1.49626	147.22374344313215	124.44827670248398	147.47283717832846	518.8099333333333	629.644	40.0618	434.07644831021804	362.8519998679456	394.5524140099581	1.5	438.6835			492.182;7.74228;385.185	273.189;1.49626;235.637	886.724;40.0618;629.644	3	0	3	557046;334195;322462	ENSDARG00000011618;ENSDARG00000039605;ENSDARG00000086826	295.03642666666667	385.185	254.4907356544559	170.10742000000002	235.637	147.22374344313215	518.8099333333333	629.644	434.07644831021804	492.182;7.74228;385.185	273.189;1.49626;235.637	886.724;40.0618;629.644	0															0						Hill,1(0.34);Linear,2(0.67)	3.3834838967473506	11.091939926147461	2.2219879627227783	5.930594444274902	1.967057000433672	2.9393575191497803	7.053048983389317	583.019804349944	3.508070900326345	336.7067690996737	27.606190943002446	1010.0136757236642	UP	1.0	0.0	0.0	
R-DRE-211859	Biological oxidations	49	112	7	7	6	6	6	5	7	4	4	118	108	4662	0.85336	0.30532	0.3625	3.57	557046;334195;322506;322462	slc26a2;mat1a;nqo1;sult6b1	ENSDARG00000011618;ENSDARG00000039605;ENSDARG00000010250;ENSDARG00000086826		313.67607	377.39	7.74228	211.1084276787791	260.29320966709406	208.59076866821596	184.879815	232.417	1.49626	123.78522409836951	157.58544034412478	127.98509768258053	538.10695	612.821	40.0618	356.5170515707161	436.6075256210036	332.0761999579118					492.182;7.74228;369.595;385.185	273.189;1.49626;229.197;235.637	886.724;40.0618;595.998;629.644	4	0	4	557046;334195;322506;322462	ENSDARG00000011618;ENSDARG00000039605;ENSDARG00000010250;ENSDARG00000086826	313.67607	377.39	211.1084276787791	184.879815	232.417	123.78522409836951	538.10695	612.821	356.5170515707161	492.182;7.74228;369.595;385.185	273.189;1.49626;229.197;235.637	886.724;40.0618;595.998;629.644	0															0						Hill,1(0.25);Linear,3(0.75)	4.020081480101827	17.834845542907715	2.2219879627227783	6.742905616760254	2.213244290329229	4.434975981712341	106.78981087479656	520.5623291252034	63.570295383597866	306.18933461640216	188.72023946069817	887.4936605393018	UP	1.0	0.0	0.0	
