Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: BPA_DESeq_normData
Work Source: BPA_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.37
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 555
Total Run Time: 14 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	244	307	14	12	6	8	8	8	14	2	2	15	305	4570	0.91343	0.2895	0.2895	0.65	386658;323197	ndnl2;racgap1	ENSDARG00000058212;ENSDARG00000015460		521.905	521.905	481.815	56.69582171553821	503.92768479580917	50.67591613477139	280.9915	280.9915	270.053	15.46937505201991	276.0864148824884	13.826852298333641	970.7660000000001	970.7660000000001	859.632	157.1672100407713	920.9308553778362	140.47935304868227					481.815;561.995	270.053;291.93	859.632;1081.9	2	0	2	386658;323197	ENSDARG00000058212;ENSDARG00000015460	521.905	521.905	56.69582171553821	280.9915	280.9915	15.46937505201991	970.7660000000001	970.7660000000001	157.1672100407713	481.815;561.995	270.053;291.93	859.632;1081.9	0															0						Linear,2(1)	2.533899913687352	5.297247767448425	1.8775469064712524	3.419700860977173	1.0904675188647868	2.6486238837242126	443.3286	600.4814	259.55204	302.43095999999997	752.94336	1188.5886400000002	UP	1.0	0.0	0.0	
R-DRE-114608	Platelet degranulation 	47	69	2	2	2	1	1	1	2	1	1	16	68	4807	0.97674	0.21485	0.21485	1.45	386658	ndnl2	ENSDARG00000058212		481.815	481.815	481.815		481.815		270.053	270.053	270.053		270.053		859.632	859.632	859.632		859.632						481.815	270.053	859.632	1	0	1	386658	ENSDARG00000058212	481.815	481.815		270.053	270.053		859.632	859.632		481.815	270.053	859.632	0															0						Linear,1(1)	1.8775469064712524	1.8775469064712524	1.8775469064712524	1.8775469064712524	0.0	1.8775469064712524	481.815	481.815	270.053	270.053	859.632	859.632	UP	1.0	0.0	0.0	
R-DRE-168249	Innate Immune System	380	502	13	12	4	10	10	8	13	2	2	15	500	4375	0.74969	0.5331	0.69131	0.4	558420;450039	peli1b;chga	ENSDARG00000044083;ENSDARG00000008829		348.1465	348.1465	56.431	412.5480164544486	212.1584597633703	364.9799606905858	159.89374999999998	159.89374999999998	11.6285	209.67872737863755	90.7774336483013	185.50212490176176	801.2294999999999	801.2294999999999	273.849	745.8286556311041	555.3822938898898	659.832316620068					639.862;56.431	308.159;11.6285	1328.61;273.849	0	2	0															2	558420;450039	ENSDARG00000044083;ENSDARG00000008829	348.1465	348.1465	412.5480164544486	159.89374999999998	159.89374999999998	209.67872737863755	801.2294999999999	801.2294999999999	745.8286556311041	639.862;56.431	308.159;11.6285	1328.61;273.849	0						Hill,1(0.5);Linear,1(0.5)	1.7516979457551345	3.5055038928985596	1.6919761896133423	1.8135277032852173	0.08594989958087215	1.7527519464492798	-223.6158799999999	919.90888	-130.70614000000003	450.49364	-232.4362799999999	1834.8952799999997	DOWN	0.0	1.0	0.0	
R-DRE-168256	Immune System	617	839	20	19	7	15	15	13	20	4	4	13	835	4040	0.84747	0.33121	0.51521	0.48	558420;555190;450039;100002256	peli1b;fbxo31;chga;pik3ap1	ENSDARG00000044083;ENSDARG00000062195;ENSDARG00000008829;ENSDARG00000078285		359.7365	371.3265	56.431	238.8362313532015	327.4575893502345	180.31033716584264	194.900375	229.90699999999998	11.6285	127.7178083363051	190.90547783721428	108.99226452042161	700.5284999999999	599.8275	273.849	446.706079262043	590.2481096054611	290.0039865838112					639.862;385.381;56.431;357.272	308.159;235.759;11.6285;224.055	1328.61;629.959;273.849;569.696	2	2	2	555190;100002256	ENSDARG00000062195;ENSDARG00000078285	371.3265	371.3265	19.876064512371997	229.90699999999998	229.90699999999998	8.275977767008602	599.8275	599.8275	42.612375954644016	385.381;357.272	235.759;224.055	629.959;569.696	2	558420;450039	ENSDARG00000044083;ENSDARG00000008829	348.1465	348.1465	412.5480164544486	159.89374999999998	159.89374999999998	209.67872737863755	801.2294999999999	801.2294999999999	745.8286556311041	639.862;56.431	308.159;11.6285	1328.61;273.849	0						Hill,1(0.25);Linear,3(0.75)	2.0510961867312956	8.314117431640625	1.6919761896133423	2.516936779022217	0.39041947981566805	2.052602231502533	125.67699327386251	593.7960067261374	69.73692283042098	320.063827169579	262.75654232319783	1138.3004576768021	CONFLICT	0.5	0.5	0.0	
R-DRE-6798695	Neutrophil degranulation	213	300	7	6	1	5	5	4	7	0	0	17	300	4575	0.34039	1.0	0.62064	0.0																														0	0	0															0															0																							
R-DRE-76002	Platelet activation, signaling and aggregation	109	141	7	6	4	4	4	4	7	1	1	16	140	4735	0.91539	0.39226	0.39226	0.71	386658	ndnl2	ENSDARG00000058212		481.815	481.815	481.815		481.815		270.053	270.053	270.053		270.053		859.632	859.632	859.632		859.632						481.815	270.053	859.632	1	0	1	386658	ENSDARG00000058212	481.815	481.815		270.053	270.053		859.632	859.632		481.815	270.053	859.632	0															0						Linear,1(1)	1.8775469064712524	1.8775469064712524	1.8775469064712524	1.8775469064712524	0.0	1.8775469064712524	481.815	481.815	270.053	270.053	859.632	859.632	UP	1.0	0.0	0.0	
R-DRE-76005	Response to elevated platelet cytosolic Ca2+	49	71	3	3	3	1	1	1	3	1	1	16	70	4805	0.97546	0.22038	0.22038	1.41	386658	ndnl2	ENSDARG00000058212		481.815	481.815	481.815		481.815		270.053	270.053	270.053		270.053		859.632	859.632	859.632		859.632						481.815	270.053	859.632	1	0	1	386658	ENSDARG00000058212	481.815	481.815		270.053	270.053		859.632	859.632		481.815	270.053	859.632	0															0						Linear,1(1)	1.8775469064712524	1.8775469064712524	1.8775469064712524	1.8775469064712524	0.0	1.8775469064712524	481.815	481.815	270.053	270.053	859.632	859.632	UP	1.0	0.0	0.0	
R-DRE-1430728	Metabolism	827	1029	27	19	5	20	20	18	27	4	4	13	1025	3850	0.72242	0.49423	0.76772	0.39	564852;559072;402961;394148	pfkfb2b;gba;ppa2;cyp7a1	ENSDARG00000002037;ENSDARG00000076058;ENSDARG00000009685;ENSDARG00000069018		450.90649999999994	445.61400000000003	357.267	104.83578185746845	464.55935697194326	107.26637483906443	255.97125	254.844	223.934	35.432910261271516	260.36346869064323	36.099977343606575	799.6305	783.421	569.99	258.99201785576304	834.4233016646957	265.8027900890039					357.267;555.131;527.114;364.114	223.934;290.263;282.787;226.901	569.99;1061.69;982.538;584.304	4	0	4	564852;559072;402961;394148	ENSDARG00000002037;ENSDARG00000076058;ENSDARG00000009685;ENSDARG00000069018	450.90649999999994	445.61400000000003	104.83578185746845	255.97125	254.844	35.432910261271516	799.6305	783.421	258.99201785576304	357.267;555.131;527.114;364.114	223.934;290.263;282.787;226.901	569.99;1061.69;982.538;584.304	0															0						Linear,4(1)	3.526609758693026	15.308497667312622	2.3825085163116455	6.696079254150391	1.944812035331047	3.114954948425293	348.1674337796811	553.6455662203189	221.24699794395374	290.6955020560463	545.818322501352	1053.442677498648	UP	1.0	0.0	0.0	
R-DRE-156580	Phase II - Conjugation of compounds	42	48	2	1	0	1	1	1	2	0	0	17	48	4827	0.84544	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-211859	Biological oxidations	89	112	4	3	1	3	3	3	4	1	1	16	111	4764	0.94351	0.32591	0.32591	0.89	394148	cyp7a1	ENSDARG00000069018		364.114	364.114	364.114		364.114		226.901	226.901	226.901		226.901		584.304	584.304	584.304		584.304						364.114	226.901	584.304	1	0	1	394148	ENSDARG00000069018	364.114	364.114		226.901	226.901		584.304	584.304		364.114	226.901	584.304	0															0						Linear,1(1)	2.3825085163116455	2.3825085163116455	2.3825085163116455	2.3825085163116455	0.0	2.3825085163116455	364.114	364.114	226.901	226.901	584.304	584.304	UP	1.0	0.0	0.0	
