Chemical,Dose,emmean,SE,df,lower.CL,upper.CL,.group,Group,cont_group,adj_factor,Dose(mg/L)
1-Decanol,Dose_1,-0.8152108118022798,0.3467447207833006,45,-1.5135905290084684,-0.1168310945960912, a,Dose_1, a,-0.20380270295056996,1
1-Decanol,Dose_3,-0.6757929593257875,0.3467447207833007,45,-1.3741726765319764,0.02258675788040132, a,Dose_3, a,-0.16894823983144688,0.01
1-Decanol,Dose_5,-0.1558130885283413,0.34674472078330076,45,-0.8541928057345303,0.5425666286778477, a,Dose_5, a,-0.038953272132085326,1e-4
1-Decanol,Control,1.457167719820518e-16,0.34674472078330076,45,-0.6983797172061889,0.6983797172061891, a,Control, a,3.642919299551295e-17,0
1-Decanol,Dose_2,0.09963600321684465,0.36866559822102474,45,-0.6428946275239059,0.8421666339575952, a,Dose_2, a,0.024909000804211164,0.1
1-Decanol,Dose_4,0.3514765194887584,0.34674472078330076,45,-0.34690319771743056,1.0498562366949473, a,Dose_4, a,0.0878691298721896,0.001
1-Octanol,Control,-0.03382261483895386,0.2963704221577665,42,-0.6319223410521205,0.5642771113742128, a,Control, a,-0.008455653709738465,0
1-Octanol,Dose_3,0.05669664703773995,0.29637042215776643,42,-0.5414030791754266,0.6547963732509064, a,Dose_3, a,0.014174161759434988,0.1
1-Octanol,Dose_4,0.15694720121944306,0.27870037033572337,42,-0.4054929167238046,0.7193873191626907, a,Dose_4, a,0.039236800304860764,0.01
1-Octanol,Dose_1,0.3120983035439669,0.2787003703357233,42,-0.25034181439928066,0.8745384214872145, a,Dose_1, a,0.07802457588599172,10
1-Octanol,Dose_5,0.5916604738476361,0.29637042215776643,42,-0.006439252365530446,1.1897602000608027, a,Dose_5, a,0.14791511846190902,0.001
1-Octanol,Dose_2,0.6832089210032546,0.29637042215776643,42,0.08510919479008805,1.281308647216421, a,Dose_2, a,0.17080223025081365,1
17betaestradiol,Dose_1,-2.9368878445871816,0.3212939790580651,46,-3.583619080992472,-2.290156608181891, a  ,Dose_1, a  ,-0.7342219611467954,0.1
17betaestradiol,Dose_2,-2.21811159635619,0.32129397905806506,46,-2.8648428327614806,-1.5713803599509, ab ,Dose_2, ab ,-0.5545278990890475,0.01
17betaestradiol,Dose_3,-1.0365000688855213,0.321293979058065,46,-1.6832313052908114,-0.3897688324802312,  bc,Dose_3,  bc,-0.2591250172213803,0.001
17betaestradiol,Dose_5,-0.47804916156762334,0.321293979058065,46,-1.1247803979729134,0.16868207483766673,   c,Dose_5,   c,-0.11951229039190583,1e-5
17betaestradiol,Dose_4,-0.23306218785243016,0.32129397905806495,46,-0.8797934242577201,0.4136690485528598,   c,Dose_4,   c,-0.05826554696310754,1e-4
17betaestradiol,Control,1.8145207558717402e-15,0.321293979058065,46,-0.6467312364052883,0.6467312364052918,   c,Control,   c,4.536301889679351e-16,0
24-DMP,Dose_3,-1.2777671621323083,0.36706425169110907,45,-2.017072515400383,-0.5384618088642336, a,Dose_3, a,-0.3194417905330771,0.01
24-DMP,Dose_2,-1.2364038766157377,0.367064251691109,45,-1.9757092298838124,-0.497098523347663, a,Dose_2, a,-0.3091009691539344,0.1
24-DMP,Dose_1,-0.8876403150354869,0.36706425169110907,45,-1.6269456683035617,-0.14833496176741212, a,Dose_1, a,-0.22191007875887173,1
24-DMP,Dose_4,-0.2497338402478962,0.3902697108972761,45,-1.0357773875436482,0.5363097070478557, a,Dose_4, a,-0.06243346006197405,0.001
24-DMP,Control,-3.7816971776294395e-16,0.367064251691109,45,-0.739305353268075,0.7393053532680743, a,Control, a,-9.454242944073599e-17,0
24-DMP,Dose_5,0.2642755584179149,0.367064251691109,45,-0.4750297948501598,1.0035809116859895, a,Dose_5, a,0.06606888960447872,1e-4
24-DNP,Dose_2,-0.3308914652891423,0.41019429522089235,43,-1.158127100628871,0.49634417005058634, a,Dose_2, a,-0.08272286632228558,1
24-DNP,Dose_1,-0.2778419011931358,0.41019429522089235,43,-1.1050775365328644,0.5493937341465929, a,Dose_1, a,-0.06946047529828395,10
24-DNP,Control,1.3934347132913728e-4,0.4361814457805733,43,-0.879504375682267,0.8797830626249253, a,Control, a,3.483586783228432e-5,0
24-DNP,Dose_5,0.029243442438931032,0.41019429522089235,43,-0.7979921929007976,0.8564790777786597, a,Dose_5, a,0.007310860609732758,0.001
24-DNP,Dose_3,0.16887487826892744,0.41019429522089224,43,-0.658360757070801,0.9961105136086559, a,Dose_3, a,0.04221871956723186,0.1
24-DNP,Dose_4,0.582105319273964,0.4663894146998859,43,-0.35845857515372637,1.5226692137016544, a,Dose_4, a,0.145526329818491,0.01
34-DCA,Dose_1,-0.7425738260378499,0.33367491179113695,46,-1.414226587452058,-0.07092106462364178, a,Dose_1, a,-0.18564345650946248,1
34-DCA,Dose_5,-0.4979721218806604,0.3336749117911369,46,-1.1696248832948686,0.17368063953354762, a,Dose_5, a,-0.1244930304701651,1e-4
34-DCA,Dose_4,-0.2526751637352062,0.3336749117911368,46,-0.9243279251494141,0.4189775976790016, a,Dose_4, a,-0.06316879093380155,0.001
34-DCA,Dose_2,-0.19616094668908557,0.3336749117911369,46,-0.8678137081032936,0.4754918147251225, a,Dose_2, a,-0.04904023667227139,0.1
34-DCA,Control,-2.5153490401663703e-16,0.3336749117911369,46,-0.6716527614142083,0.6716527614142078, a,Control, a,-6.288372600415926e-17,0
34-DCA,Dose_3,0.3573179833975567,0.3336749117911369,46,-0.31433477801665133,1.0289707448117649, a,Dose_3, a,0.08932949584938918,0.01
4-TPP,Control,9.71445146547012e-16,0.4494196929369289,43,-0.9063411889252675,0.9063411889252695, a  ,Control, a  ,2.42861286636753e-16,0
4-TPP,Dose_5,0.5233439504280819,0.449419692936929,43,-0.3829972384971868,1.4296851393533507, ab ,Dose_5, ab ,0.13083598760702048,1e-4
4-TPP,Dose_4,1.1325033917429534,0.449419692936929,43,0.22616220281768473,2.038844580668222, ab ,Dose_4, ab ,0.28312584793573836,0.001
4-TPP,Dose_2,1.4889915218198992,0.4494196929369289,43,0.5826503328946308,2.395332710745168, ab ,Dose_2, ab ,0.3722478804549748,0.1
4-TPP,Dose_3,2.280710486854142,0.5109885485622937,43,1.250203867073816,3.3112171066344676,  bc,Dose_3,  bc,0.5701776217135355,0.01
4-TPP,Dose_1,3.6483215684763346,0.4778919007684597,43,2.6845607001224243,4.612082436830245,   c,Dose_1,   c,0.9120803921190836,1
4C3MP,Dose_2,-0.45747840067529605,0.29584273016543766,46,-1.0529789301976136,0.13802212884702153, a ,Dose_2, a ,-0.11436960016882401,0.1
4C3MP,Dose_5,-0.23866800861454096,0.29584273016543766,46,-0.8341685381368585,0.3568325209077766, a ,Dose_5, a ,-0.05966700215363524,1e-4
4C3MP,Dose_4,-0.06987826790737034,0.29584273016543755,46,-0.6653787974296876,0.5256222616149471, a ,Dose_4, a ,-0.017469566976842585,0.001
4C3MP,Control,-3.2612801348363973e-16,0.29584273016543766,46,-0.5955005295223179,0.5955005295223172, a ,Control, a ,-8.153200337090993e-17,0
4C3MP,Dose_3,0.6787881134402355,0.2958427301654376,46,0.08328758391791802,1.2742886429625528, ab,Dose_3, ab,0.16969702836005887,0.01
4C3MP,Dose_1,1.3915395986414278,0.29584273016543766,46,0.7960390691191103,1.9870401281637453,  b,Dose_1,  b,0.34788489966035696,1
4TOP,Dose_1,-1.883579906927023,0.3393598228109951,44,-2.5675146898892836,-1.1996451239647623, a ,Dose_1, a ,-0.47089497673175573,0.1
4TOP,Dose_2,-0.5958622119680463,0.31917276226996877,44,-1.2391126476925893,0.04738822375649665, ab,Dose_2, ab,-0.14896555299201159,0.01
4TOP,Dose_3,-0.3165701825059557,0.3393598228109949,44,-1.0005049654682159,0.3673646004563045,  b,Dose_3,  b,-0.07914254562648892,0.001
4TOP,Control,-2.437286483747414e-16,0.3191727622699687,44,-0.6432504357245431,0.6432504357245427,  b,Control,  b,-6.093216209368535e-17,0
4TOP,Dose_4,0.07634402545861102,0.3191727622699687,44,-0.5669064102659318,0.719594461183154,  b,Dose_4,  b,0.019086006364652755,1e-4
4TOP,Dose_5,0.2103164444898856,0.3191727622699687,44,-0.43293399123465726,0.8535668802144285,  b,Dose_5,  b,0.0525791111224714,1e-5
Aniline,Dose_4,-1.1953360508151447,0.4317042719083527,40,-2.067842930659204,-0.3228291709710852, a ,Dose_4, a ,-0.2988340127037862,0.01
Aniline,Dose_5,-0.033230052490439435,0.40590577314313403,40,-0.8535962213732686,0.7871361163923898, a ,Dose_5, a ,-0.008307513122609859,0.001
Aniline,Control,6.938893903907228e-17,0.4059057731431342,40,-0.8203661688828294,0.8203661688828296, a ,Control, a ,1.734723475976807e-17,0
Aniline,Dose_3,0.2430931057841565,0.4317042719083526,40,-0.6294137740599026,1.1155999856282157, ab,Dose_3, ab,0.06077327644603912,0.1
Aniline,Dose_2,0.5601398268665518,0.4059057731431341,40,-0.2602263420162775,1.380505995749381, ab,Dose_2, ab,0.14003495671663796,1
Aniline,Dose_1,2.313691825821112,0.5611175472056887,40,1.1796309600946757,3.447752691547548,  b,Dose_1,  b,0.578422956455278,10
BPA,Dose_4,-0.7020911881918452,0.2294113074371287,46,-1.1638721992743934,-0.24031017710929692, a ,Dose_4, a ,-0.1755227970479613,0.001
BPA,Dose_5,-0.1529678895439639,0.22941130743712876,46,-0.6147489006265123,0.30881312153858453, a ,Dose_5, a ,-0.038241972385990974,1e-4
BPA,Dose_2,-0.13536843362813933,0.22941130743712876,46,-0.5971494447106878,0.3264125774544091, ab,Dose_2, ab,-0.03384210840703483,0.1
BPA,Control,-4.145989107584569e-16,0.22941130743712876,46,-0.4617810110825488,0.46178101108254804, ab,Control, ab,-1.0364972768961422e-16,0
BPA,Dose_3,0.01958787472775881,0.22941130743712873,46,-0.4421931363547896,0.4813688858103072, ab,Dose_3, ab,0.004896968681939702,0.01
BPA,Dose_1,0.8169360205924937,0.2294113074371288,46,0.3551550095099452,1.2787170316750422,  b,Dose_1,  b,0.20423400514812343,1
BPAF,Dose_3,-0.08269454034184996,0.24801913514771573,45,-0.5822307209501609,0.416841640266461, a,Dose_3, a,-0.02067363508546249,0.01
BPAF,Control,-4.85722573273506e-17,0.2332719032659825,45,-0.4698337308987004,0.4698337308987003, a,Control, a,-1.214306433183765e-17,0
BPAF,Dose_5,0.21594280006074476,0.23327190326598246,45,-0.25389093083795555,0.685776530959445, a,Dose_5, a,0.05398570001518619,1e-4
BPAF,Dose_2,0.34351249172422565,0.23327190326598246,45,-0.12632123917447463,0.813346222622926, a,Dose_2, a,0.08587812293105641,0.1
BPAF,Dose_4,0.38478220301067256,0.23327190326598246,45,-0.08505152788802772,0.8546159339093728, a,Dose_4, a,0.09619555075266814,0.001
BPAF,Dose_1,0.4104311357260813,0.23327190326598235,45,-0.059402595172618755,0.8802648666247814, a,Dose_1, a,0.10260778393152033,1
Clofibric-acid,Dose_1,-1.6631362890702832,0.2731729124124243,42,-2.2144215453154223,-1.111851032825144, a ,Dose_1, a ,-0.4157840722675708,10
Clofibric-acid,Dose_2,-0.4493731907398033,0.2731729124124243,42,-1.0006584469849424,0.10191206550533571,  b,Dose_2,  b,-0.11234329768495083,1
Clofibric-acid,Control,-0.05447804301362462,0.3135709856006385,42,-0.687289911589019,0.5783338255617698,  b,Control,  b,-0.013619510753406155,0
Clofibric-acid,Dose_3,0.26300787381449,0.29052945609986935,42,-0.3233043056704509,0.8493200532994308,  b,Dose_3,  b,0.0657519684536225,0.1
Clofibric-acid,Dose_5,0.3381574920377962,0.2731729124124243,42,-0.2131277642073428,0.8894427482829352,  b,Dose_5,  b,0.08453937300944905,0.001
Clofibric-acid,Dose_4,0.44689190286923036,0.29047158746945767,42,-0.13930349299150951,1.0330872987299702,  b,Dose_4,  b,0.11172297571730759,0.01
DES,Dose_3,-0.9880700326040404,0.4740848710852405,46,-1.9423533831258055,-0.03378668208227509, a,Dose_3, a,-0.2470175081510101,0.001
DES,Dose_5,-0.7708931508175613,0.47408487108524056,46,-1.7251765013393268,0.18339019970420412, a,Dose_5, a,-0.19272328770439032,1e-5
DES,Dose_2,-0.7151152886931534,0.47408487108524056,46,-1.669398639214919,0.23916806182861194, a,Dose_2, a,-0.17877882217328836,0.01
DES,Dose_4,-0.7149033398820416,0.47408487108524044,46,-1.6691866904038068,0.23938001063972358, a,Dose_4, a,-0.1787258349705104,1e-4
DES,Control,-1.1848161340921592e-15,0.47408487108524056,46,-0.9542833505217666,0.9542833505217642, a,Control, a,-2.962040335230398e-16,0
DES,Dose_1,0.12879422755261596,0.4740848710852406,46,-0.8254891229691496,1.0830775780743815, a,Dose_1, a,0.03219855688815399,0.1
DMSO,Dose_5,-0.6718600443913324,0.3461752918480859,46,-1.3686747658069933,0.02495467702432841, a  ,Dose_5, a  ,-0.1679650110978331,0.001
DMSO,Dose_1,-0.11397168647372785,0.34617529184808593,46,-0.8107864078893887,0.5828430349419331, ab ,Dose_1, ab ,-0.028492921618431963,10
DMSO,Control,-2.740863092043355e-16,0.3461752918480859,46,-0.696814721415661,0.6968147214156606, ab ,Control, ab ,-6.852157730108388e-17,0
DMSO,Dose_4,0.6061343402772851,0.34617529184808576,46,-0.09068038113837551,1.3029490616929458, abc,Dose_4, abc,0.15153358506932127,0.01
DMSO,Dose_2,0.8683789245335193,0.34617529184808593,46,0.17156420311785836,1.5651936459491802,  bc,Dose_2,  bc,0.21709473113337982,1
DMSO,Dose_3,1.5957498844544087,0.3461752918480858,46,0.898935163038748,2.2925646058700693,   c,Dose_3,   c,0.39893747111360217,0.1
EE2,Dose_4,-0.728057522384265,0.23078418083524618,45,-1.1928807231046246,-0.26323432166390553, a,Dose_4, a,-0.18201438059606626,1e-6
EE2,Dose_2,-0.5400338199371765,0.23078418083524618,45,-1.004857020657536,-0.07521061921681699, a,Dose_2, a,-0.13500845498429412,1e-4
