"plate_id" "embryo_id" "is_VC" "endpoint" "dose" "control_median" "endpoint_value_norm"
"1" "BPA" "1" 1 "a" "Control" 3.60011761504482 0
"2" "BPA" "2" 1 "a" "Control" 3.60011761504482 -7.25779330800185
"3" "BPA" "3" 1 "a" "Control" 3.60011761504482 -2.38799549440945
"4" "BPA" "4" 1 "a" "Control" 3.60011761504482 -0.0207264023730946
"5" "BPA" "5" 1 "a" "Control" 3.60011761504482 3.74071368040627
"6" "BPA" "6" 1 "a" "Control" 3.60011761504482 0.830143627246915
"7" "BPA" "7" 1 "a" "Control" 3.60011761504482 -2.2172225916425
"8" "BPA" "8" 1 "a" "Control" 3.60011761504482 11.4945131341759
"9" "BPA" "9" 1 "a" "Control" 3.60011761504482 6.80165988699244
"10" "BPA" "1" 0 "a" "Dose1" 3.60011761504482 16.9595642280913
"11" "BPA" "2" 0 "a" "Dose1" 3.60011761504482 12.8085964408766
"12" "BPA" "3" 0 "a" "Dose1" 3.60011761504482 12.9577564980359
"13" "BPA" "4" 0 "a" "Dose1" 3.60011761504482 7.88512132649415
"14" "BPA" "5" 0 "a" "Dose1" 3.60011761504482 -3.00126928318223
"15" "BPA" "6" 0 "a" "Dose1" 3.60011761504482 16.2620950683531
"16" "BPA" "7" 0 "a" "Dose1" 3.60011761504482 15.4677783216471
"17" "BPA" "8" 0 "a" "Dose1" 3.60011761504482 11.6603391559889
"18" "BPA" "9" 0 "a" "Dose1" 3.60011761504482 8.6326485548208
"19" "BPA" "1" 0 "a" "Dose2" 3.60011761504482 28.7429359894943
"20" "BPA" "2" 0 "a" "Dose2" 3.60011761504482 11.0832829802045
"21" "BPA" "3" 0 "a" "Dose2" 3.60011761504482 1.38298617355335
"22" "BPA" "4" 0 "a" "Dose2" 3.60011761504482 3.73120696052482
"23" "BPA" "5" 0 "a" "Dose2" 3.60011761504482 7.16613352003352
"24" "BPA" "6" 0 "a" "Dose2" 3.60011761504482 -1.71116516559207
"25" "BPA" "7" 0 "a" "Dose2" 3.60011761504482 9.0530250698774
"26" "BPA" "8" 0 "a" "Dose2" 3.60011761504482 16.9159989115431
"27" "BPA" "9" 0 "a" "Dose2" 3.60011761504482 19.3892654104073
"28" "BPA" "1" 0 "a" "Dose3" 3.60011761504482 10.1903423087143
"29" "BPA" "2" 0 "a" "Dose3" 3.60011761504482 5.40396672273005
"30" "BPA" "3" 0 "a" "Dose3" 3.60011761504482 10.3315638094562
"31" "BPA" "4" 0 "a" "Dose3" 3.60011761504482 10.1959482507096
"32" "BPA" "5" 0 "a" "Dose3" 3.60011761504482 4.2519994923929
"33" "BPA" "6" 0 "a" "Dose3" 3.60011761504482 13.4910099362807
"34" "BPA" "7" 0 "a" "Dose3" 3.60011761504482 -6.90476382228931
"35" "BPA" "8" 0 "a" "Dose3" 3.60011761504482 0.876127312819941
"36" "BPA" "9" 0 "a" "Dose3" 3.60011761504482 2.78419176626699
"37" "BPA" "1" 0 "a" "Dose4" 3.60011761504482 1.71606275729013
"38" "BPA" "2" 0 "a" "Dose4" 3.60011761504482 18.0242908326842
"39" "BPA" "3" 0 "a" "Dose4" 3.60011761504482 12.215424454022
"40" "BPA" "4" 0 "a" "Dose4" 3.60011761504482 -8.36747947356953
"41" "BPA" "5" 0 "a" "Dose4" 3.60011761504482 12.8686463241527
"42" "BPA" "6" 0 "a" "Dose4" 3.60011761504482 -5.79023709680015
"43" "BPA" "7" 0 "a" "Dose4" 3.60011761504482 1.68302718841105
"44" "BPA" "8" 0 "a" "Dose4" 3.60011761504482 19.7454586957218
"45" "BPA" "9" 0 "a" "Dose4" 3.60011761504482 10.9372830120029
"46" "BPA" "1" 0 "a" "Dose5" 3.60011761504482 22.1988324372149
"47" "BPA" "2" 0 "a" "Dose5" 3.60011761504482 28.0830244903882
"48" "BPA" "3" 0 "a" "Dose5" 3.60011761504482 11.625305315157
"49" "BPA" "4" 0 "a" "Dose5" 3.60011761504482 8.94309724014373
"50" "BPA" "5" 0 "a" "Dose5" 3.60011761504482 12.4018930206677
"51" "BPA" "6" 0 "a" "Dose5" 3.60011761504482 10.6092198004998
