"","plate_id","is_VC","endpoint","endpoint_value_norm","dose","Group"
"1","Vinclozolin",FALSE,"ld_pearson",2.46946815483709,"Dose1","A"
"2","Vinclozolin",FALSE,"ld_pearson",11.4642845432796,"Dose1","A"
"3","Vinclozolin",FALSE,"ld_pearson",18.8939697443238,"Dose1","A"
"4","Vinclozolin",FALSE,"ld_pearson",18.1856367821759,"Dose1","B"
"5","Vinclozolin",FALSE,"ld_pearson",-90.6004909697237,"Dose1","B"
"6","Vinclozolin",FALSE,"ld_pearson",-63.5666418881482,"Dose1","B"
"7","Vinclozolin",FALSE,"ld_pearson",-6.64849110840456,"Dose1","C"
"8","Vinclozolin",FALSE,"ld_pearson",-5.15160513090206,"Dose1","C"
"9","Vinclozolin",FALSE,"ld_pearson",4.22877090396965,"Dose2","C"
"10","Vinclozolin",FALSE,"ld_pearson",-54.9029991787746,"Dose2","A"
"11","Vinclozolin",FALSE,"ld_pearson",-4.07902036213204,"Dose2","A"
"12","Vinclozolin",FALSE,"ld_pearson",18.1039062088727,"Dose2","A"
"13","Vinclozolin",FALSE,"ld_pearson",6.24005828426195,"Dose2","B"
"14","Vinclozolin",FALSE,"ld_pearson",-43.9240714223113,"Dose2","B"
"15","Vinclozolin",FALSE,"ld_pearson",2.24761962893119,"Dose2","B"
"16","Vinclozolin",FALSE,"ld_pearson",7.93395343569159,"Dose2","C"
"17","Vinclozolin",FALSE,"ld_pearson",-16.0121281306304,"Dose2","C"
"18","Vinclozolin",FALSE,"ld_pearson",-6.06600367147811,"Dose3","C"
"19","Vinclozolin",FALSE,"ld_pearson",7.14413963254033,"Dose3","A"
"20","Vinclozolin",FALSE,"ld_pearson",-96.8880007260901,"Dose3","A"
"21","Vinclozolin",FALSE,"ld_pearson",-86.5803297595078,"Dose3","A"
"22","Vinclozolin",FALSE,"ld_pearson",-50.5174768100977,"Dose3","B"
"23","Vinclozolin",FALSE,"ld_pearson",16.8902402186685,"Dose3","B"
"24","Vinclozolin",FALSE,"ld_pearson",16.9219487515931,"Dose3","B"
"25","Vinclozolin",FALSE,"ld_pearson",12.2923219188011,"Dose3","C"
"26","Vinclozolin",FALSE,"ld_pearson",-13.2346492338688,"Dose3","C"
"27","Vinclozolin",FALSE,"ld_pearson",11.5641666497386,"Dose4","C"
"28","Vinclozolin",FALSE,"ld_pearson",22.5159594168642,"Dose4","A"
"29","Vinclozolin",FALSE,"ld_pearson",21.8138901887593,"Dose4","A"
"30","Vinclozolin",FALSE,"ld_pearson",-32.6896373740803,"Dose4","A"
"31","Vinclozolin",FALSE,"ld_pearson",11.3451447829798,"Dose4","B"
"32","Vinclozolin",FALSE,"ld_pearson",12.564687130305,"Dose4","B"
"33","Vinclozolin",FALSE,"ld_pearson",-52.0312000587886,"Dose4","B"
"34","Vinclozolin",FALSE,"ld_pearson",-22.082133723043,"Dose4","C"
"35","Vinclozolin",FALSE,"ld_pearson",1.47889337624471,"Dose5","C"
"36","Vinclozolin",FALSE,"ld_pearson",8.24047490969804,"Dose5","C"
"37","Vinclozolin",FALSE,"ld_pearson",-8.45975375446672,"Dose5","A"
"38","Vinclozolin",FALSE,"ld_pearson",13.9650967855907,"Dose5","A"
"39","Vinclozolin",FALSE,"ld_pearson",-11.7150949690818,"Dose5","A"
"40","Vinclozolin",FALSE,"ld_pearson",-4.81245467140978,"Dose5","B"
"41","Vinclozolin",FALSE,"ld_pearson",13.8903844003135,"Dose5","B"
"42","Vinclozolin",FALSE,"ld_pearson",6.32792325957634,"Dose5","B"
"43","Vinclozolin",TRUE,"ld_pearson",-48.1101749626068,"Control","C"
"44","Vinclozolin",TRUE,"ld_pearson",14.8007467026775,"Control","C"
"45","Vinclozolin",TRUE,"ld_pearson",-39.8826636062934,"Control","C"
"46","Vinclozolin",TRUE,"ld_pearson",11.5388868565488,"Control","A"
"47","Vinclozolin",TRUE,"ld_pearson",-85.0510814881863,"Control","A"
"48","Vinclozolin",TRUE,"ld_pearson",0,"Control","A"
"49","Vinclozolin",TRUE,"ld_pearson",9.73107466484231,"Control","B"
"50","Vinclozolin",TRUE,"ld_pearson",-35.5225768772048,"Control","B"
"51","Vinclozolin",TRUE,"ld_pearson",10.0589438391326,"Control","B"
"52","Vinclozolin",FALSE,"ld_pearson",16.2274133472411,"Dose5","C"
"53","Vinclozolin",FALSE,"ld_pearson",-39.4977514136696,"Dose4","C"
"54","Vinclozolin",FALSE,"ld_pearson",-16.6164278338556,"Dose1","C"
