"","plate_id","is_VC","endpoint","endpoint_value_norm","dose","Group"
"1","Clofibric_Acid",FALSE,"ld_pearson",-17.8190435816368,"Dose1","A"
"2","Clofibric_Acid",FALSE,"ld_pearson",-14.5611748175958,"Dose1","A"
"3","Clofibric_Acid",FALSE,"ld_pearson",-11.2021504700774,"Dose1","A"
"4","Clofibric_Acid",FALSE,"ld_pearson",-31.6716971436672,"Dose1","B"
"5","Clofibric_Acid",FALSE,"ld_pearson",-56.1750236438991,"Dose1","B"
"6","Clofibric_Acid",FALSE,"ld_pearson",22.8533515108584,"Dose1","B"
"7","Clofibric_Acid",FALSE,"ld_pearson",-22.7139697347298,"Dose1","C"
"8","Clofibric_Acid",FALSE,"ld_pearson",-75.7388322616556,"Dose1","C"
"9","Clofibric_Acid",FALSE,"ld_pearson",-21.6506359874106,"Dose1","C"
"10","Clofibric_Acid",FALSE,"ld_pearson",10.142727947472,"Dose2","A"
"11","Clofibric_Acid",FALSE,"ld_pearson",23.145050436273,"Dose2","A"
"12","Clofibric_Acid",FALSE,"ld_pearson",-7.88804273518076,"Dose2","A"
"13","Clofibric_Acid",FALSE,"ld_pearson",28.1114168379978,"Dose2","B"
"14","Clofibric_Acid",FALSE,"ld_pearson",16.9108611410007,"Dose2","B"
"15","Clofibric_Acid",FALSE,"ld_pearson",-2.93626630813955,"Dose2","B"
"16","Clofibric_Acid",FALSE,"ld_pearson",19.0855151682083,"Dose2","C"
"17","Clofibric_Acid",FALSE,"ld_pearson",-4.04882022555203,"Dose2","C"
"18","Clofibric_Acid",FALSE,"ld_pearson",-78.0549239070767,"Dose2","C"
"19","Clofibric_Acid",FALSE,"ld_pearson",-79.4813099239535,"Dose3","A"
"20","Clofibric_Acid",FALSE,"ld_pearson",24.3942744227226,"Dose3","A"
"21","Clofibric_Acid",FALSE,"ld_pearson",35.1586359904264,"Dose3","A"
"22","Clofibric_Acid",FALSE,"ld_pearson",-30.828756268082,"Dose3","B"
"23","Clofibric_Acid",FALSE,"ld_pearson",-8.18720686345844,"Dose3","B"
"24","Clofibric_Acid",FALSE,"ld_pearson",19.4244821131357,"Dose3","B"
"25","Clofibric_Acid",FALSE,"ld_pearson",37.8478534808367,"Dose3","C"
"26","Clofibric_Acid",FALSE,"ld_pearson",17.4026624129818,"Dose3","C"
"27","Clofibric_Acid",FALSE,"ld_pearson",-65.0924946563012,"Dose3","C"
"28","Clofibric_Acid",FALSE,"ld_pearson",40.7635113814382,"Dose4","A"
"29","Clofibric_Acid",FALSE,"ld_pearson",-19.00051455996,"Dose4","A"
"30","Clofibric_Acid",FALSE,"ld_pearson",-1.89086649785305,"Dose4","A"
"31","Clofibric_Acid",FALSE,"ld_pearson",-20.8879594555726,"Dose4","B"
"32","Clofibric_Acid",FALSE,"ld_pearson",36.0860516622494,"Dose4","B"
"33","Clofibric_Acid",FALSE,"ld_pearson",30.8019067295626,"Dose4","B"
"34","Clofibric_Acid",FALSE,"ld_pearson",7.89168910054177,"Dose4","C"
"35","Clofibric_Acid",FALSE,"ld_pearson",24.7589387625436,"Dose4","C"
"36","Clofibric_Acid",FALSE,"ld_pearson",27.707771634306,"Dose4","C"
"37","Clofibric_Acid",FALSE,"ld_pearson",31.5017818204701,"Dose5","A"
"38","Clofibric_Acid",FALSE,"ld_pearson",23.2859491547401,"Dose5","A"
"39","Clofibric_Acid",FALSE,"ld_pearson",-9.71073140028152,"Dose5","A"
"40","Clofibric_Acid",FALSE,"ld_pearson",6.50497610360976,"Dose5","B"
"41","Clofibric_Acid",FALSE,"ld_pearson",13.7961618155581,"Dose5","B"
"42","Clofibric_Acid",FALSE,"ld_pearson",15.0628562199173,"Dose5","B"
"43","Clofibric_Acid",FALSE,"ld_pearson",-2.55555169166615,"Dose5","C"
"44","Clofibric_Acid",FALSE,"ld_pearson",-41.2998735253067,"Dose5","C"
"45","Clofibric_Acid",FALSE,"ld_pearson",25.2247273657933,"Dose5","C"
"46","Clofibric_Acid",TRUE,"ld_pearson",-90.3243192642003,"Control","A"
"47","Clofibric_Acid",TRUE,"ld_pearson",23.2771957861487,"Control","A"
"48","Clofibric_Acid",TRUE,"ld_pearson",-27.250629671312,"Control","A"
"49","Clofibric_Acid",TRUE,"ld_pearson",-65.6589987718543,"Control","B"
"50","Clofibric_Acid",TRUE,"ld_pearson",0,"Control","B"
"51","Clofibric_Acid",TRUE,"ld_pearson",17.9911351973836,"Control","B"
"52","Clofibric_Acid",TRUE,"ld_pearson",-39.1419765086783,"Control","C"
"53","Clofibric_Acid",TRUE,"ld_pearson",1.39683140950879,"Control","C"
"54","Clofibric_Acid",TRUE,"ld_pearson",24.7697041976484,"Control","C"
