"chemical","sample","dose","row_sum","genecount","nCovN","nSig80"
"DEHP","DEHP_10-4_A-GQReadsPerGene.out.tab",0.0003,12000000,23937,21064,2731
"DEHP","DEHP_10-4_B-GQReadsPerGene.out.tab",0.0003,12000000,24081,21222,3353
"DEHP","DEHP_10-4_C-GQReadsPerGene.out.tab",0.0003,12000000,24087,21032,3169
"DEHP","DEHP_10-3_A-GQReadsPerGene.out.tab",0.003,12000000,24051,21066,2882
"DEHP","DEHP_10-3_B-GQReadsPerGene.out.tab",0.003,12000000,23983,21193,3112
"DEHP","DEHP_10-3_C-GQReadsPerGene.out.tab",0.003,12000000,24112,21110,3107
"DEHP","DEHP_10-2_A-GQReadsPerGene.out.tab",0.03,12000000,24033,21199,2930
"DEHP","DEHP_10-2_B-GQReadsPerGene.out.tab",0.03,12000000,24092,21251,3142
"DEHP","DEHP_10-2_C-GQReadsPerGene.out.tab",0.03,12000000,24068,21130,3065
"DEHP","DEHP_10-1_A-GQReadsPerGene.out.tab",0.3,12000000,24017,21202,2730
"DEHP","DEHP_10-1_B-GQReadsPerGene.out.tab",0.3,12000000,24235,21348,3318
"DEHP","DEHP_10-1_C-GQReadsPerGene.out.tab",0.3,12000000,24014,21116,3183
"DEHP","DEHP_3uM_A-GQReadsPerGene.out.tab",3,12000000,24131,21136,2655
"DEHP","DEHP_3uM_B-GQReadsPerGene.out.tab",3,12000000,24090,21275,3286
"DEHP","DEHP_3uM_C-GQReadsPerGene.out.tab",3,12000000,24150,21253,3136
"SANT","SANT_10-4_A-GQReadsPerGene.out.tab",0.0003,12000000,24078,21106,3208
"SANT","SANT_10-4_B-GQReadsPerGene.out.tab",0.0003,12000000,23982,21194,3411
"SANT","SANT_10-4_C-GQReadsPerGene.out.tab",0.0003,12000000,24034,21242,3483
"SANT","SANT_10-3_B-GQReadsPerGene.out.tab",0.003,12000000,23797,20982,3409
"SANT","SANT_10-3_C-GQReadsPerGene.out.tab",0.003,12000000,24165,21258,3457
"SANT","SANT_10-2_A-GQReadsPerGene.out.tab",0.03,12000000,24053,21188,2821
"SANT","SANT_10-2_B-GQReadsPerGene.out.tab",0.03,12000000,24018,21118,3431
"SANT","SANT_10-2_C-GQReadsPerGene.out.tab",0.03,12000000,23962,21106,3227
"SANT","SANT_10-1_A-GQReadsPerGene.out.tab",0.3,12000000,24058,21056,2815
"SANT","SANT_10-1_B-GQReadsPerGene.out.tab",0.3,12000000,24000,21110,3207
"SANT","SANT_10-1_C-GQReadsPerGene.out.tab",0.3,12000000,23979,21071,3267
"SANT","SANT_3uM_A-GQReadsPerGene.out.tab",3,12000000,23903,20894,2484
"SANT","SANT_3uM_B-GQReadsPerGene.out.tab",3,12000000,24186,20942,3183
"SANT","SANT_3uM_C-GQReadsPerGene.out.tab",3,12000000,24070,21131,3203
