"gene","genecount"
"ENSDARG00000099104",191
"ENSDARG00000102407",0
"ENSDARG00000102097",0
"ENSDARG00000099319",0
"ENSDARG00000099640",0
"ENSDARG00000104071",1
"ENSDARG00000102746",0
"ENSDARG00000103929",4
"ENSDARG00000101073",0
"ENSDARG00000100223",37
"ENSDARG00000096573",0
"ENSDARG00000100782",4
"ENSDARG00000034862",4
"ENSDARG00000075827",1
"ENSDARG00000088581",55
"ENSDARG00000076900",0
"ENSDARG00000013802",0
"ENSDARG00000096578",38
"ENSDARG00000109848",0
"ENSDARG00000100181",0
"ENSDARG00000029936",12
"ENSDARG00000041589",0
"ENSDARG00000041592",0
"ENSDARG00000075108",0
"ENSDARG00000016304",3
"ENSDARG00000058803",8
"ENSDARG00000063385",26
"ENSDARG00000007804",2
"ENSDARG00000068261",21
"ENSDARG00000063371",49
"ENSDARG00000078751",27
"ENSDARG00000078878",5
"ENSDARG00000016343",18
"ENSDARG00000023678",36
"ENSDARG00000011299",7
"ENSDARG00000041575",12
"ENSDARG00000058962",0
"ENSDARG00000089799",0
"ENSDARG00000075325",9
"ENSDARG00000041570",6
"ENSDARG00000113329",0
"ENSDARG00000081781",0
"ENSDARG00000058996",12
"ENSDARG00000014313",4
"ENSDARG00000104279",708
"ENSDARG00000103783",6
"ENSDARG00000103519",1
"ENSDARG00000100307",14
"ENSDARG00000101089",6
"ENSDARG00000115421",5
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",0
"ENSDARG00000080051",0
"ENSDARG00000067781",0
"ENSDARG00000099108",14
"ENSDARG00000001870",985
"ENSDARG00000002791",521
"ENSDARG00000007739",11
"ENSDARG00000039131",76
"ENSDARG00000040252",20
"ENSDARG00000089477",16
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",42
"ENSDARG00000010376",11
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",156
"ENSDARG00000040246",0
"ENSDARG00000040245",80
"ENSDARG00000082290",0
"ENSDARG00000074381",121
"ENSDARG00000095179",0
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",5
"ENSDARG00000070581",0
"ENSDARG00000096559",0
"ENSDARG00000103156",60
"ENSDARG00000103647",0
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",33
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",50
"ENSDARG00000033928",85
"ENSDARG00000031164",49
"ENSDARG00000037777",17
"ENSDARG00000016706",25
"ENSDARG00000030350",12
"ENSDARG00000006526",595
"ENSDARG00000077688",0
"ENSDARG00000096546",115
"ENSDARG00000092671",22
"ENSDARG00000113935",3
"ENSDARG00000063297",2
"ENSDARG00000027078",38
"ENSDARG00000017537",0
"ENSDARG00000063270",65
"ENSDARG00000018008",0
"ENSDARG00000074031",5
"ENSDARG00000043247",4
"ENSDARG00000113848",3
"ENSDARG00000063253",7
"ENSDARG00000073857",17
"ENSDARG00000107682",0
"ENSDARG00000070558",0
"ENSDARG00000025754",11
"ENSDARG00000096530",1
"ENSDARG00000116636",0
"ENSDARG00000063207",9
"ENSDARG00000095087",0
"ENSDARG00000096610",0
"ENSDARG00000117465",0
"ENSDARG00000102217",0
"ENSDARG00000090408",13
"ENSDARG00000013741",20
"ENSDARG00000017441",3327
"ENSDARG00000037713",1
"ENSDARG00000021688",0
"ENSDARG00000004953",0
"ENSDARG00000074050",1
"ENSDARG00000018319",43
"ENSDARG00000098730",4
"ENSDARG00000096630",0
"ENSDARG00000117359",0
"ENSDARG00000106375",0
"ENSDARG00000079779",0
"ENSDARG00000089090",6
"ENSDARG00000109652",0
"ENSDARG00000115102",0
"ENSDARG00000115288",0
"ENSDARG00000093857",0
"ENSDARG00000095309",0
"ENSDARG00000095673",0
"ENSDARG00000099359",34
"ENSDARG00000092361",28
"ENSDARG00000103767",0
"ENSDARG00000075791",0
"ENSDARG00000107486",17
"ENSDARG00000029720",0
"ENSDARG00000100166",160
"ENSDARG00000074212",0
"ENSDARG00000062929",27
"ENSDARG00000022668",0
"ENSDARG00000099708",5
"ENSDARG00000025034",21
"ENSDARG00000078474",0
"ENSDARG00000096583",0
"ENSDARG00000063003",16
"ENSDARG00000002377",9
"ENSDARG00000015803",2
"ENSDARG00000037739",23
"ENSDARG00000076176",12
"ENSDARG00000096526",0
"ENSDARG00000113858",8
"ENSDARG00000096599",0
"ENSDARG00000100771",0
"ENSDARG00000079873",0
"ENSDARG00000079332",0
"ENSDARG00000007443",0
"ENSDARG00000037746",713
"ENSDARG00000037747",65
"ENSDARG00000079361",0
"ENSDARG00000012458",38
"ENSDARG00000070543",34
"ENSDARG00000094298",5
"ENSDARG00000089873",0
"ENSDARG00000093438",0
"ENSDARG00000094206",0
"ENSDARG00000037758",0
"ENSDARG00000008723",51
"ENSDARG00000110570",0
"ENSDARG00000058460",0
"ENSDARG00000088975",10
"ENSDARG00000100949",0
"ENSDARG00000093053",0
