"gene","genecount"
"ENSDARG00000099104",79
"ENSDARG00000102407",1
"ENSDARG00000102097",0
"ENSDARG00000099319",0
"ENSDARG00000099640",0
"ENSDARG00000104071",9
"ENSDARG00000102746",5
"ENSDARG00000103929",0
"ENSDARG00000101073",0
"ENSDARG00000100223",17
"ENSDARG00000096573",0
"ENSDARG00000100782",0
"ENSDARG00000034862",0
"ENSDARG00000075827",0
"ENSDARG00000088581",1
"ENSDARG00000076900",0
"ENSDARG00000013802",1
"ENSDARG00000096578",48
"ENSDARG00000109848",0
"ENSDARG00000100181",7
"ENSDARG00000029936",0
"ENSDARG00000041589",1
"ENSDARG00000041592",0
"ENSDARG00000075108",0
"ENSDARG00000016304",0
"ENSDARG00000058803",53
"ENSDARG00000063385",123
"ENSDARG00000007804",0
"ENSDARG00000068261",0
"ENSDARG00000063371",106
"ENSDARG00000078751",47
"ENSDARG00000078878",10
"ENSDARG00000016343",0
"ENSDARG00000023678",13
"ENSDARG00000011299",1
"ENSDARG00000041575",0
"ENSDARG00000058962",5
"ENSDARG00000089799",0
"ENSDARG00000075325",19
"ENSDARG00000041570",3
"ENSDARG00000113329",0
"ENSDARG00000081781",0
"ENSDARG00000058996",0
"ENSDARG00000014313",7
"ENSDARG00000104279",536
"ENSDARG00000103783",19
"ENSDARG00000103519",2
"ENSDARG00000100307",4
"ENSDARG00000101089",6
"ENSDARG00000115421",0
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",14
"ENSDARG00000080051",0
"ENSDARG00000067781",0
"ENSDARG00000099108",2
"ENSDARG00000001870",269
"ENSDARG00000002791",350
"ENSDARG00000007739",17
"ENSDARG00000039131",21
"ENSDARG00000040252",3
"ENSDARG00000089477",62
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",6
"ENSDARG00000010376",0
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",116
"ENSDARG00000040246",1
"ENSDARG00000040245",99
"ENSDARG00000082290",0
"ENSDARG00000074381",298
"ENSDARG00000095179",0
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",0
"ENSDARG00000070581",0
"ENSDARG00000096559",0
"ENSDARG00000103156",66
"ENSDARG00000103647",12
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",24
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",16
"ENSDARG00000033928",89
"ENSDARG00000031164",29
"ENSDARG00000037777",0
"ENSDARG00000016706",4
"ENSDARG00000030350",0
"ENSDARG00000006526",147
"ENSDARG00000077688",0
"ENSDARG00000096546",75
"ENSDARG00000092671",11
"ENSDARG00000113935",0
"ENSDARG00000063297",0
"ENSDARG00000027078",25
"ENSDARG00000017537",0
"ENSDARG00000063270",39
"ENSDARG00000018008",0
"ENSDARG00000074031",19
"ENSDARG00000043247",0
"ENSDARG00000113848",6
"ENSDARG00000063253",1
"ENSDARG00000073857",62
"ENSDARG00000107682",0
"ENSDARG00000070558",0
"ENSDARG00000025754",8
"ENSDARG00000096530",3
"ENSDARG00000116636",0
"ENSDARG00000063207",4
"ENSDARG00000095087",0
"ENSDARG00000096610",0
"ENSDARG00000117465",0
"ENSDARG00000102217",0
"ENSDARG00000090408",31
"ENSDARG00000013741",21
"ENSDARG00000017441",768
"ENSDARG00000037713",13
"ENSDARG00000021688",0
"ENSDARG00000004953",0
"ENSDARG00000074050",0
"ENSDARG00000018319",48
"ENSDARG00000098730",11
"ENSDARG00000096630",0
"ENSDARG00000117359",0
"ENSDARG00000106375",0
"ENSDARG00000079779",9
"ENSDARG00000089090",4
"ENSDARG00000109652",0
"ENSDARG00000115102",0
"ENSDARG00000115288",0
"ENSDARG00000093857",0
