plate_id	embryo_id	is_VC	time_end	value
BPA	Dose1_1	0	1	1459.7
BPA	Dose1_2	0	1	1478.7
BPA	Dose1_3	0	1	1427.1
BPA	Dose1_4	0	1	1370.8
BPA	Dose1_5	0	1	1125.9
BPA	Dose1_6	0	1	1469.7
BPA	Dose1_7	0	1	1691.8
BPA	Dose1_8	0	1	1137.4
BPA	Dose1_9	0	1	1277.1
BPA	Dose2_1	0	1	1749.4
BPA	Dose2_2	0	1	1401.5
BPA	Dose2_3	0	1	546.9
BPA	Dose2_4	0	1	1172.5
BPA	Dose2_5	0	1	1065.8
BPA	Dose2_6	0	1	1082.2
BPA	Dose2_7	0	1	1128.6
BPA	Dose2_8	0	1	1596.1
BPA	Dose2_9	0	1	1973.4
BPA	Dose3_1	0	1	1135.5
BPA	Dose3_2	0	1	1245.8
BPA	Dose3_3	0	1	857.1
BPA	Dose3_4	0	1	1319.3
BPA	Dose3_5	0	1	1190.7
BPA	Dose3_6	0	1	1546.8
BPA	Dose3_7	0	1	933.3
BPA	Dose3_8	0	1	1269.8
BPA	Dose3_9	0	1	1160.9
BPA	Dose4_1	0	1	1266
BPA	Dose4_2	0	1	1657.3
BPA	Dose4_3	0	1	1472.8
BPA	Dose4_4	0	1	1005.8
BPA	Dose4_5	0	1	1413
BPA	Dose4_6	0	1	1014.3
BPA	Dose4_7	0	1	1202.8
BPA	Dose4_8	0	1	1599.2
BPA	Dose4_9	0	1	1324.5
BPA	Dose5_1	0	1	1689.7
BPA	Dose5_2	0	1	1544.2
BPA	Dose5_3	0	1	1558.9
BPA	Dose5_4	0	1	1250.6
BPA	Dose5_5	0	1	1310.6
BPA	Dose5_6	0	1	888.9
BPA	Dose5_7	0	1	1181.8
BPA	Dose5_8	0	1	909.8
BPA	Dose5_9	0	1	1614.2
BPA	Control_1	1	1	644.9
BPA	Control_2	1	1	803.7
BPA	Control_3	1	1	1088.9
BPA	Control_4	1	1	1039.3
BPA	Control_5	1	1	805.9
BPA	Control_6	1	1	1218.7
BPA	Control_7	1	1	1143.5
BPA	Control_8	1	1	1532.5
BPA	Control_9	1	1	1105.4
BPA	Dose1_1	0	2	1454.2
BPA	Dose1_2	0	2	1304.4
BPA	Dose1_3	0	2	1493.1
BPA	Dose1_4	0	2	1033.4
BPA	Dose1_5	0	2	1083.5
BPA	Dose1_6	0	2	1444.4
BPA	Dose1_7	0	2	1302.2
BPA	Dose1_8	0	2	1306.5
BPA	Dose1_9	0	2	1202.6
BPA	Dose2_1	0	2	2089.2
BPA	Dose2_2	0	2	1434.8
BPA	Dose2_3	0	2	1051.5
BPA	Dose2_4	0	2	1018.6
BPA	Dose2_5	0	2	1101.7
BPA	Dose2_6	0	2	1010.8
BPA	Dose2_7	0	2	1207.5
BPA	Dose2_8	0	2	1216.6
BPA	Dose2_9	0	2	1826.9
BPA	Dose3_1	0	2	1242.3
BPA	Dose3_2	0	2	1122.1
BPA	Dose3_3	0	2	1375.3
BPA	Dose3_4	0	2	1282.3
BPA	Dose3_5	0	2	1081.4
BPA	Dose3_6	0	2	1297.3
BPA	Dose3_7	0	2	764.5
BPA	Dose3_8	0	2	980.8
BPA	Dose3_9	0	2	1153.7
BPA	Dose4_1	0	2	930.7
BPA	Dose4_2	0	2	1542.7
BPA	Dose4_3	0	2	1388.9
BPA	Dose4_4	0	2	864.3
BPA	Dose4_5	0	2	1363.5
BPA	Dose4_6	0	2	992.6
BPA	Dose4_7	0	2	1026.7
BPA	Dose4_8	0	2	1536.3
BPA	Dose4_9	0	2	1323.1
BPA	Dose5_1	0	2	1530.7
BPA	Dose5_2	0	2	2295
BPA	Dose5_3	0	2	1329.1
BPA	Dose5_4	0	2	1210.5
BPA	Dose5_5	0	2	1240.2
BPA	Dose5_6	0	2	1441
BPA	Dose5_7	0	2	1139.1
BPA	Dose5_8	0	2	854
BPA	Dose5_9	0	2	1628
BPA	Control_1	1	2	780.9
BPA	Control_2	1	2	802.5
BPA	Control_3	1	2	951
BPA	Control_4	1	2	981.5
BPA	Control_5	1	2	1112.1
BPA	Control_6	1	2	1068.1
BPA	Control_7	1	2	822.9
BPA	Control_8	1	2	1618.2
BPA	Control_9	1	2	1103.5
BPA	Dose1_1	0	3	1418.4
BPA	Dose1_2	0	3	1389
BPA	Dose1_3	0	3	1380
BPA	Dose1_4	0	3	1136.2
BPA	Dose1_5	0	3	861.1
BPA	Dose1_6	0	3	1446.5
BPA	Dose1_7	0	3	1582.8
BPA	Dose1_8	0	3	1253.9
BPA	Dose1_9	0	3	1288.7
BPA	Dose2_1	0	3	1840.9
BPA	Dose2_2	0	3	1353.8
BPA	Dose2_3	0	3	1088.6
BPA	Dose2_4	0	3	1015.3
BPA	Dose2_5	0	3	1393.7
BPA	Dose2_6	0	3	1047.2
BPA	Dose2_7	0	3	1224.7
BPA	Dose2_8	0	3	1644.8
BPA	Dose2_9	0	3	1527.5
BPA	Dose3_1	0	3	1142.3
BPA	Dose3_2	0	3	992.2
BPA	Dose3_3	0	3	1260.5
BPA	Dose3_4	0	3	1163
BPA	Dose3_5	0	3	1082.1
BPA	Dose3_6	0	3	1244
BPA	Dose3_7	0	3	860.1
BPA	Dose3_8	0	3	1327.9
BPA	Dose3_9	0	3	970.4
BPA	Dose4_1	0	3	1043.8
BPA	Dose4_2	0	3	1507.7
BPA	Dose4_3	0	3	1302
BPA	Dose4_4	0	3	799.7
BPA	Dose4_5	0	3	1332.7
BPA	Dose4_6	0	3	890.9
BPA	Dose4_7	0	3	1111.3
BPA	Dose4_8	0	3	1506.8
BPA	Dose4_9	0	3	1222.8
BPA	Dose5_1	0	3	1688.1
BPA	Dose5_2	0	3	2182.7
BPA	Dose5_3	0	3	1345.5
BPA	Dose5_4	0	3	1291.3
BPA	Dose5_5	0	3	1360.6
BPA	Dose5_6	0	3	1386.8
BPA	Dose5_7	0	3	931.7
BPA	Dose5_8	0	3	1090.5
BPA	Dose5_9	0	3	1482.2
BPA	Control_1	1	3	1016.3
BPA	Control_2	1	3	739.3
BPA	Control_3	1	3	871.5
BPA	Control_4	1	3	1184.4
BPA	Control_5	1	3	1196
BPA	Control_6	1	3	997.6
BPA	Control_7	1	3	919.9
BPA	Control_8	1	3	1132
BPA	Control_9	1	3	1116
BPA	Dose1_1	0	4	1595.6
BPA	Dose1_2	0	4	1241.1
BPA	Dose1_3	0	4	1130.8
BPA	Dose1_4	0	4	1374.4
BPA	Dose1_5	0	4	769.5
BPA	Dose1_6	0	4	1537.1
BPA	Dose1_7	0	4	1379.7
BPA	Dose1_8	0	4	1391
BPA	Dose1_9	0	4	1249.9
BPA	Dose2_1	0	4	2233.3
BPA	Dose2_2	0	4	1035.8
BPA	Dose2_3	0	4	1157.3
BPA	Dose2_4	0	4	1083.3
BPA	Dose2_5	0	4	1082.3
BPA	Dose2_6	0	4	906.9
BPA	Dose2_7	0	4	1278.1
BPA	Dose2_8	0	4	1465.8
BPA	Dose2_9	0	4	1179.5
BPA	Dose3_1	0	4	1439.4
BPA	Dose3_2	0	4	1222.4
BPA	Dose3_3	0	4	1383.9
BPA	Dose3_4	0	4	1330.9
BPA	Dose3_5	0	4	1034.9
BPA	Dose3_6	0	4	1389.8
BPA	Dose3_7	0	4	888.5
BPA	Dose3_8	0	4	720.9
BPA	Dose3_9	0	4	1053.7
BPA	Dose4_1	0	4	969.5
BPA	Dose4_2	0	4	1464.8
BPA	Dose4_3	0	4	1260.8
BPA	Dose4_4	0	4	694.2
BPA	Dose4_5	0	4	1373.6
BPA	Dose4_6	0	4	759.8
BPA	Dose4_7	0	4	1001.4
BPA	Dose4_8	0	4	1695.9
BPA	Dose4_9	0	4	1290.2
BPA	Dose5_1	0	4	1684.1
BPA	Dose5_2	0	4	1615
BPA	Dose5_3	0	4	1136.5
BPA	Dose5_4	0	4	1188.8
BPA	Dose5_5	0	4	1318.6
BPA	Dose5_6	0	4	1208.1
BPA	Dose5_7	0	4	1273.9
BPA	Dose5_8	0	4	968.5
BPA	Dose5_9	0	4	1788.6
BPA	Control_1	1	4	1297.2
BPA	Control_2	1	4	976.4
BPA	Control_3	1	4	829.9
BPA	Control_4	1	4	1036.8
BPA	Control_5	1	4	1086.1
BPA	Control_6	1	4	994.3
BPA	Control_7	1	4	1001.9
BPA	Control_8	1	4	1243.5
BPA	Control_9	1	4	1180.3
BPA	Dose1_1	0	5	1371
BPA	Dose1_2	0	5	1346.6
BPA	Dose1_3	0	5	1296.2
BPA	Dose1_4	0	5	1089.1
BPA	Dose1_5	0	5	876.4
BPA	Dose1_6	0	5	1253.9
BPA	Dose1_7	0	5	1148.5
BPA	Dose1_8	0	5	1375
BPA	Dose1_9	0	5	954.2
BPA	Dose2_1	0	5	1359.3
BPA	Dose2_2	0	5	1227.4
BPA	Dose2_3	0	5	1078.3
BPA	Dose2_4	0	5	1269.9
BPA	Dose2_5	0	5	1169.9
BPA	Dose2_6	0	5	642.6
BPA	Dose2_7	0	5	1259
BPA	Dose2_8	0	5	1504.8
BPA	Dose2_9	0	5	1403.1
BPA	Dose3_1	0	5	1285
BPA	Dose3_2	0	5	1098.4
BPA	Dose3_3	0	5	1204.8
BPA	Dose3_4	0	5	1198.1
BPA	Dose3_5	0	5	1194
BPA	Dose3_6	0	5	1454.7
BPA	Dose3_7	0	5	832.1
BPA	Dose3_8	0	5	795.6
BPA	Dose3_9	0	5	973.1
BPA	Dose4_1	0	5	1129.3
BPA	Dose4_2	0	5	1371.5
BPA	Dose4_3	0	5	1173
BPA	Dose4_4	0	5	844.4
BPA	Dose4_5	0	5	1156.5
BPA	Dose4_6	0	5	667.3
BPA	Dose4_7	0	5	795.4
BPA	Dose4_8	0	5	1469.6
BPA	Dose4_9	0	5	1246.5
BPA	Dose5_1	0	5	1780.6
BPA	Dose5_2	0	5	1473.1
BPA	Dose5_3	0	5	1225.7
BPA	Dose5_4	0	5	1151.6
BPA	Dose5_5	0	5	1445.2
BPA	Dose5_6	0	5	1205.4
BPA	Dose5_7	0	5	1135.9
BPA	Dose5_8	0	5	1129.9
BPA	Dose5_9	0	5	1660.1
BPA	Control_1	1	5	1128.6
BPA	Control_2	1	5	896.5
BPA	Control_3	1	5	1142.5
BPA	Control_4	1	5	513.8
BPA	Control_5	1	5	1084.4
BPA	Control_6	1	5	777.3
BPA	Control_7	1	5	933
BPA	Control_8	1	5	855.6
BPA	Control_9	1	5	1407.6
BPA	Dose1_1	0	6	1064.8
BPA	Dose1_2	0	6	840.7
BPA	Dose1_3	0	6	1109.9
BPA	Dose1_4	0	6	1101.2
BPA	Dose1_5	0	6	671.6
BPA	Dose1_6	0	6	1006.4
BPA	Dose1_7	0	6	895.1
BPA	Dose1_8	0	6	1245.3
BPA	Dose1_9	0	6	296.7
BPA	Dose2_1	0	6	1054.6
BPA	Dose2_2	0	6	1053.1
BPA	Dose2_3	0	6	538.8
BPA	Dose2_4	0	6	390.8
BPA	Dose2_5	0	6	791.8
BPA	Dose2_6	0	6	282.8
BPA	Dose2_7	0	6	634.1
BPA	Dose2_8	0	6	1099.6
BPA	Dose2_9	0	6	706.9
BPA	Dose3_1	0	6	1408.6
BPA	Dose3_2	0	6	941.5
BPA	Dose3_3	0	6	504.6
BPA	Dose3_4	0	6	299.5
BPA	Dose3_5	0	6	577.3
BPA	Dose3_6	0	6	1419.3
BPA	Dose3_7	0	6	683.3
BPA	Dose3_8	0	6	612.3
BPA	Dose3_9	0	6	547.8
BPA	Dose4_1	0	6	625.4
BPA	Dose4_2	0	6	670
BPA	Dose4_3	0	6	823.6
BPA	Dose4_4	0	6	881.9
BPA	Dose4_5	0	6	633.8
BPA	Dose4_6	0	6	685.8
BPA	Dose4_7	0	6	97
BPA	Dose4_8	0	6	758.7
BPA	Dose4_9	0	6	762.6
BPA	Dose5_1	0	6	2225
BPA	Dose5_2	0	6	669.6
BPA	Dose5_3	0	6	759.2
BPA	Dose5_4	0	6	639.1
BPA	Dose5_5	0	6	608.3
BPA	Dose5_6	0	6	1128.1
BPA	Dose5_7	0	6	844
BPA	Dose5_8	0	6	890.2
BPA	Dose5_9	0	6	399.9
BPA	Control_1	1	6	1056.2
BPA	Control_2	1	6	886.8
BPA	Control_3	1	6	585.5
BPA	Control_4	1	6	787
BPA	Control_5	1	6	723.6
BPA	Control_6	1	6	453.5
BPA	Control_7	1	6	921.8
BPA	Control_8	1	6	583.7
BPA	Control_9	1	6	444.2
BPA	Dose1_1	0	7	999.9
BPA	Dose1_2	0	7	1377.4
BPA	Dose1_3	0	7	1166.5
BPA	Dose1_4	0	7	14
BPA	Dose1_5	0	7	630.8
BPA	Dose1_6	0	7	940.3
BPA	Dose1_7	0	7	809
BPA	Dose1_8	0	7	994.9
BPA	Dose1_9	0	7	776.4
BPA	Dose2_1	0	7	323.8
BPA	Dose2_2	0	7	501
BPA	Dose2_3	0	7	521.3
BPA	Dose2_4	0	7	68
BPA	Dose2_5	0	7	809.8
BPA	Dose2_6	0	7	142
BPA	Dose2_7	0	7	174.2
BPA	Dose2_8	0	7	1452.1
BPA	Dose2_9	0	7	314.9
BPA	Dose3_1	0	7	1282
BPA	Dose3_2	0	7	1216.9
BPA	Dose3_3	0	7	475.8
BPA	Dose3_4	0	7	808.1
BPA	Dose3_5	0	7	905.8
BPA	Dose3_6	0	7	1537.4
BPA	Dose3_7	0	7	482.8
BPA	Dose3_8	0	7	572.6
BPA	Dose3_9	0	7	17
BPA	Dose4_1	0	7	829
BPA	Dose4_2	0	7	845.4
BPA	Dose4_3	0	7	846.3
BPA	Dose4_4	0	7	526.1
BPA	Dose4_5	0	7	652.8
BPA	Dose4_6	0	7	102.8
BPA	Dose4_7	0	7	116
BPA	Dose4_8	0	7	829.3
BPA	Dose4_9	0	7	855.5
BPA	Dose5_1	0	7	1728
BPA	Dose5_2	0	7	22
BPA	Dose5_3	0	7	349.4
BPA	Dose5_4	0	7	822.9
BPA	Dose5_5	0	7	633.5
BPA	Dose5_6	0	7	809.6
BPA	Dose5_7	0	7	326
BPA	Dose5_8	0	7	793.9
BPA	Dose5_9	0	7	525.4
BPA	Control_1	1	7	843.9
BPA	Control_2	1	7	844.1
BPA	Control_3	1	7	402.6
BPA	Control_4	1	7	715
BPA	Control_5	1	7	773.5
BPA	Control_6	1	7	703.4
BPA	Control_7	1	7	429.2
BPA	Control_8	1	7	837.4
BPA	Control_9	1	7	129.1
BPA	Dose1_1	0	8	1167.6
BPA	Dose1_2	0	8	1670.3
BPA	Dose1_3	0	8	1230
BPA	Dose1_4	0	8	44
BPA	Dose1_5	0	8	756.5
BPA	Dose1_6	0	8	1037.4
BPA	Dose1_7	0	8	886.8
BPA	Dose1_8	0	8	1312.5
BPA	Dose1_9	0	8	1054.2
BPA	Dose2_1	0	8	1015.1
BPA	Dose2_2	0	8	630
BPA	Dose2_3	0	8	4
BPA	Dose2_4	0	8	100
BPA	Dose2_5	0	8	657.8
BPA	Dose2_6	0	8	230
BPA	Dose2_7	0	8	353.3
BPA	Dose2_8	0	8	1289.7
BPA	Dose2_9	0	8	481.4
BPA	Dose3_1	0	8	1240.6
BPA	Dose3_2	0	8	1288.8
BPA	Dose3_3	0	8	766.3
BPA	Dose3_4	0	8	1055
BPA	Dose3_5	0	8	882.2
BPA	Dose3_6	0	8	1614.8
BPA	Dose3_7	0	8	646.1
BPA	Dose3_8	0	8	538.5
BPA	Dose3_9	0	8	16
BPA	Dose4_1	0	8	585
BPA	Dose4_2	0	8	825
BPA	Dose4_3	0	8	635.6
BPA	Dose4_4	0	8	859.8
BPA	Dose4_5	0	8	901.1
BPA	Dose4_6	0	8	24
BPA	Dose4_7	0	8	375
BPA	Dose4_8	0	8	695
BPA	Dose4_9	0	8	1158.7
BPA	Dose5_1	0	8	1399
BPA	Dose5_2	0	8	4
BPA	Dose5_3	0	8	469
BPA	Dose5_4	0	8	777.3
BPA	Dose5_5	0	8	799.6
BPA	Dose5_6	0	8	759.1
BPA	Dose5_7	0	8	365
BPA	Dose5_8	0	8	716.3
BPA	Dose5_9	0	8	439.4
BPA	Control_1	1	8	620.1
BPA	Control_2	1	8	596.8
BPA	Control_3	1	8	391.6
BPA	Control_4	1	8	694.8
BPA	Control_5	1	8	734.1
BPA	Control_6	1	8	962.4
BPA	Control_7	1	8	589.3
BPA	Control_8	1	8	881.4
BPA	Control_9	1	8	0
BPA	Dose1_1	0	9	1329.6
BPA	Dose1_2	0	9	2068.2
BPA	Dose1_3	0	9	1070.5
BPA	Dose1_4	0	9	32
BPA	Dose1_5	0	9	686.5
BPA	Dose1_6	0	9	1009.9
BPA	Dose1_7	0	9	705
BPA	Dose1_8	0	9	1417.4
BPA	Dose1_9	0	9	899.7
BPA	Dose2_1	0	9	999.4
BPA	Dose2_2	0	9	659
BPA	Dose2_3	0	9	56
BPA	Dose2_4	0	9	88
BPA	Dose2_5	0	9	484.5
BPA	Dose2_6	0	9	267
BPA	Dose2_7	0	9	331.8
BPA	Dose2_8	0	9	1407.2
BPA	Dose2_9	0	9	748.7
BPA	Dose3_1	0	9	1498.3
BPA	Dose3_2	0	9	1119.3
BPA	Dose3_3	0	9	1016.3
BPA	Dose3_4	0	9	910.8
BPA	Dose3_5	0	9	833.7
BPA	Dose3_6	0	9	1051
BPA	Dose3_7	0	9	910.3
BPA	Dose3_8	0	9	1150.5
BPA	Dose3_9	0	9	16
BPA	Dose4_1	0	9	659
BPA	Dose4_2	0	9	413.9
BPA	Dose4_3	0	9	520.1
BPA	Dose4_4	0	9	920
BPA	Dose4_5	0	9	895.8
BPA	Dose4_6	0	9	19.4
BPA	Dose4_7	0	9	375.9
BPA	Dose4_8	0	9	640.4
BPA	Dose4_9	0	9	1135.4
BPA	Dose5_1	0	9	503.2
BPA	Dose5_2	0	9	523.7
BPA	Dose5_3	0	9	543.5
