Name	pathBMD	pval	adj.pval	perc.path	num.hits
Cell adhesion molecules (CAMs)	-0.279263836953953	0.0900587957342153	0.99999	0.0454545454545455	3
mRNA surveillance pathway	0.642168534384259	0.502765922304341	0.99999	0.0232558139534884	1
Mitophagy - animal	0.67795982345736	0.534113321507743	0.99999	0.0212765957446809	1
TGF-beta signaling pathway	1.10464138723709	0.26930681550429	0.99999	0.0317460317460317	2
Cytosolic DNA-sensing pathway	1.14482207147145	0.265397669279068	0.99999	0.0526315789473684	1
RIG-I-like receptor signaling pathway	1.14482207147145	0.414910495603928	0.99999	0.0303030303030303	1
Toll-like receptor signaling pathway	1.14482207147145	0.549041518425624	0.99999	0.0204081632653061	1
Tight junction	1.51973146839413	0.0964832002799691	0.99999	0.037037037037037	4
Autophagy - animal	2.29665082712964	0.369780271849706	0.99999	0.025	2
Glycerophospholipid metabolism	2.29693017519908	0.0838822062282819	0.99999	0.046875	3
Ferroptosis	2.29693017519908	0.288883787455606	0.99999	0.0476190476190476	1
Neuroactive ligand-receptor interaction	2.34565236818791	0.271302325271659	0.99999	0.0230414746543779	5
Cysteine and methionine metabolism	2.38374977576433	0.344381361596102	0.99999	0.0384615384615385	1
Base excision repair	2.39308711659941	0.31162264286571	0.99999	0.0434782608695652	1
Porphyrin and chlorophyll metabolism	2.53600851055697	0.277235644784151	0.99999	0.05	1
Insulin signaling pathway	2.58217097043594	0.15698181480894	0.99999	0.0352941176470588	3
Starch and sucrose metabolism	2.58217097043594	0.288883787455606	0.99999	0.0476190476190476	1
Galactose metabolism	2.58217097043594	0.31162264286571	0.99999	0.0434782608695652	1
Glycolysis / Gluconeogenesis	2.58217097043594	0.469320491212808	0.99999	0.0256410256410256	1
Adipocytokine signaling pathway	2.58217097043594	0.54163788738777	0.99999	0.0208333333333333	1
ErbB signaling pathway	2.60588517487357	0.658160525669489	0.99999	0.0151515151515152	1
Biosynthesis of amino acids	2.74745034681089	0.469320491212808	0.99999	0.0256410256410256	1
Calcium signaling pathway	3.00879604491012	0.14547694986828	0.99999	0.0317460317460317	4
Spliceosome	3.16718993500883	0.658160525669489	0.99999	0.0151515151515152	1
Fanconi anemia pathway	3.21783750343609	0.119070580872794	0.99999	0.0540540540540541	2
Adherens junction	3.27618347914431	0.129812071284399	0.99999	0.0512820512820513	2
Salmonella infection	3.27618347914431	0.197949504668778	0.99999	0.0392156862745098	2
Regulation of actin cytoskeleton	3.27618347914431	0.613553664197177	0.99999	0.015625	2
Endocytosis	3.32873206465305	0.409607167035701	0.99999	0.0208333333333333	3
mTOR signaling pathway	3.44118538549524	0.526136080016896	0.99999	0.018348623853211	2
Cellular senescence	3.68361209451816	0.442923271352984	0.99999	0.021505376344086	2
Necroptosis	3.69962283352704	0.485565697314124	0.99999	0.0198019801980198	2
Ether lipid metabolism	3.79155920204725	0.405317299553384	0.99999	0.03125	1
Sphingolipid metabolism	3.79155920204725	0.477886024117829	0.99999	0.025	1
Glycerolipid metabolism	3.79155920204725	0.494606558305907	0.99999	0.0238095238095238	1
Cytokine-cytokine receptor interaction	3.85576874465445	0.679750221887101	0.99999	0.0142857142857143	1
Homologous recombination	3.94177598305086	0.375588535330235	0.99999	0.0344827586206897	1
Phototransduction	3.95551727408963	0.216085128604114	0.99999	0.0666666666666667	1
Phosphatidylinositol signaling system	3.95551727408963	0.584312277475592	0.99999	0.0185185185185185	1
Oocyte meiosis	3.95551727408963	0.646828661572905	0.99999	0.015625	1
GnRH signaling pathway	3.96536177200516	0.28724260758765	0.99999	0.0303030303030303	2
AGE-RAGE signaling pathway in diabetic complications	3.96920632336279	0.299176055800475	0.99999	0.0294117647058824	2
Melanogenesis	3.9692705754602	0.334746436393315	0.99999	0.027027027027027	2
SNARE interactions in vesicular transport	3.96959841758946	0.375588535330235	0.99999	0.0344827586206897	1
VEGF signaling pathway	3.97520626992068	0.510794201653432	0.99999	0.0227272727272727	1
MAPK signaling pathway	3.97520626992068	0.69120912805272	0.99999	0.0136363636363636	3
Drug metabolism - other enzymes	3.98494910346725	0.510794201653432	0.99999	0.0227272727272727	1
Phagosome	3.98890658042459	0.623031520787478	0.99999	0.0166666666666667	1
Gap junction	3.98890658042459	0.646828661572905	0.99999	0.015625	1
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	3.99239026321719	0.30034512645981	0.99999	0.0454545454545455	1
