Name	pathBMD	pval	adj.pval	perc.path	num.hits
Steroid hormone biosynthesis	3.31320358186463	0.028526534308218	0.99999	0.111111111111111	2
Arginine and proline metabolism	5.03447747346569	0.321581443337016	0.99999	0.0384615384615385	1
Glutathione metabolism	5.40137795859832	0.40695214061401	0.99999	0.0285714285714286	1
Nicotinate and nicotinamide metabolism	5.43631199640914	0.301008883900418	0.99999	0.0416666666666667	1
Cytokine-cytokine receptor interaction	5.51202036574384	0.299484231232913	0.99999	0.027027027027027	2
Metabolic pathways	5.5858108444307	0.643773296878519	0.99999	0.0137772675086108	12
Regulation of actin cytoskeleton	5.64425872132139	0.846282001071445	0.99999	0.008	1
Cell cycle	5.66966556181611	0.69313810118303	0.99999	0.0126582278481013	1
Cell adhesion molecules (CAMs)	5.68449141317043	0.211759450754017	0.99999	0.0344827586206897	2
RNA transport	5.72385578462752	0.654025956815166	0.99999	0.0140845070422535	1
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	5.73530969245225	0.257983755945929	0.99999	0.05	1
Tight junction	5.73693449740939	0.421968276342363	0.99999	0.0206185567010309	2
Apelin signaling pathway	5.7447224948043	0.765794918061	0.99999	0.0103092783505155	1
Histidine metabolism	5.74538741612091	0.20048034646795	0.99999	0.0666666666666667	1
Retinol metabolism	5.77681534029411	0.331640716457507	0.99999	0.037037037037037	1
Neuroactive ligand-receptor interaction	5.80610102038598	0.00831245268138353	0.99999	0.0382978723404255	9
MAPK signaling pathway	5.81290196654407	0.851190232214979	0.99999	0.00884955752212389	2
ABC transporters	5.82269853598166	0.290491079825109	0.99999	0.0434782608695652	1
Tyrosine metabolism	5.83301670637925	0.212325082075833	0.99999	0.0625	1
Vascular smooth muscle contraction	5.84316824552685	0.124838243618264	0.99999	0.036144578313253	3
Peroxisome	5.8480460573694	0.566844865065931	0.99999	0.0178571428571429	1
Phototransduction	5.90918563687295	0.235493409824688	0.99999	0.0555555555555556	1
mTOR signaling pathway	5.92843297540381	0.21106584967631	0.99999	0.0280373831775701	3
Endocytosis	5.94762425992244	0.896115268517221	0.99999	0.00662251655629139	1
Melanogenesis	5.95489420842896	0.030764760573078	0.99999	0.05	4
Mitophagy - animal	5.96026264311229	0.496909606681769	0.99999	0.0217391304347826	1
NOD-like receptor signaling pathway	5.97748160485312	0.702208231373722	0.99999	0.0123456790123457	1
Wnt signaling pathway	5.98154521176676	0.184585448929504	0.99999	0.03	3
VEGF signaling pathway	5.98154521176676	0.481629362759411	0.99999	0.0227272727272727	1
Phosphatidylinositol signaling system	5.98154521176676	0.573282558717173	0.99999	0.0175438596491228	1
ErbB signaling pathway	5.98154521176676	0.621472574172801	0.99999	0.0153846153846154	1
Gap junction	5.98154521176676	0.654025956815166	0.99999	0.0140845070422535	1
Focal adhesion	5.98162027119294	0.47670924147194	0.99999	0.0185185185185185	2
Necroptosis	5.98422603916667	0.411700685181069	0.99999	0.0210526315789474	2
Calcium signaling pathway	5.98625784262349	0.165014635583111	0.99999	0.0277777777777778	4
Cellular senescence	5.99097047348022	0.782744698300967	0.99999	0.00980392156862745	1
Purine metabolism	5.99682125674949	0.776116388547318	0.99999	0.01	1
