.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
rcurvep_pearson,17betaestradiol,0.1,0.1,0.1,0.1,0.1,0.1,1e-5,0.1000000
rcurvep_spearman,17betaestradiol,0.07565076641753889,0.0869774490414262,0.07306376776927623,0.07565076641753889,0.06357069981861165,0.5,1e-5,0.1000000
fitted_pearson,17betaestradiol,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_spearman,17betaestradiol,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
rcurvep_pearson,1decanol,1,1,1,1,1,0.2,1e-4,1.0000000
rcurvep_spearman,1decanol,1,1,1,1,1,0.4,1e-4,1.0000000
fitted_pearson,1decanol,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,1decanol,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,1octanol,10,10,10,10,10,0.2,0.001,10.0000000
rcurvep_spearman,1octanol,10,10,10,10,10,0.4,0.001,10.0000000
fitted_pearson,1octanol,10,10,10,10,10,0,0.001,10.0000000
fitted_spearman,1octanol,10,10,10,10,10,0,0.001,10.0000000
rcurvep_pearson,24DMP,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_spearman,24DMP,1,1,1,1,1,0.3,1e-4,1.0000000
fitted_pearson,24DMP,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,24DMP,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,24DNP,10,10,10,10,10,0,0.001,10.0000000
rcurvep_spearman,24DNP,10,10,10,10,10,0,0.001,10.0000000
fitted_pearson,24DNP,10,10,10,10,10,0,0.001,10.0000000
fitted_spearman,24DNP,10,10,10,10,10,0,0.001,10.0000000
rcurvep_pearson,34DCA,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_spearman,34DCA,1,1,1,1,1,0.1,1e-4,1.0000000
fitted_pearson,34DCA,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,34DCA,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,4C3MP,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_spearman,4C3MP,0.2625288747894847,0.7834986330264194,0.2519879382734942,0.6138701079542679,0.0618975757753954,0.5,1e-4,1.0000000
fitted_pearson,4C3MP,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,4C3MP,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,4TOP,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
rcurvep_spearman,4TOP,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_pearson,4TOP,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_spearman,4TOP,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
rcurvep_pearson,4TPP,0.3516596585920461,0.6272533537065146,0.3011641014327241,0.39344676973606985,0.22565370331131498,0.5,1e-4,1.0000000
rcurvep_spearman,4TPP,1,1,1,1,1,0.3,1e-4,1.0000000
fitted_pearson,4TPP,1,1,1,1,1,0.1,1e-4,1.0000000
fitted_spearman,4TPP,1,1,1,1,1,0.1,1e-4,1.0000000
rcurvep_pearson,Aniline,10,10,10,10,10,0,0.001,10.0000000
rcurvep_spearman,Aniline,10,10,10,10,10,0,0.001,10.0000000
fitted_pearson,Aniline,10,10,10,10,10,0,0.001,10.0000000
fitted_spearman,Aniline,10,10,10,10,10,0,0.001,10.0000000
rcurvep_pearson,BPA,1,1,1,1,1,0.1,1e-4,1.0000000
rcurvep_spearman,BPA,1,1,1,1,1,0.2,1e-4,1.0000000
fitted_pearson,BPA,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,BPA,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,BPAF,1,1,1,1,1,0.1,1e-4,1.0000000
rcurvep_spearman,BPAF,1,1,1,1,1,0.2,1e-4,1.0000000
fitted_pearson,BPAF,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,BPAF,0.8559143746784181,0.9270184156136438,0.7045556517630678,1,0.2839742836209485,0.5,1e-4,1.0000000
rcurvep_pearson,ClofibricAcid,3.3782756326068712,7.645026823968506,2.0086182598223274,9.891477622512479,0.02914346391078986,0.6,0.001,10.0000000
rcurvep_spearman,ClofibricAcid,10,10,10,10,10,0.1,0.001,10.0000000
fitted_pearson,ClofibricAcid,10,10,10,10,10,0.2,0.001,10.0000000
fitted_spearman,ClofibricAcid,10,10,10,10,10,0.4,0.001,10.0000000
rcurvep_pearson,DES,0.1,0.1,0.1,0.1,0.1,0.1,1e-5,0.1000000
rcurvep_spearman,DES,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_pearson,DES,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_spearman,DES,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_pearson,Dimethylformamide,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,0,0.1,1000.0000000
fitted_spearman,Dimethylformamide,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,0,0.1,1000.0000000
rcurvep_pearson,DMSO,10,10,10,10,10,0,0.001,10.0000000
rcurvep_spearman,DMSO,10,10,10,10,10,0,0.001,10.0000000
fitted_pearson,DMSO,10,10,10,10,10,0,0.001,10.0000000
fitted_spearman,DMSO,10,10,10,10,10,0,0.001,10.0000000
fitted_pearson,EE2,0.001,0.001,0.001,0.001,0.001,0,1.0000000000000001e-7,0.0010000
fitted_spearman,EE2,0.001,0.001,0.001,0.001,0.001,0,1.0000000000000001e-7,0.0010000
rcurvep_pearson,Fadrozole,1,1,1,1,1,0.3,1e-4,1.0000000
rcurvep_spearman,Fadrozole,1,1,1,1,1,0.3,1e-4,1.0000000
fitted_pearson,Fadrozole,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,Fadrozole,0.2359300285278137,0.24264626494302072,0.32472846564058677,0.9367277636135175,0.1720591545189069,0.9,1e-4,1.0000000
rcurvep_pearson,Fenitrothion,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_spearman,Fenitrothion,1,1,1,1,1,0,1e-4,1.0000000
fitted_pearson,Fenitrothion,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,Fenitrothion,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,Fluoxetine,0.053051291985198964,0.07657966643424569,0.028066488234040322,0.1,6.76832563674319e-4,0.6,1e-5,0.1000000
rcurvep_spearman,Fluoxetine,0.05929260039662426,0.07959809403811954,0.023565216843555666,0.06335856574501329,6.799733677841843e-4,0.5,1e-5,0.1000000
fitted_pearson,Fluoxetine,0.1,0.1,0.1,0.1,0.1,0.4,1e-5,0.1000000
fitted_spearman,Fluoxetine,0.1,0.1,0.1,0.1,0.1,0.2,1e-5,0.1000000
rcurvep_pearson,Flutamide,1,1,1,1,1,0.2,1e-4,1.0000000
rcurvep_spearman,Flutamide,1,1,1,1,1,0.4,1e-4,1.0000000
fitted_pearson,Flutamide,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,Flutamide,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,Glyphosate,1,1,1,1,1,0.4,1e-4,1.0000000
rcurvep_spearman,Glyphosate,1,1,1,1,1,0.2,1e-4,1.0000000
fitted_pearson,Glyphosate,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,Glyphosate,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,Malathion,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_spearman,Malathion,1,1,1,1,1,0,1e-4,1.0000000
fitted_pearson,Malathion,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,Malathion,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,Prochloraz,0.27800731127081013,0.8449438850851971,0.37812697606558093,0.713930168942867,0.2001856282444762,0.5,1e-4,1.0000000
rcurvep_spearman,Prochloraz,1,1,1,1,1,0.2,1e-4,1.0000000
fitted_pearson,Prochloraz,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,Prochloraz,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,SDS,0.1,0.1,0.1,0.1,0.1,0.1,1e-5,0.1000000
rcurvep_spearman,SDS,0.1,0.1,0.1,0.1,0.1,0.1,1e-5,0.1000000
fitted_pearson,SDS,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_spearman,SDS,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_pearson,TEG,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,0,0.1,1000.0000000
fitted_spearman,TEG,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,1000.0000000000001,0,0.1,1000.0000000
rcurvep_pearson,TGSH,1,1,1,1,1,0.2,1e-4,1.0000000
rcurvep_spearman,TGSH,1,1,1,1,1,0,1e-4,1.0000000
fitted_pearson,TGSH,1,1,1,1,1,0,1e-4,1.0000000
fitted_spearman,TGSH,1,1,1,1,1,0,1e-4,1.0000000
rcurvep_pearson,Trenbolone,0.1,0.1,0.1,0.1,0.1,0.2,1e-5,0.1000000
rcurvep_spearman,Trenbolone,0.1,0.1,0.1,0.1,0.1,0.2,1e-5,0.1000000
fitted_pearson,Trenbolone,0.1,0.1,0.1,0.1,0.1,0,1e-5,0.1000000
fitted_spearman,Trenbolone,0.06563376071670472,0.0699812665794955,0.0642044539709657,0.09293665461124381,0.0320695201091557,1,1e-5,0.1000000
rcurvep_pearson,Vinclozolin,0.030562837074107913,0.36680999521623864,0.03168328468195679,0.36680999521623864,0.00211073492913595,0.6,1e-4,1.0000000
rcurvep_spearman,Vinclozolin,1,1,1,1,1,0.1,1e-4,1.0000000
fitted_pearson,Vinclozolin,0.5209443830631714,0.5209443830631714,0.3800437455526545,0.8525514577842302,0.10192442160704349,0.9,1e-4,1.0000000
fitted_spearman,Vinclozolin,0.46528748517834345,0.8015362075424505,0.24391414853630888,0.9804429804848062,0.024627263314420732,0.6,1e-4,1.0000000
