GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-109582,Hemostasis,287,307,5,5,5,4,4,3,5,3,3,30,304,4555,0.85051,0.34306,0.46001,0.98,58113;378480;100004856,cd74a;pdgfaa;si:ch211-137i24.12,ENSDARG00000009087;ENSDARG00000110069;ENSDARG00000094537,378480(-0.04985),0.866281333,1.15243,0.197364,0.581310292,1.002582982,0.484091786,0.552733,0.753221,0.103475,0.389817074,0.645169338,0.324796527,2.209663333,2.39459,1.46941,0.667293255,2.346327857,0.561657792,,,,,1.24905;0.197364;1.15243,0.801503;0.103475;0.753221,2.76499;1.46941;2.39459,3,0,3,58113;378480;100004856,ENSDARG00000009087;ENSDARG00000110069;ENSDARG00000094537,0.866281333,1.15243,0.581310292,0.552733,0.753221,0.389817074,2.209663333,2.39459,0.667293255,1.24905;0.197364;1.15243,0.801503;0.103475;0.753221,2.76499;1.46941;2.39459,0,,,,,,,,,,,,,,,0,,,,,,"Linear,2(0.67);Poly 2,1(0.34)",1.983141167,6.028947949,1.712846994,2.48009634,0.412046419,1.836004615,0.208466813,1.524095854,0.111613455,0.993852545,1.45454993,2.964776736,UP,1,0,0
R-DRE-114608,Platelet degranulation ,60,69,1,1,1,1,1,1,1,1,1,32,68,4791,0.92175,0.3752,0.3752,1.45,378480,pdgfaa,ENSDARG00000110069,378480(-0.04985),0.197364,0.197364,0.197364,,0.197364,,0.103475,0.103475,0.103475,,0.103475,,1.46941,1.46941,1.46941,,1.46941,,,,,,0.197364,0.103475,1.46941,1,0,1,378480,ENSDARG00000110069,0.197364,0.197364,,0.103475,0.103475,,1.46941,1.46941,,0.197364,0.103475,1.46941,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",1.712846994,1.712846994,1.712846994,1.712846994,0,1.712846994,0.197364,0.197364,0.103475,0.103475,1.46941,1.46941,UP,1,0,0
R-DRE-168249,Innate Immune System,470,502,6,6,5,5,4,3,6,2,2,31,500,4359,0.32694,0.86688,0.57322,0.4,100535437;100004856,ano6;si:ch211-137i24.12,ENSDARG00000061544;ENSDARG00000094537,,0.677152,0.677152,0.201874,0.672144593,0.740741148,0.66610149,0.4290795,0.4290795,0.104938,0.458405305,0.472447554,0.454283885,1.9065,1.9065,1.41841,0.690263498,1.971803311,0.684057491,,,,,0.201874;1.15243,0.104938;0.753221,1.41841;2.39459,1,1,1,100004856,ENSDARG00000094537,1.15243,1.15243,,0.753221,0.753221,,2.39459,2.39459,,1.15243,0.753221,2.39459,1,100535437,ENSDARG00000061544,0.201874,0.201874,,0.104938,0.104938,,1.41841,1.41841,,0.201874,0.104938,1.41841,0,,,,,,"Linear,1(0.5);Poly 2,1(0.5)",1.663772079,3.343701005,1.50769639,1.836004615,0.232148972,1.671850502,-0.25439288,1.60869688,-0.20623784,1.06439684,0.9498436,2.8631564,CONFLICT,0.5,0.5,0
R-DRE-168256,Immune System,762,839,10,9,7,9,7,6,10,4,4,29,835,4024,0.309,0.84226,0.64207,0.48,58113;567287;100535437;100004856,cd74a;rnf217;ano6;si:ch211-137i24.12,ENSDARG00000009087;ENSDARG00000060944;ENSDARG00000061544;ENSDARG00000094537,,0.84139975,0.9573375,0.201874,0.475456693,0.879900937,0.500520281,0.5281855,0.6031505,0.104938,0.321518644,0.558861107,0.338128914,2.06455,2.0374,1.41841,0.623098903,2.153087088,0.622915364,,,,,1.24905;0.762245;0.201874;1.15243,0.801503;0.45308;0.104938;0.753221,2.76499;1.68021;1.41841;2.39459,2,2,2,58113;100004856,ENSDARG00000009087;ENSDARG00000094537,1.20074,1.20074,0.068320657,0.777362,0.777362,0.03414053,2.57979,2.57979,0.261912352,1.24905;1.15243,0.801503;0.753221,2.76499;2.39459,2,567287;100535437,ENSDARG00000060944;ENSDARG00000061544,0.4820595,0.4820595,0.396242134,0.279009,0.279009,0.246173569,1.54931,1.54931,0.185120555,0.762245;0.201874,0.45308;0.104938,1.68021;1.41841,0,,,,,,"Exp 2,1(0.25);Linear,2(0.5);Poly 2,1(0.25)",1.883276955,7.656114101,1.50769639,2.48009634,0.407554953,1.834160686,0.37545219,1.30734731,0.213097229,0.843273771,1.453913075,2.675186925,CONFLICT,0.5,0.5,0
R-DRE-6798695,Neutrophil degranulation,276,300,3,3,2,2,2,2,3,1,1,32,299,4560,0.39006,0.87699,0.71989,0.33,100535437,ano6,ENSDARG00000061544,,0.201874,0.201874,0.201874,,0.201874,,0.104938,0.104938,0.104938,,0.104938,,1.41841,1.41841,1.41841,,1.41841,,,,,,0.201874,0.104938,1.41841,0,1,0,,,,,,,,,,,,,,,1,100535437,ENSDARG00000061544,0.201874,0.201874,,0.104938,0.104938,,1.41841,1.41841,,0.201874,0.104938,1.41841,0,,,,,,"Poly 2,1(1)",1.50769639,1.50769639,1.50769639,1.50769639,0,1.50769639,0.201874,0.201874,0.104938,0.104938,1.41841,1.41841,DOWN,0,1,0
R-DRE-76002,"Platelet activation, signaling and aggregation",130,141,1,1,1,1,1,1,1,1,1,32,140,4719,0.75412,0.62029,0.62029,0.71,378480,pdgfaa,ENSDARG00000110069,378480(-0.04985),0.197364,0.197364,0.197364,,0.197364,,0.103475,0.103475,0.103475,,0.103475,,1.46941,1.46941,1.46941,,1.46941,,,,,,0.197364,0.103475,1.46941,1,0,1,378480,ENSDARG00000110069,0.197364,0.197364,,0.103475,0.103475,,1.46941,1.46941,,0.197364,0.103475,1.46941,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",1.712846994,1.712846994,1.712846994,1.712846994,0,1.712846994,0.197364,0.197364,0.103475,0.103475,1.46941,1.46941,UP,1,0,0
R-DRE-76005,Response to elevated platelet cytosolic Ca2+,62,71,1,1,1,1,1,1,1,1,1,32,70,4789,0.91779,0.38372,0.38372,1.41,378480,pdgfaa,ENSDARG00000110069,378480(-0.04985),0.197364,0.197364,0.197364,,0.197364,,0.103475,0.103475,0.103475,,0.103475,,1.46941,1.46941,1.46941,,1.46941,,,,,,0.197364,0.103475,1.46941,1,0,1,378480,ENSDARG00000110069,0.197364,0.197364,,0.103475,0.103475,,1.46941,1.46941,,0.197364,0.103475,1.46941,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",1.712846994,1.712846994,1.712846994,1.712846994,0,1.712846994,0.197364,0.197364,0.103475,0.103475,1.46941,1.46941,UP,1,0,0
R-DRE-1430728,Metabolism,1003,1029,19,19,11,14,18,11,19,5,5,28,1024,3835,0.2775,0.85385,0.52247,0.49,572074;569989;562402;554842;30733,prkaa2;ca5a;phka1b;acot11a;rrm2,ENSDARG00000060641;ENSDARG00000101778;ENSDARG00000105039;ENSDARG00000058229;ENSDARG00000078069,,0.95274794,1.003,0.0114507,0.688995978,0.782102212,0.61972125,0.571092348,0.6174,0.00434174,0.356329277,0.498512568,0.351287748,3.35956046,1.92367,0.0533523,4.558613773,2.229279269,3.545630994,,,,,0.0114507;1.003;0.723909;1.91942;1.10596,0.00434174;0.6174;0.510668;0.939555;0.783497,0.0533523;2.24183;1.20455;11.3744;1.92367,2,3,2,562402;30733,ENSDARG00000105039;ENSDARG00000078069,0.9149345,0.9149345,0.270150853,0.6470825,0.6470825,0.192919236,1.56411,1.56411,0.508494628,0.723909;1.10596,0.510668;0.783497,1.20455;1.92367,3,572074;569989;554842,ENSDARG00000060641;ENSDARG00000101778;ENSDARG00000058229,0.9779569,1.003,0.954231146,0.520432247,0.6174,0.475087381,4.556527433,2.24183,6.00498946,0.0114507;1.003;1.91942,0.00434174;0.6174;0.939555,0.0533523;2.24183;11.3744,0,,,,,,"Exp 2,3(0.6);Exp 4,1(0.2);Linear,1(0.2)",1.568706725,7.848502755,1.505239248,1.666173577,0.06290654,1.553965569,0.348816338,1.556679542,0.258755966,0.88342873,-0.63624069,7.35536161,DOWN,0.4,0.6,0
R-DRE-211859,Biological oxidations,110,112,3,3,1,2,3,2,3,0,0,33,112,4747,0.46448,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-15869,Metabolism of nucleotides,54,54,1,1,1,1,1,1,1,1,1,32,53,4806,0.94922,0.30754,0.30754,1.85,30733,rrm2,ENSDARG00000078069,,1.10596,1.10596,1.10596,,1.10596,,0.783497,0.783497,0.783497,,0.783497,,1.92367,1.92367,1.92367,,1.92367,,,,,,1.10596,0.783497,1.92367,1,0,1,30733,ENSDARG00000078069,1.10596,1.10596,,0.783497,0.783497,,1.92367,1.92367,,1.10596,0.783497,1.92367,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(1)",1.593078613,1.593078613,1.593078613,1.593078613,0,1.593078613,1.10596,1.10596,0.783497,0.783497,1.92367,1.92367,UP,1,0,0
