Identifier,BPAF-1ug/L-B
ENSDARG00000045262,16
ENSDARG00000092508,24
ENSDARG00000094043,25
ENSDARG00000093403,3
ENSDARG00000091967,15
ENSDARG00000093999,8
ENSDARG00000074246,76
ENSDARG00000088492,2
ENSDARG00000021004,9
ENSDARG00000007430,7
ENSDARG00000035131,19
ENSDARG00000089461,0
ENSDARG00000009281,2
ENSDARG00000081800,0
ENSDARG00000097279,30
ENSDARG00000095296,0
ENSDARG00000035132,24
ENSDARG00000059858,3
ENSDARG00000113524,0
ENSDARG00000032976,3
ENSDARG00000017739,7
ENSDARG00000092517,22
ENSDARG00000077174,1
ENSDARG00000112370,0
ENSDARG00000101217,0
ENSDARG00000103165,5
ENSDARG00000103712,11
ENSDARG00000009950,91
ENSDARG00000105544,0
ENSDARG00000100129,112
ENSDARG00000035127,0
ENSDARG00000117298,0
ENSDARG00000018270,11
ENSDARG00000052154,2
ENSDARG00000052155,21
ENSDARG00000033370,8
ENSDARG00000035129,10
ENSDARG00000115759,0
ENSDARG00000028949,5
ENSDARG00000026979,1
ENSDARG00000052165,0
ENSDARG00000052148,4
ENSDARG00000098481,11
ENSDARG00000104359,30
ENSDARG00000100095,40
ENSDARG00000102607,0
ENSDARG00000103926,0
ENSDARG00000098206,1
ENSDARG00000101163,0
ENSDARG00000104506,0
ENSDARG00000100559,2
ENSDARG00000104555,9
ENSDARG00000099042,0
ENSDARG00000098673,0
ENSDARG00000099930,6
ENSDARG00000099451,0
ENSDARG00000104868,0
ENSDARG00000084964,0
ENSDARG00000035122,12
ENSDARG00000093732,0
ENSDARG00000052094,17
ENSDARG00000107989,0
ENSDARG00000074033,7
ENSDARG00000103988,1
ENSDARG00000104035,0
ENSDARG00000104278,1
ENSDARG00000067851,9
ENSDARG00000018958,17
ENSDARG00000018882,12
ENSDARG00000052109,0
ENSDARG00000052110,0
ENSDARG00000035120,11
ENSDARG00000059510,3
ENSDARG00000086786,2
ENSDARG00000073892,4
ENSDARG00000045955,0
ENSDARG00000077768,0
ENSDARG00000059486,0
ENSDARG00000059485,2
ENSDARG00000102458,8
ENSDARG00000101670,2
ENSDARG00000084589,0
ENSDARG00000080999,0
ENSDARG00000079248,5
ENSDARG00000045951,23
ENSDARG00000079267,4
ENSDARG00000112159,0
ENSDARG00000004906,42
ENSDARG00000109011,0
ENSDARG00000044436,1
ENSDARG00000019752,32
ENSDARG00000095402,1
ENSDARG00000044437,6
ENSDARG00000078722,16
ENSDARG00000034982,8
ENSDARG00000093821,1
ENSDARG00000042534,33
ENSDARG00000059474,9
ENSDARG00000042527,7
ENSDARG00000042526,0
ENSDARG00000042525,15
ENSDARG00000042521,0
ENSDARG00000093957,7
ENSDARG00000042520,23
ENSDARG00000005586,29
ENSDARG00000093783,1
ENSDARG00000059472,10
ENSDARG00000104042,10
ENSDARG00000013649,0
ENSDARG00000014565,0
ENSDARG00000099111,6
ENSDARG00000101808,26
ENSDARG00000079805,7
ENSDARG00000076435,21
ENSDARG00000035735,4
ENSDARG00000039649,8
ENSDARG00000030267,8
ENSDARG00000059466,1
ENSDARG00000017636,2
ENSDARG00000011555,54
ENSDARG00000035741,51
ENSDARG00000074320,0
ENSDARG00000106433,0
ENSDARG00000117240,7
ENSDARG00000098655,0
ENSDARG00000117346,0
ENSDARG00000091556,0
ENSDARG00000102892,2
ENSDARG00000100725,2
ENSDARG00000041926,7
ENSDARG00000085136,0
ENSDARG00000059461,20
ENSDARG00000014722,0
ENSDARG00000017917,0
ENSDARG00000059459,0
ENSDARG00000041908,6
ENSDARG00000067566,12
ENSDARG00000014309,0
ENSDARG00000096889,0
ENSDARG00000059093,93
ENSDARG00000092143,0
ENSDARG00000089634,0
ENSDARG00000102513,0
ENSDARG00000076888,12
ENSDARG00000097815,0
ENSDARG00000083389,0
ENSDARG00000037121,2
ENSDARG00000093359,0
ENSDARG00000051957,28
ENSDARG00000059442,19
ENSDARG00000117525,0
ENSDARG00000099542,0
ENSDARG00000051956,48
ENSDARG00000074645,1
ENSDARG00000016733,21
ENSDARG00000077155,3
ENSDARG00000067564,0
ENSDARG00000067563,0
ENSDARG00000028082,5
ENSDARG00000089924,12
ENSDARG00000028087,42
ENSDARG00000101116,5
ENSDARG00000091402,11
ENSDARG00000067560,10
ENSDARG00000114932,0
ENSDARG00000103717,0
ENSDARG00000102843,0
ENSDARG00000099917,5
ENSDARG00000075395,12
ENSDARG00000102320,17
ENSDARG00000098646,18
ENSDARG00000105036,14
ENSDARG00000097803,8
ENSDARG00000104114,3
ENSDARG00000024818,4
ENSDARG00000059432,0
ENSDARG00000039501,0
ENSDARG00000011537,3
ENSDARG00000051953,46
ENSDARG00000059437,8
ENSDARG00000051940,11
ENSDARG00000067613,0
ENSDARG00000094605,1
ENSDARG00000099746,10
ENSDARG00000071469,0
ENSDARG00000101090,3
ENSDARG00000105924,0
ENSDARG00000078302,11
ENSDARG00000107130,1
ENSDARG00000001950,857
ENSDARG00000054874,0
ENSDARG00000003803,0
ENSDARG00000016212,6
ENSDARG00000088222,0
ENSDARG00000109568,0
ENSDARG00000079639,11
ENSDARG00000059455,0
ENSDARG00000042845,9
ENSDARG00000110235,0
ENSDARG00000032584,0
ENSDARG00000009280,178
ENSDARG00000019357,0
ENSDARG00000004406,5
ENSDARG00000028688,7
ENSDARG00000035187,6
ENSDARG00000035188,8
ENSDARG00000105286,26
ENSDARG00000024894,4
ENSDARG00000002216,25
ENSDARG00000099908,0
ENSDARG00000102657,1
ENSDARG00000098583,14
ENSDARG00000015879,0
ENSDARG00000112811,0
ENSDARG00000115222,3
ENSDARG00000086706,5
ENSDARG00000059581,4
ENSDARG00000059582,4
ENSDARG00000008219,0
ENSDARG00000104339,4
ENSDARG00000026759,0
ENSDARG00000096454,4
ENSDARG00000094176,0
ENSDARG00000078283,3
ENSDARG00000074634,1
ENSDARG00000052192,2
ENSDARG00000052190,12
ENSDARG00000067669,0
ENSDARG00000110178,2
ENSDARG00000036613,1
ENSDARG00000036619,0
ENSDARG00000006544,1
ENSDARG00000117384,0
ENSDARG00000091124,24
ENSDARG00000111939,73
ENSDARG00000052182,100
ENSDARG00000102558,2967
ENSDARG00000099309,15
ENSDARG00000103662,0
ENSDARG00000103984,0
ENSDARG00000104188,2
ENSDARG00000101169,3
ENSDARG00000115741,0
ENSDARG00000096307,0
ENSDARG00000038151,9
ENSDARG00000096322,0
ENSDARG00000038153,430
ENSDARG00000099546,13
ENSDARG00000117479,0
ENSDARG00000078416,62
ENSDARG00000100374,36
ENSDARG00000114386,0
ENSDARG00000117386,0
ENSDARG00000114423,0
ENSDARG00000114823,0
ENSDARG00000045978,13
ENSDARG00000054930,4
ENSDARG00000079884,8
ENSDARG00000015563,10
ENSDARG00000104700,9
ENSDARG00000101161,7
ENSDARG00000101671,1
ENSDARG00000101906,4
ENSDARG00000105182,22
ENSDARG00000008030,45
ENSDARG00000112895,1
ENSDARG00000012823,2
ENSDARG00000073684,10
ENSDARG00000074094,15
ENSDARG00000098289,1
ENSDARG00000098837,0
ENSDARG00000114885,10
ENSDARG00000052142,1
ENSDARG00000003818,51
ENSDARG00000097359,0
ENSDARG00000096924,0
ENSDARG00000096883,0
ENSDARG00000101131,4
ENSDARG00000114425,14
ENSDARG00000100203,1
ENSDARG00000117673,2
ENSDARG00000117550,1
ENSDARG00000030166,12
ENSDARG00000103479,36
ENSDARG00000116015,0
ENSDARG00000018782,14
ENSDARG00000015374,4
ENSDARG00000096252,0
ENSDARG00000018623,6
ENSDARG00000096306,0
ENSDARG00000059128,187
ENSDARG00000077764,1
ENSDARG00000002510,2
ENSDARG00000100781,1
ENSDARG00000006757,56
ENSDARG00000044431,50
ENSDARG00000102202,11
ENSDARG00000029252,25
ENSDARG00000005846,0
ENSDARG00000107534,4
ENSDARG00000027419,119
ENSDARG00000015126,12
ENSDARG00000100715,5
ENSDARG00000103195,4
ENSDARG00000102362,35
ENSDARG00000040455,8
ENSDARG00000096825,4
ENSDARG00000075648,0
ENSDARG00000020863,3
ENSDARG00000102471,10
ENSDARG00000088225,7
ENSDARG00000099547,2
ENSDARG00000104130,31
ENSDARG00000104833,0
ENSDARG00000090904,0
ENSDARG00000005559,27
ENSDARG00000112886,0
ENSDARG00000063264,25
ENSDARG00000110683,0
ENSDARG00000096414,0
ENSDARG00000117420,0
ENSDARG00000112680,0
ENSDARG00000112008,0
ENSDARG00000097859,0
ENSDARG00000116943,0
ENSDARG00000109241,0
ENSDARG00000044601,202
ENSDARG00000032725,1423
ENSDARG00000063213,4
ENSDARG00000078440,1
ENSDARG00000097122,0
ENSDARG00000063257,0
ENSDARG00000058892,5
ENSDARG00000063153,6
ENSDARG00000058874,0
ENSDARG00000096411,6
ENSDARG00000005343,5
ENSDARG00000019360,15
ENSDARG00000096346,12
ENSDARG00000044628,17
ENSDARG00000077040,0
ENSDARG00000075924,12
ENSDARG00000084151,0
ENSDARG00000044615,25
ENSDARG00000006260,270
ENSDARG00000036700,36
ENSDARG00000096419,32
ENSDARG00000058820,18
ENSDARG00000058815,1
ENSDARG00000058893,6
ENSDARG00000009350,19
ENSDARG00000058903,1
ENSDARG00000071217,0
ENSDARG00000112074,0
ENSDARG00000058906,0
ENSDARG00000000943,10
ENSDARG00000058930,0
ENSDARG00000058937,0
ENSDARG00000096429,0
ENSDARG00000058953,0
ENSDARG00000031664,5
ENSDARG00000032005,1
ENSDARG00000037000,7
ENSDARG00000104298,1
ENSDARG00000036998,3
ENSDARG00000101745,0
ENSDARG00000006202,6
ENSDARG00000039578,92
ENSDARG00000000103,73
ENSDARG00000063062,20
ENSDARG00000012039,15
ENSDARG00000019181,1870
ENSDARG00000081943,0
ENSDARG00000116745,0
ENSDARG00000113571,0
ENSDARG00000074533,12
ENSDARG00000063295,81
ENSDARG00000044600,0
ENSDARG00000071215,2
ENSDARG00000090793,12
ENSDARG00000017400,1
ENSDARG00000116941,0
ENSDARG00000094965,50
ENSDARG00000071213,4
ENSDARG00000062978,1
ENSDARG00000037059,21
ENSDARG00000037057,54
ENSDARG00000096398,25
ENSDARG00000019763,1
ENSDARG00000058660,23
ENSDARG00000078605,2
ENSDARG00000096428,8
ENSDARG00000089933,0
ENSDARG00000111849,0
ENSDARG00000062998,1
ENSDARG00000009782,35
ENSDARG00000071198,3
ENSDARG00000025404,25
ENSDARG00000077580,0
ENSDARG00000071197,8
ENSDARG00000043685,0
ENSDARG00000096297,0
ENSDARG00000071196,78
ENSDARG00000058699,18
ENSDARG00000083564,0
ENSDARG00000112863,0
ENSDARG00000059902,26
ENSDARG00000098645,13
ENSDARG00000071139,2
ENSDARG00000098099,0
ENSDARG00000103253,9
ENSDARG00000098376,50
ENSDARG00000071159,0
ENSDARG00000079187,0
ENSDARG00000101032,2
ENSDARG00000088058,0
ENSDARG00000093431,0
ENSDARG00000098734,3
ENSDARG00000063538,76
ENSDARG00000044264,0
ENSDARG00000073764,0
ENSDARG00000116646,0
ENSDARG00000062884,1
ENSDARG00000092660,6
ENSDARG00000002402,8
ENSDARG00000003287,10
ENSDARG00000087381,0
ENSDARG00000104353,55
ENSDARG00000085291,0
ENSDARG00000085557,0
ENSDARG00000080938,0
ENSDARG00000044267,31
ENSDARG00000027589,26
ENSDARG00000006093,6
ENSDARG00000076924,21
ENSDARG00000076872,5
ENSDARG00000096401,0
ENSDARG00000075240,0
ENSDARG00000074248,11
ENSDARG00000071183,0
ENSDARG00000004898,0
ENSDARG00000006040,16
ENSDARG00000014875,5
ENSDARG00000007098,213
ENSDARG00000113961,0
ENSDARG00000005359,62
ENSDARG00000058165,0
ENSDARG00000096397,0
ENSDARG00000058145,0
ENSDARG00000079700,2
ENSDARG00000071113,206
ENSDARG00000062744,9
ENSDARG00000089858,1
ENSDARG00000062687,12
ENSDARG00000096286,2
ENSDARG00000062630,0
ENSDARG00000096235,0
ENSDARG00000078814,8
ENSDARG00000007812,11
ENSDARG00000096373,0
ENSDARG00000044565,140
ENSDARG00000071086,0
ENSDARG00000071084,11
ENSDARG00000009021,18
ENSDARG00000009447,794
ENSDARG00000006639,21
ENSDARG00000083047,0
ENSDARG00000029415,19
ENSDARG00000089697,0
ENSDARG00000096239,0
ENSDARG00000044562,299
ENSDARG00000044561,0
ENSDARG00000088411,17
ENSDARG00000062594,14
ENSDARG00000096232,0
ENSDARG00000109033,0
ENSDARG00000016750,3
ENSDARG00000110899,0
ENSDARG00000028119,81
ENSDARG00000096270,10
ENSDARG00000090156,2
ENSDARG00000074723,15
ENSDARG00000083501,0
ENSDARG00000044551,22
ENSDARG00000033012,18
ENSDARG00000044549,0
ENSDARG00000073837,25
ENSDARG00000079945,0
ENSDARG00000024847,0
ENSDARG00000057833,2
ENSDARG00000011571,1
ENSDARG00000096384,0
ENSDARG00000075700,0
ENSDARG00000096375,11
ENSDARG00000096271,0
ENSDARG00000107629,0
ENSDARG00000057772,43
ENSDARG00000096290,3
ENSDARG00000057782,95
ENSDARG00000090418,1
ENSDARG00000077073,2
ENSDARG00000045331,23
ENSDARG00000090872,173
ENSDARG00000097743,0
ENSDARG00000097317,0
ENSDARG00000062430,9
ENSDARG00000112211,0
ENSDARG00000044532,7
ENSDARG00000023878,20
ENSDARG00000044528,15
ENSDARG00000016311,11
ENSDARG00000011941,37
ENSDARG00000074921,2
ENSDARG00000057688,4
ENSDARG00000096929,0
ENSDARG00000057633,3
ENSDARG00000057683,40
ENSDARG00000097696,29
ENSDARG00000058323,1
ENSDARG00000071032,1
ENSDARG00000063009,0
ENSDARG00000058325,7
ENSDARG00000103763,0
ENSDARG00000104367,5
ENSDARG00000071025,1
ENSDARG00000062323,35
ENSDARG00000044521,637
ENSDARG00000111107,0
ENSDARG00000028546,71
ENSDARG00000062226,18
ENSDARG00000062217,8
ENSDARG00000024006,3
ENSDARG00000071013,4
ENSDARG00000075041,38
ENSDARG00000004753,9
ENSDARG00000023498,4
ENSDARG00000004243,1
ENSDARG00000078037,4
ENSDARG00000038283,0
ENSDARG00000097422,0
ENSDARG00000071011,35
ENSDARG00000084797,0
ENSDARG00000034685,18
ENSDARG00000030349,892
ENSDARG00000081499,0
ENSDARG00000005221,25
ENSDARG00000022599,13
ENSDARG00000077047,14
ENSDARG00000083395,0
ENSDARG00000020187,59
ENSDARG00000044511,19
ENSDARG00000062174,17
ENSDARG00000070995,7
ENSDARG00000087285,0
ENSDARG00000100695,0
ENSDARG00000095896,55
ENSDARG00000061505,14
ENSDARG00000061508,3
ENSDARG00000003991,9
ENSDARG00000043360,1
ENSDARG00000043361,12
ENSDARG00000096905,87
ENSDARG00000088717,8
ENSDARG00000112756,0
ENSDARG00000061515,5
ENSDARG00000088515,3
ENSDARG00000095170,4
ENSDARG00000109159,0
ENSDARG00000070991,13
ENSDARG00000028027,40
ENSDARG00000058179,18
ENSDARG00000057276,1
ENSDARG00000097207,0
ENSDARG00000115435,0
ENSDARG00000097529,0
ENSDARG00000097864,0
ENSDARG00000002933,12
ENSDARG00000062123,65
ENSDARG00000103429,0
ENSDARG00000020814,13
ENSDARG00000030975,5
ENSDARG00000059712,1
ENSDARG00000041359,23
ENSDARG00000013938,54
ENSDARG00000076865,1
ENSDARG00000098290,8
ENSDARG00000078592,26
ENSDARG00000097933,0
ENSDARG00000111070,0
ENSDARG00000110832,0
ENSDARG00000116959,0
ENSDARG00000097837,0
ENSDARG00000115519,0
ENSDARG00000106150,0
ENSDARG00000097141,0
ENSDARG00000116830,0
ENSDARG00000091845,0
ENSDARG00000112395,0
ENSDARG00000097037,0
ENSDARG00000096880,0
ENSDARG00000116277,0
ENSDARG00000113584,0
ENSDARG00000097870,0
ENSDARG00000113938,0
ENSDARG00000092627,0
ENSDARG00000110631,0
ENSDARG00000116515,0
ENSDARG00000097348,0
ENSDARG00000113502,0
ENSDARG00000112594,0
ENSDARG00000110797,0
ENSDARG00000111834,0
ENSDARG00000097500,0
ENSDARG00000116090,0
ENSDARG00000114433,0
ENSDARG00000113606,0
ENSDARG00000097560,0
ENSDARG00000113949,0
ENSDARG00000111303,0
ENSDARG00000116780,0
ENSDARG00000116567,0
ENSDARG00000115736,0
ENSDARG00000111316,0
ENSDARG00000116345,0
ENSDARG00000115685,0
ENSDARG00000112602,0
ENSDARG00000113204,0
ENSDARG00000097557,0
ENSDARG00000110165,0
ENSDARG00000113637,0
ENSDARG00000115788,0
ENSDARG00000110559,0
ENSDARG00000115059,0
ENSDARG00000109656,0
ENSDARG00000094142,0
ENSDARG00000098726,10
ENSDARG00000114314,0
ENSDARG00000097214,0
ENSDARG00000101792,0
ENSDARG00000103020,2
ENSDARG00000100504,11
ENSDARG00000105116,138
ENSDARG00000102531,27
ENSDARG00000100584,2
ENSDARG00000098509,0
ENSDARG00000103745,0
ENSDARG00000101871,0
ENSDARG00000103485,4
ENSDARG00000098771,21
ENSDARG00000101393,17
ENSDARG00000104793,0
ENSDARG00000104396,4
ENSDARG00000103207,9
ENSDARG00000102218,0
ENSDARG00000101273,0
ENSDARG00000105128,0
ENSDARG00000099307,7
ENSDARG00000098433,15
ENSDARG00000098924,28
ENSDARG00000101126,1
ENSDARG00000100548,0
ENSDARG00000103313,4
ENSDARG00000098787,3
ENSDARG00000101277,38
ENSDARG00000105190,9
ENSDARG00000103851,73
ENSDARG00000103900,42
ENSDARG00000113706,0
ENSDARG00000103077,0
ENSDARG00000103548,0
ENSDARG00000098403,2
ENSDARG00000105069,0
ENSDARG00000101654,1
ENSDARG00000099476,7
ENSDARG00000099387,7
ENSDARG00000104390,0
ENSDARG00000103667,2
ENSDARG00000102080,1
ENSDARG00000105276,10
ENSDARG00000104093,0
ENSDARG00000114634,0
ENSDARG00000103494,1
ENSDARG00000101679,2
ENSDARG00000103173,10
ENSDARG00000085186,0
ENSDARG00000105112,42
ENSDARG00000102762,1
ENSDARG00000110416,0
ENSDARG00000111205,0
ENSDARG00000116707,0
ENSDARG00000110681,0
ENSDARG00000117823,0
ENSDARG00000117651,1
ENSDARG00000111863,0
ENSDARG00000114079,0
ENSDARG00000113569,0
ENSDARG00000116326,0
ENSDARG00000114933,0
ENSDARG00000033993,2
ENSDARG00000091605,0
ENSDARG00000095901,10
ENSDARG00000078842,66
ENSDARG00000039264,5
ENSDARG00000052470,24
ENSDARG00000070122,20
ENSDARG00000034207,4
ENSDARG00000094990,7
ENSDARG00000052433,0
ENSDARG00000039256,21
ENSDARG00000003684,4
ENSDARG00000059651,3
ENSDARG00000115657,105
ENSDARG00000003326,5
ENSDARG00000008772,28
ENSDARG00000115540,2
ENSDARG00000052377,59
ENSDARG00000079811,4
ENSDARG00000052428,0
ENSDARG00000052423,16
ENSDARG00000026084,5
ENSDARG00000039162,29
ENSDARG00000059642,7
ENSDARG00000111810,1
ENSDARG00000078576,17
ENSDARG00000111976,0
ENSDARG00000089886,37
ENSDARG00000017211,14
ENSDARG00000059634,12
ENSDARG00000052351,8
ENSDARG00000111474,4
ENSDARG00000077004,38
ENSDARG00000010873,36
ENSDARG00000038537,15
ENSDARG00000106395,0
ENSDARG00000007196,24
ENSDARG00000052304,149
ENSDARG00000059613,9
ENSDARG00000117762,1
ENSDARG00000116268,0
ENSDARG00000108434,0
ENSDARG00000070148,11
ENSDARG00000052288,2
ENSDARG00000026767,17
ENSDARG00000074933,7
ENSDARG00000020820,31
ENSDARG00000019808,104
ENSDARG00000097346,5
ENSDARG00000014727,61
ENSDARG00000103120,0
ENSDARG00000036567,0
ENSDARG00000117236,6
ENSDARG00000100336,1
ENSDARG00000100003,153
ENSDARG00000104823,5
ENSDARG00000099554,1
ENSDARG00000104571,16
ENSDARG00000098123,0
ENSDARG00000105098,35
ENSDARG00000099217,0
ENSDARG00000102415,409
ENSDARG00000101586,1
ENSDARG00000103802,5
ENSDARG00000105300,6
ENSDARG00000117309,2
ENSDARG00000098260,0
ENSDARG00000099515,4
ENSDARG00000102802,63
ENSDARG00000099979,1
ENSDARG00000102025,12
ENSDARG00000100470,0
ENSDARG00000114280,0
ENSDARG00000104361,37
ENSDARG00000106364,0
ENSDARG00000101252,0
ENSDARG00000098348,1
ENSDARG00000103840,42
ENSDARG00000100836,0
ENSDARG00000099911,3
ENSDARG00000100818,1
ENSDARG00000101791,22
ENSDARG00000102243,0
ENSDARG00000101293,22
ENSDARG00000104711,0
ENSDARG00000096974,1
ENSDARG00000054749,41
ENSDARG00000062008,2
ENSDARG00000097608,9
ENSDARG00000074265,2
ENSDARG00000070929,10
ENSDARG00000097392,1
ENSDARG00000097395,0
ENSDARG00000009830,557
ENSDARG00000016429,28
ENSDARG00000002210,9
ENSDARG00000052129,7
ENSDARG00000052104,4
ENSDARG00000052103,5
ENSDARG00000098676,0
ENSDARG00000052099,31
ENSDARG00000038293,1
ENSDARG00000061817,118
ENSDARG00000073813,2
ENSDARG00000078211,0
ENSDARG00000076094,0
ENSDARG00000017425,1
ENSDARG00000044433,3
ENSDARG00000007231,14
ENSDARG00000097000,2
ENSDARG00000061896,1
ENSDARG00000034522,62
ENSDARG00000116807,0
ENSDARG00000097082,10
ENSDARG00000056862,4
ENSDARG00000098603,0
ENSDARG00000061923,31
ENSDARG00000056924,20
ENSDARG00000044441,9
ENSDARG00000094521,0
ENSDARG00000062030,0
ENSDARG00000074283,0
ENSDARG00000070867,44
ENSDARG00000103066,2
ENSDARG00000070864,7
ENSDARG00000098121,5
ENSDARG00000023578,46
ENSDARG00000114184,0
ENSDARG00000056026,8
ENSDARG00000044356,45
ENSDARG00000044357,30
ENSDARG00000029639,78
ENSDARG00000010958,4
ENSDARG00000044457,1
ENSDARG00000070839,15
ENSDARG00000015862,726
ENSDARG00000082607,0
ENSDARG00000082960,0
ENSDARG00000061362,0
ENSDARG00000017886,15
ENSDARG00000056178,1
ENSDARG00000013144,386
ENSDARG00000056193,9
ENSDARG00000034430,6
ENSDARG00000061409,0
ENSDARG00000056203,2
ENSDARG00000056259,79
ENSDARG00000115703,0
ENSDARG00000070828,34
ENSDARG00000075743,10
ENSDARG00000070824,52
ENSDARG00000079198,41
ENSDARG00000112809,0
ENSDARG00000022518,1
ENSDARG00000074892,29
ENSDARG00000017728,18
ENSDARG00000021113,1151
ENSDARG00000096822,0
ENSDARG00000102496,0
ENSDARG00000097574,0
ENSDARG00000097265,1
ENSDARG00000009677,23
ENSDARG00000075159,1
ENSDARG00000017708,11
ENSDARG00000079670,1
ENSDARG00000111481,0
ENSDARG00000097194,0
ENSDARG00000076416,25
ENSDARG00000087805,0
ENSDARG00000015964,2
ENSDARG00000061654,3
ENSDARG00000115301,18
ENSDARG00000077836,0
ENSDARG00000044405,11
ENSDARG00000044404,0
ENSDARG00000044400,0
ENSDARG00000070966,7
ENSDARG00000097897,114
ENSDARG00000113865,0
ENSDARG00000032868,107
ENSDARG00000097226,0
ENSDARG00000070961,16
ENSDARG00000079891,74
ENSDARG00000006546,22
ENSDARG00000082131,0
ENSDARG00000020625,88
ENSDARG00000075034,24
ENSDARG00000061590,23
ENSDARG00000103867,0
ENSDARG00000015176,2
ENSDARG00000095914,7
ENSDARG00000013561,51
ENSDARG00000020279,10
ENSDARG00000097493,4
ENSDARG00000017617,4
ENSDARG00000021032,20
ENSDARG00000097944,2
ENSDARG00000096309,0
ENSDARG00000044373,8
ENSDARG00000103487,0
ENSDARG00000078675,75
ENSDARG00000044365,13
ENSDARG00000056414,34
ENSDARG00000059473,20
ENSDARG00000097183,0
ENSDARG00000117287,0
ENSDARG00000117631,0
ENSDARG00000044155,50
ENSDARG00000090751,5
ENSDARG00000090153,0
ENSDARG00000053708,0
ENSDARG00000053724,6
ENSDARG00000097331,0
ENSDARG00000052025,5
ENSDARG00000052027,1
ENSDARG00000082771,0
ENSDARG00000034409,160
ENSDARG00000074311,25
ENSDARG00000082109,0
ENSDARG00000102518,0
ENSDARG00000100711,0
ENSDARG00000076017,5
ENSDARG00000075569,44
ENSDARG00000090480,1
ENSDARG00000039208,31
ENSDARG00000052030,14
ENSDARG00000039213,23
ENSDARG00000039217,2
ENSDARG00000039222,0
ENSDARG00000004105,4
ENSDARG00000096908,2
ENSDARG00000039512,2
ENSDARG00000087144,0
ENSDARG00000070013,0
ENSDARG00000117733,0
ENSDARG00000117826,0
ENSDARG00000070074,25
ENSDARG00000084970,0
ENSDARG00000041072,5
ENSDARG00000011973,4
ENSDARG00000052158,0
ENSDARG00000052157,0
ENSDARG00000074242,1153
ENSDARG00000088140,4
ENSDARG00000100693,6
ENSDARG00000052170,15
ENSDARG00000059575,1
ENSDARG00000078725,10
ENSDARG00000105071,32
ENSDARG00000070047,26
ENSDARG00000103074,0
ENSDARG00000002644,90
ENSDARG00000040177,43
ENSDARG00000070037,37
ENSDARG00000076351,15
ENSDARG00000096356,0
ENSDARG00000097957,0
ENSDARG00000097541,1
ENSDARG00000097518,0
ENSDARG00000061051,3
ENSDARG00000101275,1
ENSDARG00000103194,0
ENSDARG00000007080,48
ENSDARG00000070792,2
ENSDARG00000044326,1
ENSDARG00000095519,0
ENSDARG00000081996,0
ENSDARG00000006514,33
ENSDARG00000070801,44
ENSDARG00000081859,0
ENSDARG00000101923,0
ENSDARG00000089891,0
ENSDARG00000100255,4
ENSDARG00000070743,7
ENSDARG00000070746,1
ENSDARG00000015471,5
ENSDARG00000091734,7
ENSDARG00000021607,62
ENSDARG00000110392,0
ENSDARG00000097259,0
ENSDARG00000044332,59
ENSDARG00000055781,4
ENSDARG00000097607,0
ENSDARG00000032206,10
ENSDARG00000074301,30
ENSDARG00000017590,10
ENSDARG00000107778,0
ENSDARG00000061091,0
ENSDARG00000108087,0
ENSDARG00000091465,6
ENSDARG00000088798,2
ENSDARG00000097517,0
ENSDARG00000019614,4
ENSDARG00000044339,19
ENSDARG00000076754,12
ENSDARG00000044341,3
ENSDARG00000083941,0
ENSDARG00000077442,9
ENSDARG00000044345,40
ENSDARG00000055912,16
ENSDARG00000055917,4
ENSDARG00000073841,24
ENSDARG00000061303,0
ENSDARG00000110145,0
ENSDARG00000099919,0
ENSDARG00000070730,3
ENSDARG00000085224,0
ENSDARG00000023771,38
ENSDARG00000117333,0
ENSDARG00000106101,0
ENSDARG00000061039,8
ENSDARG00000097018,1
ENSDARG00000055737,27
ENSDARG00000070726,61
ENSDARG00000057497,73
ENSDARG00000010255,1
ENSDARG00000026109,7
ENSDARG00000073850,1
ENSDARG00000070721,73
ENSDARG00000068397,10
ENSDARG00000010194,106
ENSDARG00000070713,0
ENSDARG00000055644,1
ENSDARG00000070710,0
ENSDARG00000077308,1
ENSDARG00000031647,25
ENSDARG00000090980,22
ENSDARG00000097596,5
ENSDARG00000055561,4
ENSDARG00000020301,21
ENSDARG00000077352,3
ENSDARG00000014465,4
ENSDARG00000002508,11
ENSDARG00000097909,1
ENSDARG00000017624,3306
ENSDARG00000058462,98
ENSDARG00000028618,150
ENSDARG00000097445,16
ENSDARG00000018032,11
ENSDARG00000096269,0
ENSDARG00000056726,19
ENSDARG00000028478,1
ENSDARG00000044301,17
ENSDARG00000060889,0
ENSDARG00000103358,0
ENSDARG00000016348,3
ENSDARG00000114880,0
ENSDARG00000055481,16
ENSDARG00000074979,63
ENSDARG00000035043,76
ENSDARG00000102132,0
ENSDARG00000075354,6
ENSDARG00000098202,0
ENSDARG00000044318,0
ENSDARG00000060797,6
ENSDARG00000055317,7
ENSDARG00000077946,54
ENSDARG00000008494,44
ENSDARG00000060748,10
ENSDARG00000044204,1
ENSDARG00000044203,6
ENSDARG00000014655,4
ENSDARG00000029075,45
ENSDARG00000090628,0
ENSDARG00000096949,0
ENSDARG00000097939,0
ENSDARG00000070394,4
ENSDARG00000040707,6
ENSDARG00000021669,156
ENSDARG00000019613,47
ENSDARG00000040703,0
ENSDARG00000021720,18
ENSDARG00000053728,0
ENSDARG00000015531,9
ENSDARG00000097645,0
ENSDARG00000097193,9
ENSDARG00000023858,10
