.id,term,df.residual,rss,df,sumsq,statistic,p.value,adj.p.value
17betaestradiol_Dark,totaldist ~ Dose_mg_L * time_end,795,83245232.94138329,6,1690801.9446890056,2.6912202627752113,0.013617017821840535,0.02632623445555837
17betaestradiol_Light,totaldist ~ Dose_mg_L * time_end,797,147182468.0298449,6,5961971.244061112,5.380725871681473,1.84083984872254e-5,2.5848387413727667e-4
1decanol_Dark,totaldist ~ Dose_mg_L * time_end,797,69271582.80222988,6,2820275.2741698176,5.4080843894546895,1.7168238886153584e-5,2.5848387413727667e-4
1decanol_Light,totaldist ~ Dose_mg_L * time_end,798,115837994.33435003,6,3969523.4191314727,4.557629107602144,1.476575192661639e-4,6.587797013413467e-4
1octanol_Dark,totaldist ~ Dose_mg_L * time_end,798,45808437.80482631,6,1150713.7818403542,3.340976909905505,0.0029476282453662355,0.007699828266831505
1octanol_Light,totaldist ~ Dose_mg_L * time_end,798,99313001.24185146,6,7073660.968518898,9.473048815853854,4.545687906412679e-10,2.636498985719354e-8
24DMP_Dark,totaldist ~ Dose_mg_L * time_end,797,63133454.00747571,6,477403.2714933455,1.0044606127393303,0.42104987395986865,0.44401623072131596
24DMP_Light,totaldist ~ Dose_mg_L * time_end,797,109382310.52368575,6,1555901.378268361,1.8894788876173927,0.07995215952835788,0.12533041223364208
24DNP_Dark,totaldist ~ Dose_mg_L * time_end,798,54768999.86180475,6,394254.45197306573,0.9574000300302339,0.453152774191218,0.4693368018409044
24DNP_Light,totaldist ~ Dose_mg_L * time_end,795,87629534.11147359,6,1204469.8812091798,1.821215425580135,0.09215273550947695,0.12937859485918712
34DCA_Dark,totaldist ~ Dose_mg_L * time_end,797,46871293.723600686,6,571522.8013650402,1.6196966789311578,0.1386241836080852,0.1840051267591358
34DCA_Light,totaldist ~ Dose_mg_L * time_end,797,82509231.39850229,6,671240.1910919994,1.0806435902840372,0.3722549732398985,0.3998294157021132
4C3MP_Dark,totaldist ~ Dose_mg_L * time_end,797,69904454.60233755,6,2337996.579180956,4.442690822798465,1.9694915819335596e-4,8.159322268010462e-4
4C3MP_Light,totaldist ~ Dose_mg_L * time_end,798,127645414.16100837,6,3838392.666399017,3.9994090503488904,5.924885956569015e-4,0.0019381561665826569
4TOP_Dark,totaldist ~ Dose_mg_L * time_end,798,51512743.46444623,6,504131.03362786025,1.3016085528192165,0.25380856334037494,0.2886450328184656
4TOP_Light,totaldist ~ Dose_mg_L * time_end,798,103722966.31173645,6,3114258.208559856,3.993294411708256,6.014967413532383e-4,0.0019381561665826569
4TPP_Dark,totaldist ~ Dose_mg_L * time_end,790,70170629.78657027,6,1728849.4347688705,3.243976047199931,0.0037212959328994343,0.008993131837840299
4TPP_Light,totaldist ~ Dose_mg_L * time_end,795,121374113.14728013,6,2043962.2329016477,2.231324199508989,0.038371857380615354,0.06744144630532395
Aniline_Dark,totaldist ~ Dose_mg_L * time_end,798,52795222.79206426,6,1320393.1846764982,3.326291362641448,0.0030533801747780107,0.007699828266831505
Aniline_Light,totaldist ~ Dose_mg_L * time_end,798,91460588.38618982,6,1345668.6191435307,1.9568420617455147,0.06938469249714718,0.11836212249513342
BPA_Dark,totaldist ~ Dose_mg_L * time_end,797,38913404.626995385,6,451293.88462649286,1.5405198178495767,0.16195126948628938,0.20013019703187007
BPA_Light,totaldist ~ Dose_mg_L * time_end,797,85664223.10103276,6,810396.2167737633,1.2566229739552002,0.27516380940157575,0.3069134797171422
BPAF_Dark,totaldist ~ Dose_mg_L * time_end,798,84011739.95944455,6,762585.4298888445,1.2072582025342793,0.300195236452723,0.3285155417784516
BPAF_Light,totaldist ~ Dose_mg_L * time_end,797,123469462.31340359,6,4494446.561722413,4.835303459625715,7.343985205710933e-5,4.259511419312341e-4
ClofibricAcid_Dark,totaldist ~ Dose_mg_L * time_end,798,62583889.32903962,6,616340.452590026,1.309814411876715,0.25006064601937883,0.2886450328184656
ClofibricAcid_Light,totaldist ~ Dose_mg_L * time_end,798,113641557.71268672,6,2089081.8440539986,2.444949636836625,0.02385237136786107,0.043232423104248185
DES_Dark,totaldist ~ Dose_mg_L * time_end,798,75078507.84046248,6,1609856.6793894172,2.851827300747185,0.009385154623533768,0.019440677434462806
DES_Light,totaldist ~ Dose_mg_L * time_end,798,129473851.64900932,6,4049787.8677313924,4.160081588276412,3.981163547709595e-4,0.0014530543772288047
Dimethylformamide_Dark,totaldist ~ Dose_mg_L * time_end,787,53460358.53329602,6,750875.1734013483,1.8422957922451841,0.08823110050124888,0.12937859485918712
Dimethylformamide_Light,totaldist ~ Dose_mg_L * time_end,790,93216385.1088839,6,3361569.2228256315,4.748163252862784,9.163245311866708e-5,4.428901900735575e-4
DMSO_Dark,totaldist ~ Dose_mg_L * time_end,798,89667538.84496051,6,2169510.5471876413,3.2179415928306487,0.003956924014842562,0.009180063714434743
DMSO_Light,totaldist ~ Dose_mg_L * time_end,798,80657169.7721561,6,3631444.799695745,5.988087106501296,3.88758135283471e-6,1.127398592322066e-4
EE2_Dark,totaldist ~ Dose_mg_L * time_end,796,54719828.69678219,6,2070334.4684063494,5.019466971115124,4.611216312241594e-5,3.820722087285893e-4
EE2_Light,totaldist ~ Dose_mg_L * time_end,797,114838743.60721391,6,516673.59231066704,0.5976334585013897,0.732397759992637,0.7452468435012798
Fadrozole_Dark,totaldist ~ Dose_mg_L * time_end,797,128262675.61788586,6,246160.14857503772,0.2549320986135047,0.9573435343525127,0.9573435343525127
Fadrozole_Light,totaldist ~ Dose_mg_L * time_end,798,202882183.9940749,6,2115001.58829543,1.3864953822239379,0.2171678672688703,0.2624111729498849
Fenitrothion_Dark,totaldist ~ Dose_mg_L * time_end,798,43861513.601934195,6,617845.4020658061,1.8734747555799929,0.0826690848006034,0.12617912943249995
Fenitrothion_Light,totaldist ~ Dose_mg_L * time_end,794,82456411.74155292,6,2421410.312795952,3.886093164766217,7.836995461932143e-4,0.0022727286839603214
Fluoxetine_Dark,totaldist ~ Dose_mg_L * time_end,797,70746237.32556917,6,1342330.1153258085,2.520362783845203,0.02011713941282337,0.03763851890141146
Fluoxetine_Light,totaldist ~ Dose_mg_L * time_end,798,98867582.82264625,6,1201416.892909333,1.6161864404390067,0.13959009616210302,0.1840051267591358
Flutamide_Dark,totaldist ~ Dose_mg_L * time_end,798,82275896.12852891,6,805815.8738414496,1.3026112903527614,0.2533481640109225,0.2886450328184656
Flutamide_Light,totaldist ~ Dose_mg_L * time_end,794,118516689.38825409,6,4346165.317858368,4.852840107993474,7.03103571987298e-5,4.259511419312341e-4
Glyphosate_Dark,totaldist ~ Dose_mg_L * time_end,798,56802936.95673935,6,657635.1122976914,1.5398054153820593,0.16217447000858437,0.20013019703187007
Glyphosate_Light,totaldist ~ Dose_mg_L * time_end,796,107422406.64735,6,4068664.319222003,5.0248002243031245,4.5493411582500496e-5,3.820722087285893e-4
Malathion_Dark,totaldist ~ Dose_mg_L * time_end,794,56315656.60697111,6,818414.165724434,1.9231503479287664,0.07450374883613922,0.12331392117951598
Malathion_Light,totaldist ~ Dose_mg_L * time_end,798,80924768.57110393,6,1162322.2419330925,1.9102786564199188,0.07653967521487198,0.12331392117951598
Prochloraz_Dark,totaldist ~ Dose_mg_L * time_end,798,63794110.821886,6,739440.2987066135,1.5416087544908603,0.16160655943375335,0.20013019703187007
Prochloraz_Light,totaldist ~ Dose_mg_L * time_end,798,103592529.64651504,6,2474762.068892345,3.177288519604701,0.004359376161020588,0.009724762205353621
SDS_Dark,totaldist ~ Dose_mg_L * time_end,798,67033635.05094442,6,1379826.251426056,2.737683721018497,0.0122313062601172,0.0244626125202344
SDS_Light,totaldist ~ Dose_mg_L * time_end,798,104682522.67259924,6,3746753.541919261,4.760280974826919,8.871462565291803e-5,4.428901900735575e-4
TEG_Dark,totaldist ~ Dose_mg_L * time_end,798,66392539.39166812,6,1961094.8240355924,3.9285379650573495,7.055874625984824e-4,0.002153898570037473
TEG_Light,totaldist ~ Dose_mg_L * time_end,797,101385859.72078183,6,2592325.9262806177,3.3964035499882623,0.0025801108513134577,0.007126020446484788
TGSH_Dark,totaldist ~ Dose_mg_L * time_end,798,46426289.14836682,6,1719139.911188729,4.92491673106603,5.854826278077811e-5,4.244749051606413e-4
