animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal01	Dose1A	0	     0.0	    60.0	54	     7.3	     0.0	236	    32.4	   645.9	209	    18.1	  1217.1	39	     2.1
Animal01	Dose1A	1	     0.0	    60.0	54	     7.3	     0.0	236	    32.4	   645.9	209	    18.1	  1217.1	0	     0.0
Animal02	Dose1A	0	     0.0	    60.0	82	    15.9	     0.0	170	    24.5	   379.4	138	    19.1	  1255.4	14	     0.4
Animal02	Dose1A	1	     0.0	    60.0	82	    15.9	     0.0	170	    24.5	   379.4	138	    19.1	  1255.4	0	     0.0
Animal03	Dose1A	0	     0.0	    60.0	82	    14.8	     0.0	151	    23.3	   360.8	121	    21.3	  1550.5	16	     0.6
Animal03	Dose1A	1	     0.0	    60.0	82	    14.8	     0.0	151	    23.3	   360.8	121	    21.3	  1550.5	0	     0.0
Animal04	Dose1B	0	     0.0	    60.0	90	    20.7	     0.0	152	    20.3	   303.5	109	    18.9	  1080.7	5	     0.1
Animal04	Dose1B	1	     0.0	    60.0	90	    20.7	     0.0	152	    20.3	   303.5	109	    18.9	  1080.7	0	     0.0
Animal05	Dose1B	0	     0.0	    60.0	85	    19.3	     0.0	144	    22.2	   336.5	107	    17.9	  1250.4	14	     0.5
Animal05	Dose1B	1	     0.0	    60.0	85	    19.3	     0.0	144	    22.2	   336.5	107	    17.9	  1250.4	0	     0.0
Animal06	Dose1B	0	     0.0	    60.0	94	    21.9	     0.0	151	    22.9	   313.7	94	    15.2	   727.3	0	     0.0
Animal06	Dose1B	1	     0.0	    60.0	94	    21.9	     0.0	151	    22.9	   313.7	94	    15.2	   727.3	0	     0.0
Animal07	Dose1C	0	     0.0	    60.0	81	    17.7	     0.0	158	    23.0	   352.8	125	    18.7	  1224.3	9	     0.6
Animal07	Dose1C	1	     0.0	    60.0	81	    17.7	     0.0	158	    23.0	   352.8	125	    18.7	  1224.3	0	     0.0
Animal08	Dose1C	0	     0.0	    60.0	85	    19.6	     0.0	164	    18.5	   275.3	139	    20.9	  1394.8	29	     1.0
Animal08	Dose1C	1	     0.0	    60.0	85	    19.6	     0.0	164	    18.5	   275.3	139	    20.9	  1394.8	0	     0.0
Animal09	Dose1C	0	     0.0	    60.0	90	    18.9	     0.0	160	    19.2	   277.3	131	    21.8	  1328.4	0	     0.0
Animal09	Dose1C	1	     0.0	    60.0	90	    18.9	     0.0	160	    19.2	   277.3	131	    21.8	  1328.4	0	     0.0
Animal10	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal10	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal11	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal11	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal12	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal12	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal13	Dose2A	0	     0.0	    60.0	80	    13.7	     0.0	150	    22.9	   371.2	133	    22.4	  1689.9	25	     1.0
Animal13	Dose2A	1	     0.0	    60.0	80	    13.7	     0.0	150	    22.9	   371.2	133	    22.4	  1689.9	0	     0.0
Animal14	Dose2A	0	     0.0	    60.0	82	    18.4	     0.0	155	    22.6	   365.3	124	    18.6	  1397.6	10	     0.4
Animal14	Dose2A	1	     0.0	    60.0	82	    18.4	     0.0	155	    22.6	   365.3	124	    18.6	  1397.6	0	     0.0
Animal15	Dose2A	0	     0.0	    60.0	77	    12.7	     0.0	180	    21.3	   311.5	153	    25.7	  1457.4	8	     0.2
Animal15	Dose2A	1	     0.0	    60.0	77	    12.7	     0.0	180	    21.3	   311.5	153	    25.7	  1457.4	0	     0.0
Animal16	Dose2B	0	     0.0	    60.0	64	     9.1	     0.0	200	    29.7	   520.8	180	    20.9	  1105.2	7	     0.3
Animal16	Dose2B	1	     0.0	    60.0	64	     9.1	     0.0	200	    29.7	   520.8	180	    20.9	  1105.2	0	     0.0
Animal17	Dose2B	0	     0.0	    60.0	96	    16.9	     0.0	173	    25.8	   396.8	122	    16.9	  1107.8	11	     0.4
Animal17	Dose2B	1	     0.0	    60.0	96	    16.9	     0.0	173	    25.8	   396.8	122	    16.9	  1107.8	0	     0.0
Animal18	Dose2B	0	     0.0	    60.0	106	    30.6	     0.0	120	    27.1	   377.5	32	     2.2	    75.4	0	     0.0
