animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal01	Dose1A	0	     0.0	    60.0	62	    11.0	     0.0	218	    28.3	   581.4	179	    12.8	   806.6	84	     7.8
Animal01	Dose1A	1	     0.0	    60.0	62	    11.0	     0.0	218	    28.3	   581.4	179	    12.8	   806.6	0	     0.0
Animal02	Dose1A	0	     0.0	    60.0	77	    21.9	     0.0	170	    32.7	   555.8	102	     5.4	   168.3	0	     0.0
Animal02	Dose1A	1	     0.0	    60.0	77	    21.9	     0.0	170	    32.7	   555.8	102	     5.4	   168.3	0	     0.0
Animal03	Dose1A	0	     0.0	    60.0	66	     7.5	     0.0	220	    29.0	   493.6	200	    21.8	  1455.6	31	     1.7
Animal03	Dose1A	1	     0.0	    60.0	66	     7.5	     0.0	220	    29.0	   493.6	200	    21.8	  1455.6	0	     0.0
Animal04	Dose1B	0	     0.0	    60.0	72	     9.5	     0.0	176	    43.6	   751.0	115	     6.5	   349.1	7	     0.3
Animal04	Dose1B	1	     0.0	    60.0	72	     9.5	     0.0	176	    43.6	   751.0	115	     6.5	   349.1	0	     0.0
Animal05	Dose1B	0	     0.0	    60.0	67	    11.8	     0.0	193	    29.6	   507.5	164	    17.6	  1084.6	19	     1.0
Animal05	Dose1B	1	     0.0	    60.0	67	    11.8	     0.0	193	    29.6	   507.5	164	    17.6	  1084.6	0	     0.0
Animal06	Dose1B	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal06	Dose1B	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal07	Dose1C	0	     0.0	    60.0	63	    14.9	     0.0	176	    33.7	   606.4	131	    10.7	   658.2	14	     0.7
Animal07	Dose1C	1	     0.0	    60.0	63	    14.9	     0.0	176	    33.7	   606.4	131	    10.7	   658.2	0	     0.0
Animal08	Dose1C	0	     0.0	    60.0	70	    12.7	     0.0	180	    29.4	   486.6	141	    17.0	  1082.9	19	     0.8
Animal08	Dose1C	1	     0.0	    60.0	70	    12.7	     0.0	180	    29.4	   486.6	141	    17.0	  1082.9	0	     0.0
Animal09	Dose1C	0	     0.0	    60.0	25	    44.2	     0.0	60	     7.4	   113.6	47	     8.0	   371.4	8	     0.3
Animal09	Dose1C	1	     0.0	    60.0	25	    44.2	     0.0	60	     7.4	   113.6	47	     8.0	   371.4	0	     0.0
Animal10	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal10	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal11	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal11	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal12	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal12	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal13	Dose2A	0	     0.0	    60.0	52	     4.8	     0.0	177	    49.3	   903.1	136	     5.9	   182.0	0	     0.0
Animal13	Dose2A	1	     0.0	    60.0	52	     4.8	     0.0	177	    49.3	   903.1	136	     5.9	   182.0	0	     0.0
Animal14	Dose2A	0	     0.0	    60.0	79	    15.7	     0.0	161	    24.1	   391.2	140	    19.1	  1447.5	19	     1.0
