.id,chemical,median_POD,POD_med,cil_POD,mean_POD,ciu_POD,hit_confidence,lowest_conc,highest_conc
fitted_affected_rate_pos_dir,1-Decanol,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,1-Octanol,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,17betaestradiol,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,24-DMP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,24-DNP,1.2611881609748097,1.287739196658501,1.184291892114627,1.4911747519686946,3.1023016340688048,1,0.001,10.0000000
fitted_affected_rate_pos_dir,34-DCA,0.25371555952812885,0.39895854034039435,0.13371683519802083,0.3456788423788486,0.6597689339151858,1,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,4-TPP,0.24744060212165,0.2488105267823803,0.14311988516447635,0.2844764310308291,0.6381286256939762,0.9,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,4C3MP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,Aniline,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,BPA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,BPAF,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Clofibric-acid,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,DES,0.0010881486572985352,0.0015811001331453834,9.781138041108152e-5,0.001381457923515557,0.029752993308800366,0.9,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,DMSO,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,EE2,1.674640625785813e-4,0.001,1.1507305488002658e-4,2.64401132733429e-4,8.363578976681748e-4,0.2,1e-7,0.0010000
fitted_affected_rate_pos_dir,Fadrozole,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Fenitrothione,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Fluoxetine,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,Flutamide,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Glyphosate,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Malathion,1,1,0.5842375845789934,0.8195051058592406,1,0.1,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,NN-Dimethylformamide,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
fitted_affected_rate_pos_dir,Prochloraz,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,SDS,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
fitted_affected_rate_pos_dir,TGSH,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Trenbolone,3.5976450858236485e-4,0.09999999999999999,3.644414004023945e-4,4.0936641833304305e-4,4.5982938347232603e-4,0.2,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,Vinclozolin,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
