.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
affected_rate_pos_dir,1-Decanol,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,1-Octanol,10,10,10,10,10,0,0.001,10.0000000
affected_rate_pos_dir,17betaestradiol,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
affected_rate_pos_dir,24-DMP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,24-DNP,1.4384498882876628,1.4384498882876628,0.6556683354116937,1.4384498882876628,0.005623413251903491,1,0.001,10.0000000
affected_rate_pos_dir,34-DCA,0.15687984252565473,0.15687984252565473,0.15687984252565473,0.15687984252565473,0.15687984252565473,1,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,4-TPP,0.14292852915528384,0.14292852915528384,0.14292852915528384,0.14292852915528384,0.14292852915528384,1,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,4C3MP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
affected_rate_pos_dir,Aniline,10,10,10,10,10,0,0.001,10.0000000
affected_rate_pos_dir,BPA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,BPAF,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,Clofibric-acid,10,10,10,10,10,0,0.001,10.0000000
affected_rate_pos_dir,DES,2.9729398324913317e-4,0.09999999999999999,1.4145760159376837e-4,3.645841237070733e-4,7.910493769543018e-6,0.26,9.999999999999999e-6,0.1000000
affected_rate_pos_dir,DMSO,10,10,10,10,10,0,0.001,10.0000000
affected_rate_pos_dir,EE2,6.60194848408189e-4,0.001,1.9282985038102782e-4,6.60194848408189e-4,4.403285286053071e-5,0.22,1e-7,0.0010000
affected_rate_pos_dir,Fadrozole,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,Fenitrothione,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,Fluoxetine,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
affected_rate_pos_dir,Flutamide,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,Glyphosate,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,Malathion,0.7910493769543018,1,0.3065059339937154,0.7910493769543018,0.07910493769543017,0.34,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,NN-Dimethylformamide,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
affected_rate_pos_dir,Prochloraz,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,SDS,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
affected_rate_pos_dir,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
affected_rate_pos_dir,TGSH,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
affected_rate_pos_dir,Trenbolone,3.3887172678387487e-4,0.09999999999999999,1.4216203557028165e-4,3.3887172678387487e-4,4.403285286053071e-6,0.1,9.999999999999999e-6,0.1000000
affected_rate_pos_dir,Vinclozolin,0.6601948484081898,1,0.0991157609085121,0.6601948484081898,8.311360713966708e-5,0.34,9.999999999999999e-5,1.0000000
