Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000000068	Hill		327272	slc9a3r1a	7.08E-05	7.08E-05	7.08E-05	0.03455	219.834864	-431.669727	-1	1.000165224	0	4.90E-05	-1.40E-05	1	1.03E-04	TRUE
ENSDARG00000000369	Exp 2		678619	prkag3b	1.8032	1.15729	4.81317	0.1164	252.3307	-498.6614	1	1.558122856	TRUE	1	6.46E-06	0.0824738		
ENSDARG00000000563	Exp 4		100001684	ttn.1	5.43E-05	2.02E-07	1.49E-04	0.005097	167.1145	-326.229	1	269.2938422	TRUE	5.36E-04	5292.43	1.68547		
ENSDARG00000000804	Exp 4		751594	rassf6	1.01E-04	3.82E-07	5.49E-04	0.9197	251.3269	-494.6539	1	264.3178956	TRUE	5.39E-06	4753.78	1.53126		
ENSDARG00000000887	Linear		405758	zgc:56699	0.810049	0.580647	1.31499	0.5553	278.953945	-551.90789	1	1.395079971	TRUE	1.99E-06	3.15E-07			
ENSDARG00000001127	Exp 2		494492	slc17a6a	2.41728	1.06397	34.7227	0.001167	225.1651	-444.3301	-1	2.271943758	TRUE	-1	1.88E-05	0.108253		
ENSDARG00000001313	Linear		368848	g2e3	1.53804	0.9589	3.83845	0.411	246.056806	-486.113612	1	1.603962874	TRUE	6.41E-06	9.37E-07			
ENSDARG00000001354	Linear		561024	slc6a22.2	2.14967	1.1937	10.6527	0.004434	236.671888	-467.343776	-1	1.800846109	TRUE	1.15E-05	-1.10E-06			
ENSDARG00000001463	Hill		556781	tdh2	4.91E-04	4.91E-04	4.91E-04	0.005877	216.620586	-425.241171	-1	1.000164925	0	3.42E-05	-1.38E-05	1.00015	2.22E-04	TRUE
ENSDARG00000001559	Hill		565460	csmd2	1.38E-04	1.38E-04	5.00E-04	0.04014	241.807253	-473.614506	-1	1.000021753	0	1.38E-05	-4.29E-06	1.75526	1.66E-04	TRUE
ENSDARG00000001817	Hill				2.85E-04	2.85E-04	2.85E-04	0.1337	286.006099	-562.012197	-1	1.000003505	0	1.05E-06	-3.12E-07	1.00013	1.80E-04	TRUE
ENSDARG00000001818	Exp 2		566347	c3b.2	1.18191	0.564789	3.59059	8.63E-04	217.783	-429.5659	-1	2.092657612	TRUE	-1	2.43E-05	0.257322		
ENSDARG00000001825	Linear		568701	cfap43	1.01836	0.702366	1.82309	0.02042	275.330427	-544.660854	1	1.44989934	TRUE	1.47E-06	3.03E-07			
