.id,chemical,median_POD,POD_med,cil_POD,mean_POD,ciu_POD,hit_confidence,lowest_conc,highest_conc
fitted_affected_rate_pos_dir,1-Decanol,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,1-Octanol,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,17betaestradiol,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,24-DMP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,24-DNP,1.2388495179660086,1.2746387550619764,1.1242019339994476,1.4011488869923732,2.366074393390097,1,0.001,10.0000000
fitted_affected_rate_pos_dir,34-DCA,0.2756713339938941,0.40094768177381596,0.13001970481137112,0.33788359665092593,0.6772595368352152,1,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,4-TPP,0.3636690125398082,0.3636690125398082,0.14305320168658367,0.3365917563049698,0.6296519899282158,1,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,4C3MP,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,Aniline,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,BPA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,BPAF,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Clofibric-acid,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,DES,6.843923184507573e-4,0.03298564559241087,5.899790343412985e-5,0.0011700387808734189,0.0594567558550522,0.58,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,DMSO,10,10,10,10,10,0,0.001,10.0000000
fitted_affected_rate_pos_dir,EE2,1.4678782062368446e-4,0.001,1.2372584888195053e-4,3.346834491324637e-4,0.001,0.14,1e-7,0.0010000
fitted_affected_rate_pos_dir,Fadrozole,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Fenitrothione,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Fluoxetine,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,Flutamide,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Glyphosate,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Malathion,1,1,0.551555418346829,0.8215704995934753,1,0.16,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,NN-Dimethylformamide,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
fitted_affected_rate_pos_dir,Prochloraz,0.9990158021574365,1,0.11072113420270255,0.5930731528872926,1,0.16,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,SDS,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
fitted_affected_rate_pos_dir,TGSH,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
fitted_affected_rate_pos_dir,Trenbolone,0.0019519559724921647,0.09999999999999999,0.001139742467391579,0.005538628606327486,0.05099714452913331,0.12,9.999999999999999e-6,0.1000000
fitted_affected_rate_pos_dir,Vinclozolin,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
