.id,chemical,median_POD,POD_med,cil_POD,mean_POD,ciu_POD,hit_confidence,lowest_conc,highest_conc
fitted_affected_rate_pos_dir,1-Decanol,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,1-Octanol,10,10,10,10,10,0,0.001,10
fitted_affected_rate_pos_dir,17betaestradiol,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
fitted_affected_rate_pos_dir,24-DMP,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,24-DNP,1.95311387561058,1.96586928148303,1.66944342447442,2.03226291728421,2.33188106269694,1,0.001,10
fitted_affected_rate_pos_dir,34-DCA,0.0556740254556998,0.0604528017268745,0.0146192530301522,0.0511590144186648,0.111045118896565,1,0.0001,1
fitted_affected_rate_pos_dir,4-TPP,0.291380128537364,0.294218106637389,0.152546003400817,0.271554452118854,0.587398991582382,0.9,0.0001,1
fitted_affected_rate_pos_dir,4C3MP,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,4TOP,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
fitted_affected_rate_pos_dir,Aniline,10,10,10,10,10,0,0.001,10
fitted_affected_rate_pos_dir,BPA,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,BPAF,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,Clofibric-acid,10,10,10,10,10,0,0.001,10
fitted_affected_rate_pos_dir,DES,0.00112573514031441,0.0021247983855074,0.00011433641987261,0.00244116066664897,0.183618732764367,0.8,0.01,100
fitted_affected_rate_pos_dir,DMSO,10,10,10,10,10,0,0.001,10
fitted_affected_rate_pos_dir,EE2,0.000131661729067339,0.001,2.87517306340704E-05,8.08944018961992E-05,0.000161843098907741,0.3,0.0000001,0.001
fitted_affected_rate_pos_dir,Fadrozole,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,Fenitrothione,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,Fluoxetine,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
fitted_affected_rate_pos_dir,Flutamide,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,Glyphosate,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,Malathion,0.324183485352406,1,0.324183485352406,0.324183485352406,0.324183485352406,0.1,0.0001,1
fitted_affected_rate_pos_dir,NN-Dimethylformamide,1000,1000,1000,1000,1000,0,0.1,1000
fitted_affected_rate_pos_dir,Prochloraz,1,1,1,1,1,0,0.0001,1
fitted_affected_rate_pos_dir,SDS,0.1,0.1,0.1,0.1,0.1,0,0.00001,0.1
fitted_affected_rate_pos_dir,TEG,1000,1000,1000,1000,1000,0,0.1,1000
fitted_affected_rate_pos_dir,TGSH,1000,1000,1000,1000,1000,0,0.1,1000
fitted_affected_rate_pos_dir,Trenbolone,5.91972079597551E-05,6.1510315008717E-05,3.10917938975783E-05,7.42627170563952E-05,0.000301868626539107,1,0.00001,0.1
fitted_affected_rate_pos_dir,Vinclozolin,1,1,1,1,1,0,0.0001,1
