Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000058463	Linear		573619	ndufab1a	797.324	327.486	1941.23	0.219924824	-34.2789064	74.5578128	1	2.434681177	TRUE	8.8701	0.00510836			
ENSDARG00000037259	Linear		393781	ndufb6	961.258	334.467	2762.66	0.043630998	-37.2265064	80.4530128	1	2.873999528	TRUE	8.93441	0.00499106			
ENSDARG00000075211	Hill		569471	chd7	0.0854962	1.08E-07	67430.2	0.986916395	-41.3598064	92.7196128	-1	788688.5049	0	16.2063	-12.1069	10.0625	0.0855449	TRUE
ENSDARG00000011998	Hill		494090	bfsp2	11.8419	2.23E-06	6.29E+07	0.464960724	-29.0032064	68.0064128	-1	5312889.766	0	7.758	-4.38877	11.5702	11.0404	TRUE
ENSDARG00000056008	Exp 5		406301	atp5mc1	6.2522	0.0767464	509.339	0.996030691	-53.9562064	117.9124128	1	81.46571044	TRUE	42.1926	0.0548147	1.650441784	0.500858	
ENSDARG00000101043	Linear		449936	ppl	1687.03	276.761	10283.4	0.001016787	-41.0500064	88.1000128	1	6.095620409	TRUE	17.1539	0.00351693			
ENSDARG00000016889	Hill		393974	eif3g	31.4812	1.19E-44	8.31E+46	0.399960448	-37.7616064	85.5232128	1	2.64E+45	0	12.1811	6.73553	18	29.7569	TRUE
ENSDARG00000113599	Hill				89.2266	0.205676	38708.5	0.893080431	-67.5242064	145.0484128	1	433.8211556	0	54.6314	90.1942	11.4363	96.6444	TRUE
ENSDARG00000115405	Linear		793447	hbbe1.2	432.901	253.739	738.565	0.20790852	-66.6580064	139.3160128	1	1.706087752	TRUE	49.7708	0.0568532			
ENSDARG00000079305	Linear		30601	hbae3	573.02	294.433	1115.2	0.006712291	-57.5054064	121.0108128	1	1.946181304	TRUE	35.6349	0.0258312			
ENSDARG00000024433	Hill		337731	pvalb4	28.5338	4.62368	176.089	0.979151094	-65.7408064	141.4816128	1	6.171231573	0	107.986	69.1801	1.23279	49.2076	TRUE
ENSDARG00000042469	Hill		556538	ndufa12	9.4405	0.655554	135.951	0.985559392	-24.2482064	58.4964128	1	14.40079688	0	8.17374	6.11882	11.8086	9.83562	TRUE
ENSDARG00000089382	Hill		100037361	zgc:158463	8.84583	0.170791	458.155	0.652311039	-146.6661064	303.3322128	-1	51.79330293	0	11265.7	-4876.65	11.4899	9.06567	TRUE
ENSDARG00000007836	Linear		321453	ctsla	1034.44	334.659	3197.47	0.053629958	-45.3792064	96.7584128	1	3.091026986	TRUE	14.2139	0.00729514			
ENSDARG00000052304	Linear		393793	uqcrc1	3417.78	91.095	128231	0.026756368	-37.4470064	80.8940128	1	37.51885394	TRUE	11.3286	0.00142105			
ENSDARG00000015862	Linear		415196	rpl5b	765.859	325.348	1802.81	0.079552193	-86.0801064	178.1602128	-1	2.353968674	TRUE	192.692	-0.0945374			
ENSDARG00000022438	Linear		335774	cox6a1	545.352	287.711	1033.7	0.00636718	-43.1580064	92.3160128	1	1.8954854	TRUE	16.6872	0.0122312			
ENSDARG00000009212	Linear		336612	ppiaa	1336.48	316.693	5640.08	0.002648655	-62.7040064	131.4080128	1	4.220112222	TRUE	82.3416	0.0147836			
ENSDARG00000004757	Linear		795398	ybx1	1310.42	318.706	5388	0.017350672	-63.8191064	133.6382128	1	4.111689143	TRUE	79.3782	0.0160412			
ENSDARG00000039576	Hill		324309	fstl1b	3.19426	7.50E-56	1.36E+56	0.058994816	-40.8920064	91.7840128	1	4.26E+55	0	7.80083	8.03623	18	3.02096	TRUE
ENSDARG00000090389	Hill				0.0694634	1.89E-12	2.55E+09	0.99622926	-32.9269064	75.8538128	1	3.68E+10	0	5.93051	9.28694	8.42117	0.0726442	TRUE
ENSDARG00000014196	Linear		336165	myl1	777.365	326.391	1851.45	0.172472054	-66.0720064	138.1440128	1	2.381698638	TRUE	76.5651	0.0306464			
ENSDARG00000019260	Hill		322529	dhrs9	1.09535	0.0112515	106.634	0.501105225	-32.6590064	75.3180128	-1	97.35146425	0	10.4988	-5.3433	16.942	1.04289	TRUE
ENSDARG00000043493	Linear		323579	cltca	3853.43	64.5253	230126	1.57E-04	-23.9563064	53.9126128	-1	59.71967585	TRUE	5.4639	-5.96E-04			
ENSDARG00000054155	Hill		30678	pcna	9.99453	8.46305	11.8031	0.292158133	-28.6703064	67.3406128	1	1.180960765	0	6.03245	5.41773	15.3646	9.86348	TRUE
ENSDARG00000061436	Exp 5		567771	col6a2	8.42385	2.70178	26.2647	0.294603673	-30.1914064	70.3828128	1	3.117888947	TRUE	10.5323	0.1	1.555481276	1.23485	
ENSDARG00000013623	Linear		322126	vdac2	712.512	319.762	1587.66	0.055409241	-47.6517064	101.3034128	1	2.228257266	TRUE	27.9571	0.0120165			
ENSDARG00000020890	Linear		30441	tmod4	2031.15	230.949	17863.5	9.72E-04	-39.6271064	85.2542128	1	8.794798852	TRUE	9.90422	0.00269906			
ENSDARG00000036239	Linear		266799	gatm	408.814	244.841	682.602	0.170731177	-34.8270064	75.6540128	1	1.669712181	TRUE	10.2124	0.010271			
ENSDARG00000024492	Linear		321212	col9a2	2464.77	178.573	34020.3	0.017072937	-41.2477064	88.4954128	1	13.80259054	TRUE	17.301	0.00243377			
ENSDARG00000099200	Hill		641325	zgc:123103	10.0462	7.57456	13.3243	0.185952765	-38.0837064	86.1674128	1	1.326308063	0	16.3848	11.3692	17.9993	10.1758	TRUE
ENSDARG00000032126	Linear		100330746	scg5	1599.77	286.304	8938.96	7.26E-05	-30.4913064	66.9826128	-1	5.587662065	TRUE	7.90783	-0.00206288			
ENSDARG00000044566	Linear		415166	fabp6	412.941	246.554	691.615	0.138065557	-52.7609064	111.5218128	1	1.674850134	TRUE	48.8025	0.0275392			
ENSDARG00000071670	Hill		768290	tma7	3.12845	1.19E-45	8.25E+45	0.7735706	-37.8404064	85.6808128	1	2.64E+45	0	10.3125	8.15638	18	3.05264	TRUE
ENSDARG00000034705	Hill		402807	pvalb7	90.262	2.53E-04	3.22E+07	0.703007738	-32.0726064	74.1452128	1	356951.6232	0	6.92032	11.2309	11.7189	96.2275	TRUE
ENSDARG00000001754	Linear		58013	noc2l	782.504	326.76	1873.89	0.14372521	-21.7453064	49.4906128	-1	2.394736198	TRUE	4.06155	-0.00259433			
ENSDARG00000031720	Exp 5		777737	clstn1	1.02865	2.21E-04	4782.68	0.999059106	-35.6270064	81.2540128	-1	4649.496698	TRUE	13.3093	0.00450909	4.54E-05	0.17041	
ENSDARG00000088091	Exp 5		799355	pfn1	0.715545	1.72E-04	2980.92	0.851519832	-55.4023064	120.8046128	1	4165.93406	TRUE	20.555	0.1	2.650697996	0.269523	
ENSDARG00000087303	Linear		140817	cebpd	609.432	302.66	1227.14	0.029264307	-36.6360064	79.2720128	1	2.013586202	TRUE	10.2914	0.00761835			
ENSDARG00000078785	Linear		393742	tmem258	1243.47	325.519	4750.02	0.048427443	-37.2732064	80.5464128	1	3.819961354	TRUE	9.23303	0.00386835			
ENSDARG00000005485	Exp 5		405870	ucmab	0.0506404	1.27E-08	201559	0.931814637	-25.1064064	60.2128128	-1	3980193.506	TRUE	13.0131	3.77E-07	4.54E-05	0.0882641	
ENSDARG00000082753	Exp 5				0.188761	1.80E-04	197.715	0.500474297	-96.0011064	202.0022128	-1	1047.43276	TRUE	754.393	0.1	0.533307552	0.20601	
ENSDARG00000080337	Hill				26.2445	3.52023	195.661	0.981281723	-150.6631064	311.3262128	-1	7.455336725	0	14965.6	-6368.3	1.13831	35.9876	TRUE
