Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000013802	Linear		492509	pcid2	605.78	302.272	1214.03	0.034536916	-25.8194064	57.6388128	1	2.004089032	TRUE	7.90028	0.00420239			
ENSDARG00000007739	Exp 5		64613	atp1a1a.2	23.8347	0.363027	1564.88	0.824266203	-40.4376064	90.8752128	1	65.65544712	TRUE	13.9472	0.0288083	2.185787116	2.27105	
ENSDARG00000033928	Linear		406656	ndfip2	634.528	307.319	1310.12	0.177221273	-39.5379064	85.0758128	-1	2.064721023	TRUE	32.2121	-0.00859711			
ENSDARG00000013741	Exp 5		494154	lancl1	1.49766	0.0378729	59.2244	0.873947541	-20.5611064	51.1222128	-1	39.54437078	TRUE	10.052	0.1	0.500772186	0.390897	
ENSDARG00000100166	Exp 5		100148061	si:dkeyp-9d4.3	6.50472	1.979	21.3802	0.003996582	-32.2022064	74.4044128	-1	3.286872158	TRUE	17.9055	0.1	0.548771574	1.20194	
ENSDARG00000091916	Linear		791210	ugt5b4	619.471	304.272	1261.19	0.123373869	-31.3143064	68.6286128	1	2.035911947	TRUE	8.20479	0.00557656			
ENSDARG00000008637	Linear		406207	mttp	22235.5	13.6265	3.63E+07	1.67E-04	-52.5753064	111.1506128	-1	1631.783657	TRUE	39.1764	-5.06E-04			
ENSDARG00000012903	Linear		58148	slc34a2a	6958.09	4.44689	1.09E+07	5.95E-04	-39.0397064	84.0794128	-1	1564.709269	TRUE	9.48946	-7.63E-04			
ENSDARG00000078854	Linear		553582	tusc3	600.619	300.645	1199.9	0.003320219	-28.5663064	63.1326128	-1	1.997768132	TRUE	18.2606	-0.00493727			
ENSDARG00000027355	Hill		327067	slc25a4	8.82564	0.0734828	1060	0.260507191	-68.9428064	147.8856128	1	120.1048409	0	223.333	90.3905	15.0737	9.30927	TRUE
ENSDARG00000056381	Linear		337459	cfap97	1096.8	334.245	3599.08	3.50E-04	-20.4566064	46.9132128	-1	3.281425302	TRUE	3.14933	-0.00172302			
ENSDARG00000015495	Hill		117603	klf3	9.17808	0.0368133	2288.23	0.998182553	-41.7951064	93.5902128	1	249.3142424	0	18.3297	18.1572	11.083	9.74188	TRUE
ENSDARG00000056151	Linear		437022	tyrp1b	252.122	171.938	369.702	0.015206978	-58.9780064	123.9560128	1	1.466354151	TRUE	122.967	0.0637134			
ENSDARG00000019986	Exp 5		402985	grhprb	37.0722	0.573763	2395.33	0.053720781	-49.0581064	108.1162128	1	64.61239222	TRUE	39.2495	0.0290655	1.34123925	2.16071	
ENSDARG00000055874	Exp 5		407979	cpe	38.8775	4.98595	303.144	0.968026866	-66.5701064	143.1402128	-1	7.797410724	TRUE	178.992	0.0151806	0.623919453	1.50461	
ENSDARG00000094202	Hill		101882260	ct583646.2	9.96964	7.37097	13.4845	0.990037318	-30.1910064	70.3820128	1	1.352554684	0	9.73927	6.92577	12.2483	10.0725	TRUE
ENSDARG00000022845	Linear		393528	lias	446.847	259.828	768.48	0.123213367	-19.3005064	44.6010128	1	1.719780008	TRUE	5.8562	0.00396612			
ENSDARG00000013505	Linear		30100	ube2kb	11679.9	0.0495232	2.75E+09	1.48E-04	-36.1231064	78.2462128	1	235847.0373	TRUE	18.7172	3.86E-04			
ENSDARG00000070055	Linear		100003895	arfip1	462.43	263.851	810.463	0.005061318	-29.6088064	65.2176128	1	1.752617955	TRUE	7.33056	0.00679505			
ENSDARG00000037276	Linear		565974	map9	847.672	331.585	2167.01	0.006474604	-20.1266064	46.2532128	-1	2.556424446	TRUE	5.36711	-0.00218891			
ENSDARG00000077157	Linear		100006620	synpo2b	476.453	267.952	847.194	0.012453453	-27.1223064	60.2446128	1	1.778128172	TRUE	7.8271	0.00574414			
ENSDARG00000021702	Exp 5		406261	pdcd4a	5.9071	0.74781	46.6613	0.598879624	-41.4229064	92.8458128	1	7.899198994	TRUE	29.9013	0.1	1.383330504	0.54199	
ENSDARG00000101474	Hill		394090	snapc3	3.26135	1.11E-30	9.61E+30	0.005252397	-20.1100064	50.2200128	-1	2.95E+30	0	9.8695	-3.01609	18	3.17786	TRUE
ENSDARG00000053466	Hill		550526	timmdc1	31.141	2.07E-47	4.67E+49	0.650322276	-32.4924064	74.9848128	1	1.50E+48	0	8.84922	7.8382	18	31.3458	TRUE
ENSDARG00000002190	Hill		405840	chmp2bb	43.9542	5.92705	325.959	0.250866683	-33.3393064	76.6786128	1	7.415864553	0	29.1027	10.7044	1	78.5028	TRUE
ENSDARG00000074860	Exp 5		100005589	slc5a7a	1.18527	0.00223557	628.411	0.910750344	-32.2682064	74.5364128	-1	530.1869322	TRUE	18.7772	0.018105	0.373601335	0.258384	
ENSDARG00000069737	Hill		402816	pou4f2	0.946728	0.0209118	42.8608	0.697765652	-38.1300064	86.2600128	-1	45.27242992	0	29.6474	-11.3003	11.9594	0.963913	TRUE
ENSDARG00000034093	Hill		572548	dclk2a	9.77699	1.93055	49.5143	0.229980687	-24.6508064	59.3016128	-1	5.064354718	0	8.18996	-3.36423	17.9376	9.30312	TRUE
ENSDARG00000004621	Exp 5		407734	gpm6ab	1.55547	0.0432842	55.898	0.977338492	-74.0569064	158.1138128	-1	35.93620767	TRUE	326.369	0.0443481	0.614918832	0.392498	
ENSDARG00000117707	Linear				1289.47	319.953	5196.8	0.002156283	-29.5889064	65.1778128	-1	4.030185684	TRUE	8.00338	-0.00243415			
ENSDARG00000024785	Linear		567500	ctnna2	4817.13	28.9343	801981	5.01E-07	-43.2299064	92.4598128	-1	166.4851059	TRUE	23.5302	-0.00139025			
ENSDARG00000052713	Exp 5		570385	lrrtm1	1.47934	0.0956649	22.8761	0.91559456	-32.6816064	75.3632128	-1	15.46376989	TRUE	22.5921	0.1	0.46306215	0.524412	
ENSDARG00000052696	Exp 5		550507	bdh2	6.89012	0.575087	82.5505	0.578820519	-28.8684064	67.7368128	1	11.98100461	TRUE	5.50916	0.077235	2.214666881	0.812424	
ENSDARG00000078233	Exp 5		556726	ctnnd1	8.33764	0.226365	307.098	0.471366391	-37.0014064	84.0028128	1	36.83272591	TRUE	26.8077	0.0505359	1.442197511	0.778351	
ENSDARG00000014803	Hill		449792	cryba1l2	1.15964	0.302861	4.4402	0.358055547	-37.6866064	85.3732128	-1	3.828951235	0	26.4137	-10.4701	2.27729	1.22226	TRUE
ENSDARG00000037748	Linear		100009631	slc43a1b	620.065	304.482	1262.74	0.014485334	-32.6290064	71.2580128	1	2.036458641	TRUE	13.8571	0.00599336			
ENSDARG00000030972	Linear		323922	dnaja1	1360.27	318.018	5818.32	0.013649685	-21.9293064	49.8586128	-1	4.277336503	TRUE	6.02284	-0.00150774			
ENSDARG00000006588	Linear		550501	zgc:111983	715.277	319.71	1600.26	0.017731698	-58.3419064	122.6838128	1	2.237268149	TRUE	45.6079	0.0216782			
ENSDARG00000069619	Exp 5		558977	atf7ip	0.0234193	3.63E-13	1.51E+09	0.005895894	-41.9211064	93.8422128	-1	6.46E+10	TRUE	55.6545	0.1	0.759728611	0.0771284	
ENSDARG00000052624	Linear		407615	spryd7a	1643.52	286.139	9440.02	0.008423691	-26.0984064	58.1968128	-1	5.743781868	TRUE	6.91161	-0.00157314			
ENSDARG00000015559	Hill		325423	fstl1a	10.1474	3.53477	29.1305	0.966312951	-24.8808064	59.7616128	1	2.870738407	0	5.91483	5.59398	11.8816	10.384	TRUE
ENSDARG00000018325	Linear		641491	taf5	408.625	245.191	680.996	0.851283976	-19.5110064	45.0220128	1	1.666557908	TRUE	6.91177	0.00438814			
ENSDARG00000069415	Hill		557257	col17a1a	8.01832	1.14202	56.2979	0.441204449	-43.1676064	96.3352128	1	7.021173009	0	36.3505	19.3738	1	15.2584	TRUE
ENSDARG00000010655	Linear		503713	ppm1k	596.001	299.656	1185.41	0.287842192	-36.2422064	78.4844128	-1	1.988950663	TRUE	24.5001	-0.00762146			
ENSDARG00000043587	Exp 5		550398	srd5a2a	10.4639	0.208668	524.727	0.098563591	-33.0760064	76.1520128	1	50.1461652	TRUE	7.54356	0.0676115	1.954034091	0.817251	
ENSDARG00000039424	Hill		402896	snrpb2	8.52231	4.09E-07	1.78E+08	0.725005877	-28.0869064	66.1738128	1	2.08E+07	0	12.0512	6.80107	10.9369	8.76257	TRUE
ENSDARG00000023151	Linear		83908	ucp1	551.919	289.411	1052.53	0.003231606	-76.9293064	159.8586128	-1	1.907042234	TRUE	194.71	-0.0789017			
ENSDARG00000012341	Hill		445107	capn9	0.930279	0.00452351	191.316	0.323702647	-25.6398064	61.2796128	1	205.6542375	0	3.54236	5.71232	14.1067	0.945985	TRUE
ENSDARG00000036295	Hill		550228	golga7ba	2.9432	0.280865	30.842	0.564251374	-48.9604064	107.9208128	-1	10.47905577	0	51.4378	-21.963	1	4.07728	TRUE
ENSDARG00000052035	Linear		567911	nxnl1	673.559	313.557	1446.89	0.005433669	-27.7905064	61.5810128	-1	2.148122989	TRUE	8.62826	-0.00421688			
ENSDARG00000052039	Hill		259303	caspb	0.89	1.07E-07	7368500	0.76449266	-42.8319064	95.6638128	1	8279223.8	0	23.692	22.4937	12.0029	0.95846	TRUE
ENSDARG00000040045	Linear				344.268	218.376	542.736	0.276370111	-28.3339064	62.6678128	1	1.576491922	TRUE	5.50211	0.00850317			
ENSDARG00000078694	Linear		100331906	phlpp1	821.036	331.701	2032.25	0.080848566	-23.9904064	53.9808128	1	2.475229197	TRUE	6.516	0.00280104			
ENSDARG00000097118	Linear		100537295	cu693494.2	759.534	324.729	1776.53	0.142087877	-71.8942064	149.7884128	1	2.33897804	TRUE	57.2276	0.0433442			
ENSDARG00000070284	Linear		407688	sft2d3	434.46	254.869	740.596	0.390024479	-17.1485064	40.2970128	1	1.704640423	TRUE	3.30728	0.00361954			
ENSDARG00000003382	Exp 5		406771	cwc25	1.46933	0.0231869	93.1103	0.817332833	-34.5060064	79.0120128	-1	63.36897127	TRUE	30.2305	0.1	0.629369345	0.405959	
ENSDARG00000012194	Linear		393839	scp2a	2490.05	175.314	35367	3.19E-04	-65.4729064	136.9458128	-1	14.20337223	TRUE	82.3566	-0.00925427			
ENSDARG00000022213	Hill		327057	uck2b	7.21586	0.276768	188.131	0.500775989	-22.6410064	55.2820128	-1	26.07187247	0	10.3548	-3.60495	1	4.97583	TRUE
ENSDARG00000031548	Hill		30313	ephb3a	7.90835	3.51E-04	177943	0.811481096	-36.1129064	82.2258128	-1	22500.59037	0	30.2278	-12.151	11.3543	8.28425	TRUE
ENSDARG00000009922	Linear		142987	dmbx1a	1672.18	277.835	10064.2	0.003192215	-29.1756064	64.3512128	-1	6.018608167	TRUE	8.23132	-0.00183444			
ENSDARG00000039203	Linear		553588	mff	476.364	268.629	844.744	0.314156646	-29.7555064	65.5110128	-1	1.773315614	TRUE	11.6954	-0.00665027			
ENSDARG00000079665	Linear		568637	gpr158b	701.529	317.343	1550.82	0.099789498	-29.7627064	65.5254128	-1	2.21063329	TRUE	10.4104	-0.00451759			
ENSDARG00000075560	Hill		568162	kmt2cb	0.928191	0.0342955	25.121	0.374969225	-50.6957064	111.3914128	-1	27.06451284	0	76.4763	-25.5877	11.9737	0.961413	TRUE
