"gene","genecount"
"ENSDARG00000099104",207
"ENSDARG00000102407",9
"ENSDARG00000102097",4
"ENSDARG00000099319",0
"ENSDARG00000099640",3
"ENSDARG00000104071",6
"ENSDARG00000102746",1
"ENSDARG00000103929",13
"ENSDARG00000101073",0
"ENSDARG00000100223",41
"ENSDARG00000096573",0
"ENSDARG00000100782",11
"ENSDARG00000034862",10
"ENSDARG00000075827",0
"ENSDARG00000088581",69
"ENSDARG00000076900",2
"ENSDARG00000013802",5
"ENSDARG00000096578",22
"ENSDARG00000109848",0
"ENSDARG00000100181",3
"ENSDARG00000029936",17
"ENSDARG00000041589",3
"ENSDARG00000041592",7
"ENSDARG00000075108",0
"ENSDARG00000016304",10
"ENSDARG00000058803",11
"ENSDARG00000063385",54
"ENSDARG00000007804",1
"ENSDARG00000068261",23
"ENSDARG00000063371",20
"ENSDARG00000078751",23
"ENSDARG00000078878",7
"ENSDARG00000016343",8
"ENSDARG00000023678",16
"ENSDARG00000011299",23
"ENSDARG00000041575",1
"ENSDARG00000058962",4
"ENSDARG00000089799",0
"ENSDARG00000075325",24
"ENSDARG00000041570",9
"ENSDARG00000113329",1
"ENSDARG00000081781",0
"ENSDARG00000058996",0
"ENSDARG00000014313",28
"ENSDARG00000104279",450
"ENSDARG00000103783",21
"ENSDARG00000103519",1
"ENSDARG00000100307",1
"ENSDARG00000101089",7
"ENSDARG00000115421",18
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",1
"ENSDARG00000080051",0
"ENSDARG00000067781",0
"ENSDARG00000099108",1
"ENSDARG00000001870",797
"ENSDARG00000002791",545
"ENSDARG00000007739",36
"ENSDARG00000039131",69
"ENSDARG00000040252",17
"ENSDARG00000089477",36
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",19
"ENSDARG00000010376",0
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",116
"ENSDARG00000040246",0
"ENSDARG00000040245",177
"ENSDARG00000082290",0
"ENSDARG00000074381",120
"ENSDARG00000095179",0
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",19
"ENSDARG00000070581",0
"ENSDARG00000096559",0
"ENSDARG00000103156",27
"ENSDARG00000103647",6
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",41
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",58
"ENSDARG00000033928",97
"ENSDARG00000031164",61
"ENSDARG00000037777",8
"ENSDARG00000016706",15
"ENSDARG00000030350",5
"ENSDARG00000006526",555
"ENSDARG00000077688",1
"ENSDARG00000096546",85
"ENSDARG00000092671",18
"ENSDARG00000113935",0
"ENSDARG00000063297",9
"ENSDARG00000027078",54
"ENSDARG00000017537",0
"ENSDARG00000063270",12
"ENSDARG00000018008",0
"ENSDARG00000074031",8
"ENSDARG00000043247",13
"ENSDARG00000113848",3
"ENSDARG00000063253",7
"ENSDARG00000073857",4
"ENSDARG00000107682",0
"ENSDARG00000070558",7
"ENSDARG00000025754",4
"ENSDARG00000096530",0
"ENSDARG00000116636",0
"ENSDARG00000063207",2
"ENSDARG00000095087",0
"ENSDARG00000096610",0
"ENSDARG00000117465",0
"ENSDARG00000102217",0
"ENSDARG00000090408",13
"ENSDARG00000013741",11
"ENSDARG00000017441",2916
"ENSDARG00000037713",11
"ENSDARG00000021688",0
"ENSDARG00000004953",0
"ENSDARG00000074050",0
"ENSDARG00000018319",30
"ENSDARG00000098730",4
"ENSDARG00000096630",0
"ENSDARG00000117359",0
"ENSDARG00000106375",0
"ENSDARG00000079779",2
"ENSDARG00000089090",0
"ENSDARG00000109652",0
"ENSDARG00000115102",0
"ENSDARG00000115288",0
"ENSDARG00000093857",0
"ENSDARG00000095309",0
"ENSDARG00000095673",0
"ENSDARG00000099359",3
"ENSDARG00000092361",9
"ENSDARG00000103767",0
"ENSDARG00000075791",0
"ENSDARG00000107486",0
"ENSDARG00000029720",0
"ENSDARG00000100166",48
"ENSDARG00000074212",0
"ENSDARG00000062929",31
"ENSDARG00000022668",0
"ENSDARG00000099708",6
"ENSDARG00000025034",22
"ENSDARG00000078474",2
"ENSDARG00000096583",0
"ENSDARG00000063003",24
"ENSDARG00000002377",0
"ENSDARG00000015803",0
"ENSDARG00000037739",8
"ENSDARG00000076176",9
"ENSDARG00000096526",0
"ENSDARG00000113858",13
"ENSDARG00000096599",0
"ENSDARG00000100771",0
"ENSDARG00000079873",0
"ENSDARG00000079332",0
"ENSDARG00000007443",1
"ENSDARG00000037746",856
"ENSDARG00000037747",14
"ENSDARG00000079361",1
"ENSDARG00000012458",39
"ENSDARG00000070543",7
"ENSDARG00000094298",0
"ENSDARG00000089873",0
"ENSDARG00000093438",8
"ENSDARG00000094206",0
"ENSDARG00000037758",0
"ENSDARG00000008723",45
"ENSDARG00000110570",0
"ENSDARG00000058460",0
"ENSDARG00000088975",15
"ENSDARG00000100949",0
"ENSDARG00000093053",0
"ENSDARG00000058463",115
"ENSDARG00000076716",0
"ENSDARG00000058464",0
"ENSDARG00000058471",34
"ENSDARG00000096584",0
"ENSDARG00000058475",29
"ENSDARG00000080404",0
"ENSDARG00000058480",14
"ENSDARG00000024740",0
"ENSDARG00000101597",2
"ENSDARG00000058445",4
"ENSDARG00000063169",3
"ENSDARG00000092791",0
"ENSDARG00000037760",8
"ENSDARG00000117314",0
"ENSDARG00000017834",10
"ENSDARG00000074282",18
"ENSDARG00000074372",24
"ENSDARG00000104203",0
"ENSDARG00000101495",23
"ENSDARG00000091916",75
"ENSDARG00000099276",9
"ENSDARG00000104995",7
"ENSDARG00000033852",26
"ENSDARG00000037654",18
"ENSDARG00000037652",10
"ENSDARG00000037646",6
"ENSDARG00000032795",20
"ENSDARG00000018263",108
"ENSDARG00000077542",0
"ENSDARG00000070490",0
"ENSDARG00000015678",0
"ENSDARG00000079043",0
"ENSDARG00000076174",21
"ENSDARG00000037647",2
"ENSDARG00000008969",104
"ENSDARG00000020741",151
"ENSDARG00000104660",26
"ENSDARG00000096594",0
"ENSDARG00000077652",14
"ENSDARG00000079452",0
"ENSDARG00000089943",1
"ENSDARG00000096536",0
"ENSDARG00000077533",61
"ENSDARG00000030563",7
"ENSDARG00000026387",2
"ENSDARG00000070495",0
"ENSDARG00000084766",0
"ENSDARG00000034785",3
"ENSDARG00000070512",28
"ENSDARG00000070504",0
"ENSDARG00000062057",0
"ENSDARG00000067992",0
"ENSDARG00000103508",0
"ENSDARG00000070502",0
"ENSDARG00000037679",14
"ENSDARG00000076833",58
"ENSDARG00000012297",13
"ENSDARG00000087107",1
"ENSDARG00000099342",0
"ENSDARG00000008487",322
"ENSDARG00000084839",0
"ENSDARG00000100507",0
"ENSDARG00000070239",29
"ENSDARG00000074379",2
"ENSDARG00000062854",22
"ENSDARG00000112849",0
"ENSDARG00000113410",0
"ENSDARG00000092242",0
"ENSDARG00000092200",0
"ENSDARG00000093636",0
"ENSDARG00000095482",1
"ENSDARG00000094981",0
"ENSDARG00000037619",0
"ENSDARG00000062585",3
"ENSDARG00000074213",1
"ENSDARG00000062606",8
"ENSDARG00000077198",0
"ENSDARG00000007678",61
"ENSDARG00000089930",8
"ENSDARG00000078057",10
"ENSDARG00000070448",67
"ENSDARG00000070449",41
"ENSDARG00000042988",38
"ENSDARG00000096506",0
"ENSDARG00000070452",10
"ENSDARG00000070454",20
"ENSDARG00000096515",0
"ENSDARG00000038114",3
"ENSDARG00000008637",160
"ENSDARG00000091609",7
"ENSDARG00000002634",1
"ENSDARG00000062467",3
"ENSDARG00000032808",1
"ENSDARG00000078318",5
"ENSDARG00000018997",22
"ENSDARG00000099771",5
"ENSDARG00000045620",58
"ENSDARG00000045618",67
"ENSDARG00000057248",7
"ENSDARG00000017985",29
"ENSDARG00000113585",0
"ENSDARG00000106508",0
"ENSDARG00000117227",0
"ENSDARG00000104707",0
"ENSDARG00000102049",0
