"gene","genecount"
"ENSDARG00000099104",170
"ENSDARG00000102407",0
"ENSDARG00000102097",0
"ENSDARG00000099319",0
"ENSDARG00000099640",12
"ENSDARG00000104071",6
"ENSDARG00000102746",3
"ENSDARG00000103929",9
"ENSDARG00000101073",0
"ENSDARG00000100223",78
"ENSDARG00000096573",0
"ENSDARG00000100782",3
"ENSDARG00000034862",0
"ENSDARG00000075827",7
"ENSDARG00000088581",34
"ENSDARG00000076900",1
"ENSDARG00000013802",4
"ENSDARG00000096578",23
"ENSDARG00000109848",0
"ENSDARG00000100181",0
"ENSDARG00000029936",18
"ENSDARG00000041589",0
"ENSDARG00000041592",11
"ENSDARG00000075108",0
"ENSDARG00000016304",0
"ENSDARG00000058803",4
"ENSDARG00000063385",9
"ENSDARG00000007804",6
"ENSDARG00000068261",3
"ENSDARG00000063371",1
"ENSDARG00000078751",42
"ENSDARG00000078878",0
"ENSDARG00000016343",1
"ENSDARG00000023678",10
"ENSDARG00000011299",7
"ENSDARG00000041575",8
"ENSDARG00000058962",7
"ENSDARG00000089799",0
"ENSDARG00000075325",16
"ENSDARG00000041570",12
"ENSDARG00000113329",0
"ENSDARG00000081781",0
"ENSDARG00000058996",0
"ENSDARG00000014313",9
"ENSDARG00000104279",282
"ENSDARG00000103783",28
"ENSDARG00000103519",14
"ENSDARG00000100307",0
"ENSDARG00000101089",5
"ENSDARG00000115421",1
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",0
"ENSDARG00000080051",0
"ENSDARG00000067781",0
"ENSDARG00000099108",2
"ENSDARG00000001870",662
"ENSDARG00000002791",366
"ENSDARG00000007739",65
"ENSDARG00000039131",73
"ENSDARG00000040252",27
"ENSDARG00000089477",7
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",3
"ENSDARG00000010376",0
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",84
"ENSDARG00000040246",0
"ENSDARG00000040245",111
"ENSDARG00000082290",0
"ENSDARG00000074381",92
"ENSDARG00000095179",0
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",0
"ENSDARG00000070581",0
"ENSDARG00000096559",0
"ENSDARG00000103156",1
"ENSDARG00000103647",0
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",19
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",42
"ENSDARG00000033928",44
"ENSDARG00000031164",62
"ENSDARG00000037777",8
"ENSDARG00000016706",11
"ENSDARG00000030350",0
"ENSDARG00000006526",585
"ENSDARG00000077688",1
"ENSDARG00000096546",74
"ENSDARG00000092671",7
"ENSDARG00000113935",0
"ENSDARG00000063297",0
"ENSDARG00000027078",54
"ENSDARG00000017537",0
"ENSDARG00000063270",18
"ENSDARG00000018008",0
"ENSDARG00000074031",1
"ENSDARG00000043247",6
"ENSDARG00000113848",6
"ENSDARG00000063253",4
"ENSDARG00000073857",10
"ENSDARG00000107682",0
"ENSDARG00000070558",4
"ENSDARG00000025754",5
"ENSDARG00000096530",0
"ENSDARG00000116636",0
"ENSDARG00000063207",0
"ENSDARG00000095087",0
"ENSDARG00000096610",0
"ENSDARG00000117465",0
"ENSDARG00000102217",0
"ENSDARG00000090408",9
"ENSDARG00000013741",7
"ENSDARG00000017441",1919
"ENSDARG00000037713",7
"ENSDARG00000021688",1
"ENSDARG00000004953",0
"ENSDARG00000074050",2
"ENSDARG00000018319",15
"ENSDARG00000098730",2
"ENSDARG00000096630",0
"ENSDARG00000117359",0
"ENSDARG00000106375",0
"ENSDARG00000079779",0
"ENSDARG00000089090",0
"ENSDARG00000109652",0
"ENSDARG00000115102",0
"ENSDARG00000115288",0
"ENSDARG00000093857",0
"ENSDARG00000095309",0
"ENSDARG00000095673",0
"ENSDARG00000099359",1
"ENSDARG00000092361",0
"ENSDARG00000103767",0
"ENSDARG00000075791",0
"ENSDARG00000107486",0
"ENSDARG00000029720",0
"ENSDARG00000100166",68
"ENSDARG00000074212",0
"ENSDARG00000062929",21
"ENSDARG00000022668",0
"ENSDARG00000099708",10
"ENSDARG00000025034",4
"ENSDARG00000078474",0
"ENSDARG00000096583",0
"ENSDARG00000063003",22
"ENSDARG00000002377",2
"ENSDARG00000015803",8
"ENSDARG00000037739",11
"ENSDARG00000076176",38
"ENSDARG00000096526",0
"ENSDARG00000113858",10
"ENSDARG00000096599",0
"ENSDARG00000100771",0
"ENSDARG00000079873",0
"ENSDARG00000079332",0
"ENSDARG00000007443",0
"ENSDARG00000037746",727
"ENSDARG00000037747",23
"ENSDARG00000079361",3
"ENSDARG00000012458",21
"ENSDARG00000070543",28
"ENSDARG00000094298",0
"ENSDARG00000089873",0
"ENSDARG00000093438",0
"ENSDARG00000094206",0
"ENSDARG00000037758",0
"ENSDARG00000008723",32
"ENSDARG00000110570",0
"ENSDARG00000058460",0
"ENSDARG00000088975",10
"ENSDARG00000100949",0
"ENSDARG00000093053",0
"ENSDARG00000058463",64
"ENSDARG00000076716",6
"ENSDARG00000058464",0
"ENSDARG00000058471",19
"ENSDARG00000096584",0
"ENSDARG00000058475",27
"ENSDARG00000080404",0
"ENSDARG00000058480",5
"ENSDARG00000024740",0
"ENSDARG00000101597",9
"ENSDARG00000058445",14
"ENSDARG00000063169",0
"ENSDARG00000092791",0
"ENSDARG00000037760",3
"ENSDARG00000117314",0
"ENSDARG00000017834",10
"ENSDARG00000074282",30
"ENSDARG00000074372",12
"ENSDARG00000104203",0
"ENSDARG00000101495",8
"ENSDARG00000091916",42
"ENSDARG00000099276",5
"ENSDARG00000104995",0
"ENSDARG00000033852",4
"ENSDARG00000037654",7
"ENSDARG00000037652",2
"ENSDARG00000037646",7
"ENSDARG00000032795",13
"ENSDARG00000018263",65
"ENSDARG00000077542",0
"ENSDARG00000070490",0
"ENSDARG00000015678",0
"ENSDARG00000079043",0
"ENSDARG00000076174",11
"ENSDARG00000037647",1
"ENSDARG00000008969",73
"ENSDARG00000020741",146
"ENSDARG00000104660",2
"ENSDARG00000096594",2
"ENSDARG00000077652",22
"ENSDARG00000079452",0
"ENSDARG00000089943",0
"ENSDARG00000096536",0
"ENSDARG00000077533",71
"ENSDARG00000030563",0
"ENSDARG00000026387",0
"ENSDARG00000070495",0
"ENSDARG00000084766",0
"ENSDARG00000034785",15
"ENSDARG00000070512",35
"ENSDARG00000070504",0
"ENSDARG00000062057",0
"ENSDARG00000067992",0
"ENSDARG00000103508",0
"ENSDARG00000070502",0
"ENSDARG00000037679",6
"ENSDARG00000076833",64
"ENSDARG00000012297",0
"ENSDARG00000087107",3
"ENSDARG00000099342",0
"ENSDARG00000008487",189
"ENSDARG00000084839",0
"ENSDARG00000100507",0
"ENSDARG00000070239",12
"ENSDARG00000074379",0
"ENSDARG00000062854",8
"ENSDARG00000112849",0
"ENSDARG00000113410",0
"ENSDARG00000092242",0
"ENSDARG00000092200",0
"ENSDARG00000093636",0
"ENSDARG00000095482",0
"ENSDARG00000094981",0
"ENSDARG00000037619",0
"ENSDARG00000062585",10
"ENSDARG00000074213",0
"ENSDARG00000062606",6
"ENSDARG00000077198",0
"ENSDARG00000007678",51
"ENSDARG00000089930",7
"ENSDARG00000078057",1
"ENSDARG00000070448",38
"ENSDARG00000070449",33
"ENSDARG00000042988",19
"ENSDARG00000096506",0
"ENSDARG00000070452",9
"ENSDARG00000070454",1
"ENSDARG00000096515",0
"ENSDARG00000038114",1
"ENSDARG00000008637",113
"ENSDARG00000091609",2
"ENSDARG00000002634",9
"ENSDARG00000062467",0
"ENSDARG00000032808",0
"ENSDARG00000078318",2
"ENSDARG00000018997",11
"ENSDARG00000099771",20
"ENSDARG00000045620",19
"ENSDARG00000045618",22
"ENSDARG00000057248",10
"ENSDARG00000017985",13
"ENSDARG00000113585",0
"ENSDARG00000106508",0
"ENSDARG00000117227",0
"ENSDARG00000104707",0
"ENSDARG00000102049",0
"ENSDARG00000116228",0
"ENSDARG00000099729",45
"ENSDARG00000105122",0
"ENSDARG00000098668",0
"ENSDARG00000098053",0
"ENSDARG00000102604",0
"ENSDARG00000102339",0
"ENSDARG00000089805",13
"ENSDARG00000117726",0
"ENSDARG00000117541",0
