"gene","genecount"
"ENSDARG00000099104",468
"ENSDARG00000102407",7
"ENSDARG00000102097",10
"ENSDARG00000099319",0
"ENSDARG00000099640",20
"ENSDARG00000104071",19
"ENSDARG00000102746",4
"ENSDARG00000103929",8
"ENSDARG00000101073",0
"ENSDARG00000100223",123
"ENSDARG00000096573",0
"ENSDARG00000100782",5
"ENSDARG00000034862",5
"ENSDARG00000075827",5
"ENSDARG00000088581",134
"ENSDARG00000076900",7
"ENSDARG00000013802",3
"ENSDARG00000096578",70
"ENSDARG00000109848",0
"ENSDARG00000100181",24
"ENSDARG00000029936",18
"ENSDARG00000041589",0
"ENSDARG00000041592",7
"ENSDARG00000075108",0
"ENSDARG00000016304",0
"ENSDARG00000058803",114
"ENSDARG00000063385",177
"ENSDARG00000007804",27
"ENSDARG00000068261",7
"ENSDARG00000063371",58
"ENSDARG00000078751",77
"ENSDARG00000078878",0
"ENSDARG00000016343",2
"ENSDARG00000023678",52
"ENSDARG00000011299",72
"ENSDARG00000041575",23
"ENSDARG00000058962",10
"ENSDARG00000089799",0
"ENSDARG00000075325",32
"ENSDARG00000041570",4
"ENSDARG00000113329",0
"ENSDARG00000081781",0
"ENSDARG00000058996",11
"ENSDARG00000014313",28
"ENSDARG00000104279",1080
"ENSDARG00000103783",22
"ENSDARG00000103519",18
"ENSDARG00000100307",27
"ENSDARG00000101089",14
"ENSDARG00000115421",11
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",1
"ENSDARG00000080051",0
"ENSDARG00000067781",3
"ENSDARG00000099108",0
"ENSDARG00000001870",1645
"ENSDARG00000002791",1306
"ENSDARG00000007739",116
"ENSDARG00000039131",63
"ENSDARG00000040252",26
"ENSDARG00000089477",45
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",34
"ENSDARG00000010376",0
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",290
"ENSDARG00000040246",9
"ENSDARG00000040245",354
"ENSDARG00000082290",0
"ENSDARG00000074381",327
"ENSDARG00000095179",5
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",13
"ENSDARG00000070581",0
"ENSDARG00000096559",0
"ENSDARG00000103156",44
"ENSDARG00000103647",17
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",30
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",70
"ENSDARG00000033928",156
"ENSDARG00000031164",118
"ENSDARG00000037777",17
"ENSDARG00000016706",29
"ENSDARG00000030350",2
"ENSDARG00000006526",1138
"ENSDARG00000077688",10
"ENSDARG00000096546",217
"ENSDARG00000092671",27
"ENSDARG00000113935",3
"ENSDARG00000063297",36
"ENSDARG00000027078",75
"ENSDARG00000017537",8
"ENSDARG00000063270",26
"ENSDARG00000018008",0
"ENSDARG00000074031",45
"ENSDARG00000043247",7
"ENSDARG00000113848",1
"ENSDARG00000063253",10
"ENSDARG00000073857",53
"ENSDARG00000107682",0
"ENSDARG00000070558",6
"ENSDARG00000025754",26
"ENSDARG00000096530",0
