animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal01	Dose1A	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal01	Dose1A	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal02	Dose1A	0	     0.0	    60.0	12	     0.7	     0.0	318	    15.2	   980.9	378	    22.9	  2089.7	285	    21.0
Animal02	Dose1A	1	     0.0	    60.0	12	     0.7	     0.0	318	    15.2	   980.9	378	    22.9	  2089.7	0	     0.0
Animal03	Dose1A	0	     0.0	    60.0	90	    28.4	     0.0	96	    30.0	   437.8	5	     0.3	    18.5	3	     1.2
Animal03	Dose1A	1	     0.0	    60.0	90	    28.4	     0.0	96	    30.0	   437.8	5	     0.3	    18.5	0	     0.0
Animal04	Dose1B	0	     0.0	    60.0	97	     4.8	     0.0	22	     0.8	    16.1	4	     0.1	     4.2	122	    54.2
Animal04	Dose1B	1	     0.0	    60.0	97	     4.8	     0.0	22	     0.8	    16.1	4	     0.1	     4.2	0	     0.0
Animal05	Dose1B	0	     0.0	    60.0	135	    10.1	     0.0	137	     6.7	   177.4	149	     6.3	   501.0	312	    36.8
Animal05	Dose1B	1	     0.0	    60.0	135	    10.1	     0.0	137	     6.7	   177.4	149	     6.3	   501.0	0	     0.0
Animal06	Dose1B	0	     0.0	    60.0	80	    18.5	     0.0	163	    28.1	   463.0	110	    13.0	   705.4	7	     0.4
Animal06	Dose1B	1	     0.0	    60.0	80	    18.5	     0.0	163	    28.1	   463.0	110	    13.0	   705.4	0	     0.0
Animal07	Dose1C	0	     0.0	    60.0	24	     1.5	     0.0	340	    41.3	  1062.2	322	    15.6	   561.7	3	     1.6
Animal07	Dose1C	1	     0.0	    60.0	24	     1.5	     0.0	340	    41.3	  1062.2	322	    15.6	   561.7	0	     0.0
Animal08	Dose1C	0	     0.0	    60.0	82	    27.2	     0.0	117	    30.2	   462.5	35	     1.5	    43.3	5	     1.0
Animal08	Dose1C	1	     0.0	    60.0	82	    27.2	     0.0	117	    30.2	   462.5	35	     1.5	    43.3	0	     0.0
Animal09	Dose1C	0	     0.0	    60.0	78	    14.2	     0.0	190	    28.1	   453.1	147	    17.2	   888.7	10	     0.4
Animal09	Dose1C	1	     0.0	    60.0	78	    14.2	     0.0	190	    28.1	   453.1	147	    17.2	   888.7	0	     0.0
Animal10	NA	0	     0.0	    60.0	366	    20.9	     0.0	37	     1.7	    37.3	18	     0.8	    56.4	408	    36.6
Animal10	NA	1	     0.0	    60.0	366	    20.9	     0.0	37	     1.7	    37.3	18	     0.8	    56.4	0	     0.0
Animal11	NA	0	     0.0	    60.0	37	     1.3	     0.0	1	     0.0	     0.0	0	     0.0	     0.0	42	    58.6
Animal11	NA	1	     0.0	    60.0	37	     1.3	     0.0	1	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal12	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal12	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal13	Dose2A	0	     0.0	    60.0	3	     0.1	     0.0	83	     3.0	    63.1	16	     0.6	    21.6	98	    56.3
Animal13	Dose2A	1	     0.0	    60.0	3	     0.1	     0.0	83	     3.0	    63.1	16	     0.6	    21.6	0	     0.0
Animal14	Dose2A	0	     0.0	    60.0	38	     3.5	     0.0	245	    17.7	   351.4	98	     4.6	   285.2	246	    34.1
Animal14	Dose2A	1	     0.0	    60.0	38	     3.5	     0.0	245	    17.7	   351.4	98	     4.6	   285.2	0	     0.0
Animal15	Dose2A	0	     0.0	    60.0	72	    12.3	     0.0	169	    40.2	   697.3	121	     5.4	   138.0	9	     2.0
Animal15	Dose2A	1	     0.0	    60.0	72	    12.3	     0.0	169	    40.2	   697.3	121	     5.4	   138.0	0	     0.0
Animal16	Dose2B	0	     0.0	    60.0	150	    18.8	     0.0	231	    23.3	   404.3	167	     7.2	   164.0	201	    10.6
Animal16	Dose2B	1	     0.0	    60.0	150	    18.8	     0.0	231	    23.3	   404.3	167	     7.2	   164.0	0	     0.0
Animal17	Dose2B	0	     0.0	    60.0	56	     4.0	     0.0	132	     7.1	   138.3	70	     3.2	   121.7	159	    45.6
Animal17	Dose2B	1	     0.0	    60.0	56	     4.0	     0.0	132	     7.1	   138.3	70	     3.2	   121.7	0	     0.0
Animal18	Dose2B	0	     0.0	    60.0	90	    32.6	     0.0	95	    25.7	   358.2	3	     0.1	     3.0	7	     1.6
