GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
all	0	all	6484	18951	455	375	224	307	307	257	455	114	114	0	18837	0	1.0	1.0	1.0	0.6	100141490;100141327;100006456;100005939;100005449;100002400;799637;795038;792029;790916;777738;751721;664718;619262;568041;567630;567547;567159;566353;565942;565592;565232;564344;563892;561893;561082;560916;560648;559775;559355;558162;557002;556765;556421;556229;555449;553734;553448;553359;552967;550576;541344;541322;503710;492482;449676;447843;447800;445488;445393;445307;445222;445145;445140;445113;445050;436846;436730;431764;415216;408256;406850;406757;406443;406372;405895;403079;402808;394142;394060;393922;393882;393809;393734;393689;393682;393117;386700;386590;337325;337298;337172;336575;334466;327439;327168;326282;326050;324404;324244;323733;322997;322811;322605;322397;321857;321315;266757;192328;140816;140815;140614;117508;117507;83774;81593;64605;30967;30740;30418;30398;30349;30211;30200	nfasca;igdcc4;fmnl2a;spryd4;zfyve9a;lsp1b;nupr1b;ubac1;asf1bb;ipmkb;vps37c;cort;krt1-19d;ston2;sall3b;si:ch1073-459j12.1;mthfr;tnfaip2a;golgb1;meltf;pds5b;hspa14;abca3b;cald1b;cmip;cavin1b;cxxc5b;si:ch211-81a5.8;lman1;bcl2l13;rmdn1;myt1a;dcun1d4;aff4;aass;tmtc1;scdb;rrbp1a;acvr2aa;ggnbp2;anapc16;prdx1;zgc:113054;aep1;eif4ebp3;mcfd2;ctrl;serpinf1;morc2;ppp1r12a;dexi;rcan1a;nudcd2;mipa;lysmd2;lhfpl3;serp1;egfl6;cpa4;guk1a;actc1a;tmem50a;canx;ywhah;wdr5;tomm40l;igfbp3;rrp9;hpda;hmgcs1;psmd13;tubg1;cap2;dnajc19;wdr83os;lin7a;yju2;stm;hsp90b1;pdzk1;sulf1;cpn1;grn2;atp13a1;slc30a7;kdm5ba;smad7;nucb2b;snd1;tpm4b;top2a;ell2;atp6v0d1;chpt1;yy1a;clk4a;calr3b;tram1;u2af1;cebpg;cebpa;xbp1;klf2a;prkci;cry2;cldn12;htatip2;igf2bp3;rrm1;nr2f1a;pou3f1;hoxd3a;pyya;myog	ENSDARG00000061099;ENSDARG00000076919;ENSDARG00000012586;ENSDARG00000023309;ENSDARG00000101903;ENSDARG00000099385;ENSDARG00000094557;ENSDARG00000059722;ENSDARG00000043713;ENSDARG00000029291;ENSDARG00000031836;ENSDARG00000031649;ENSDARG00000023082;ENSDARG00000057452;ENSDARG00000057586;ENSDARG00000006901;ENSDARG00000053087;ENSDARG00000043416;ENSDARG00000061951;ENSDARG00000075159;ENSDARG00000098897;ENSDARG00000058030;ENSDARG00000100524;ENSDARG00000086391;ENSDARG00000062933;ENSDARG00000059362;ENSDARG00000075735;ENSDARG00000070972;ENSDARG00000069980;ENSDARG00000062370;ENSDARG00000074507;ENSDARG00000074030;ENSDARG00000092394;ENSDARG00000001857;ENSDARG00000051816;ENSDARG00000063149;ENSDARG00000030265;ENSDARG00000013763;ENSDARG00000011188;ENSDARG00000055086;ENSDARG00000013822;ENSDARG00000058734;ENSDARG00000053483;ENSDARG00000039099;ENSDARG00000054916;ENSDARG00000039757;ENSDARG00000068680;ENSDARG00000069048;ENSDARG00000028539;ENSDARG00000010784;ENSDARG00000055474;ENSDARG00000003109;ENSDARG00000078059;ENSDARG00000037285;ENSDARG00000091771;ENSDARG00000021595;ENSDARG00000076223;ENSDARG00000045958;ENSDARG00000043722;ENSDARG00000030340;ENSDARG00000042535;ENSDARG00000015757;ENSDARG00000037488;ENSDARG00000005560;ENSDARG00000016903;ENSDARG00000036721;ENSDARG00000099144;ENSDARG00000041991;ENSDARG00000018351;ENSDARG00000103025;ENSDARG00000016239;ENSDARG00000015610;ENSDARG00000104478;ENSDARG00000044420;ENSDARG00000025554;ENSDARG00000013414;ENSDARG00000026185;ENSDARG00000035694;ENSDARG00000003570;ENSDARG00000022261;ENSDARG00000038428;ENSDARG00000005185;ENSDARG00000088641;ENSDARG00000029931;ENSDARG00000019998;ENSDARG00000057093;ENSDARG00000016858;ENSDARG00000036291;ENSDARG00000006766;ENSDARG00000019128;ENSDARG00000024488;ENSDARG00000006251;ENSDARG00000069090;ENSDARG00000014572;ENSDARG00000042796;ENSDARG00000089372;ENSDARG00000102808;ENSDARG00000019137;ENSDARG00000015325;ENSDARG00000036073;ENSDARG00000036074;ENSDARG00000035622;ENSDARG00000042667;ENSDARG00000021225;ENSDARG00000102403;ENSDARG00000003927;ENSDARG00000028386;ENSDARG00000010266;ENSDARG00000014017;ENSDARG00000052695;ENSDARG00000009823;ENSDARG00000059280;ENSDARG00000053449;ENSDARG00000009438		0.4217378057894736	0.46016	0.00101522	0.2082819897919482	0.35607437517169677	0.21564599796928152	0.22760689059649114	0.2625375	2.37565E-4	0.0996594891516071	0.1982373767763907	0.11266866946411748	0.7957812977192978	0.80654	0.00186346	0.47219162479986726	0.650848614919721	0.4402311443294658					0.852266;0.563896;0.400144;0.556763;0.577224;0.649703;0.0355367;0.460215;0.635431;0.485329;0.434783;0.00638868;0.65664;0.51753;0.523968;0.512999;0.396601;0.41627;0.378653;0.5031;0.330917;0.528083;0.388857;0.445291;0.458072;0.604302;0.468194;0.359383;0.75566;0.524095;0.43125;0.414805;0.480963;0.477346;0.432298;0.454089;0.00102277;0.250196;0.565074;0.406652;0.376276;0.506433;0.0106209;0.516256;0.00518743;0.0149579;0.422714;0.514936;0.483159;0.340412;0.388268;0.650327;0.480452;0.00108339;0.359859;0.00102575;0.421718;0.332783;0.800978;0.00981386;0.0010228;0.380889;0.361538;0.00101522;0.557243;0.398932;0.448453;0.696898;0.00991715;0.397968;0.394791;0.340005;0.515288;0.606868;0.481165;0.727278;0.38521;0.198776;0.440193;0.911129;0.689007;0.369065;0.461966;0.00279388;0.46521;0.574927;0.466812;0.583033;0.404598;0.412407;0.385147;0.484549;0.0100417;0.616511;0.460105;0.00857003;0.51424;0.558105;0.480567;0.659986;0.483818;0.0246613;0.528249;0.334561;0.462735;0.510911;0.483348;0.0062544;0.486381;0.553999;0.68172;0.485465;0.406417;0.79012	0.332385;0.292019;0.241933;0.290957;0.295272;0.309859;0.00956689;0.262604;0.307157;0.270508;0.254373;0.00157959;0.311062;0.280576;0.281367;0.279039;0.240033;0.247312;0.232905;0.276138;0.212099;0.282733;0.23621;0.258706;0.262112;0.301454;0.265492;0.224836;0.323644;0.282046;0.253208;0.247314;0.269576;0.26799;0.253998;0.260517;2.8108E-4;0.17087;0.292663;0.244407;0.232176;0.277871;0.00291174;0.279844;0.00117513;0.00297763;0.250117;0.279927;0.270878;0.216471;0.23734;0.310366;0.26929;3.48306E-4;0.22546;2.37565E-4;0.249632;0.213088;0.32849;0.00337448;4.20596E-4;0.233929;0.225837;5.53092E-4;0.29133;0.240713;0.25872;0.316517;0.00643289;0.240678;0.239496;0.215245;0.278693;0.301928;0.269693;0.321681;0.235476;0.140675;0.256436;0.334044;0.314652;0.228963;0.263655;5.08179E-4;0.264989;0.294966;0.265141;0.297265;0.243235;0.246583;0.23549;0.27079;0.00760789;0.303745;0.262471;0.00191853;0.279692;0.290784;0.269338;0.312148;0.270818;0.00530988;0.283783;0.213639;0.263923;0.277873;0.270074;0.00118406;0.271867;0.290036;0.314372;0.27134;0.243866;0.327885	2.18529;1.0889;0.661816;1.0654;1.12841;1.36228;0.132003;0.80653;1.31455;0.870749;0.743147;0.025839;1.38614;0.954596;0.975742;0.943123;0.655295;0.700657;0.615607;0.916605;0.5163;0.986343;0.64015;0.766443;0.800537;1.2114;0.825659;0.574447;1.76435;0.973867;0.734479;0.695727;0.858109;0.850255;0.735762;0.791493;0.00372156;0.366347;1.09105;0.6766;0.609811;0.922998;0.0387412;0.952388;0.0228991;0.0751398;0.714413;0.947245;0.861798;0.535316;0.635174;1.36267;0.857195;0.00336985;0.574375;0.00442892;0.712434;0.519713;1.95308;0.0285412;0.00248725;0.620171;0.57878;0.00186346;1.06587;0.661149;0.777328;1.53441;0.0152886;0.65805;0.650784;0.537079;0.952739;1.21979;0.858457;1.64428;0.630156;0.280874;0.755626;2.48517;1.50875;0.594893;0.809439;0.0153602;0.816717;1.12061;0.821877;1.14352;0.67301;0.689745;0.629912;0.867047;0.013254;1.25133;0.80655;0.0382821;0.94548;1.07118;0.857454;1.39543;0.864341;0.114537;0.983311;0.523925;0.811309;0.939388;0.865042;0.0330367;0.870153;1.05819;1.47832;0.868565;0.677319;1.90399	73	41	73	100141327;100006456;100005939;100005449;100002400;799637;792029;664718;567630;567547;567159;566353;565942;565592;565232;563892;561893;561082;560648;559775;558162;557002;556765;556421;553448;552967;550576;541322;492482;449676;447843;445393;445307;445145;445113;436846;431764;408256;406757;405895;403079;394142;394060;393922;393882;393734;393689;393117;386700;386590;337325;337172;336575;334466;327439;326282;326050;324404;324244;322997;322605;321315;266757;140815;140614;117508;83774;81593;64605;30967;30418;30349;30211	ENSDARG00000076919;ENSDARG00000012586;ENSDARG00000023309;ENSDARG00000101903;ENSDARG00000099385;ENSDARG00000094557;ENSDARG00000043713;ENSDARG00000023082;ENSDARG00000006901;ENSDARG00000053087;ENSDARG00000043416;ENSDARG00000061951;ENSDARG00000075159;ENSDARG00000098897;ENSDARG00000058030;ENSDARG00000086391;ENSDARG00000062933;ENSDARG00000059362;ENSDARG00000070972;ENSDARG00000069980;ENSDARG00000074507;ENSDARG00000074030;ENSDARG00000092394;ENSDARG00000001857;ENSDARG00000013763;ENSDARG00000055086;ENSDARG00000013822;ENSDARG00000053483;ENSDARG00000054916;ENSDARG00000039757;ENSDARG00000068680;ENSDARG00000010784;ENSDARG00000055474;ENSDARG00000078059;ENSDARG00000091771;ENSDARG00000076223;ENSDARG00000043722;ENSDARG00000042535;ENSDARG00000037488;ENSDARG00000036721;ENSDARG00000099144;ENSDARG00000018351;ENSDARG00000103025;ENSDARG00000016239;ENSDARG00000015610;ENSDARG00000044420;ENSDARG00000025554;ENSDARG00000026185;ENSDARG00000035694;ENSDARG00000003570;ENSDARG00000022261;ENSDARG00000005185;ENSDARG00000088641;ENSDARG00000029931;ENSDARG00000019998;ENSDARG00000016858;ENSDARG00000036291;ENSDARG00000006766;ENSDARG00000019128;ENSDARG00000006251;ENSDARG00000014572;ENSDARG00000102808;ENSDARG00000019137;ENSDARG00000036074;ENSDARG00000035622;ENSDARG00000042667;ENSDARG00000102403;ENSDARG00000003927;ENSDARG00000028386;ENSDARG00000010266;ENSDARG00000052695;ENSDARG00000059280;ENSDARG00000053449	0.4179238282191781	0.440193	0.19021166175398677	0.2296930684246575	0.256436	0.091391512665136	0.774333655479452	0.755626	0.43300841598052353	0.563896;0.400144;0.556763;0.577224;0.649703;0.0355367;0.635431;0.65664;0.512999;0.396601;0.41627;0.378653;0.5031;0.330917;0.528083;0.445291;0.458072;0.604302;0.359383;0.75566;0.43125;0.414805;0.480963;0.477346;0.250196;0.406652;0.376276;0.0106209;0.00518743;0.0149579;0.422714;0.340412;0.388268;0.480452;0.359859;0.421718;0.800978;0.0010228;0.361538;0.398932;0.448453;0.00991715;0.397968;0.394791;0.340005;0.606868;0.481165;0.38521;0.198776;0.440193;0.911129;0.369065;0.461966;0.00279388;0.46521;0.466812;0.583033;0.404598;0.412407;0.484549;0.616511;0.51424;0.558105;0.483818;0.0246613;0.528249;0.462735;0.510911;0.483348;0.0062544;0.553999;0.485465;0.406417	0.292019;0.241933;0.290957;0.295272;0.309859;0.00956689;0.307157;0.311062;0.279039;0.240033;0.247312;0.232905;0.276138;0.212099;0.282733;0.258706;0.262112;0.301454;0.224836;0.323644;0.253208;0.247314;0.269576;0.26799;0.17087;0.244407;0.232176;0.00291174;0.00117513;0.00297763;0.250117;0.216471;0.23734;0.26929;0.22546;0.249632;0.32849;4.20596E-4;0.225837;0.240713;0.25872;0.00643289;0.240678;0.239496;0.215245;0.301928;0.269693;0.235476;0.140675;0.256436;0.334044;0.228963;0.263655;5.08179E-4;0.264989;0.265141;0.297265;0.243235;0.246583;0.27079;0.303745;0.279692;0.290784;0.270818;0.00530988;0.283783;0.263923;0.277873;0.270074;0.00118406;0.290036;0.27134;0.243866	1.0889;0.661816;1.0654;1.12841;1.36228;0.132003;1.31455;1.38614;0.943123;0.655295;0.700657;0.615607;0.916605;0.5163;0.986343;0.766443;0.800537;1.2114;0.574447;1.76435;0.734479;0.695727;0.858109;0.850255;0.366347;0.6766;0.609811;0.0387412;0.0228991;0.0751398;0.714413;0.535316;0.635174;0.857195;0.574375;0.712434;1.95308;0.00248725;0.57878;0.661149;0.777328;0.0152886;0.65805;0.650784;0.537079;1.21979;0.858457;0.630156;0.280874;0.755626;2.48517;0.594893;0.809439;0.0153602;0.816717;0.821877;1.14352;0.67301;0.689745;0.867047;1.25133;0.94548;1.07118;0.864341;0.114537;0.983311;0.811309;0.939388;0.865042;0.0330367;1.05819;0.868565;0.677319	41	100141490;795038;790916;777738;751721;619262;568041;564344;560916;559355;556229;555449;553734;553359;541344;503710;447800;445488;445222;445140;445050;436730;415216;406850;406443;406372;402808;393809;393682;337298;327168;323733;322811;322397;321857;192328;140816;117507;30740;30398;30200	ENSDARG00000061099;ENSDARG00000059722;ENSDARG00000029291;ENSDARG00000031836;ENSDARG00000031649;ENSDARG00000057452;ENSDARG00000057586;ENSDARG00000100524;ENSDARG00000075735;ENSDARG00000062370;ENSDARG00000051816;ENSDARG00000063149;ENSDARG00000030265;ENSDARG00000011188;ENSDARG00000058734;ENSDARG00000039099;ENSDARG00000069048;ENSDARG00000028539;ENSDARG00000003109;ENSDARG00000037285;ENSDARG00000021595;ENSDARG00000045958;ENSDARG00000030340;ENSDARG00000015757;ENSDARG00000005560;ENSDARG00000016903;ENSDARG00000041991;ENSDARG00000104478;ENSDARG00000013414;ENSDARG00000038428;ENSDARG00000057093;ENSDARG00000024488;ENSDARG00000069090;ENSDARG00000042796;ENSDARG00000089372;ENSDARG00000015325;ENSDARG00000036073;ENSDARG00000021225;ENSDARG00000014017;ENSDARG00000009823;ENSDARG00000009438	0.4285285463414635	0.483159	0.23948642451070012	0.22389247641463414	0.270508	0.11402420365641665	0.8339685631707318	0.861798	0.5385614016907447	0.852266;0.460215;0.485329;0.434783;0.00638868;0.51753;0.523968;0.388857;0.468194;0.524095;0.432298;0.454089;0.00102277;0.565074;0.506433;0.516256;0.514936;0.483159;0.650327;0.00108339;0.00102575;0.332783;0.00981386;0.380889;0.00101522;0.557243;0.696898;0.515288;0.727278;0.689007;0.574927;0.385147;0.0100417;0.460105;0.00857003;0.480567;0.659986;0.334561;0.486381;0.68172;0.79012	0.332385;0.262604;0.270508;0.254373;0.00157959;0.280576;0.281367;0.23621;0.265492;0.282046;0.253998;0.260517;2.8108E-4;0.292663;0.277871;0.279844;0.279927;0.270878;0.310366;3.48306E-4;2.37565E-4;0.213088;0.00337448;0.233929;5.53092E-4;0.29133;0.316517;0.278693;0.321681;0.314652;0.294966;0.23549;0.00760789;0.262471;0.00191853;0.269338;0.312148;0.213639;0.271867;0.314372;0.327885	2.18529;0.80653;0.870749;0.743147;0.025839;0.954596;0.975742;0.64015;0.825659;0.973867;0.735762;0.791493;0.00372156;1.09105;0.922998;0.952388;0.947245;0.861798;1.36267;0.00336985;0.00442892;0.519713;0.0285412;0.620171;0.00186346;1.06587;1.53441;0.952739;1.64428;1.50875;1.12061;0.629912;0.013254;0.80655;0.0382821;0.857454;1.39543;0.523925;0.870153;1.47832;1.90399	0						Exp 5,7(0.07);Hill,10(0.09);Linear,97(0.86)	2.015253937416157	236.13674128055573	1.503896713256836	3.9289820194244385	0.5286316822043331	1.927680253982544	0.38350331032583374	0.4599723012531134	0.20931231654483176	0.24590146464815069	0.7091006943967868	0.8824619010418095	UP	0.6403508771929824	0.35964912280701755	0.0	
GO:0000018	7	regulation of DNA recombination	11	40	2	2	1	1	1	1	2	0	0	114	40	18797	0.78537	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000027	8	ribosomal large subunit assembly	14	16	1	1	1	1	1	0	1	0	0	114	16	18821	0.90794	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000030	6	mannosyltransferase activity	5	20	1	1	1	1	1	1	1	1	1	113	19	18818	0.99365	0.11373	0.11373	5.0	555449	tmtc1	ENSDARG00000063149		0.454089	0.454089	0.454089		0.454089		0.260517	0.260517	0.260517		0.260517		0.791493	0.791493	0.791493		0.791493		0.0	0.454089			0.454089	0.260517	0.791493	0	1	0															1	555449	ENSDARG00000063149	0.454089	0.454089		0.260517	0.260517		0.791493	0.791493		0.454089	0.260517	0.791493	0						Linear,1(1)	2.076500415802002	2.076500415802002	2.076500415802002	2.076500415802002	0.0	2.076500415802002	0.454089	0.454089	0.260517	0.260517	0.791493	0.791493	DOWN	0.0	1.0	0.0	
GO:0000038	7	very long-chain fatty acid metabolic process	13	28	2	2	0	2	2	2	2	0	0	114	28	18809	0.84445	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000041	8	transition metal ion transport	23	69	3	3	2	3	3	3	3	2	2	112	67	18770	0.99167	0.064857	0.064857	2.9	565942;327439	meltf;slc30a7	ENSDARG00000075159;ENSDARG00000019998		0.484155	0.484155	0.46521	0.026792275939157933	0.4777525606110368	0.025215939200064333	0.27056349999999996	0.27056349999999996	0.264989	0.007883533503451088	0.2686796045989034	0.007419701930364821	0.866661	0.866661	0.816717	0.07063148215916218	0.8497824867858338	0.06647584414927388					0.5031;0.46521	0.276138;0.264989	0.916605;0.816717	2	0	2	565942;327439	ENSDARG00000075159;ENSDARG00000019998	0.484155	0.484155	0.026792275939157933	0.27056349999999996	0.27056349999999996	0.007883533503451088	0.866661	0.866661	0.07063148215916218	0.5031;0.46521	0.276138;0.264989	0.916605;0.816717	0															0						Linear,2(1)	2.5103123547138346	5.0812742710113525	2.1492691040039062	2.9320051670074463	0.5534779780290638	2.5406371355056763	0.44702280000000005	0.5212872	0.2596374799999999	0.28148952	0.76877076	0.96455124	UP	1.0	0.0	0.0	
GO:0000064	6	L-ornithine transmembrane transporter activity	3	6	1	1	1	1	1	0	1	0	0	114	6	18831	0.96444	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000070	6	mitotic sister chromatid segregation	5	17	1	1	1	1	1	1	1	1	1	113	16	18821	0.9954	0.097527	0.097527	5.88	393882	tubg1	ENSDARG00000015610		0.340005	0.340005	0.340005		0.340005		0.215245	0.215245	0.215245		0.215245		0.537079	0.537079	0.537079		0.537079		0.0	0.340005			0.340005	0.215245	0.537079	1	0	1	393882	ENSDARG00000015610	0.340005	0.340005		0.215245	0.215245		0.537079	0.537079		0.340005	0.215245	0.537079	0															0						Linear,1(1)	1.7912336587905884	1.7912336587905884	1.7912336587905884	1.7912336587905884	0.0	1.7912336587905884	0.340005	0.340005	0.215245	0.215245	0.537079	0.537079	UP	1.0	0.0	0.0	
GO:0000096	5	sulfur amino acid metabolic process	12	20	2	2	1	1	1	1	2	1	1	113	19	18818	0.99365	0.11373	0.11373	5.0	567547	mthfr	ENSDARG00000053087		0.396601	0.396601	0.396601		0.396601		0.240033	0.240033	0.240033		0.240033		0.655295	0.655295	0.655295		0.655295		0.0	0.396601			0.396601	0.240033	0.655295	1	0	1	567547	ENSDARG00000053087	0.396601	0.396601		0.240033	0.240033		0.655295	0.655295		0.396601	0.240033	0.655295	0															0						Linear,1(1)	3.9289820194244385	3.9289820194244385	3.9289820194244385	3.9289820194244385	0.0	3.9289820194244385	0.396601	0.396601	0.240033	0.240033	0.655295	0.655295	UP	1.0	0.0	0.0	
GO:0000097	6	sulfur amino acid biosynthetic process	10	14	2	2	1	1	1	1	2	1	1	113	13	18824	0.99689	0.081029	0.081029	7.14	567547	mthfr	ENSDARG00000053087		0.396601	0.396601	0.396601		0.396601		0.240033	0.240033	0.240033		0.240033		0.655295	0.655295	0.655295		0.655295		0.0	0.396601			0.396601	0.240033	0.655295	1	0	1	567547	ENSDARG00000053087	0.396601	0.396601		0.240033	0.240033		0.655295	0.655295		0.396601	0.240033	0.655295	0															0						Linear,1(1)	3.9289820194244385	3.9289820194244385	3.9289820194244385	3.9289820194244385	0.0	3.9289820194244385	0.396601	0.396601	0.240033	0.240033	0.655295	0.655295	UP	1.0	0.0	0.0	
