Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: DES_DeSeq_normDataF2
Work Source: DES_DeSeq_normDataF2_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 04/27/2022 18:35.42
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 3950
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
all	0	all	12216	18951	707	486	244	537	537	452	707	127	127	0	18824	0	1.0	1.0	1.0	0.67	101887161;101175706;100538182;100334264;100332682;100332647;100331248;100331208;100148379;100009622;100005849;100005630;100004272;100003721;100002437;799552;798635;796439;796377;795492;792922;791215;791187;777708;768286;768159;767665;767657;751645;573145;570359;570333;567859;567837;565869;565459;564934;563264;562076;561810;561153;560758;560319;559933;557778;556743;556689;556172;554095;553699;553656;553620;553559;553553;553473;553384;550606;550576;550506;550501;550433;550408;541422;541339;503735;503606;492516;492466;492344;450050;447834;447824;445408;445297;445170;445114;445034;437015;436979;436914;436878;436855;436742;436667;431722;415228;415191;406730;406457;406204;405850;404604;404050;403061;403031;402943;402798;394141;394068;394059;394023;393865;393845;393755;393709;393690;393643;393631;393160;386762;378854;378451;368924;337461;334304;334010;326088;326023;324855;324689;324416;321061;192335;140817;114418;80963;30399	tet2;bsnb;si:dkey-183c6.8;mctp1b;bod1l1;si:ch211-198m17.1;rab3il1;spink4;zswim8;plbd2;rhov;cpo;slc15a1a;tasor2;si:ch73-269m23.5;si:ch211-157b11.14;slc6a17;fam234a;sema4e;cacnb2a;si:ch211-160j14.2;bloc1s6;srpk1b;mindy3;ccdc120;si:ch211-195b13.1;galnt10;abhd12;rnd2;khsrp;mindy2;rcvrna;colgalt1;si:dkey-193c22.1;klf9;tjp1b;zeb2b;ubtd1a;tyw1;dnph1;dbn1;trir;raph1b;pex14;cilp2;sema6e;si:dkey-217d24.6;taok2a;fabp1b.1;vtna;hrasb;neurl1b;pacsin1a;cfd;crybb1l1;cox10;atpaf1;anapc16;nsmaf;zgc:111983;cryba1l1;mcur1;zgc:113294;rab6bb;eps8l1a;chrac1;ttc36;glt8d1;cyp1d1;dhrs3b;macrod1;gdap2;gle1;gna14;polr2eb;cdk5r2b;crygn2;trappc1;lygl1;acss2;sirt5;crygm2d15;napgb;b9d2;sntb1;crygm2d6;tnni4b.2;apex1;rcc1;per1b;foxg1b;clasp2;rnf8;ela2;rab4a;stard10;qtrt2;dctn2;tnni2a.2;cdc5l;pdia2;zgc:77880;pde6c;kcnip3b;mrgbp;med30;phactr4b;ccdc43;tigarb;apc;tspan2a;fbxl3a;fkbp5;nup35;ela2l;il11ra;ccnl1b;zgc:66447;plaa;arl11;dpysl5a;pdcd4b;atp6v1e1b;cebpd;crybb1;rnd3a;tbxta	ENSDARG00000076928;ENSDARG00000079161;ENSDARG00000076443;ENSDARG00000060871;ENSDARG00000089505;ENSDARG00000091834;ENSDARG00000007711;ENSDARG00000091609;ENSDARG00000069397;ENSDARG00000114245;ENSDARG00000070434;ENSDARG00000077688;ENSDARG00000100315;ENSDARG00000074168;ENSDARG00000054218;ENSDARG00000076850;ENSDARG00000068787;ENSDARG00000071449;ENSDARG00000052997;ENSDARG00000099045;ENSDARG00000073961;ENSDARG00000042933;ENSDARG00000031560;ENSDARG00000028715;ENSDARG00000032856;ENSDARG00000016623;ENSDARG00000103825;ENSDARG00000071004;ENSDARG00000070735;ENSDARG00000026489;ENSDARG00000017431;ENSDARG00000052223;ENSDARG00000058270;ENSDARG00000093687;ENSDARG00000068194;ENSDARG00000079374;ENSDARG00000078416;ENSDARG00000007382;ENSDARG00000062987;ENSDARG00000075730;ENSDARG00000069113;ENSDARG00000104178;ENSDARG00000061732;ENSDARG00000028322;ENSDARG00000013687;ENSDARG00000000189;ENSDARG00000096428;ENSDARG00000074899;ENSDARG00000059227;ENSDARG00000055388;ENSDARG00000005651;ENSDARG00000099694;ENSDARG00000032865;ENSDARG00000039579;ENSDARG00000007576;ENSDARG00000034309;ENSDARG00000042799;ENSDARG00000013822;ENSDARG00000051920;ENSDARG00000006588;ENSDARG00000032929;ENSDARG00000016964;ENSDARG00000032285;ENSDARG00000031343;ENSDARG00000057984;ENSDARG00000042337;ENSDARG00000011693;ENSDARG00000040157;ENSDARG00000035569;ENSDARG00000044803;ENSDARG00000029609;ENSDARG00000021569;ENSDARG00000043559;ENSDARG00000035178;ENSDARG00000026183;ENSDARG00000078671;ENSDARG00000030411;ENSDARG00000039005;ENSDARG00000056874;ENSDARG00000037781;ENSDARG00000039684;ENSDARG00000069826;ENSDARG00000043012;ENSDARG00000017385;ENSDARG00000041729;ENSDARG00000073874;ENSDARG00000036671;ENSDARG00000045843;ENSDARG00000037158;ENSDARG00000012499;ENSDARG00000032705;ENSDARG00000020345;ENSDARG00000044949;ENSDARG00000056744;ENSDARG00000019144;ENSDARG00000097718;ENSDARG00000016093;ENSDARG00000031388;ENSDARG00000005841;ENSDARG00000043797;ENSDARG00000018263;ENSDARG00000030563;ENSDARG00000100397;ENSDARG00000017880;ENSDARG00000028894;ENSDARG00000101115;ENSDARG00000032221;ENSDARG00000054446;ENSDARG00000045858;ENSDARG00000058868;ENSDARG00000003754;ENSDARG00000103505;ENSDARG00000028396;ENSDARG00000012222;ENSDARG00000056765;ENSDARG00000026736;ENSDARG00000012140;ENSDARG00000025577;ENSDARG00000042728;ENSDARG00000036637;ENSDARG00000011141;ENSDARG00000041022;ENSDARG00000030694;ENSDARG00000087303;ENSDARG00000068507;ENSDARG00000076799;ENSDARG00000101576		51.22445882047246	50.7841	0.0418702	21.03115857882485	43.06958179553732	22.0437379655898	25.861756823622034	27.5492	0.0118241	7.931973851852185	22.802100098624713	9.998270402490242	104.55247439370079	92.7866	0.148265	59.89262544210151	83.64801919072987	54.27161742192537					45.478;38.3719;39.7944;86.8886;32.2464;67.49;44.5549;88.5963;78.6269;63.0215;89.3983;48.5372;62.2231;54.6226;0.769475;57.3567;56.8134;0.0418702;42.5119;0.14061;1.50952;55.0591;37.9433;57.997;81.669;32.0345;37.5956;84.515;60.6068;0.101193;83.99;57.3841;51.4094;40.7488;1.01833;69.7216;60.215;81.0815;49.925;92.0486;47.4311;39.8227;77.4295;58.814;44.2554;58.4281;51.4323;45.4605;60.5176;0.990976;41.759;65.4126;43.6113;58.5336;35.9441;57.335;49.0943;69.6462;40.6531;65.9914;36.8365;56.0434;49.9754;36.8479;57.4944;49.6087;44.25;53.3611;64.9221;37.6846;44.4566;46.3042;49.9563;5.96887;50.7841;54.5962;39.5663;51.2603;90.7388;37.9274;83.383;41.3137;37.4432;48.2892;96.5811;46.7779;49.8248;58.1626;63.3832;30.9677;38.9595;53.8198;64.7888;56.9514;0.201926;44.1589;91.3494;30.7771;57.8681;38.4902;39.0287;61.4403;35.5451;57.8713;83.6486;49.7632;48.1458;58.1347;51.6993;29.8255;52.4699;41.3714;35.2148;84.2679;65.4822;38.9059;84.3368;91.1652;57.8385;55.3474;45.294;58.3345;38.2148;38.3297;36.4648;72.0116;56.6595	26.1838;23.527;23.9699;33.514;20.5597;31.4212;25.7932;33.3391;32.6164;30.6627;33.4223;27.0093;30.5072;28.8183;0.185892;29.4881;29.3969;0.0118241;25.0875;0.0314778;0.305871;28.8688;23.3132;29.7114;34.2099;20.6881;23.2848;33.067;22.0961;0.0502159;33.2649;29.4448;28.0091;24.4746;0.170608;31.7428;30.0503;33.0647;27.4762;33.5239;26.6736;24.0701;32.7178;29.9372;25.6694;29.7214;28.0683;26.0926;30.1468;0.472353;24.7404;31.0216;25.4773;29.7061;22.4849;29.5537;27.2771;31.7026;24.4822;31.1345;22.8674;29.0625;27.5492;22.8632;29.4983;27.4867;25.7426;28.5994;30.7281;23.8002;25.697;26.4109;27.3447;1.67638;27.7952;28.7991;23.9815;27.8693;33.2684;23.3493;33.2445;24.6541;23.1851;26.9678;33.4054;26.5542;27.4902;29.6683;30.8025;20.1855;23.7821;28.5511;30.9207;29.3677;0.0364948;25.6535;33.5382;20.0664;29.5979;23.5524;23.7737;30.2558;22.3215;29.2491;33.1881;27.3802;27.2172;29.7849;28.0561;19.6243;28.1813;24.6021;22.1483;33.1942;31.0674;23.7569;33.1892;33.3987;29.5741;28.7667;25.963;29.6558;23.4416;23.4767;22.7098;32.056;29.2839	78.9897;62.5836;66.0659;225.268;50.5761;144.963;76.9636;235.438;189.542;129.529;239.123;87.2241;126.911;103.532;3.18514;111.563;109.799;0.148265;72.0383;0.628103;7.44967;105.01;61.7543;113.211;194.968;49.6036;60.7017;216.009;166.237;0.20392;212.065;111.834;94.3597;67.8443;6.07828;153.14;120.659;198.829;90.7153;252.744;84.342;65.8846;183.244;115.545;76.2985;114.861;94.2442;79.2046;121.485;2.07902;70.4846;137.93;74.6527;115.336;57.4598;111.232;88.3618;153.003;67.5052;139.873;59.3389;108.073;90.6574;59.3868;112.061;89.5349;76.0632;99.5615;137.167;59.6687;76.9114;81.1817;91.2657;21.2525;92.7866;103.501;65.2789;94.2836;247.488;61.6071;209.139;69.2307;60.4694;86.4678;279.234;82.404;90.3053;114.024;130.426;47.5092;63.8228;101.452;135.753;110.443;1.11725;76.0135;248.812;47.2048;113.14;62.902;64.0722;124.767;56.6025;114.502;210.831;90.4441;85.1676;113.468;95.267;45.3296;97.6921;69.571;55.9899;213.925;138.02;63.7147;214.308;248.845;113.116;106.489;79.018;114.747;62.2984;62.5798;58.5511;161.769;109.627	92	35	92	101175706;100538182;100334264;100332682;100332647;100331248;100331208;100148379;100009622;100004272;100003721;100002437;799552;798635;796377;795492;791215;791187;777708;768286;768159;767665;751645;570359;570333;567859;567837;565869;565459;564934;562076;561153;560758;560319;559933;557778;556743;556689;556172;554095;553699;553656;553559;553473;550606;550433;550408;541422;541339;492516;492466;450050;447834;447824;445408;445170;445114;445034;436914;436878;436855;436742;436667;415228;406204;405850;404604;403061;402943;394059;394023;393865;393845;393755;393709;393643;393631;393160;386762;378451;368924;334304;334010;326023;324855;324689;324416;321061;192335;140817;114418;30399	ENSDARG00000079161;ENSDARG00000076443;ENSDARG00000060871;ENSDARG00000089505;ENSDARG00000091834;ENSDARG00000007711;ENSDARG00000091609;ENSDARG00000069397;ENSDARG00000114245;ENSDARG00000100315;ENSDARG00000074168;ENSDARG00000054218;ENSDARG00000076850;ENSDARG00000068787;ENSDARG00000052997;ENSDARG00000099045;ENSDARG00000042933;ENSDARG00000031560;ENSDARG00000028715;ENSDARG00000032856;ENSDARG00000016623;ENSDARG00000103825;ENSDARG00000070735;ENSDARG00000017431;ENSDARG00000052223;ENSDARG00000058270;ENSDARG00000093687;ENSDARG00000068194;ENSDARG00000079374;ENSDARG00000078416;ENSDARG00000062987;ENSDARG00000069113;ENSDARG00000104178;ENSDARG00000061732;ENSDARG00000028322;ENSDARG00000013687;ENSDARG00000000189;ENSDARG00000096428;ENSDARG00000074899;ENSDARG00000059227;ENSDARG00000055388;ENSDARG00000005651;ENSDARG00000032865;ENSDARG00000007576;ENSDARG00000042799;ENSDARG00000032929;ENSDARG00000016964;ENSDARG00000032285;ENSDARG00000031343;ENSDARG00000011693;ENSDARG00000040157;ENSDARG00000044803;ENSDARG00000029609;ENSDARG00000021569;ENSDARG00000043559;ENSDARG00000026183;ENSDARG00000078671;ENSDARG00000030411;ENSDARG00000037781;ENSDARG00000039684;ENSDARG00000069826;ENSDARG00000043012;ENSDARG00000017385;ENSDARG00000073874;ENSDARG00000012499;ENSDARG00000032705;ENSDARG00000020345;ENSDARG00000056744;ENSDARG00000097718;ENSDARG00000043797;ENSDARG00000018263;ENSDARG00000030563;ENSDARG00000100397;ENSDARG00000017880;ENSDARG00000028894;ENSDARG00000032221;ENSDARG00000054446;ENSDARG00000045858;ENSDARG00000058868;ENSDARG00000103505;ENSDARG00000028396;ENSDARG00000056765;ENSDARG00000026736;ENSDARG00000025577;ENSDARG00000042728;ENSDARG00000036637;ENSDARG00000011141;ENSDARG00000041022;ENSDARG00000030694;ENSDARG00000087303;ENSDARG00000068507;ENSDARG00000101576	49.23308251086958	48.2175	17.528168582873523	25.871188378260864	26.820700000000002	6.517589711986858	96.00677003260869	85.8177	49.36902181869663	38.3719;39.7944;86.8886;32.2464;67.49;44.5549;88.5963;78.6269;63.0215;62.2231;54.6226;0.769475;57.3567;56.8134;42.5119;0.14061;55.0591;37.9433;57.997;81.669;32.0345;37.5956;60.6068;83.99;57.3841;51.4094;40.7488;1.01833;69.7216;60.215;49.925;47.4311;39.8227;77.4295;58.814;44.2554;58.4281;51.4323;45.4605;60.5176;0.990976;41.759;43.6113;35.9441;49.0943;36.8365;56.0434;49.9754;36.8479;44.25;53.3611;37.6846;44.4566;46.3042;49.9563;50.7841;54.5962;39.5663;37.9274;83.383;41.3137;37.4432;48.2892;46.7779;30.9677;38.9595;53.8198;56.9514;44.1589;38.4902;39.0287;61.4403;35.5451;57.8713;83.6486;48.1458;58.1347;51.6993;29.8255;41.3714;35.2148;65.4822;38.9059;91.1652;57.8385;55.3474;45.294;58.3345;38.2148;38.3297;36.4648;56.6595	23.527;23.9699;33.514;20.5597;31.4212;25.7932;33.3391;32.6164;30.6627;30.5072;28.8183;0.185892;29.4881;29.3969;25.0875;0.0314778;28.8688;23.3132;29.7114;34.2099;20.6881;23.2848;22.0961;33.2649;29.4448;28.0091;24.4746;0.170608;31.7428;30.0503;27.4762;26.6736;24.0701;32.7178;29.9372;25.6694;29.7214;28.0683;26.0926;30.1468;0.472353;24.7404;25.4773;22.4849;27.2771;22.8674;29.0625;27.5492;22.8632;25.7426;28.5994;23.8002;25.697;26.4109;27.3447;27.7952;28.7991;23.9815;23.3493;33.2445;24.6541;23.1851;26.9678;26.5542;20.1855;23.7821;28.5511;29.3677;25.6535;23.5524;23.7737;30.2558;22.3215;29.2491;33.1881;27.2172;29.7849;28.0561;19.6243;24.6021;22.1483;31.0674;23.7569;33.3987;29.5741;28.7667;25.963;29.6558;23.4416;23.4767;22.7098;29.2839	62.5836;66.0659;225.268;50.5761;144.963;76.9636;235.438;189.542;129.529;126.911;103.532;3.18514;111.563;109.799;72.0383;0.628103;105.01;61.7543;113.211;194.968;49.6036;60.7017;166.237;212.065;111.834;94.3597;67.8443;6.07828;153.14;120.659;90.7153;84.342;65.8846;183.244;115.545;76.2985;114.861;94.2442;79.2046;121.485;2.07902;70.4846;74.6527;57.4598;88.3618;59.3389;108.073;90.6574;59.3868;76.0632;99.5615;59.6687;76.9114;81.1817;91.2657;92.7866;103.501;65.2789;61.6071;209.139;69.2307;60.4694;86.4678;82.404;47.5092;63.8228;101.452;110.443;76.0135;62.902;64.0722;124.767;56.6025;114.502;210.831;85.1676;113.468;95.267;45.3296;69.571;55.9899;138.02;63.7147;248.845;113.116;106.489;79.018;114.747;62.2984;62.5798;58.5511;109.627	35	101887161;100005849;100005630;796439;792922;767657;573145;563264;561810;553620;553553;553384;550576;550506;550501;503735;503606;492344;445297;437015;436979;431722;415191;406730;406457;404050;403031;402798;394141;394068;393690;378854;337461;326088;80963	ENSDARG00000076928;ENSDARG00000070434;ENSDARG00000077688;ENSDARG00000071449;ENSDARG00000073961;ENSDARG00000071004;ENSDARG00000026489;ENSDARG00000007382;ENSDARG00000075730;ENSDARG00000099694;ENSDARG00000039579;ENSDARG00000034309;ENSDARG00000013822;ENSDARG00000051920;ENSDARG00000006588;ENSDARG00000057984;ENSDARG00000042337;ENSDARG00000035569;ENSDARG00000035178;ENSDARG00000039005;ENSDARG00000056874;ENSDARG00000041729;ENSDARG00000036671;ENSDARG00000045843;ENSDARG00000037158;ENSDARG00000044949;ENSDARG00000019144;ENSDARG00000016093;ENSDARG00000031388;ENSDARG00000005841;ENSDARG00000101115;ENSDARG00000003754;ENSDARG00000012222;ENSDARG00000012140;ENSDARG00000076799	56.458933691428584	58.1626	27.89088540243724	25.836965308571425	29.6683	10.930025937133673	127.01546871428575	114.024	77.80148813358613	45.478;89.3983;48.5372;0.0418702;1.50952;84.515;0.101193;81.0815;92.0486;65.4126;58.5336;57.335;69.6462;40.6531;65.9914;57.4944;49.6087;64.9221;5.96887;51.2603;90.7388;96.5811;49.8248;58.1626;63.3832;64.7888;0.201926;91.3494;30.7771;57.8681;49.7632;52.4699;84.2679;84.3368;72.0116	26.1838;33.4223;27.0093;0.0118241;0.305871;33.067;0.0502159;33.0647;33.5239;31.0216;29.7061;29.5537;31.7026;24.4822;31.1345;29.4983;27.4867;30.7281;1.67638;27.8693;33.2684;33.4054;27.4902;29.6683;30.8025;30.9207;0.0364948;33.5382;20.0664;29.5979;27.3802;28.1813;33.1942;33.1892;32.056	78.9897;239.123;87.2241;0.148265;7.44967;216.009;0.20392;198.829;252.744;137.93;115.336;111.232;153.003;67.5052;139.873;112.061;89.5349;137.167;21.2525;94.2836;247.488;279.234;90.3053;114.024;130.426;135.753;1.11725;248.812;47.2048;113.14;90.4441;97.6921;213.925;214.308;161.769	0						Exp 3,2(0.02);Exp 5,1(0.01);Hill,6(0.05);Linear,118(0.93)	Infinity	Infinity	1.5018788576126099	Infinity	NaN	2.507572889328003	47.566680269237814	54.882237371707085	24.482213052150012	27.2413005950941	94.13583662749505	114.96911215990647	UP	0.7244094488188977	0.2755905511811024	0.0	
GO:0000003	2	reproduction	4	5	1	1	1	1	1	0	1	0	0	127	5	18819	0.96694	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000018	7	regulation of DNA recombination	28	40	2	1	0	2	2	2	2	0	0	127	40	18784	0.76396	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000030	6	mannosyltransferase activity	17	20	1	1	0	1	1	0	1	0	0	127	20	18804	0.87411	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000035	3	acyl binding	3	3	1	1	1	1	1	1	1	1	1	126	2	18822	0.99987	0.019971	0.019971	33.33	436878	sirt5	ENSDARG00000039684		83.383	83.383	83.383		83.383		33.2445	33.2445	33.2445		33.2445		209.139	209.139	209.139		209.139		0.0	83.383	0.0	83.383	83.383	33.2445	209.139	1	0	1	436878	ENSDARG00000039684	83.383	83.383		33.2445	33.2445		209.139	209.139		83.383	33.2445	209.139	0															0						Linear,1(1)	6.103963375091553	6.103963375091553	6.103963375091553	6.103963375091553	0.0	6.103963375091553	83.383	83.383	33.2445	33.2445	209.139	209.139	UP	1.0	0.0	0.0	
GO:0000038	7	very long-chain fatty acid metabolic process	22	28	1	1	0	1	1	1	1	0	0	127	28	18796	0.82828	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000041	8	transition metal ion transport	41	69	2	2	1	1	1	1	2	0	0	127	69	18755	0.62826	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000054	8	ribosomal subunit export from nucleus	12	13	2	1	0	1	1	1	2	0	0	127	13	18811	0.91627	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000055	9	ribosomal large subunit export from nucleus	7	8	1	1	0	1	1	1	1	0	0	127	8	18816	0.94762	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000056	9	ribosomal small subunit export from nucleus	5	6	2	1	0	1	1	1	2	0	0	127	6	18818	0.96045	1.0	1.0	0.0																														0	0	0															0															0																							
