Identifier,EE2-1ng/L-C
ENSDARG00000058930,0
ENSDARG00000058937,0
ENSDARG00000096429,0
ENSDARG00000058953,0
ENSDARG00000031664,1
ENSDARG00000032005,3
ENSDARG00000037000,7
ENSDARG00000104298,0
ENSDARG00000036998,0
ENSDARG00000101745,0
ENSDARG00000006202,4
ENSDARG00000039578,55
ENSDARG00000000103,26
ENSDARG00000063062,4
ENSDARG00000012039,7
ENSDARG00000019181,991
ENSDARG00000081943,0
ENSDARG00000116745,0
ENSDARG00000113571,0
ENSDARG00000074533,5
ENSDARG00000063295,64
ENSDARG00000044600,1
ENSDARG00000071215,0
ENSDARG00000090793,0
ENSDARG00000017400,1
ENSDARG00000116941,1
ENSDARG00000094965,25
ENSDARG00000071213,2
ENSDARG00000062978,1
ENSDARG00000037059,5
ENSDARG00000037057,41
ENSDARG00000096398,7
ENSDARG00000019763,0
ENSDARG00000058660,13
ENSDARG00000078605,0
ENSDARG00000096428,2
ENSDARG00000089933,0
ENSDARG00000111849,0
ENSDARG00000062998,2
ENSDARG00000009782,22
ENSDARG00000071198,3
ENSDARG00000025404,7
ENSDARG00000077580,0
ENSDARG00000071197,3
ENSDARG00000043685,0
ENSDARG00000096297,0
ENSDARG00000071196,43
ENSDARG00000058699,5
ENSDARG00000083564,0
ENSDARG00000112863,0
ENSDARG00000059902,12
ENSDARG00000098645,4
ENSDARG00000071139,3
ENSDARG00000098099,0
ENSDARG00000103253,2
ENSDARG00000098376,16
ENSDARG00000071159,0
ENSDARG00000079187,1
ENSDARG00000101032,1
ENSDARG00000088058,0
ENSDARG00000093431,0
ENSDARG00000098734,1
ENSDARG00000063538,31
ENSDARG00000044264,0
ENSDARG00000073764,0
ENSDARG00000116646,0
ENSDARG00000062884,1
ENSDARG00000092660,4
ENSDARG00000002402,4
ENSDARG00000003287,5
ENSDARG00000087381,0
ENSDARG00000104353,41
ENSDARG00000085291,0
ENSDARG00000085557,0
ENSDARG00000080938,0
ENSDARG00000044267,17
ENSDARG00000027589,8
ENSDARG00000006093,2
ENSDARG00000076924,3
ENSDARG00000076872,0
ENSDARG00000096401,0
ENSDARG00000075240,0
ENSDARG00000074248,5
ENSDARG00000071183,0
ENSDARG00000004898,0
ENSDARG00000006040,6
ENSDARG00000014875,3
ENSDARG00000007098,102
ENSDARG00000113961,1
ENSDARG00000005359,21
ENSDARG00000058165,0
ENSDARG00000096397,0
ENSDARG00000058145,0
ENSDARG00000079700,1
ENSDARG00000071113,106
ENSDARG00000062744,5
ENSDARG00000089858,0
ENSDARG00000062687,4
ENSDARG00000096286,1
ENSDARG00000062630,0
ENSDARG00000096235,0
ENSDARG00000078814,4
ENSDARG00000007812,3
ENSDARG00000096373,0
ENSDARG00000044565,65
ENSDARG00000071086,0
ENSDARG00000071084,8
ENSDARG00000009021,4
ENSDARG00000009447,472
ENSDARG00000006639,20
ENSDARG00000083047,0
ENSDARG00000029415,7
ENSDARG00000089697,1
ENSDARG00000096239,0
ENSDARG00000044562,167
ENSDARG00000044561,0
ENSDARG00000088411,5
ENSDARG00000062594,7
ENSDARG00000096232,0
ENSDARG00000109033,0
ENSDARG00000016750,1
ENSDARG00000110899,0
ENSDARG00000028119,41
ENSDARG00000096270,4
ENSDARG00000090156,1
ENSDARG00000074723,4
ENSDARG00000083501,0
ENSDARG00000044551,4
ENSDARG00000033012,14
ENSDARG00000044549,0
ENSDARG00000073837,14
ENSDARG00000079945,0
ENSDARG00000024847,1
ENSDARG00000057833,1
ENSDARG00000011571,0
ENSDARG00000096384,0
ENSDARG00000075700,0
ENSDARG00000096375,1
ENSDARG00000096271,0
ENSDARG00000107629,0
ENSDARG00000057772,14
ENSDARG00000096290,1
ENSDARG00000057782,43
ENSDARG00000090418,0
ENSDARG00000077073,0
ENSDARG00000045331,12
ENSDARG00000090872,64
ENSDARG00000097743,1
ENSDARG00000097317,0
ENSDARG00000062430,1
ENSDARG00000112211,0
ENSDARG00000044532,1
ENSDARG00000023878,10
ENSDARG00000044528,20
ENSDARG00000016311,4
ENSDARG00000011941,14
ENSDARG00000074921,1
ENSDARG00000057688,3
ENSDARG00000096929,0
ENSDARG00000057633,0
ENSDARG00000057683,15
ENSDARG00000097696,14
ENSDARG00000058323,2
ENSDARG00000071032,1
ENSDARG00000063009,0
ENSDARG00000058325,2
ENSDARG00000103763,0
ENSDARG00000104367,2
ENSDARG00000071025,0
ENSDARG00000062323,21
ENSDARG00000044521,384
ENSDARG00000111107,0
ENSDARG00000028546,39
ENSDARG00000062226,12
ENSDARG00000062217,3
ENSDARG00000024006,4
ENSDARG00000071013,4
ENSDARG00000075041,6
ENSDARG00000004753,11
ENSDARG00000023498,2
ENSDARG00000004243,0
ENSDARG00000078037,0
ENSDARG00000038283,0
ENSDARG00000097422,0
ENSDARG00000071011,16
ENSDARG00000084797,0
ENSDARG00000034685,9
ENSDARG00000030349,393
ENSDARG00000081499,0
ENSDARG00000005221,14
ENSDARG00000022599,10
ENSDARG00000077047,5
ENSDARG00000083395,0
ENSDARG00000020187,27
ENSDARG00000044511,14
ENSDARG00000062174,5
ENSDARG00000070995,2
ENSDARG00000087285,0
ENSDARG00000100695,0
ENSDARG00000095896,21
ENSDARG00000061505,3
ENSDARG00000061508,2
ENSDARG00000003991,5
ENSDARG00000043360,0
ENSDARG00000043361,7
ENSDARG00000096905,41
ENSDARG00000088717,4
ENSDARG00000112756,0
ENSDARG00000061515,0
ENSDARG00000088515,3
ENSDARG00000095170,2
ENSDARG00000109159,0
ENSDARG00000070991,7
ENSDARG00000028027,31
ENSDARG00000058179,13
ENSDARG00000057276,0
ENSDARG00000097207,0
ENSDARG00000115435,0
ENSDARG00000097529,0
ENSDARG00000097864,0
ENSDARG00000002933,4
ENSDARG00000062123,33
ENSDARG00000103429,0
ENSDARG00000020814,5
ENSDARG00000030975,1
ENSDARG00000059712,0
ENSDARG00000041359,10
ENSDARG00000013938,25
ENSDARG00000076865,0
ENSDARG00000098290,5
ENSDARG00000078592,13
ENSDARG00000097933,0
ENSDARG00000111070,0
ENSDARG00000110832,0
ENSDARG00000116959,0
ENSDARG00000097837,0
ENSDARG00000115519,0
ENSDARG00000106150,0
ENSDARG00000097141,0
ENSDARG00000116830,0
ENSDARG00000091845,0
ENSDARG00000112395,0
ENSDARG00000097037,0
ENSDARG00000096880,0
ENSDARG00000116277,0
ENSDARG00000113584,0
ENSDARG00000097870,0
ENSDARG00000113938,0
ENSDARG00000092627,0
ENSDARG00000110631,0
ENSDARG00000116515,0
ENSDARG00000097348,0
ENSDARG00000113502,0
ENSDARG00000112594,0
ENSDARG00000110797,0
ENSDARG00000111834,0
ENSDARG00000097500,0
ENSDARG00000116090,0
ENSDARG00000114433,0
ENSDARG00000113606,0
ENSDARG00000097560,0
ENSDARG00000113949,0
ENSDARG00000111303,0
ENSDARG00000116780,0
ENSDARG00000116567,0
ENSDARG00000115736,0
ENSDARG00000111316,0
ENSDARG00000116345,0
ENSDARG00000115685,0
ENSDARG00000112602,0
ENSDARG00000113204,0
ENSDARG00000097557,0
ENSDARG00000110165,0
ENSDARG00000113637,0
ENSDARG00000115788,0
ENSDARG00000110559,0
ENSDARG00000115059,0
ENSDARG00000109656,0
ENSDARG00000094142,0
ENSDARG00000098726,5
ENSDARG00000114314,0
ENSDARG00000097214,1
ENSDARG00000101792,0
ENSDARG00000103020,0
ENSDARG00000100504,5
ENSDARG00000105116,74
ENSDARG00000102531,20
ENSDARG00000100584,1
ENSDARG00000098509,0
ENSDARG00000103745,0
ENSDARG00000101871,0
ENSDARG00000103485,2
ENSDARG00000098771,8
ENSDARG00000101393,8
ENSDARG00000104793,0
ENSDARG00000104396,1
ENSDARG00000103207,3
ENSDARG00000102218,0
ENSDARG00000101273,0
ENSDARG00000105128,0
ENSDARG00000099307,3
ENSDARG00000098433,4
ENSDARG00000098924,7
ENSDARG00000101126,0
ENSDARG00000100548,0
ENSDARG00000103313,0
ENSDARG00000098787,0
ENSDARG00000101277,12
ENSDARG00000105190,2
ENSDARG00000103851,24
ENSDARG00000103900,15
ENSDARG00000113706,0
ENSDARG00000103077,0
ENSDARG00000103548,0
ENSDARG00000098403,1
ENSDARG00000105069,0
ENSDARG00000101654,0
ENSDARG00000099476,5
ENSDARG00000099387,3
ENSDARG00000104390,0
ENSDARG00000103667,0
ENSDARG00000102080,1
ENSDARG00000105276,7
ENSDARG00000104093,0
ENSDARG00000114634,0
ENSDARG00000103494,4
ENSDARG00000101679,1
ENSDARG00000103173,4
ENSDARG00000085186,0
ENSDARG00000105112,23
ENSDARG00000102762,0
ENSDARG00000110416,0
ENSDARG00000111205,0
ENSDARG00000116707,0
ENSDARG00000110681,0
ENSDARG00000117823,0
ENSDARG00000117651,0
ENSDARG00000111863,0
ENSDARG00000114079,0
ENSDARG00000113569,0
ENSDARG00000116326,0
ENSDARG00000114933,0
ENSDARG00000033993,0
ENSDARG00000091605,0
ENSDARG00000095901,7
ENSDARG00000078842,26
ENSDARG00000039264,4
ENSDARG00000052470,13
ENSDARG00000070122,7
ENSDARG00000034207,2
ENSDARG00000094990,1
ENSDARG00000052433,0
ENSDARG00000039256,3
ENSDARG00000003684,1
ENSDARG00000059651,1
ENSDARG00000115657,60
ENSDARG00000003326,2
ENSDARG00000008772,13
ENSDARG00000115540,0
ENSDARG00000052377,23
ENSDARG00000079811,1
ENSDARG00000052428,0
ENSDARG00000052423,7
ENSDARG00000026084,2
ENSDARG00000039162,20
ENSDARG00000059642,3
ENSDARG00000111810,2
ENSDARG00000078576,5
ENSDARG00000111976,0
ENSDARG00000089886,18
ENSDARG00000017211,10
ENSDARG00000059634,3
ENSDARG00000052351,4
ENSDARG00000111474,1
ENSDARG00000077004,23
ENSDARG00000010873,21
ENSDARG00000038537,13
ENSDARG00000106395,0
ENSDARG00000007196,7
ENSDARG00000052304,79
ENSDARG00000059613,4
ENSDARG00000117762,0
ENSDARG00000116268,0
ENSDARG00000108434,0
ENSDARG00000070148,6
ENSDARG00000052288,1
ENSDARG00000026767,9
ENSDARG00000074933,5
ENSDARG00000020820,8
ENSDARG00000019808,60
ENSDARG00000097346,1
ENSDARG00000014727,42
ENSDARG00000103120,0
ENSDARG00000036567,0
ENSDARG00000117236,1
ENSDARG00000100336,2
ENSDARG00000100003,64
ENSDARG00000104823,4
ENSDARG00000099554,0
ENSDARG00000104571,15
ENSDARG00000098123,0
ENSDARG00000105098,15
ENSDARG00000099217,0
ENSDARG00000102415,218
ENSDARG00000101586,0
ENSDARG00000103802,3
ENSDARG00000105300,5
ENSDARG00000117309,1
ENSDARG00000098260,0
ENSDARG00000099515,0
ENSDARG00000102802,20
ENSDARG00000099979,0
ENSDARG00000102025,10
ENSDARG00000100470,0
ENSDARG00000114280,0
ENSDARG00000104361,16
ENSDARG00000106364,0
ENSDARG00000101252,0
ENSDARG00000098348,2
ENSDARG00000103840,11
ENSDARG00000100836,0
ENSDARG00000099911,2
ENSDARG00000100818,1
ENSDARG00000101791,7
ENSDARG00000102243,0
ENSDARG00000101293,7
ENSDARG00000104711,0
ENSDARG00000096974,0
ENSDARG00000054749,17
ENSDARG00000062008,1
ENSDARG00000097608,0
ENSDARG00000074265,2
ENSDARG00000070929,8
ENSDARG00000097392,0
ENSDARG00000097395,0
ENSDARG00000009830,311
ENSDARG00000016429,24
ENSDARG00000002210,3
ENSDARG00000052129,3
ENSDARG00000052104,3
ENSDARG00000052103,5
ENSDARG00000098676,0
ENSDARG00000052099,17
ENSDARG00000038293,1
ENSDARG00000061817,39
ENSDARG00000073813,0
ENSDARG00000078211,1
ENSDARG00000076094,1
ENSDARG00000017425,0
ENSDARG00000044433,0
ENSDARG00000007231,10
ENSDARG00000097000,2
ENSDARG00000061896,0
ENSDARG00000034522,27
ENSDARG00000116807,0
ENSDARG00000097082,10
ENSDARG00000056862,2
ENSDARG00000098603,0
ENSDARG00000061923,11
ENSDARG00000056924,7
ENSDARG00000044441,5
ENSDARG00000094521,0
ENSDARG00000062030,0
ENSDARG00000074283,1
ENSDARG00000070867,26
ENSDARG00000103066,5
ENSDARG00000070864,2
ENSDARG00000098121,4
ENSDARG00000023578,28
ENSDARG00000114184,1
ENSDARG00000056026,2
ENSDARG00000044356,12
ENSDARG00000044357,3
ENSDARG00000029639,42
ENSDARG00000010958,0
ENSDARG00000044457,1
ENSDARG00000070839,7
ENSDARG00000015862,436
ENSDARG00000082607,0
ENSDARG00000082960,0
ENSDARG00000061362,0
ENSDARG00000017886,4
ENSDARG00000056178,1
ENSDARG00000013144,249
ENSDARG00000056193,0
ENSDARG00000034430,3
ENSDARG00000061409,0
ENSDARG00000056203,2
ENSDARG00000056259,43
ENSDARG00000115703,0
ENSDARG00000070828,17
ENSDARG00000075743,5
ENSDARG00000070824,49
ENSDARG00000079198,13
ENSDARG00000112809,0
ENSDARG00000022518,0
ENSDARG00000074892,22
ENSDARG00000017728,17
ENSDARG00000021113,550
ENSDARG00000096822,0
ENSDARG00000102496,0
ENSDARG00000097574,0
ENSDARG00000097265,0
ENSDARG00000009677,10
ENSDARG00000075159,4
ENSDARG00000017708,2
ENSDARG00000079670,1
ENSDARG00000111481,0
ENSDARG00000097194,0
ENSDARG00000076416,13
ENSDARG00000087805,0
ENSDARG00000015964,1
ENSDARG00000061654,2
ENSDARG00000115301,4
ENSDARG00000077836,0
ENSDARG00000044405,0
ENSDARG00000044404,1
ENSDARG00000044400,0
ENSDARG00000070966,3
ENSDARG00000097897,52
ENSDARG00000113865,0
ENSDARG00000032868,39
ENSDARG00000097226,0
ENSDARG00000070961,8
ENSDARG00000079891,31
ENSDARG00000006546,13
ENSDARG00000082131,0
ENSDARG00000020625,59
ENSDARG00000075034,11
ENSDARG00000061590,6
ENSDARG00000103867,0
ENSDARG00000015176,1
ENSDARG00000095914,2
ENSDARG00000013561,37
ENSDARG00000020279,2
ENSDARG00000097493,1
ENSDARG00000017617,1
ENSDARG00000021032,5
ENSDARG00000097944,1
ENSDARG00000096309,0
ENSDARG00000044373,5
ENSDARG00000103487,0
ENSDARG00000078675,18
ENSDARG00000044365,4
ENSDARG00000056414,13
ENSDARG00000059473,6
ENSDARG00000097183,0
ENSDARG00000117287,0
ENSDARG00000117631,0
ENSDARG00000044155,19
ENSDARG00000090751,4
ENSDARG00000090153,0
ENSDARG00000053708,0
ENSDARG00000053724,1
ENSDARG00000097331,0
ENSDARG00000052025,3
ENSDARG00000052027,1
ENSDARG00000082771,0
ENSDARG00000034409,57
ENSDARG00000074311,13
ENSDARG00000082109,0
ENSDARG00000102518,0
ENSDARG00000100711,0
ENSDARG00000076017,2
ENSDARG00000075569,23
ENSDARG00000090480,3
ENSDARG00000039208,19
ENSDARG00000052030,7
ENSDARG00000039213,6
ENSDARG00000039217,0
ENSDARG00000039222,0
ENSDARG00000004105,4
ENSDARG00000096908,0
ENSDARG00000039512,0
ENSDARG00000087144,0
ENSDARG00000070013,0
ENSDARG00000117733,0
ENSDARG00000117826,1
ENSDARG00000070074,12
ENSDARG00000084970,0
ENSDARG00000041072,2
ENSDARG00000011973,1
ENSDARG00000052158,0
ENSDARG00000052157,0
ENSDARG00000074242,600
ENSDARG00000088140,4
ENSDARG00000100693,1
ENSDARG00000052170,5
ENSDARG00000059575,0
ENSDARG00000078725,3
ENSDARG00000105071,13
ENSDARG00000070047,16
ENSDARG00000103074,0
ENSDARG00000002644,54
ENSDARG00000040177,21
ENSDARG00000070037,15
ENSDARG00000076351,4
ENSDARG00000096356,0
ENSDARG00000097957,0
ENSDARG00000097541,0
ENSDARG00000097518,0
ENSDARG00000061051,1
ENSDARG00000101275,0
ENSDARG00000103194,0
ENSDARG00000007080,34
ENSDARG00000070792,1
ENSDARG00000044326,0
ENSDARG00000095519,0
ENSDARG00000081996,0
ENSDARG00000006514,6
ENSDARG00000070801,13
ENSDARG00000081859,0
ENSDARG00000101923,0
ENSDARG00000089891,0
ENSDARG00000100255,1
ENSDARG00000070743,3
ENSDARG00000070746,1
ENSDARG00000015471,4
ENSDARG00000091734,3
ENSDARG00000021607,17
ENSDARG00000110392,0
ENSDARG00000097259,0
ENSDARG00000044332,29
ENSDARG00000055781,0
ENSDARG00000097607,0
ENSDARG00000032206,4
ENSDARG00000074301,16
ENSDARG00000017590,7
ENSDARG00000107778,0
ENSDARG00000061091,0
ENSDARG00000108087,0
ENSDARG00000091465,4
ENSDARG00000088798,1
ENSDARG00000097517,0
ENSDARG00000019614,3
ENSDARG00000044339,8
ENSDARG00000076754,7
ENSDARG00000044341,2
ENSDARG00000083941,0
ENSDARG00000077442,6
ENSDARG00000044345,24
ENSDARG00000055912,10
ENSDARG00000055917,4
ENSDARG00000073841,16
ENSDARG00000061303,0
ENSDARG00000110145,0
ENSDARG00000099919,0
ENSDARG00000070730,4
ENSDARG00000085224,0
ENSDARG00000023771,14
ENSDARG00000117333,0
ENSDARG00000106101,0
ENSDARG00000061039,2
ENSDARG00000097018,3
ENSDARG00000055737,12
ENSDARG00000070726,25
ENSDARG00000057497,27
ENSDARG00000010255,1
ENSDARG00000026109,3
ENSDARG00000073850,0
ENSDARG00000070721,40
ENSDARG00000068397,7
ENSDARG00000010194,41
ENSDARG00000070713,0
ENSDARG00000055644,2
ENSDARG00000070710,0
ENSDARG00000077308,0
ENSDARG00000031647,13
ENSDARG00000090980,16
ENSDARG00000097596,0
ENSDARG00000055561,3
ENSDARG00000020301,8
ENSDARG00000077352,0
ENSDARG00000014465,1
ENSDARG00000002508,7
ENSDARG00000097909,1
ENSDARG00000017624,2150
ENSDARG00000058462,42
ENSDARG00000028618,77
ENSDARG00000097445,8
ENSDARG00000018032,5
ENSDARG00000096269,0
ENSDARG00000056726,5
ENSDARG00000028478,1
ENSDARG00000044301,9
ENSDARG00000060889,0
ENSDARG00000103358,0
ENSDARG00000016348,0
ENSDARG00000114880,0
ENSDARG00000055481,10
ENSDARG00000074979,28
ENSDARG00000035043,34
ENSDARG00000102132,0
ENSDARG00000075354,1
ENSDARG00000098202,0
ENSDARG00000044318,0
ENSDARG00000060797,2
ENSDARG00000055317,2
ENSDARG00000077946,28
ENSDARG00000008494,18
ENSDARG00000060748,2
ENSDARG00000044204,2
ENSDARG00000044203,3
ENSDARG00000014655,4
ENSDARG00000029075,45
ENSDARG00000090628,0
ENSDARG00000096949,0
ENSDARG00000097939,0
ENSDARG00000070394,1
ENSDARG00000040707,1
ENSDARG00000021669,94
ENSDARG00000019613,23
ENSDARG00000040703,0
ENSDARG00000021720,15
ENSDARG00000053728,0
ENSDARG00000015531,3
ENSDARG00000097645,0
ENSDARG00000097193,11
ENSDARG00000023858,5
ENSDARG00000054239,0
ENSDARG00000070618,0
ENSDARG00000098407,0
ENSDARG00000070617,5
ENSDARG00000054250,5
ENSDARG00000070611,0
ENSDARG00000117238,0
ENSDARG00000089622,0
ENSDARG00000009208,5
ENSDARG00000097831,0
ENSDARG00000006477,13
ENSDARG00000079467,1
ENSDARG00000097797,24
ENSDARG00000011272,25
ENSDARG00000026655,30
ENSDARG00000078688,4
ENSDARG00000112718,0
ENSDARG00000074002,1
ENSDARG00000015422,13
ENSDARG00000082968,0
ENSDARG00000080489,0
ENSDARG00000080713,0
ENSDARG00000013750,21
ENSDARG00000107268,0
ENSDARG00000075670,3
ENSDARG00000076850,24
ENSDARG00000086336,1
ENSDARG00000097704,0
ENSDARG00000001882,11
ENSDARG00000054127,0
ENSDARG00000075209,1
ENSDARG00000054063,19
ENSDARG00000001993,31
ENSDARG00000054058,102
ENSDARG00000060413,0
ENSDARG00000009094,0
ENSDARG00000096835,0
ENSDARG00000004696,6
ENSDARG00000002591,5
ENSDARG00000054026,1
ENSDARG00000060398,0
ENSDARG00000017657,0
ENSDARG00000010415,3
ENSDARG00000013240,2
ENSDARG00000053992,2
ENSDARG00000016177,2
ENSDARG00000080732,0
ENSDARG00000076584,12
ENSDARG00000053961,4
ENSDARG00000053939,0
ENSDARG00000053934,3
ENSDARG00000028379,2
ENSDARG00000005565,6
ENSDARG00000028389,0
ENSDARG00000025397,13
ENSDARG00000100815,0
ENSDARG00000102957,1
ENSDARG00000028396,43
ENSDARG00000000730,5
ENSDARG00000001354,3
ENSDARG00000097008,319
ENSDARG00000044280,23
ENSDARG00000044279,0
ENSDARG00000115386,0
ENSDARG00000000638,0
ENSDARG00000044278,3
ENSDARG00000070567,36
ENSDARG00000028442,5
ENSDARG00000014083,11
ENSDARG00000080515,0
ENSDARG00000094792,13
ENSDARG00000060316,17
ENSDARG00000078894,5
ENSDARG00000060309,10
ENSDARG00000027938,2
ENSDARG00000117615,0
ENSDARG00000033956,0
ENSDARG00000024141,17
ENSDARG00000104395,0
ENSDARG00000003900,1
ENSDARG00000003961,3
ENSDARG00000004150,4
ENSDARG00000092154,7
ENSDARG00000082382,0
ENSDARG00000053574,2
ENSDARG00000006207,0
ENSDARG00000014770,24
ENSDARG00000020607,16
ENSDARG00000005675,6
ENSDARG00000098454,0
ENSDARG00000008310,60
ENSDARG00000060235,1
ENSDARG00000027963,3
ENSDARG00000097524,0
ENSDARG00000097820,3
ENSDARG00000098020,0
ENSDARG00000097720,0
ENSDARG00000096913,0
ENSDARG00000077060,5
ENSDARG00000097941,0
ENSDARG00000011163,28
ENSDARG00000044199,51
ENSDARG00000025094,10
ENSDARG00000006915,11
ENSDARG00000076800,0
ENSDARG00000087225,0
ENSDARG00000044194,13
ENSDARG00000060120,0
ENSDARG00000060115,10
ENSDARG00000076797,1
ENSDARG00000074599,17
ENSDARG00000075297,5
ENSDARG00000077044,2
ENSDARG00000096903,0
ENSDARG00000097469,0
ENSDARG00000112918,3
ENSDARG00000003732,0
ENSDARG00000087873,16
ENSDARG00000053483,5
ENSDARG00000091832,0
ENSDARG00000097710,0
ENSDARG00000014181,2
ENSDARG00000006607,8
ENSDARG00000091616,1
ENSDARG00000097174,0
ENSDARG00000053459,11
ENSDARG00000058522,2
ENSDARG00000109575,0
ENSDARG00000044191,0
ENSDARG00000053447,5
ENSDARG00000073869,4
ENSDARG00000097338,0
ENSDARG00000053454,3
ENSDARG00000103109,2
ENSDARG00000104277,1
ENSDARG00000112767,7
ENSDARG00000113500,0
ENSDARG00000098161,7
ENSDARG00000116778,0
ENSDARG00000042590,19
ENSDARG00000017354,0
ENSDARG00000060153,7
ENSDARG00000070486,3
ENSDARG00000070485,2
ENSDARG00000040031,30
ENSDARG00000060123,8
ENSDARG00000081106,0
ENSDARG00000097631,0
ENSDARG00000107680,0
ENSDARG00000026086,0
ENSDARG00000097861,0
ENSDARG00000096954,4
ENSDARG00000091625,2
ENSDARG00000075540,0
ENSDARG00000060116,0
ENSDARG00000077038,13
ENSDARG00000044182,48
ENSDARG00000028862,4
ENSDARG00000079897,0
ENSDARG00000060095,0
ENSDARG00000060094,1
ENSDARG00000044175,0
ENSDARG00000053311,0
ENSDARG00000070471,3
ENSDARG00000008732,9
ENSDARG00000075926,0
ENSDARG00000101268,0
ENSDARG00000086028,0
ENSDARG00000097613,82
ENSDARG00000116192,0
ENSDARG00000005526,30
ENSDARG00000040156,1
ENSDARG00000109913,0
ENSDARG00000081967,0
ENSDARG00000100446,43
ENSDARG00000080152,0
ENSDARG00000086724,0
ENSDARG00000025974,7
ENSDARG00000113655,0
ENSDARG00000078561,23
ENSDARG00000044167,5
ENSDARG00000053272,0
ENSDARG00000100945,0
ENSDARG00000094064,0
ENSDARG00000086490,0
ENSDARG00000007412,1
ENSDARG00000013224,6
ENSDARG00000053179,0
ENSDARG00000005050,0
ENSDARG00000032603,2
ENSDARG00000034240,37
ENSDARG00000015829,6
ENSDARG00000096857,6
ENSDARG00000021309,15
ENSDARG00000074690,3
ENSDARG00000115420,0
ENSDARG00000106387,0
ENSDARG00000079446,4
ENSDARG00000100281,0
ENSDARG00000016963,2
ENSDARG00000003904,0
ENSDARG00000097845,4
ENSDARG00000003697,3
ENSDARG00000033726,0
ENSDARG00000020893,18
ENSDARG00000003754,25
ENSDARG00000081976,0
ENSDARG00000014050,5
ENSDARG00000089026,0
ENSDARG00000096832,0
ENSDARG00000002241,0
ENSDARG00000101406,874
ENSDARG00000030408,235
ENSDARG00000109360,0
ENSDARG00000099379,1
ENSDARG00000015807,12
ENSDARG00000070435,32
ENSDARG00000115555,0
ENSDARG00000109508,0
ENSDARG00000075557,1
ENSDARG00000003307,5
ENSDARG00000012871,24
ENSDARG00000095783,1
ENSDARG00000043081,19
ENSDARG00000021097,4
ENSDARG00000043094,17
ENSDARG00000095955,0
ENSDARG00000053066,0
ENSDARG00000095897,199
ENSDARG00000016255,24
ENSDARG00000097690,0
ENSDARG00000097047,0
ENSDARG00000005191,124
ENSDARG00000077858,0
ENSDARG00000053047,86
ENSDARG00000059972,8
ENSDARG00000107962,0
ENSDARG00000090367,0
ENSDARG00000038075,53
ENSDARG00000038074,3
ENSDARG00000038076,151
ENSDARG00000077473,7
ENSDARG00000059604,8
ENSDARG00000052279,0
ENSDARG00000075530,0
ENSDARG00000097807,0
ENSDARG00000097300,0
ENSDARG00000097572,9
ENSDARG00000074781,0
ENSDARG00000108044,0
ENSDARG00000097496,11
ENSDARG00000008141,4
ENSDARG00000017244,25
ENSDARG00000020979,0
ENSDARG00000052073,16
ENSDARG00000078868,1
ENSDARG00000022652,3
ENSDARG00000038593,0
ENSDARG00000076787,1
ENSDARG00000038583,18
ENSDARG00000059523,1
ENSDARG00000013078,178
ENSDARG00000001557,4
ENSDARG00000038577,107
ENSDARG00000030335,5
ENSDARG00000014239,0
ENSDARG00000082321,0
ENSDARG00000020232,28
ENSDARG00000096319,4
ENSDARG00000018896,5
ENSDARG00000075296,1
ENSDARG00000068176,12
ENSDARG00000002760,0
ENSDARG00000059906,40
ENSDARG00000024669,9
ENSDARG00000097547,0
ENSDARG00000099370,1
ENSDARG00000074148,0
ENSDARG00000015947,98
ENSDARG00000099958,0
ENSDARG00000070341,0
ENSDARG00000087254,0
ENSDARG00000094030,0
ENSDARG00000070344,0
ENSDARG00000105705,0
ENSDARG00000105736,0
ENSDARG00000105681,0
ENSDARG00000105838,0
ENSDARG00000091877,0
ENSDARG00000093273,0
ENSDARG00000055467,0
ENSDARG00000105789,0
ENSDARG00000116365,0
ENSDARG00000044704,0
ENSDARG00000105787,0
ENSDARG00000105791,0
ENSDARG00000105815,0
ENSDARG00000105803,0
ENSDARG00000061222,1
ENSDARG00000107017,0
ENSDARG00000070404,0
ENSDARG00000017294,8
ENSDARG00000091061,38
ENSDARG00000098280,40
ENSDARG00000101769,0
ENSDARG00000104372,226
ENSDARG00000100263,4
ENSDARG00000078781,24
ENSDARG00000103308,4
ENSDARG00000100531,7
ENSDARG00000103390,0
ENSDARG00000082031,0
ENSDARG00000059916,1
ENSDARG00000078195,5
ENSDARG00000083753,0
ENSDARG00000059931,0
ENSDARG00000099817,10
ENSDARG00000070951,11
ENSDARG00000042123,12
ENSDARG00000034897,508
ENSDARG00000042128,3
ENSDARG00000029930,0
ENSDARG00000078075,7
ENSDARG00000078901,1
ENSDARG00000009871,9
ENSDARG00000017606,0
ENSDARG00000059899,0
ENSDARG00000026246,0
ENSDARG00000114994,0
ENSDARG00000044061,0
ENSDARG00000082173,0
ENSDARG00000082908,0
ENSDARG00000078210,11
ENSDARG00000063649,4
ENSDARG00000052701,2
ENSDARG00000052705,1
ENSDARG00000100694,2
ENSDARG00000052708,6
ENSDARG00000115052,0
ENSDARG00000030980,7
ENSDARG00000058771,4
ENSDARG00000003081,272
ENSDARG00000112224,0
ENSDARG00000014169,7
ENSDARG00000059853,4
ENSDARG00000079972,0
ENSDARG00000059854,1
ENSDARG00000022512,0
ENSDARG00000114670,5
ENSDARG00000101618,0
ENSDARG00000099084,0
ENSDARG00000104495,1
ENSDARG00000098114,6
ENSDARG00000016345,10
ENSDARG00000075815,7
ENSDARG00000085124,0
