"summary.plate_id" "summary.embryo_id" "summary.is_VC" "summary.endpoint" "summary.endpoint_value"
"1" "BPAF" "Control_1" 1 "a" 5754.65
"2" "BPAF" "Control_1" 1 "b" 4729.3
"3" "BPAF" "Control_1" 1 "c" 5807.95
"4" "BPAF" "Control_1" 1 "d" 5515.05
"5" "BPAF" "Control_1" 1 "e" 6324.4
"6" "BPAF" "Control_1" 1 "f" 5361
"7" "BPAF" "Control_2" 1 "a" 8414
"8" "BPAF" "Control_2" 1 "b" 6401.45
"9" "BPAF" "Control_2" 1 "c" 9409.15
"10" "BPAF" "Control_2" 1 "d" 4026.05
"11" "BPAF" "Control_2" 1 "e" 7720
"12" "BPAF" "Control_2" 1 "f" 4444.05
"13" "BPAF" "Control_3" 1 "a" 4585.2
"14" "BPAF" "Control_3" 1 "b" 2235.3
"15" "BPAF" "Control_3" 1 "c" 4632.3
"16" "BPAF" "Control_3" 1 "d" 1886.65
"17" "BPAF" "Control_3" 1 "e" 5529.15
"18" "BPAF" "Control_3" 1 "f" 2099.25
"19" "BPAF" "Control_4" 1 "a" 4216.45
"20" "BPAF" "Control_4" 1 "b" 5137.9
"21" "BPAF" "Control_4" 1 "c" 5266
"22" "BPAF" "Control_4" 1 "d" 5502
"23" "BPAF" "Control_4" 1 "e" 5913.75
"24" "BPAF" "Control_4" 1 "f" 5138.85
"25" "BPAF" "Control_5" 1 "a" 4406.4
"26" "BPAF" "Control_5" 1 "b" 3868.85
"27" "BPAF" "Control_5" 1 "c" 5552.45
"28" "BPAF" "Control_5" 1 "d" 3255.45
"29" "BPAF" "Control_5" 1 "e" 4979.5
"30" "BPAF" "Control_5" 1 "f" 1398.3
"31" "BPAF" "Control_6" 1 "a" 3959.5
"32" "BPAF" "Control_6" 1 "b" 2212.7
"33" "BPAF" "Control_6" 1 "c" 4180.25
"34" "BPAF" "Control_6" 1 "d" 2014.65
"35" "BPAF" "Control_6" 1 "e" 3810.8
"36" "BPAF" "Control_6" 1 "f" 1469.5
"37" "BPAF" "Control_7" 1 "a" 3946.7
"38" "BPAF" "Control_7" 1 "b" 1558.5
"39" "BPAF" "Control_7" 1 "c" 3668.85
"40" "BPAF" "Control_7" 1 "d" 2087.8
"41" "BPAF" "Control_7" 1 "e" 4702.3
"42" "BPAF" "Control_7" 1 "f" 3607.9
"43" "BPAF" "Control_8" 1 "a" 3474.15
"44" "BPAF" "Control_8" 1 "b" 4272.2
"45" "BPAF" "Control_8" 1 "c" 4667.85
"46" "BPAF" "Control_8" 1 "d" 3602.8
"47" "BPAF" "Control_8" 1 "e" 4636.95
"48" "BPAF" "Control_8" 1 "f" 1367.9
"49" "BPAF" "Control_9" 1 "a" 3347.35
"50" "BPAF" "Control_9" 1 "b" 3533.1
"51" "BPAF" "Control_9" 1 "c" 4839.9
"52" "BPAF" "Control_9" 1 "d" 4324.85
"53" "BPAF" "Control_9" 1 "e" 3119.9
"54" "BPAF" "Control_9" 1 "f" 2279.9
"55" "BPAF" "Dose1_1" 0 "a" 6823.8
"56" "BPAF" "Dose1_1" 0 "b" 9742.85
"57" "BPAF" "Dose1_1" 0 "c" 9655.5
"58" "BPAF" "Dose1_1" 0 "d" 4756.3
"59" "BPAF" "Dose1_1" 0 "e" 8591.25
"60" "BPAF" "Dose1_1" 0 "f" 6196.65
"61" "BPAF" "Dose1_2" 0 "a" 4620.85
"62" "BPAF" "Dose1_2" 0 "b" 3241.5
"63" "BPAF" "Dose1_2" 0 "c" 4943.05
"64" "BPAF" "Dose1_2" 0 "d" 4502.05
"65" "BPAF" "Dose1_2" 0 "e" 5554.1
"66" "BPAF" "Dose1_2" 0 "f" 4410.45
"67" "BPAF" "Dose1_3" 0 "a" 7005.55
"68" "BPAF" "Dose1_3" 0 "b" 2892.85
"69" "BPAF" "Dose1_3" 0 "c" 8137.9
"70" "BPAF" "Dose1_3" 0 "d" 4452.15
"71" "BPAF" "Dose1_3" 0 "e" 7802.1
"72" "BPAF" "Dose1_3" 0 "f" 2726.75
"73" "BPAF" "Dose1_4" 0 "a" 5126.6
"74" "BPAF" "Dose1_4" 0 "b" 6408.6
"75" "BPAF" "Dose1_4" 0 "c" 4189.35
"76" "BPAF" "Dose1_4" 0 "d" 2983.3
"77" "BPAF" "Dose1_4" 0 "e" 4821.05
"78" "BPAF" "Dose1_4" 0 "f" 2572.8
"79" "BPAF" "Dose1_5" 0 "a" 3971.15
"80" "BPAF" "Dose1_5" 0 "b" 3431.75
"81" "BPAF" "Dose1_5" 0 "c" 4685.8
"82" "BPAF" "Dose1_5" 0 "d" 3269.2
"83" "BPAF" "Dose1_5" 0 "e" 4434.6
"84" "BPAF" "Dose1_5" 0 "f" 3145.3
"85" "BPAF" "Dose1_6" 0 "a" 4494
"86" "BPAF" "Dose1_6" 0 "b" 5092.65
"87" "BPAF" "Dose1_6" 0 "c" 6053.95
"88" "BPAF" "Dose1_6" 0 "d" 2570
"89" "BPAF" "Dose1_6" 0 "e" 6243.1
"90" "BPAF" "Dose1_6" 0 "f" 3488.9
"91" "BPAF" "Dose1_7" 0 "a" 4540.45
"92" "BPAF" "Dose1_7" 0 "b" 2143.2
"93" "BPAF" "Dose1_7" 0 "c" 4376.95
"94" "BPAF" "Dose1_7" 0 "d" 3926.1
"95" "BPAF" "Dose1_7" 0 "e" 5180.2
"96" "BPAF" "Dose1_7" 0 "f" 1710.7
"97" "BPAF" "Dose1_8" 0 "a" 4978.75
"98" "BPAF" "Dose1_8" 0 "b" 6346.85
"99" "BPAF" "Dose1_8" 0 "c" 7063
"100" "BPAF" "Dose1_8" 0 "d" 5522.9
"101" "BPAF" "Dose1_8" 0 "e" 6298.75
"102" "BPAF" "Dose1_8" 0 "f" 1731.2
"103" "BPAF" "Dose1_9" 0 "a" 3509.05
"104" "BPAF" "Dose1_9" 0 "b" 3825.65
"105" "BPAF" "Dose1_9" 0 "c" 3734.95
"106" "BPAF" "Dose1_9" 0 "d" 1334.45
"107" "BPAF" "Dose1_9" 0 "e" 3345.35
"108" "BPAF" "Dose1_9" 0 "f" 2101.3
"109" "BPAF" "Dose2_1" 0 "a" 5119.95
"110" "BPAF" "Dose2_1" 0 "b" 4855.55
"111" "BPAF" "Dose2_1" 0 "c" 7141
"112" "BPAF" "Dose2_1" 0 "d" 1345.15
"113" "BPAF" "Dose2_1" 0 "e" 5686.35
"114" "BPAF" "Dose2_1" 0 "f" 4260
"115" "BPAF" "Dose2_2" 0 "a" 3557.85
"116" "BPAF" "Dose2_2" 0 "b" 5422
"117" "BPAF" "Dose2_2" 0 "c" 6703.75
"118" "BPAF" "Dose2_2" 0 "d" 4362.15
"119" "BPAF" "Dose2_2" 0 "e" 6338.3
"120" "BPAF" "Dose2_2" 0 "f" 5405.25
"121" "BPAF" "Dose2_3" 0 "a" 4408.1
"122" "BPAF" "Dose2_3" 0 "b" 1857.55
"123" "BPAF" "Dose2_3" 0 "c" 4903.25
"124" "BPAF" "Dose2_3" 0 "d" 5497.6
"125" "BPAF" "Dose2_3" 0 "e" 5877.7
"126" "BPAF" "Dose2_3" 0 "f" 5187.85
"127" "BPAF" "Dose2_4" 0 "a" 3530.75
"128" "BPAF" "Dose2_4" 0 "b" 3733.55
"129" "BPAF" "Dose2_4" 0 "c" 4739.35
"130" "BPAF" "Dose2_4" 0 "d" 3304.45
"131" "BPAF" "Dose2_4" 0 "e" 4627.25
"132" "BPAF" "Dose2_4" 0 "f" 3480.55
"133" "BPAF" "Dose2_5" 0 "a" 3089.4
"134" "BPAF" "Dose2_5" 0 "b" 1965.05
