"plate_id" "embryo_id" "is_VC" "endpoint" "endpoint_value"
"1" "BPAF" "Dose1_1" FALSE "ld_pearson" 0.181863191522452
"2" "BPAF" "Dose1_2" FALSE "ld_pearson" 0.409601056803123
"3" "BPAF" "Dose1_3" FALSE "ld_pearson" 0.621239561093789
"4" "BPAF" "Dose1_4" FALSE "ld_pearson" 0.135292004917825
"5" "BPAF" "Dose1_5" FALSE "ld_pearson" 0.520475109453347
"6" "BPAF" "Dose1_6" FALSE "ld_pearson" 0.366766450552491
"7" "BPAF" "Dose1_7" FALSE "ld_pearson" 0.508858220449044
"8" "BPAF" "Dose1_8" FALSE "ld_pearson" 0.321430346402706
"9" "BPAF" "Dose1_9" FALSE "ld_pearson" 0.465741438492306
"10" "BPAF" "Dose2_1" FALSE "ld_pearson" 0.477116999430931
"11" "BPAF" "Dose2_2" FALSE "ld_pearson" 0.213783699564651
"12" "BPAF" "Dose2_3" FALSE "ld_pearson" 0.330335664232237
"13" "BPAF" "Dose2_4" FALSE "ld_pearson" 0.470171692229043
"14" "BPAF" "Dose2_5" FALSE "ld_pearson" 0.635806068953606
"15" "BPAF" "Dose2_6" FALSE "ld_pearson" 0.579202050028208
"16" "BPAF" "Dose2_7" FALSE "ld_pearson" 0.376468736698664
"17" "BPAF" "Dose2_8" FALSE "ld_pearson" 0.251122646771147
"18" "BPAF" "Dose2_9" FALSE "ld_pearson" 0.469301553186596
"19" "BPAF" "Dose3_1" FALSE "ld_pearson" 0.577342851203559
"20" "BPAF" "Dose3_2" FALSE "ld_pearson" 0.521372608982067
"21" "BPAF" "Dose3_3" FALSE "ld_pearson" 0.191615979866792
"22" "BPAF" "Dose3_4" FALSE "ld_pearson" 0.600008684443139
"23" "BPAF" "Dose3_5" FALSE "ld_pearson" 0.40772978864452
"24" "BPAF" "Dose3_6" FALSE "ld_pearson" 0.505356089588119
"25" "BPAF" "Dose3_7" FALSE "ld_pearson" 0.471711810396485
"26" "BPAF" "Dose3_8" FALSE "ld_pearson" 0.452576334251748
"27" "BPAF" "Dose3_9" FALSE "ld_pearson" 0.341319960146312
"28" "BPAF" "Dose4_1" FALSE "ld_pearson" 0.283396102512713
"29" "BPAF" "Dose4_2" FALSE "ld_pearson" 0.368784357242518
"30" "BPAF" "Dose4_3" FALSE "ld_pearson" 0.602538653261143
"31" "BPAF" "Dose4_4" FALSE "ld_pearson" 0.511046553209992
"32" "BPAF" "Dose4_5" FALSE "ld_pearson" 0.539293139867373
"33" "BPAF" "Dose4_6" FALSE "ld_pearson" 0.634636030472667
"34" "BPAF" "Dose4_7" FALSE "ld_pearson" 0.475870809448555
"35" "BPAF" "Dose4_8" FALSE "ld_pearson" 0.465334750542524
"36" "BPAF" "Dose4_9" FALSE "ld_pearson" 0.383448829118118
"37" "BPAF" "Dose5_1" FALSE "ld_pearson" 0.158146642917744
"38" "BPAF" "Dose5_2" FALSE "ld_pearson" 0.652908269404864
"39" "BPAF" "Dose5_3" FALSE "ld_pearson" 0.265968594032023
"40" "BPAF" "Dose5_4" FALSE "ld_pearson" 0.641508512032549
"41" "BPAF" "Dose5_5" FALSE "ld_pearson" 0.551680105046943
"42" "BPAF" "Dose5_6" FALSE "ld_pearson" 0.279596025372004
"43" "BPAF" "Dose5_7" FALSE "ld_pearson" 0.554813389581147
"44" "BPAF" "Dose5_8" FALSE "ld_pearson" 0.535345214051457
"45" "BPAF" "Dose5_9" FALSE "ld_pearson" 0.255736185873608
"46" "BPAF" "Control_1" TRUE "ld_pearson" 0.517007634988077
"47" "BPAF" "Control_2" TRUE "ld_pearson" 0.501411015218914
"48" "BPAF" "Control_3" TRUE "ld_pearson" 0.556010215076874
"49" "BPAF" "Control_4" TRUE "ld_pearson" 0.0181646656839962
"50" "BPAF" "Control_5" TRUE "ld_pearson" 0.473768922160142
"51" "BPAF" "Control_6" TRUE "ld_pearson" 0.575797236668497
"52" "BPAF" "Control_7" TRUE "ld_pearson" 0.578297813327739
"53" "BPAF" "Control_8" TRUE "ld_pearson" 0.300574498691263
"54" "BPAF" "Control_9" TRUE "ld_pearson" 0.254123151880616
