"gene","genecount"
"ENSDARG00000099104",417
"ENSDARG00000102407",3
"ENSDARG00000102097",0
"ENSDARG00000099319",0
"ENSDARG00000099640",10
"ENSDARG00000104071",21
"ENSDARG00000102746",7
"ENSDARG00000103929",16
"ENSDARG00000101073",0
"ENSDARG00000100223",206
"ENSDARG00000096573",0
"ENSDARG00000100782",24
"ENSDARG00000034862",16
"ENSDARG00000075827",17
"ENSDARG00000088581",143
"ENSDARG00000076900",11
"ENSDARG00000013802",12
"ENSDARG00000096578",41
"ENSDARG00000109848",0
"ENSDARG00000100181",22
"ENSDARG00000029936",30
"ENSDARG00000041589",4
"ENSDARG00000041592",9
"ENSDARG00000075108",12
"ENSDARG00000016304",9
"ENSDARG00000058803",24
"ENSDARG00000063385",128
"ENSDARG00000007804",11
"ENSDARG00000068261",19
"ENSDARG00000063371",58
"ENSDARG00000078751",103
"ENSDARG00000078878",19
"ENSDARG00000016343",14
"ENSDARG00000023678",45
"ENSDARG00000011299",67
"ENSDARG00000041575",8
"ENSDARG00000058962",13
"ENSDARG00000089799",0
"ENSDARG00000075325",39
"ENSDARG00000041570",36
"ENSDARG00000113329",0
"ENSDARG00000081781",0
"ENSDARG00000058996",7
"ENSDARG00000014313",66
"ENSDARG00000104279",950
"ENSDARG00000103783",36
"ENSDARG00000103519",21
"ENSDARG00000100307",42
"ENSDARG00000101089",1
"ENSDARG00000115421",22
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",4
"ENSDARG00000080051",0
"ENSDARG00000067781",2
"ENSDARG00000099108",7
"ENSDARG00000001870",2306
"ENSDARG00000002791",1199
"ENSDARG00000007739",139
"ENSDARG00000039131",86
"ENSDARG00000040252",38
"ENSDARG00000089477",60
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",40
"ENSDARG00000010376",0
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",332
"ENSDARG00000040246",9
"ENSDARG00000040245",328
"ENSDARG00000082290",0
"ENSDARG00000074381",316
"ENSDARG00000095179",0
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",44
"ENSDARG00000070581",3
"ENSDARG00000096559",0
"ENSDARG00000103156",55
"ENSDARG00000103647",17
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",53
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",58
"ENSDARG00000033928",135
"ENSDARG00000031164",235
"ENSDARG00000037777",30
"ENSDARG00000016706",52
"ENSDARG00000030350",5
"ENSDARG00000006526",1671
"ENSDARG00000077688",19
"ENSDARG00000096546",255
"ENSDARG00000092671",28
"ENSDARG00000113935",5
"ENSDARG00000063297",34
"ENSDARG00000027078",105
"ENSDARG00000017537",2
"ENSDARG00000063270",74
"ENSDARG00000018008",1
"ENSDARG00000074031",15
"ENSDARG00000043247",28
"ENSDARG00000113848",15
"ENSDARG00000063253",15
"ENSDARG00000073857",42
"ENSDARG00000107682",0
"ENSDARG00000070558",7
"ENSDARG00000025754",30
"ENSDARG00000096530",0
"ENSDARG00000116636",0
"ENSDARG00000063207",16
"ENSDARG00000095087",0
"ENSDARG00000096610",0
"ENSDARG00000117465",0
"ENSDARG00000102217",0
"ENSDARG00000090408",40
"ENSDARG00000013741",17
"ENSDARG00000017441",6515
"ENSDARG00000037713",31
"ENSDARG00000021688",0
"ENSDARG00000004953",2
"ENSDARG00000074050",12
"ENSDARG00000018319",75
"ENSDARG00000098730",13
"ENSDARG00000096630",0
"ENSDARG00000117359",0
"ENSDARG00000106375",0
"ENSDARG00000079779",6
"ENSDARG00000089090",0
"ENSDARG00000109652",0
"ENSDARG00000115102",0
"ENSDARG00000115288",0
"ENSDARG00000093857",0
"ENSDARG00000095309",0
"ENSDARG00000095673",0
"ENSDARG00000099359",2
"ENSDARG00000092361",2
"ENSDARG00000103767",0
"ENSDARG00000075791",0
"ENSDARG00000107486",3
"ENSDARG00000029720",0
"ENSDARG00000100166",173
"ENSDARG00000074212",5
"ENSDARG00000062929",47
"ENSDARG00000022668",4
"ENSDARG00000099708",15
"ENSDARG00000025034",53
"ENSDARG00000078474",4
"ENSDARG00000096583",0
"ENSDARG00000063003",45
"ENSDARG00000002377",8
"ENSDARG00000015803",2
"ENSDARG00000037739",7
"ENSDARG00000076176",40
"ENSDARG00000096526",0
"ENSDARG00000113858",42
"ENSDARG00000096599",2
"ENSDARG00000100771",0
"ENSDARG00000079873",4
"ENSDARG00000079332",0
"ENSDARG00000007443",6
"ENSDARG00000037746",2471
"ENSDARG00000037747",79
"ENSDARG00000079361",45
"ENSDARG00000012458",72
"ENSDARG00000070543",55
"ENSDARG00000094298",2
"ENSDARG00000089873",0
"ENSDARG00000093438",0
"ENSDARG00000094206",0
"ENSDARG00000037758",0
"ENSDARG00000008723",102
"ENSDARG00000110570",0
"ENSDARG00000058460",1
"ENSDARG00000088975",27
"ENSDARG00000100949",1
"ENSDARG00000093053",0
"ENSDARG00000058463",236
