"gene","genecount"
"ENSDARG00000099104",455
"ENSDARG00000102407",4
"ENSDARG00000102097",5
"ENSDARG00000099319",0
"ENSDARG00000099640",7
"ENSDARG00000104071",12
"ENSDARG00000102746",2
"ENSDARG00000103929",50
"ENSDARG00000101073",2
"ENSDARG00000100223",132
"ENSDARG00000096573",0
"ENSDARG00000100782",15
"ENSDARG00000034862",0
"ENSDARG00000075827",16
"ENSDARG00000088581",127
"ENSDARG00000076900",5
"ENSDARG00000013802",8
"ENSDARG00000096578",73
"ENSDARG00000109848",0
"ENSDARG00000100181",9
"ENSDARG00000029936",11
"ENSDARG00000041589",7
"ENSDARG00000041592",20
"ENSDARG00000075108",0
"ENSDARG00000016304",0
"ENSDARG00000058803",26
"ENSDARG00000063385",74
"ENSDARG00000007804",24
"ENSDARG00000068261",14
"ENSDARG00000063371",40
"ENSDARG00000078751",87
"ENSDARG00000078878",2
"ENSDARG00000016343",7
"ENSDARG00000023678",53
"ENSDARG00000011299",42
"ENSDARG00000041575",28
"ENSDARG00000058962",5
"ENSDARG00000089799",0
"ENSDARG00000075325",38
"ENSDARG00000041570",17
"ENSDARG00000113329",0
"ENSDARG00000081781",0
"ENSDARG00000058996",0
"ENSDARG00000014313",60
"ENSDARG00000104279",899
"ENSDARG00000103783",37
"ENSDARG00000103519",2
"ENSDARG00000100307",19
"ENSDARG00000101089",0
"ENSDARG00000115421",4
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",2
"ENSDARG00000080051",0
"ENSDARG00000067781",1
"ENSDARG00000099108",12
"ENSDARG00000001870",2283
"ENSDARG00000002791",1125
"ENSDARG00000007739",150
"ENSDARG00000039131",106
"ENSDARG00000040252",34
"ENSDARG00000089477",68
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",3
"ENSDARG00000010376",0
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",193
"ENSDARG00000040246",3
"ENSDARG00000040245",235
"ENSDARG00000082290",0
"ENSDARG00000074381",327
"ENSDARG00000095179",0
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",15
"ENSDARG00000070581",2
"ENSDARG00000096559",0
"ENSDARG00000103156",32
"ENSDARG00000103647",6
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",75
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",80
"ENSDARG00000033928",121
"ENSDARG00000031164",182
"ENSDARG00000037777",16
"ENSDARG00000016706",27
"ENSDARG00000030350",5
"ENSDARG00000006526",1322
"ENSDARG00000077688",6
"ENSDARG00000096546",143
"ENSDARG00000092671",29
"ENSDARG00000113935",11
"ENSDARG00000063297",18
"ENSDARG00000027078",80
"ENSDARG00000017537",0
"ENSDARG00000063270",39
"ENSDARG00000018008",7
"ENSDARG00000074031",19
"ENSDARG00000043247",22
"ENSDARG00000113848",9
"ENSDARG00000063253",14
"ENSDARG00000073857",27
"ENSDARG00000107682",0
"ENSDARG00000070558",6
"ENSDARG00000025754",48
"ENSDARG00000096530",0
"ENSDARG00000116636",0
"ENSDARG00000063207",9
"ENSDARG00000095087",0
"ENSDARG00000096610",0
"ENSDARG00000117465",0
"ENSDARG00000102217",0
"ENSDARG00000090408",21
"ENSDARG00000013741",18
"ENSDARG00000017441",4586
"ENSDARG00000037713",26
"ENSDARG00000021688",0
"ENSDARG00000004953",2
"ENSDARG00000074050",8
"ENSDARG00000018319",80
"ENSDARG00000098730",33
"ENSDARG00000096630",0
"ENSDARG00000117359",0
"ENSDARG00000106375",0
"ENSDARG00000079779",14
"ENSDARG00000089090",0
"ENSDARG00000109652",0
"ENSDARG00000115102",0
"ENSDARG00000115288",0
"ENSDARG00000093857",0
"ENSDARG00000095309",0
"ENSDARG00000095673",0
"ENSDARG00000099359",4
"ENSDARG00000092361",1
"ENSDARG00000103767",0
"ENSDARG00000075791",0
"ENSDARG00000107486",6
"ENSDARG00000029720",0
"ENSDARG00000100166",165
"ENSDARG00000074212",6
"ENSDARG00000062929",53
"ENSDARG00000022668",5
"ENSDARG00000099708",16
"ENSDARG00000025034",49
"ENSDARG00000078474",3
"ENSDARG00000096583",1
"ENSDARG00000063003",49
"ENSDARG00000002377",18
"ENSDARG00000015803",5
"ENSDARG00000037739",24
"ENSDARG00000076176",32
"ENSDARG00000096526",0
"ENSDARG00000113858",40
"ENSDARG00000096599",7
"ENSDARG00000100771",0
"ENSDARG00000079873",15
"ENSDARG00000079332",0
"ENSDARG00000007443",8
"ENSDARG00000037746",2042
"ENSDARG00000037747",44
"ENSDARG00000079361",47
"ENSDARG00000012458",59
"ENSDARG00000070543",25
"ENSDARG00000094298",3
"ENSDARG00000089873",0
"ENSDARG00000093438",2
"ENSDARG00000094206",0
"ENSDARG00000037758",0
