"gene","genecount"
"ENSDARG00000099104",888
"ENSDARG00000102407",15
"ENSDARG00000102097",36
"ENSDARG00000099319",0
"ENSDARG00000099640",10
"ENSDARG00000104071",48
"ENSDARG00000102746",18
"ENSDARG00000103929",71
"ENSDARG00000101073",3
"ENSDARG00000100223",324
"ENSDARG00000096573",0
"ENSDARG00000100782",53
"ENSDARG00000034862",30
"ENSDARG00000075827",31
"ENSDARG00000088581",209
"ENSDARG00000076900",26
"ENSDARG00000013802",37
"ENSDARG00000096578",124
"ENSDARG00000109848",0
"ENSDARG00000100181",24
"ENSDARG00000029936",29
"ENSDARG00000041589",9
"ENSDARG00000041592",41
"ENSDARG00000075108",1
"ENSDARG00000016304",35
"ENSDARG00000058803",94
"ENSDARG00000063385",163
"ENSDARG00000007804",59
"ENSDARG00000068261",24
"ENSDARG00000063371",122
"ENSDARG00000078751",185
"ENSDARG00000078878",26
"ENSDARG00000016343",41
"ENSDARG00000023678",104
"ENSDARG00000011299",125
"ENSDARG00000041575",25
"ENSDARG00000058962",20
"ENSDARG00000089799",0
"ENSDARG00000075325",95
"ENSDARG00000041570",51
"ENSDARG00000113329",3
"ENSDARG00000081781",0
"ENSDARG00000058996",5
"ENSDARG00000014313",124
"ENSDARG00000104279",2209
"ENSDARG00000103783",93
"ENSDARG00000103519",47
"ENSDARG00000100307",32
"ENSDARG00000101089",12
"ENSDARG00000115421",24
"ENSDARG00000115673",0
"ENSDARG00000116514",0
"ENSDARG00000103469",0
"ENSDARG00000117321",0
"ENSDARG00000087646",20
"ENSDARG00000080051",0
"ENSDARG00000067781",9
"ENSDARG00000099108",12
"ENSDARG00000001870",4943
"ENSDARG00000002791",2589
"ENSDARG00000007739",234
"ENSDARG00000039131",158
"ENSDARG00000040252",74
"ENSDARG00000089477",85
"ENSDARG00000093102",0
"ENSDARG00000095102",0
"ENSDARG00000040250",0
"ENSDARG00000075505",66
"ENSDARG00000010376",1
"ENSDARG00000033684",0
"ENSDARG00000040247",0
"ENSDARG00000078743",0
"ENSDARG00000018460",659
"ENSDARG00000040246",4
"ENSDARG00000040245",642
"ENSDARG00000082290",0
"ENSDARG00000074381",698
"ENSDARG00000095179",0
"ENSDARG00000084484",0
"ENSDARG00000070579",0
"ENSDARG00000038248",45
"ENSDARG00000070581",10
"ENSDARG00000096559",0
"ENSDARG00000103156",100
"ENSDARG00000103647",25
"ENSDARG00000104805",0
"ENSDARG00000100273",0
"ENSDARG00000104910",0
"ENSDARG00000099103",0
"ENSDARG00000098078",0
"ENSDARG00000104155",0
"ENSDARG00000117575",0
"ENSDARG00000088916",0
"ENSDARG00000098769",127
"ENSDARG00000104115",0
"ENSDARG00000102013",0
"ENSDARG00000117775",0
"ENSDARG00000082581",0
"ENSDARG00000078308",264
"ENSDARG00000033928",386
"ENSDARG00000031164",539
"ENSDARG00000037777",29
"ENSDARG00000016706",67
"ENSDARG00000030350",0
"ENSDARG00000006526",3734
"ENSDARG00000077688",49
"ENSDARG00000096546",405
"ENSDARG00000092671",71
"ENSDARG00000113935",13
"ENSDARG00000063297",37
"ENSDARG00000027078",198
"ENSDARG00000017537",1
"ENSDARG00000063270",168
"ENSDARG00000018008",1
"ENSDARG00000074031",39
"ENSDARG00000043247",35
"ENSDARG00000113848",42
"ENSDARG00000063253",52
"ENSDARG00000073857",51
"ENSDARG00000107682",0
"ENSDARG00000070558",25
"ENSDARG00000025754",65
"ENSDARG00000096530",0
"ENSDARG00000116636",0
"ENSDARG00000063207",35
"ENSDARG00000095087",0
