Identifier,DES-CC-B
ENSDARG00000059556,0
ENSDARG00000089338,1
ENSDARG00000076807,1
ENSDARG00000069869,1
ENSDARG00000103341,0
ENSDARG00000090930,0
ENSDARG00000097523,2
ENSDARG00000059557,0
ENSDARG00000089079,2
ENSDARG00000102593,2
ENSDARG00000074345,5
ENSDARG00000085668,0
ENSDARG00000098465,80
ENSDARG00000102896,3
ENSDARG00000099516,0
ENSDARG00000103893,3
ENSDARG00000102828,0
ENSDARG00000117600,1
ENSDARG00000115335,0
ENSDARG00000101919,1
ENSDARG00000036844,0
ENSDARG00000036846,7
ENSDARG00000090861,0
ENSDARG00000036852,0
ENSDARG00000099260,1
ENSDARG00000030560,3
ENSDARG00000052360,0
ENSDARG00000074669,0
ENSDARG00000018903,26
ENSDARG00000037790,122
ENSDARG00000024433,1012
ENSDARG00000098994,0
ENSDARG00000037789,8373
ENSDARG00000032836,88
ENSDARG00000076324,9
ENSDARG00000074086,0
ENSDARG00000097521,0
ENSDARG00000097842,2
ENSDARG00000097501,4
ENSDARG00000088331,2
ENSDARG00000098021,0
ENSDARG00000096851,4
ENSDARG00000086332,11
ENSDARG00000031119,1
ENSDARG00000101684,0
ENSDARG00000097098,0
ENSDARG00000103947,2
ENSDARG00000074768,2
ENSDARG00000037794,1
ENSDARG00000074317,1
ENSDARG00000076679,7
ENSDARG00000067607,1
ENSDARG00000056394,5
ENSDARG00000041300,0
ENSDARG00000079482,0
ENSDARG00000041294,0
ENSDARG00000052344,9
ENSDARG00000067593,9
ENSDARG00000116815,4
ENSDARG00000116271,14
ENSDARG00000116723,3
ENSDARG00000102658,1
ENSDARG00000115456,0
ENSDARG00000069796,7
ENSDARG00000078281,1
ENSDARG00000111506,0
ENSDARG00000076831,0
ENSDARG00000077080,0
ENSDARG00000037783,20
ENSDARG00000037782,0
ENSDARG00000069806,0
ENSDARG00000097714,2
ENSDARG00000043923,3
ENSDARG00000102141,0
ENSDARG00000102123,0
ENSDARG00000114503,0
ENSDARG00000115971,0
ENSDARG00000098311,1
ENSDARG00000104839,1
ENSDARG00000100143,0
ENSDARG00000102474,5
ENSDARG00000104049,3
ENSDARG00000102226,1
ENSDARG00000103095,3
ENSDARG00000102128,4
ENSDARG00000110470,0
ENSDARG00000100422,1
ENSDARG00000104632,0
ENSDARG00000100660,2
ENSDARG00000113107,0
ENSDARG00000099787,0
ENSDARG00000112451,0
ENSDARG00000070546,0
ENSDARG00000045914,44
ENSDARG00000045913,43
ENSDARG00000045911,1
ENSDARG00000045910,7
ENSDARG00000045909,1
ENSDARG00000025073,803
ENSDARG00000084828,0
ENSDARG00000095951,0
ENSDARG00000093924,0
ENSDARG00000108269,0
ENSDARG00000084451,0
ENSDARG00000031737,0
ENSDARG00000099652,2
ENSDARG00000101047,5
ENSDARG00000102104,0
ENSDARG00000099833,5
ENSDARG00000103870,2
ENSDARG00000096118,29
ENSDARG00000045900,3
ENSDARG00000016968,15
ENSDARG00000102878,9
ENSDARG00000059311,14
ENSDARG00000017386,0
ENSDARG00000045898,35
ENSDARG00000006060,20
ENSDARG00000113105,0
ENSDARG00000103050,0
ENSDARG00000070535,0
ENSDARG00000013789,0
ENSDARG00000063686,4
ENSDARG00000087962,5
ENSDARG00000099313,13
ENSDARG00000103102,0
ENSDARG00000104018,60
ENSDARG00000102157,0
ENSDARG00000098612,0
ENSDARG00000100898,0
ENSDARG00000102340,15
ENSDARG00000111388,0
ENSDARG00000025601,0
ENSDARG00000063672,1
ENSDARG00000018149,23
ENSDARG00000095920,0
ENSDARG00000045886,14
ENSDARG00000045885,10
ENSDARG00000007413,12
ENSDARG00000097341,0
ENSDARG00000045880,0
ENSDARG00000009657,7
ENSDARG00000093658,4
ENSDARG00000026839,3
ENSDARG00000016979,5
ENSDARG00000070477,2
ENSDARG00000045878,3
ENSDARG00000045877,25
ENSDARG00000079391,27
ENSDARG00000015921,9
ENSDARG00000099520,0
ENSDARG00000061544,1
ENSDARG00000020812,1
ENSDARG00000094007,0
ENSDARG00000093685,0
ENSDARG00000059196,0
ENSDARG00000009262,1
ENSDARG00000018618,27
ENSDARG00000045874,6
ENSDARG00000057468,1
ENSDARG00000045873,0
ENSDARG00000079143,0
ENSDARG00000057714,10
ENSDARG00000045224,0
ENSDARG00000011246,8
ENSDARG00000053709,0
ENSDARG00000099129,4
ENSDARG00000101813,34
ENSDARG00000039724,0
ENSDARG00000070441,1
ENSDARG00000011961,17
ENSDARG00000008986,1
ENSDARG00000008235,8
ENSDARG00000107595,0
ENSDARG00000004592,1
ENSDARG00000006567,3
ENSDARG00000016231,4
ENSDARG00000016749,1
ENSDARG00000004227,1
ENSDARG00000006038,8
ENSDARG00000045870,4
ENSDARG00000098551,0
ENSDARG00000060248,0
ENSDARG00000017757,7
ENSDARG00000030598,0
ENSDARG00000077356,1
ENSDARG00000097907,0
ENSDARG00000089860,1
ENSDARG00000097073,0
ENSDARG00000039843,3
ENSDARG00000077654,0
ENSDARG00000112842,0
ENSDARG00000070414,0
ENSDARG00000033296,0
ENSDARG00000006283,12
ENSDARG00000045864,4
ENSDARG00000045863,0
ENSDARG00000093470,0
ENSDARG00000105162,0
ENSDARG00000107526,8
ENSDARG00000016691,33
ENSDARG00000101363,6
ENSDARG00000095042,0
ENSDARG00000100963,0
ENSDARG00000115613,5
ENSDARG00000059043,1
ENSDARG00000075281,1
ENSDARG00000023766,7
ENSDARG00000097286,0
ENSDARG00000039356,0
ENSDARG00000059064,0
ENSDARG00000099725,0
ENSDARG00000090401,0
ENSDARG00000063578,0
ENSDARG00000106466,0
ENSDARG00000063563,26
ENSDARG00000039350,10
ENSDARG00000073963,1
ENSDARG00000069607,6
ENSDARG00000059053,8
ENSDARG00000092677,25
ENSDARG00000020871,8
ENSDARG00000039346,62
ENSDARG00000101565,2
ENSDARG00000097044,2
ENSDARG00000059003,3
ENSDARG00000039343,23
ENSDARG00000039340,3
ENSDARG00000070408,0
ENSDARG00000045858,3
ENSDARG00000045856,0
ENSDARG00000045854,0
ENSDARG00000045853,2
ENSDARG00000045851,0
ENSDARG00000095324,0
ENSDARG00000015623,0
ENSDARG00000030694,56
ENSDARG00000096037,7
ENSDARG00000045850,7
ENSDARG00000015931,6
ENSDARG00000063481,0
ENSDARG00000045847,24
ENSDARG00000045846,9
ENSDARG00000045843,12
ENSDARG00000045842,4
ENSDARG00000095332,3
ENSDARG00000014395,0
ENSDARG00000045837,0
ENSDARG00000094254,0
ENSDARG00000097507,2
ENSDARG00000095186,6
ENSDARG00000096986,0
ENSDARG00000097353,4
ENSDARG00000110143,0
ENSDARG00000045836,0
ENSDARG00000006409,0
ENSDARG00000045835,51
ENSDARG00000045834,13
ENSDARG00000034700,3
ENSDARG00000024465,5
ENSDARG00000017355,0
ENSDARG00000031956,3
ENSDARG00000070220,3
ENSDARG00000075956,0
ENSDARG00000009607,6
ENSDARG00000054321,21
ENSDARG00000024654,3
ENSDARG00000040610,1
ENSDARG00000003200,2
ENSDARG00000100253,0
ENSDARG00000091640,0
ENSDARG00000073858,3
ENSDARG00000088078,2
ENSDARG00000099560,4
ENSDARG00000087120,0
ENSDARG00000099280,5
ENSDARG00000101680,14
ENSDARG00000098745,2
ENSDARG00000074223,6
ENSDARG00000093020,0
ENSDARG00000091974,0
ENSDARG00000005453,9
ENSDARG00000090468,0
ENSDARG00000099281,13
ENSDARG00000068701,6
ENSDARG00000097967,0
ENSDARG00000068705,0
ENSDARG00000068708,18
ENSDARG00000024874,5
ENSDARG00000096138,0
ENSDARG00000084778,0
ENSDARG00000107521,0
ENSDARG00000110906,0
ENSDARG00000113211,0
ENSDARG00000102702,0
ENSDARG00000102461,0
ENSDARG00000101296,0
ENSDARG00000099870,3
ENSDARG00000070314,17
ENSDARG00000045822,54
ENSDARG00000105079,4
ENSDARG00000101254,2
ENSDARG00000006029,19
ENSDARG00000018688,0
ENSDARG00000112117,0
ENSDARG00000079470,0
ENSDARG00000105096,0
ENSDARG00000104976,0
ENSDARG00000086740,35
ENSDARG00000027799,4
ENSDARG00000045815,1
ENSDARG00000078073,7
ENSDARG00000075025,9
ENSDARG00000074905,1
ENSDARG00000026052,0
ENSDARG00000002663,4
ENSDARG00000074547,1
ENSDARG00000076313,0
ENSDARG00000074613,24
ENSDARG00000039393,22
ENSDARG00000039392,24
ENSDARG00000108662,0
ENSDARG00000081119,0
ENSDARG00000079824,0
ENSDARG00000076014,3
ENSDARG00000031930,0
ENSDARG00000109986,0
ENSDARG00000102464,3
ENSDARG00000081240,0
ENSDARG00000045801,4
ENSDARG00000096855,0
ENSDARG00000101849,53
ENSDARG00000093557,1
ENSDARG00000103537,2
ENSDARG00000102020,1
ENSDARG00000101967,9
ENSDARG00000088181,4
ENSDARG00000063097,5
ENSDARG00000039681,6
ENSDARG00000070230,0
ENSDARG00000077926,1
ENSDARG00000073881,1
ENSDARG00000034375,2
ENSDARG00000039185,15
ENSDARG00000058127,0
ENSDARG00000045788,1
ENSDARG00000045789,0
ENSDARG00000045790,0
ENSDARG00000058159,0
ENSDARG00000063149,9
ENSDARG00000016538,1
ENSDARG00000025859,7
ENSDARG00000058042,2
ENSDARG00000088044,0
ENSDARG00000091656,40
ENSDARG00000099821,0
ENSDARG00000063054,2
ENSDARG00000075501,1
ENSDARG00000058030,10
ENSDARG00000045704,1
ENSDARG00000045705,5
ENSDARG00000033179,2
ENSDARG00000109844,1
ENSDARG00000110426,1
ENSDARG00000096009,1
ENSDARG00000025824,1
ENSDARG00000004386,1
ENSDARG00000114963,0
ENSDARG00000045706,6
ENSDARG00000094732,4
ENSDARG00000057983,2
ENSDARG00000063008,4
ENSDARG00000057974,7
ENSDARG00000086650,0
ENSDARG00000003570,89
ENSDARG00000057942,0
ENSDARG00000062983,5
ENSDARG00000045708,0
ENSDARG00000070126,4
ENSDARG00000062968,8
ENSDARG00000057929,7
ENSDARG00000057921,1
ENSDARG00000018820,2
ENSDARG00000032799,4
ENSDARG00000032389,4
ENSDARG00000034326,14
ENSDARG00000045747,0
ENSDARG00000106389,0
ENSDARG00000094973,1
ENSDARG00000045748,4
ENSDARG00000094597,0
ENSDARG00000116855,0
ENSDARG00000097175,0
ENSDARG00000111380,0
ENSDARG00000095446,0
ENSDARG00000093014,0
ENSDARG00000096967,0
ENSDARG00000045749,8
ENSDARG00000095994,0
ENSDARG00000045750,0
ENSDARG00000095981,0
ENSDARG00000045752,0
ENSDARG00000092989,0
ENSDARG00000045753,6
ENSDARG00000045754,1
ENSDARG00000045755,9
ENSDARG00000096083,0
ENSDARG00000096010,0
ENSDARG00000096184,0
ENSDARG00000096047,0
ENSDARG00000094603,0
ENSDARG00000096156,0
ENSDARG00000096187,0
ENSDARG00000096039,0
ENSDARG00000096153,0
ENSDARG00000045758,1
ENSDARG00000045760,2
ENSDARG00000001781,0
ENSDARG00000096114,0
ENSDARG00000096218,0
ENSDARG00000096131,0
ENSDARG00000094545,0
ENSDARG00000019235,15
ENSDARG00000063299,19
ENSDARG00000070015,0
ENSDARG00000003822,3
ENSDARG00000005451,76
ENSDARG00000079698,1
ENSDARG00000045765,0
ENSDARG00000112657,0
ENSDARG00000032765,28
ENSDARG00000081841,0
ENSDARG00000081284,0
ENSDARG00000096147,0
ENSDARG00000025576,4
ENSDARG00000031228,24
ENSDARG00000096099,0
ENSDARG00000093427,0
ENSDARG00000092083,1
ENSDARG00000117743,0
ENSDARG00000094299,0
ENSDARG00000005891,11
ENSDARG00000063255,0
ENSDARG00000094457,0
ENSDARG00000045768,22
ENSDARG00000032242,4
ENSDARG00000058366,7
ENSDARG00000017661,3
ENSDARG00000020015,13
ENSDARG00000006747,18
ENSDARG00000094980,0
ENSDARG00000007639,6
ENSDARG00000041665,22
ENSDARG00000087319,0
ENSDARG00000058244,1
ENSDARG00000103365,1
ENSDARG00000095461,2
ENSDARG00000074873,0
ENSDARG00000104625,0
ENSDARG00000103215,0
ENSDARG00000019396,3
ENSDARG00000013476,1
ENSDARG00000085437,0
ENSDARG00000008720,9
ENSDARG00000110404,0
ENSDARG00000032618,4
ENSDARG00000022165,57
ENSDARG00000005897,7
ENSDARG00000053127,2
ENSDARG00000053131,0
ENSDARG00000053136,4
ENSDARG00000069912,10
ENSDARG00000117577,0
ENSDARG00000045658,9
ENSDARG00000015824,1
ENSDARG00000005541,10
ENSDARG00000078613,0
ENSDARG00000014361,26
ENSDARG00000110543,0
ENSDARG00000094001,0
ENSDARG00000097457,0
ENSDARG00000096135,0
ENSDARG00000015053,3
ENSDARG00000117423,2
ENSDARG00000017841,31
ENSDARG00000045669,0
ENSDARG00000094646,21
ENSDARG00000092714,1
ENSDARG00000024211,0
ENSDARG00000045671,0
ENSDARG00000045672,0
ENSDARG00000045673,0
ENSDARG00000045675,0
ENSDARG00000045676,17
ENSDARG00000045677,609
ENSDARG00000081977,0
ENSDARG00000045680,4
ENSDARG00000045681,0
ENSDARG00000045683,0
ENSDARG00000078745,5
ENSDARG00000105458,0
ENSDARG00000006396,1
ENSDARG00000112990,0
ENSDARG00000045685,5
ENSDARG00000045687,0
ENSDARG00000022550,3
ENSDARG00000045692,12
ENSDARG00000015966,14
ENSDARG00000045691,8
ENSDARG00000045694,11
ENSDARG00000095980,0
ENSDARG00000096149,0
ENSDARG00000109403,0
ENSDARG00000113738,0
ENSDARG00000097023,0
ENSDARG00000097419,0
ENSDARG00000093588,0
ENSDARG00000069780,1
ENSDARG00000011661,15
ENSDARG00000062797,10
ENSDARG00000018744,0
ENSDARG00000020086,1
ENSDARG00000096496,1
ENSDARG00000092161,0
ENSDARG00000003811,8
ENSDARG00000094799,0
ENSDARG00000077090,0
ENSDARG00000079892,1
ENSDARG00000015985,0
ENSDARG00000112970,0
ENSDARG00000045589,0
ENSDARG00000112858,0
ENSDARG00000057334,13
ENSDARG00000113699,0
ENSDARG00000106193,0
ENSDARG00000045594,0
ENSDARG00000045595,1
ENSDARG00000006215,48
ENSDARG00000045598,11
ENSDARG00000017366,1
ENSDARG00000020101,16
ENSDARG00000022424,3
ENSDARG00000004497,1
ENSDARG00000002952,14
ENSDARG00000045601,1
ENSDARG00000007764,0
ENSDARG00000096823,0
ENSDARG00000062651,3
ENSDARG00000000019,25
ENSDARG00000080467,0
ENSDARG00000083126,0
ENSDARG00000081095,0
ENSDARG00000000018,9
ENSDARG00000092341,5
ENSDARG00000093247,0
ENSDARG00000019328,7
ENSDARG00000032919,15
ENSDARG00000004336,0
ENSDARG00000094584,0
ENSDARG00000069698,3
ENSDARG00000069692,3
ENSDARG00000093135,2
ENSDARG00000092944,0
ENSDARG00000092064,0
ENSDARG00000089640,4
ENSDARG00000087241,0
ENSDARG00000034823,31
ENSDARG00000032319,3
ENSDARG00000097754,0
ENSDARG00000095103,0
ENSDARG00000093168,0
ENSDARG00000093983,0
ENSDARG00000092097,0
ENSDARG00000113342,0
ENSDARG00000116640,0
ENSDARG00000113663,0
ENSDARG00000112642,0
ENSDARG00000012684,38
ENSDARG00000117071,0
ENSDARG00000056954,2
ENSDARG00000056950,64
ENSDARG00000111690,0
ENSDARG00000056938,10
ENSDARG00000045580,21
ENSDARG00000012066,38
ENSDARG00000088002,0
ENSDARG00000027249,83
ENSDARG00000020749,0
ENSDARG00000032653,4
ENSDARG00000003789,4
ENSDARG00000023026,0
ENSDARG00000027316,16
ENSDARG00000095159,0
ENSDARG00000093371,0
ENSDARG00000004904,0
ENSDARG00000093058,26
ENSDARG00000022795,1
ENSDARG00000056859,0
ENSDARG00000077985,0
ENSDARG00000019644,156
ENSDARG00000027424,15
ENSDARG00000007315,9
ENSDARG00000007405,12
ENSDARG00000019420,20
ENSDARG00000011582,5
ENSDARG00000085074,0
ENSDARG00000117277,0
ENSDARG00000091957,0
ENSDARG00000016815,0
ENSDARG00000045574,2
ENSDARG00000045568,12
ENSDARG00000094132,0
ENSDARG00000094191,0
ENSDARG00000073959,1
ENSDARG00000029944,1
ENSDARG00000093287,0
ENSDARG00000038384,0
ENSDARG00000020143,25
ENSDARG00000038386,2
ENSDARG00000007175,3
ENSDARG00000002174,2
ENSDARG00000079985,0
ENSDARG00000006011,1
ENSDARG00000002128,6
ENSDARG00000115392,0
ENSDARG00000045563,2
ENSDARG00000045561,0
ENSDARG00000030153,6
ENSDARG00000014572,40
ENSDARG00000045560,14
ENSDARG00000094593,0
ENSDARG00000097601,0
ENSDARG00000087438,0
ENSDARG00000012435,0
ENSDARG00000016886,0
ENSDARG00000076690,0
ENSDARG00000021239,3
ENSDARG00000003512,8
ENSDARG00000111346,0
ENSDARG00000004055,8
ENSDARG00000015278,3
ENSDARG00000028192,1
ENSDARG00000097434,0
ENSDARG00000045557,2
ENSDARG00000033757,2
ENSDARG00000045555,3
ENSDARG00000117252,1
ENSDARG00000073965,0
ENSDARG00000045552,0
ENSDARG00000005547,4
ENSDARG00000097195,0
ENSDARG00000029018,4
ENSDARG00000095705,20
ENSDARG00000031777,1
ENSDARG00000081807,0
ENSDARG00000082287,0
ENSDARG00000022858,0
ENSDARG00000008439,0
ENSDARG00000034717,1
ENSDARG00000069431,1
ENSDARG00000003615,16
ENSDARG00000007371,0
ENSDARG00000015222,4
ENSDARG00000096473,0
ENSDARG00000045549,3
ENSDARG00000016613,1
ENSDARG00000008867,42
ENSDARG00000115618,0
ENSDARG00000094428,1
ENSDARG00000029524,9
ENSDARG00000099812,2
ENSDARG00000045548,0
ENSDARG00000082824,0
ENSDARG00000083992,0
ENSDARG00000094118,0
ENSDARG00000006766,57
ENSDARG00000069402,9
ENSDARG00000021336,0
ENSDARG00000045544,0
ENSDARG00000014804,0
ENSDARG00000111326,0
ENSDARG00000001912,3
ENSDARG00000106138,2
ENSDARG00000104301,3
ENSDARG00000045543,19
ENSDARG00000045542,16
ENSDARG00000045541,0
ENSDARG00000011605,1
ENSDARG00000045540,11
ENSDARG00000056152,5
ENSDARG00000056145,0
ENSDARG00000101236,1
ENSDARG00000037960,14
ENSDARG00000017163,0
ENSDARG00000004794,0
ENSDARG00000019861,0
ENSDARG00000045481,1
ENSDARG00000045482,1
ENSDARG00000103810,1
ENSDARG00000045483,0
ENSDARG00000026855,0
ENSDARG00000045484,4
ENSDARG00000008398,0
ENSDARG00000082618,0
ENSDARG00000009252,5
ENSDARG00000011764,3
ENSDARG00000045485,6
ENSDARG00000117503,0
ENSDARG00000055245,1
ENSDARG00000114678,1
ENSDARG00000090038,0
ENSDARG00000090277,0
ENSDARG00000005476,12
ENSDARG00000030614,60
ENSDARG00000045486,2
ENSDARG00000010784,13
ENSDARG00000117468,0
ENSDARG00000045487,453
ENSDARG00000092717,0
ENSDARG00000097427,0
ENSDARG00000029830,0
ENSDARG00000007277,2
ENSDARG00000098436,0
ENSDARG00000013414,16
ENSDARG00000106953,0
ENSDARG00000032218,2
ENSDARG00000013000,0
ENSDARG00000096999,0
ENSDARG00000095571,0
ENSDARG00000055360,23
ENSDARG00000012729,15
ENSDARG00000061951,40
ENSDARG00000010454,0
ENSDARG00000021579,1
ENSDARG00000021595,13
ENSDARG00000007523,4
ENSDARG00000045490,66
ENSDARG00000018111,3
ENSDARG00000117573,0
ENSDARG00000034300,1
ENSDARG00000032639,27
ENSDARG00000021647,11
ENSDARG00000016010,7
ENSDARG00000021590,5
ENSDARG00000045493,0
ENSDARG00000094023,0
ENSDARG00000033443,8
ENSDARG00000109358,1
ENSDARG00000108552,0
ENSDARG00000108019,0
ENSDARG00000084043,0
ENSDARG00000111837,0
ENSDARG00000084741,0
ENSDARG00000011769,4
ENSDARG00000022187,7
ENSDARG00000002131,22
ENSDARG00000016526,15
ENSDARG00000045513,19
ENSDARG00000045514,378
ENSDARG00000045515,3
ENSDARG00000045516,42
ENSDARG00000045517,0
ENSDARG00000045518,4
ENSDARG00000045519,0
ENSDARG00000034173,0
ENSDARG00000001953,7
ENSDARG00000031346,6
ENSDARG00000069311,0
ENSDARG00000089159,2
ENSDARG00000045522,6
ENSDARG00000069292,4
ENSDARG00000088524,0
ENSDARG00000033413,18
ENSDARG00000045524,5
ENSDARG00000045525,26
ENSDARG00000042469,69
ENSDARG00000045527,12
ENSDARG00000107892,0
ENSDARG00000045528,5
ENSDARG00000075215,0
ENSDARG00000069261,4
ENSDARG00000097579,0
ENSDARG00000089861,6
ENSDARG00000089908,1
ENSDARG00000032627,8
ENSDARG00000069244,3
ENSDARG00000045530,3
ENSDARG00000097326,1
ENSDARG00000098221,3
ENSDARG00000073766,31
ENSDARG00000078749,1
ENSDARG00000083413,0
ENSDARG00000116145,0
ENSDARG00000099850,6
ENSDARG00000107462,0
ENSDARG00000041205,0
ENSDARG00000114833,0
ENSDARG00000029071,1
ENSDARG00000041199,0
ENSDARG00000024306,5
ENSDARG00000013596,10
ENSDARG00000084471,0
ENSDARG00000069160,4
ENSDARG00000045510,0
ENSDARG00000069169,2
ENSDARG00000069171,0
ENSDARG00000109808,0
ENSDARG00000069185,5
ENSDARG00000043734,3
ENSDARG00000096207,0
ENSDARG00000096045,5
ENSDARG00000014941,5
ENSDARG00000053917,0
ENSDARG00000076272,1
ENSDARG00000111124,0
ENSDARG00000112874,0
ENSDARG00000096034,0
ENSDARG00000077488,3
ENSDARG00000106572,0
ENSDARG00000115901,0
ENSDARG00000115871,0
ENSDARG00000116477,0
ENSDARG00000116592,0
ENSDARG00000111340,0
ENSDARG00000109889,0
ENSDARG00000115466,0
ENSDARG00000112296,0
ENSDARG00000111749,0
ENSDARG00000111325,0
ENSDARG00000110605,0
ENSDARG00000114347,0
ENSDARG00000114485,0
ENSDARG00000109380,0
ENSDARG00000111403,0
ENSDARG00000114836,0
ENSDARG00000116261,0
ENSDARG00000113618,0
ENSDARG00000114213,0
ENSDARG00000115035,0
ENSDARG00000110116,0
ENSDARG00000113089,0
ENSDARG00000110445,0
ENSDARG00000116403,0
ENSDARG00000111541,0
ENSDARG00000116481,0
ENSDARG00000113073,0
ENSDARG00000111943,0
ENSDARG00000116749,0
ENSDARG00000109709,0
ENSDARG00000114599,0
ENSDARG00000112802,0
ENSDARG00000111975,0
ENSDARG00000114183,0
ENSDARG00000109941,0
ENSDARG00000115654,0
ENSDARG00000114311,0
ENSDARG00000115251,0
ENSDARG00000113362,0
ENSDARG00000109967,0
ENSDARG00000113279,0
ENSDARG00000115317,0
ENSDARG00000116475,0
ENSDARG00000110007,0
ENSDARG00000110957,0
ENSDARG00000113472,0
ENSDARG00000115532,0
ENSDARG00000114255,0
ENSDARG00000112506,0
ENSDARG00000113369,0
ENSDARG00000109546,0
ENSDARG00000110053,0
ENSDARG00000116026,0
ENSDARG00000114956,0
ENSDARG00000074009,0
ENSDARG00000079222,2
ENSDARG00000088214,1
ENSDARG00000070203,0
ENSDARG00000023036,1
ENSDARG00000097728,0
ENSDARG00000104041,0
ENSDARG00000094824,0
ENSDARG00000096684,1
ENSDARG00000115593,0
ENSDARG00000109327,0
ENSDARG00000088082,0
ENSDARG00000112449,0
ENSDARG00000091381,0
ENSDARG00000096063,0
ENSDARG00000116181,0
ENSDARG00000099173,0
ENSDARG00000092140,0
ENSDARG00000094903,0
ENSDARG00000093831,1
ENSDARG00000110852,0
ENSDARG00000092968,0
ENSDARG00000043792,0
ENSDARG00000117382,0
ENSDARG00000088870,0
ENSDARG00000089582,0
ENSDARG00000099440,0
ENSDARG00000114558,0
ENSDARG00000111979,0
ENSDARG00000101497,2
ENSDARG00000100142,0
ENSDARG00000099837,3
ENSDARG00000104239,0
ENSDARG00000103202,0
ENSDARG00000117163,0
ENSDARG00000098876,0
ENSDARG00000103471,1
ENSDARG00000104074,0
ENSDARG00000102559,0
ENSDARG00000113016,0
ENSDARG00000101775,2
ENSDARG00000098115,1
ENSDARG00000101374,0
ENSDARG00000110594,0
ENSDARG00000082790,0
ENSDARG00000110759,0
ENSDARG00000115818,1
ENSDARG00000109664,0
ENSDARG00000115389,0
ENSDARG00000115944,0
ENSDARG00000111938,0
ENSDARG00000114277,0
ENSDARG00000110891,0
ENSDARG00000098340,0
ENSDARG00000113005,0
ENSDARG00000099699,0
ENSDARG00000117318,0
ENSDARG00000112206,0
ENSDARG00000110785,0
ENSDARG00000117046,0
ENSDARG00000114548,0
ENSDARG00000116138,0
ENSDARG00000115815,0
ENSDARG00000114802,0
ENSDARG00000109445,0
ENSDARG00000114362,0
ENSDARG00000116626,0
ENSDARG00000111726,0
ENSDARG00000114561,0
ENSDARG00000113830,0
ENSDARG00000116681,0
ENSDARG00000110373,0
ENSDARG00000116826,0
ENSDARG00000080902,0
ENSDARG00000109780,0
ENSDARG00000100479,0
ENSDARG00000110062,0
ENSDARG00000116390,0
ENSDARG00000110989,0
ENSDARG00000098143,0
ENSDARG00000104064,0
ENSDARG00000110696,0
ENSDARG00000114172,0
ENSDARG00000103229,0
ENSDARG00000103143,0
ENSDARG00000104211,0
ENSDARG00000100061,0
ENSDARG00000116510,0
ENSDARG00000104412,0
ENSDARG00000100632,0
ENSDARG00000101475,0
ENSDARG00000110031,0
ENSDARG00000100793,0
ENSDARG00000102008,2
ENSDARG00000111875,0
ENSDARG00000113581,0
ENSDARG00000111217,0
ENSDARG00000116396,0
ENSDARG00000111322,0
ENSDARG00000112824,0
ENSDARG00000114517,0
ENSDARG00000110846,0
ENSDARG00000114778,0
ENSDARG00000109305,0
ENSDARG00000114244,0
ENSDARG00000111750,0
ENSDARG00000110138,0
ENSDARG00000113937,0
ENSDARG00000116916,0
ENSDARG00000113483,0
ENSDARG00000110847,0
ENSDARG00000113058,0
ENSDARG00000111830,0
ENSDARG00000116472,0
ENSDARG00000110566,0
ENSDARG00000113950,0
ENSDARG00000117208,0
ENSDARG00000114925,0
ENSDARG00000075731,0
ENSDARG00000091746,0
ENSDARG00000095293,0
ENSDARG00000073915,0
ENSDARG00000107177,1
ENSDARG00000089814,0
ENSDARG00000096499,0
ENSDARG00000088245,0
ENSDARG00000109802,0
ENSDARG00000096458,0
ENSDARG00000096437,0
ENSDARG00000089304,0
ENSDARG00000095997,0
ENSDARG00000095596,0
ENSDARG00000094484,0
ENSDARG00000094308,1
ENSDARG00000096186,0
ENSDARG00000088378,1
ENSDARG00000086449,0
ENSDARG00000096011,1
ENSDARG00000095521,0
ENSDARG00000082253,0
ENSDARG00000112409,0
ENSDARG00000104584,0
ENSDARG00000090366,0
ENSDARG00000076252,0
ENSDARG00000096188,0
ENSDARG00000096005,1
ENSDARG00000091013,3
ENSDARG00000103872,0
ENSDARG00000087293,0
ENSDARG00000090461,1
ENSDARG00000117785,0
ENSDARG00000109604,1
ENSDARG00000098177,2
ENSDARG00000110665,0
ENSDARG00000100840,0
ENSDARG00000110101,0
ENSDARG00000116594,0
ENSDARG00000101948,1
ENSDARG00000117764,0
ENSDARG00000099330,0
ENSDARG00000105246,0
ENSDARG00000099432,0
ENSDARG00000114938,0
ENSDARG00000102904,0
ENSDARG00000102515,0
ENSDARG00000105063,0
ENSDARG00000099899,2
ENSDARG00000090355,2
ENSDARG00000112634,0
ENSDARG00000102561,0
ENSDARG00000103992,0
ENSDARG00000099785,0
ENSDARG00000098615,0
ENSDARG00000114783,0
ENSDARG00000117809,0
ENSDARG00000101459,1
ENSDARG00000095275,0
ENSDARG00000113431,1
ENSDARG00000109260,0
ENSDARG00000077266,0
ENSDARG00000116675,0
ENSDARG00000099493,3
ENSDARG00000116197,1
ENSDARG00000111444,0
ENSDARG00000100961,0
ENSDARG00000103348,1
ENSDARG00000114908,2
ENSDARG00000098167,10
ENSDARG00000098677,1
ENSDARG00000098758,0
ENSDARG00000104038,0
ENSDARG00000101463,0
ENSDARG00000115564,0
ENSDARG00000101623,0
ENSDARG00000111046,0
ENSDARG00000099152,4
ENSDARG00000100099,0
ENSDARG00000110802,0
ENSDARG00000104407,0
ENSDARG00000098452,0
ENSDARG00000103473,1
ENSDARG00000104681,0
