Name	pathBMD	pval	adj.pval	perc.path	num.hits
Tyrosine metabolism	1.58927445240358	0.237718030202607	0.99999	0.04	1
Tryptophan metabolism	1.58927445240358	0.338196500981983	0.99999	0.0263157894736842	1
VEGF signaling pathway	1.59734933294853	0.406435208782594	0.99999	0.0208333333333333	1
Inositol phosphate metabolism	1.59734933294853	0.449997694032198	0.99999	0.0181818181818182	1
ErbB signaling pathway	1.59734933294853	0.479155022540903	0.99999	0.0166666666666667	1
Phosphatidylinositol signaling system	1.59734933294853	0.490383363769238	0.99999	0.0161290322580645	1
Pentose phosphate pathway	1.69965966911724	0.203855538307442	0.99999	0.0476190476190476	1
Biosynthesis of amino acids	1.69965966911724	0.406435208782594	0.99999	0.0208333333333333	1
Autophagy - animal	1.87392609411912	0.620397388666858	0.99999	0.0112359550561798	1
Salmonella infection	2.18974568722558	0.437885935756163	0.99999	0.0188679245283019	1
mTOR signaling pathway	2.3965339609896	0.352873058804584	0.99999	0.0173913043478261	2
Calcium signaling pathway	2.88271951600811	0.461914168652321	0.99999	0.0138888888888889	2
Steroid biosynthesis	3.26348575310861	0.18636825135365	0.99999	0.0526315789473684	1
Carbon metabolism	3.60354038635673	0.205722247114965	0.99999	0.0256410256410256	2
AGE-RAGE signaling pathway in diabetic complications	3.89817425830843	0.178365403152123	0.99999	0.028169014084507	2
Vascular smooth muscle contraction	4.16808969906769	0.599099570659765	0.99999	0.0119047619047619	1
Cardiac muscle contraction	4.42606743399477	0.0979435107069797	0.99999	0.0408163265306122	2
Adrenergic signaling in cardiomyocytes	4.42606743399477	0.297485578324925	0.99999	0.0198019801980198	2
RNA degradation	4.62902375521882	0.437885935756163	0.99999	0.0188679245283019	1
Gap junction	4.79623455237131	0.147914930869397	0.99999	0.0317460317460317	2
Regulation of actin cytoskeleton	4.79623455237131	0.42913032556953	0.99999	0.0148148148148148	2
Spliceosome	5.23778597580609	0.21758674784466	0.99999	0.0246913580246914	2
Neuroactive ligand-receptor interaction	5.36754330813707	0.0147055973724788	0.715571770480607	0.0294117647058824	7
Ribosome	5.48892804543284	0.0157846714076604	0.715571770480607	0.0612244897959184	3
Adipocytokine signaling pathway	5.4895565285001	0.393371045010798	0.99999	0.0217391304347826	1
Cytokine-cytokine receptor interaction	5.4895565285001	0.581210286965079	0.99999	0.0125	1
Propanoate metabolism	5.50742110359622	0.168499544894139	0.99999	0.0588235294117647	1
Glyoxylate and dicarboxylate metabolism	5.50742110359622	0.254108901244403	0.99999	0.037037037037037	1
Pyruvate metabolism	5.50742110359622	0.270149692029814	0.99999	0.0344827586206897	1
Glycolysis / Gluconeogenesis	5.50742110359622	0.359447870613927	0.99999	0.024390243902439	1
Metabolic pathways	5.54824417991538	0.471014438625132	0.99999	0.011352885525071	12
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	5.58906725623453	0.220969492453017	0.99999	0.0434782608695652	1
Cytosolic DNA-sensing pathway	5.66045324203392	0.229388950155427	0.99999	0.0416666666666667	1
Apoptosis	5.67961672437616	0.64833914260783	0.99999	0.0104166666666667	1
RNA transport	5.75616378331449	0.265484001639063	0.99999	0.021505376344086	2
Cell adhesion molecules (CAMs)	5.81809619698007	0.538008348466078	0.99999	0.0140845070422535	1
NOD-like receptor signaling pathway	5.92972621285113	0.257476122256796	0.99999	0.021978021978022	2
Necroptosis	5.92972621285113	0.341107890714083	0.99999	0.0178571428571429	2
Oxidative phosphorylation	5.94712928112768	0.0104584141041782	0.715571770480607	0.0506329113924051	4
Phagosome	6.19899918366833	0.0398682367862315	0.99999	0.0428571428571429	3
Ferroptosis	6.19899918366833	0.229388950155427	0.99999	0.0416666666666667	1
Ether lipid metabolism	6.26797032610706	0.316245070026208	0.99999	0.0285714285714286	1
GnRH signaling pathway	6.26797032610706	0.522646110176221	0.99999	0.0147058823529412	1
Glycerophospholipid metabolism	6.26797032610706	0.543019178354196	0.99999	0.0138888888888889	1
Cellular senescence	6.29895436238986	0.68817614682013	0.99999	0.00934579439252336	1
Lysosome	6.35239273730215	0.628598394459648	0.99999	0.010989010989011	1
Peroxisome	6.44355289380852	0.543019178354196	0.99999	0.0138888888888889	1
Notch signaling pathway	6.53797580349024	0.316245070026208	0.99999	0.0285714285714286	1
Amino sugar and nucleotide sugar metabolism	6.68204210195969	0.431731094494757	0.99999	0.0192307692307692	1
Terpenoid backbone biosynthesis	6.99466371915677	0.17748208773139	0.99999	0.0555555555555556	1
