Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: EE2_DESeq_normData
Work Source: EE2_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.14
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 1979
Total Run Time: 1 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
all	0	all	8441	18951	187	107	59	106	106	77	187	22	22	0	18929	0	1.0	1.0	1.0	0.12	101886162;100003999;566845;566575;561679;561082;560912;560168;559455;559297;554488;497645;497403;449949;393598;386967;337767;323181;322347;245950;58108;30369	sprtn;eevs;mylk4a;si:dkey-14o18.2;col11a2;cavin1b;si:dkey-92j12.5;coro1b;otud7a;ankle2;ypel1;matn3b;cenpf;ssrp1b;alg9;stam;lamb2;kat7b;hsdl2;ptk2bb;fth1a;fzd7a	ENSDARG00000104709;ENSDARG00000087873;ENSDARG00000091260;ENSDARG00000062995;ENSDARG00000012422;ENSDARG00000059362;ENSDARG00000094677;ENSDARG00000008660;ENSDARG00000045556;ENSDARG00000035607;ENSDARG00000035630;ENSDARG00000069265;ENSDARG00000055133;ENSDARG00000016994;ENSDARG00000012840;ENSDARG00000002127;ENSDARG00000002084;ENSDARG00000031770;ENSDARG00000002523;ENSDARG00000039577;ENSDARG00000015551;ENSDARG00000060004		0.510400090909091	0.5094785	0.0102665	0.21014572275337617	0.45693117194173244	0.20256220787541934	0.2586276922727273	0.278208	0.00272404	0.08742626528095492	0.24212525041305935	0.09568376670030235	1.0298096772727272	0.9330275	0.0286793	0.5544979507687996	0.876675431766758	0.4714336437788711					0.484364;0.328235;0.0102665;0.500178;0.412555;0.522871;0.873369;0.522053;0.851742;0.467483;0.75699;0.546626;0.675227;0.461335;0.587414;0.0135395;0.692284;0.480523;0.462505;0.503834;0.515123;0.560285	0.271058;0.210818;0.00367519;0.275534;0.246333;0.281995;0.332941;0.281664;0.331719;0.26556;0.324296;0.288366;0.314066;0.263635;0.297681;0.00272404;0.316409;0.269546;0.26391;0.27662;0.279796;0.291463	0.865529;0.511046;0.0286793;0.907976;0.690943;0.969497;2.29102;0.967606;2.18699;0.82294;1.76701;1.03618;1.45171;0.807293;1.15914;0.0672966;1.51467;0.856635;0.810547;0.917678;0.948377;1.07705	17	5	17	101886162;100003999;566575;561679;561082;560168;559297;554488;497645;449949;393598;337767;323181;322347;245950;58108;30369	ENSDARG00000104709;ENSDARG00000087873;ENSDARG00000062995;ENSDARG00000012422;ENSDARG00000059362;ENSDARG00000008660;ENSDARG00000035607;ENSDARG00000035630;ENSDARG00000069265;ENSDARG00000016994;ENSDARG00000012840;ENSDARG00000002084;ENSDARG00000031770;ENSDARG00000002523;ENSDARG00000039577;ENSDARG00000015551;ENSDARG00000060004	0.5179210588235295	0.503834	0.098104352269325	0.27674611764705886	0.27662	0.025622260509375206	0.9782421764705883	0.917678	0.2931733582906268	0.484364;0.328235;0.500178;0.412555;0.522871;0.522053;0.467483;0.75699;0.546626;0.461335;0.587414;0.692284;0.480523;0.462505;0.503834;0.515123;0.560285	0.271058;0.210818;0.275534;0.246333;0.281995;0.281664;0.26556;0.324296;0.288366;0.263635;0.297681;0.316409;0.269546;0.26391;0.27662;0.279796;0.291463	0.865529;0.511046;0.907976;0.690943;0.969497;0.967606;0.82294;1.76701;1.03618;0.807293;1.15914;1.51467;0.856635;0.810547;0.917678;0.948377;1.07705	5	566845;560912;559455;497403;386967	ENSDARG00000091260;ENSDARG00000094677;ENSDARG00000045556;ENSDARG00000055133;ENSDARG00000002127	0.4848288	0.675227	0.43850976009357523	0.19702504599999998	0.314066	0.17709548304300926	1.2051391800000002	1.45171	1.1048426294460094	0.0102665;0.873369;0.851742;0.675227;0.0135395	0.00367519;0.332941;0.331719;0.314066;0.00272404	0.0286793;2.29102;2.18699;1.45171;0.0672966	0						Exp 5,1(0.05);Hill,1(0.05);Linear,20(0.91)	2.40846756111069	54.8209912776947	1.5256692171096802	3.7068777084350586	0.6604406980309306	2.463537573814392	0.42258578239411976	0.5982143994240622	0.22209458119578457	0.29516080334966993	0.7980997310423403	1.2615196235031145	UP	0.7727272727272727	0.22727272727272727	0.0	
GO:0000026	7	alpha-1,2-mannosyltransferase activity	1	4	1	1	1	1	1	1	1	1	1	21	3	18926	0.99999	0.0046358	0.0046358	25.0	393598	alg9	ENSDARG00000012840		0.587414	0.587414	0.587414		0.587414		0.297681	0.297681	0.297681		0.297681		1.15914	1.15914	1.15914		1.15914		0.0	0.587414	0.0	0.587414	0.587414	0.297681	1.15914	1	0	1	393598	ENSDARG00000012840	0.587414	0.587414		0.297681	0.297681		1.15914	1.15914		0.587414	0.297681	1.15914	0															0						Linear,1(1)	1.929970622062683	1.929970622062683	1.929970622062683	1.929970622062683	0.0	1.929970622062683	0.587414	0.587414	0.297681	0.297681	1.15914	1.15914	UP	1.0	0.0	0.0	
GO:0000030	6	mannosyltransferase activity	4	20	1	1	1	1	1	1	1	1	1	21	19	18910	0.99976	0.022975	0.022975	5.0	393598	alg9	ENSDARG00000012840		0.587414	0.587414	0.587414		0.587414		0.297681	0.297681	0.297681		0.297681		1.15914	1.15914	1.15914		1.15914		0.0	0.587414			0.587414	0.297681	1.15914	1	0	1	393598	ENSDARG00000012840	0.587414	0.587414		0.297681	0.297681		1.15914	1.15914		0.587414	0.297681	1.15914	0															0						Linear,1(1)	1.929970622062683	1.929970622062683	1.929970622062683	1.929970622062683	0.0	1.929970622062683	0.587414	0.587414	0.297681	0.297681	1.15914	1.15914	UP	1.0	0.0	0.0	
GO:0000041	8	transition metal ion transport	28	69	1	1	1	1	1	1	1	1	1	21	68	18861	0.99712	0.077153	0.077153	1.45	58108	fth1a	ENSDARG00000015551		0.515123	0.515123	0.515123		0.515123		0.279796	0.279796	0.279796		0.279796		0.948377	0.948377	0.948377		0.948377						0.515123	0.279796	0.948377	1	0	1	58108	ENSDARG00000015551	0.515123	0.515123		0.279796	0.279796		0.948377	0.948377		0.515123	0.279796	0.948377	0															0						Linear,1(1)	1.5256692171096802	1.5256692171096802	1.5256692171096802	1.5256692171096802	0.0	1.5256692171096802	0.515123	0.515123	0.279796	0.279796	0.948377	0.948377	UP	1.0	0.0	0.0	
GO:0000075	6	cell cycle checkpoint signaling	23	62	1	0	0	1	1	0	1	0	0	22	62	18867	0.93041	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000077	8	DNA damage checkpoint signaling	12	33	1	0	0	1	1	0	1	0	0	22	33	18896	0.96236	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000082	6	G1/S transition of mitotic cell cycle	8	15	1	1	0	1	1	1	1	0	0	22	15	18914	0.98272	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000122	9	negative regulation of transcription by RNA polymerase II	121	189	2	1	0	1	1	1	2	0	0	22	189	18740	0.80201	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000123	5	histone acetyltransferase complex	42	66	1	1	1	0	0	0	1	0	0	22	66	18863	0.92608	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000124	6	SAGA complex	8	12	1	1	1	0	0	0	1	0	0	22	12	18917	0.98615	1.0	1.0	0.0																														0	0	0															0															0																							
