Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000112451	Linear		null	null	1.24496	0.815534	2.58751	0.8564	253.816575	-501.633149	1	1.526558059	TRUE	6.11E-07	1.60E-07			
ENSDARG00000045683	Exp 2		null	null	1.81724	1.24659	4.21775	0.6081	255.622	-505.244	1	1.457768793	TRUE	1	4.64E-07	0.179589		
ENSDARG00000087293	Poly 2		null	null	0.129659	0.0769117	0.407604	0.2232	258.33462	-508.66924	1	1.685816332	TRUE	3.87E-07	1.23E-06	-3.89E-07		
ENSDARG00000099152	Exp 2		null	null	1.12868	0.356462	4.11741	0.5212	244.5787	-483.1573	-1	3.166340311	TRUE	-1	1.06E-06	0.346171		
ENSDARG00000102927	Linear		null	null	1.58209	0.971158	4.20446	0.3438	247.400139	-488.800278	-1	1.629075804	TRUE	1.23E-06	-1.83E-07			
ENSDARG00000109211	Linear		null	null	3.64004	1.57034	90000	0.003428	266.707016	-527.414031	-1	2.317994829	TRUE	3.47E-07	-2.56E-08			
ENSDARG00000098145	Linear		null	null	4.67012	1.74564	90000	0.00108	252.274328	-498.548656	-1	2.675305332	TRUE	9.91E-07	-4.66E-08			
ENSDARG00000102262	Linear		null	null	1.61985	0.987154	4.44716	0.1295	262.527474	-519.054949	1	1.640929379	TRUE	2.84E-07	7.36E-08			
ENSDARG00000104561	Exp 2		null	null	1.41446	1.09442	2.12252	0.7775	255.4208	-504.8416	1	1.292428866	TRUE	1	2.76E-07	0.356814		
ENSDARG00000089715	Linear		null	null	1.29116	0.838313	2.76412	0.618	267.385645	-528.771291	1	1.54018845	TRUE	2.73E-07	6.93E-08			
ENSDARG00000086752	Exp 2		null	null	1.66592	1.14948	3.56067	0.02371	261.5631	-517.1261	1	1.449281414	TRUE	1	4.08E-07	0.161597		
ENSDARG00000086576	Poly 2		null	null	0.122646	0.0739458	0.364113	0.02933	254.529786	-501.059572	1	1.658593186	TRUE	7.41E-07	1.63E-06	-5.92E-07		
ENSDARG00000100164	Exp 4		null	null	2.08E-05	2.08E-05	1.34E-04	0.9829	260.508	-513.016	-1	1.000009599	TRUE	1.07E-06	12136.8	0.438921		
ENSDARG00000054898	Exp 2		null	null	1.7736	0.874796	7.93318	0.01284	248.4177	-490.8353	-1	2.027444113	TRUE	-1	1.33E-06	0.129673		
ENSDARG00000067794	Linear		null	null	3.58112	1.55858	90000	0.01116	243.528182	-481.056363	-1	2.297681223	TRUE	1.91E-06	-1.02E-07			
ENSDARG00000105477	Exp 4		null	null	0.0122741	0.002637	30000	0.004845	245.3705	-482.7409	1	4.654569587	TRUE	1.38E-06	85.5233	1.36525		
ENSDARG00000105470	Linear		null	null	2.38731	1.26233	21.4173	0.1088	259.906959	-513.813918	-1	1.89119327	TRUE	3.94E-07	-5.82E-08			
