Chemical,Cycle,Measurement,Df,Sum_Sq,Mean_Sq,F_Value,P_value,is_sig
17betaestradiol,Light_1,Dose,5,2267503.9896930596,453500.79793861194,2.518040924376052,3.77e-02,TRUE
17betaestradiol,Light_1,Residuals,263,47366469.9819798,180100.64631931484,NA, NA,NA
17betaestradiol,Dark_1,Dose,5,3111149.4332096,622229.88664192,7.133682659006276,1.11e-05,TRUE
17betaestradiol,Dark_1,Residuals,258,22503848.072207067,87224.21733413592,NA, NA,NA
17betaestradiol,Light_2,Dose,5,1987973.3902311584,397594.6780462317,2.5870364810808977,3.33e-02,TRUE
17betaestradiol,Light_2,Residuals,263,40419762.57036364,153687.31015347393,NA, NA,NA
17betaestradiol,Dark_2,Dose,5,907535.8706565378,181507.17413130758,2.238902918687921,6.11e-02,FALSE
17betaestradiol,Dark_2,Residuals,261,21159190.089418355,81069.6938291891,NA, NA,NA
17betaestradiol,Light_3,Dose,5,3215916.584642766,643183.3169285532,4.359219029469419,1.47e-03,TRUE
17betaestradiol,Light_3,Residuals,260,38361839.87795123,147545.5379921201,NA, NA,NA
17betaestradiol,Dark_3,Dose,5,1180677.1063228548,236135.42126457096,3.6330545184866745,5.51e-03,TRUE
17betaestradiol,Dark_3,Residuals,259,16834064.50311109,64996.38804289996,NA, NA,NA
1decanol,Light_1,Dose,5,5129418.665777778,1025883.7331555557,5.798002547317513,1.09e-04,TRUE
1decanol,Light_1,Residuals,264,46711484.402222216,176937.4409175084,NA, NA,NA
1decanol,Dark_1,Dose,5,3622809.0900740693,724561.8180148138,6.583615852857395,2.98e-05,TRUE
1decanol,Dark_1,Residuals,264,29054599.209777765,110055.30003703698,NA, NA,NA
1decanol,Light_2,Dose,5,6527037.727888894,1305407.545577779,9.417520877725606,1.97e-07,TRUE
1decanol,Light_2,Residuals,264,36594300.825777784,138614.77585521888,NA, NA,NA
1decanol,Dark_2,Dose,5,2401471.87974074,480294.375948148,6.469458631395869,3.48e-05,TRUE
1decanol,Dark_2,Residuals,264,19599432.112444445,74240.27315319865,NA, NA,NA
1decanol,Light_3,Dose,5,1505890.9185185204,301178.1837037041,2.9108209841699715,1.92e-02,TRUE
1decanol,Light_3,Residuals,264,27315675.175555557,103468.46657407407,NA, NA,NA
1decanol,Dark_3,Dose,5,1530705.6561851876,306141.13123703754,3.5498605664360676,6.40e-03,TRUE
1decanol,Dark_3,Residuals,264,22767445.969777778,86240.32564309765,NA, NA,NA
1octanol,Light_1,Dose,5,613003.8687777774,122600.77375555548,0.8197714939864604,5.46e-01,FALSE
1octanol,Light_1,Residuals,264,39482471.04088889,149554.81454882157,NA, NA,NA
1octanol,Dark_1,Dose,5,4808295.678851856,961659.1357703712,11.617426016486478,4.61e-09,TRUE
1octanol,Dark_1,Residuals,264,21853206.681333333,82777.29803535354,NA, NA,NA
1octanol,Light_2,Dose,5,1518605.030666668,303721.0061333336,3.1350200529347174,1.34e-02,TRUE
1octanol,Light_2,Residuals,264,25576342.181333333,96880.08402020202,NA, NA,NA
1octanol,Dark_2,Dose,5,2453312.664185191,490662.5328370382,10.554480484519349,3.04e-08,TRUE
1octanol,Dark_2,Residuals,264,12272978.178222204,46488.55370538714,NA, NA,NA
1octanol,Light_3,Dose,5,6089971.425777779,1217994.2851555557,10.07995911265447,6.42e-08,TRUE
1octanol,Light_3,Residuals,264,31899979.720888887,120833.25651851851,NA, NA,NA
1octanol,Dark_3,Dose,5,3188749.22044445,637749.84408889,14.934231172360487,2.28e-11,TRUE
1octanol,Dark_3,Residuals,264,11273828.354222216,42703.89528114476,NA, NA,NA
