Signaling Pathway Analyses
Organism Code: mmu
Signaling Pathway File Creation Date: 11/15/21
Pathway DB Name: BioPlanet
Deduplicate Gene Sets: false
Data Source: bmdexpress_input_BitC_6h2
Work Source: bmdexpress_input_BitC_6h2_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress2 Version: BMDExpress 2.30.0507 BETA
Timestamp (Start Time): 02/23/2022 15:08.01
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 1557
Total Run Time: 67 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
1	Inhibition of matrix metalloproteinases	6	9	2	2	2	2	2	2	2	2	2	1024	7	7954	0.92639	0.27453	0.27453	22.22	17387;15461	mmp14;hras	Mmp14_72985;Hras_30509,Hras_78166	17387(0.133)	16.258232500000002	16.258232500000002	12.943865	4.6872234691885994	17.301569311549823	4.448928010818206	10.66358	10.66358	8.140360000000001	3.5683719448510445	11.45786980329995	3.3869581859756432	22.6074975	22.6074975	15.720894999999999	9.739126654172454	24.775345783197636	9.243995652751376	0.0	12.943865	0.0	12.943865	19.5726;12.943865	13.1868;8.140360000000001	29.4941;15.720894999999999	0	3	0															2	17387;15461	Mmp14_72985;Hras_30509,Hras_78166	16.258232500000002	16.258232500000002	4.6872234691885994	10.66358	10.66358	3.5683719448510445	22.6074975	22.6074975	9.739126654172454	19.5726;12.943865	13.1868;8.140360000000001	29.4941;15.720894999999999	0						Hill,1(0.34);Linear,1(0.34);Power,1(0.34)	2.42681987860265	7.5463796854019165	1.6389950513839722	3.0163562297821045	0.7616230909782887	2.89102840423584	9.7620722	22.754392800000005	5.718068800000001	15.609091199999998	9.1097566	36.105238400000005	DOWN	0.0	1.0	0.0	
100	Phospholipase C epsilon pathway	9	11	6	6	3	6	6	6	6	3	3	1023	8	7953	0.97115	0.12191	0.12191	27.27	74055;19088;11555	plce1;prkar2b;adrb2	Plce1_77767;Prkar2b_30641;Adrb2_30408,Adrb2_74836		27.396443333333334	34.3658	5.39883	19.471972462352994	21.47558517296678	19.83068892235397	18.306453333333334	21.7555	3.90386	13.025183342530477	14.27885950973654	12.99642432496873	31.803595	42.7887	8.385085	20.293948634693418	25.983595840397097	21.39993847927253	0.0	5.39883	0.5	19.882315	34.3658;42.4247;5.39883	21.7555;29.26;3.90386	42.7887;44.237;8.385085	0	4	0															3	74055;19088;11555	Plce1_77767;Prkar2b_30641;Adrb2_30408,Adrb2_74836	27.396443333333334	34.3658	19.471972462352994	18.306453333333334	21.7555	13.025183342530477	31.803595	42.7887	20.293948634693418	34.3658;42.4247;5.39883	21.7555;29.26;3.90386	42.7887;44.237;8.385085	0						Exp 2,1(0.25);Exp 3,1(0.25);Linear,1(0.25);Power,1(0.25)	3.399530605118406	14.860403537750244	2.236793041229248	5.755941867828369	1.7648122719108552	3.4338343143463135	5.361832189460074	49.4310544772066	3.567070839587105	33.045835827079564	8.83883025396506	54.768359746034946	DOWN	0.0	1.0	0.0	
1000	Platelet adhesion to exposed collagen	6	13	2	2	2	2	2	2	2	2	2	1024	11	7950	0.82138	0.44677	0.65336	15.38	22371;14360	vwf;fyn	Vwf_65542;Fyn_30452		23.015085	23.015085	4.73667	25.84958239168382	26.83594039466522	25.278509408795554	10.86483	10.86483	3.52546	10.379436593274223	12.399026015242242	10.150132470437502	24.705935	24.705935	6.92817	25.141556371681723	28.422136284703317	24.586125209426324	0.0	4.73667	0.5	23.015085	41.2935;4.73667	18.2042;3.52546	42.4837;6.92817	2	0	2	22371;14360	Vwf_65542;Fyn_30452	23.015085	23.015085	25.84958239168382	10.86483	10.86483	10.379436593274223	24.705935	24.705935	25.141556371681723	41.2935;4.73667	18.2042;3.52546	42.4837;6.92817	0															0						Exp 2,1(0.5);Power,1(0.5)	4.114986323444713	10.010058164596558	2.155958414077759	7.854099750518799	4.029194379156836	5.005029082298279	-12.8106084	58.8407784	-3.520335199999998	25.249995199999997	-10.138484399999992	59.55035439999999	UP	1.0	0.0	0.0	
1002	Integrin-mediated cell adhesion	73	97	39	37	13	37	36	35	39	12	12	1014	85	7876	0.68774	0.42994	0.74771	12.37	23797;12927;21961;110157;23938;18479;320910;16202;330662;12389;14360;15461	akt3;bcar1;tns1;raf1;map2k5;pak1;itgb8;ilk;dock1;cav1;fyn;hras	Akt3_31925;Bcar1_60042;Tns1_76336;Raf1_68283;Map2k5_31654;Pak1_79482;Itgb8_57829;Ilk_77616;Dock1_73668;Cav1_31411,Cav1_32106,Cav1_64482,Cav1_64725;Fyn_30452;Hras_30509,Hras_78166	21961(-0.07639);110157(-0.01579);18479(-0.2364);16202(-0.5885);330662(0.4467)	15.389463333333333	12.88035	2.66528	10.976116646138045	15.62509369823512	10.152254407447055	9.185239791666667	7.735738750000001	1.31141	6.393469844540993	9.247212701419537	5.649312359925992	23.472005416666672	18.7008	6.92817	13.646255714462722	24.40029124866232	13.583407617969755	3.5	9.642264999999998	8.5	21.20375	22.8417;13.5098;8.31568;42.6981;25.2953;2.66528;19.5658;9.03263;10.2519;12.816835;4.73667;12.943865	9.74033;8.96939;5.92725;26.7073;12.3141;1.31141;12.6284;6.49959;7.12817;7.3311175;3.52546;8.140360000000001	42.2745;26.6901;13.4761;44.7714;42.198;7.1545;30.6177;14.4311;17.7207;19.6809;6.92817;15.720894999999999	2	14	2	16202;14360	Ilk_77616;Fyn_30452	6.88465	6.88465	3.0377024477061614	5.012525	5.012525	2.103027491130348	10.679635000000001	10.679635000000001	5.30537268176798	9.03263;4.73667	6.49959;3.52546	14.4311;6.92817	10	23797;12927;21961;110157;23938;18479;320910;330662;12389;15461	Akt3_31925;Bcar1_60042;Tns1_76336;Raf1_68283;Map2k5_31654;Pak1_79482;Itgb8_57829;Dock1_73668;Cav1_31411,Cav1_32106,Cav1_64482,Cav1_64725;Hras_30509,Hras_78166	17.090426	13.2268325	11.266481394736479	10.019782750000001	8.554875000000001	6.695193811790419	26.030479500000002	23.1855	13.447547846981958	22.8417;13.5098;8.31568;42.6981;25.2953;2.66528;19.5658;10.2519;12.816835;12.943865	9.74033;8.96939;5.92725;26.7073;12.3141;1.31141;12.6284;7.12817;7.3311175;8.140360000000001	42.2745;26.6901;13.4761;44.7714;42.198;7.1545;30.6177;17.7207;19.6809;15.720894999999999	0						Exp 2,2(0.13);Exp 3,1(0.07);Exp 4,1(0.07);Hill,2(0.13);Linear,5(0.32);Power,5(0.32)	2.353661254204184	45.3311163187027	1.5256081819534302	13.255327224731445	2.8122104380836648	2.08038866519928	9.179140711034888	21.599785955631774	5.567793686581198	12.802685896752138	15.750909394694652	31.193101438638685	DOWN	0.16666666666666666	0.8333333333333334	0.0	
1003	Apoptotic cleavage of cell adhesion  proteins	6	12	3	3	1	3	3	3	3	1	1	1025	11	7950	0.59448	0.76675	1.0	8.33	21872	tjp1	Tjp1_31684	21872(0.2453)	10.2628	10.2628	10.2628		10.2628		7.13472	7.13472	7.13472		7.13472		17.7466	17.7466	17.7466		17.7466		0.0	10.2628			10.2628	7.13472	17.7466	0	1	0															1	21872	Tjp1_31684	10.2628	10.2628		7.13472	7.13472		17.7466	17.7466		10.2628	7.13472	17.7466	0						Linear,1(1)	3.7383735179901123	3.7383735179901123	3.7383735179901123	3.7383735179901123	0.0	3.7383735179901123	10.2628	10.2628	7.13472	7.13472	17.7466	17.7466	DOWN	0.0	1.0	0.0	
1004	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	4	4	1	1	1	1	1	1	1	1	1	1025	3	7958	0.93323	0.38429	0.38429	25.0	16202	ilk	Ilk_77616	16202(-0.5885)	9.03263	9.03263	9.03263		9.03263		6.49959	6.49959	6.49959		6.49959		14.4311	14.4311	14.4311		14.431100000000002		0.0	9.03263	0.0	9.03263	9.03263	6.49959	14.4311	1	0	1	16202	Ilk_77616	9.03263	9.03263		6.49959	6.49959		14.4311	14.4311		9.03263	6.49959	14.4311	0															0						Exp 2,1(1)	2.218620538711548	2.218620538711548	2.218620538711548	2.218620538711548	0.0	2.218620538711548	9.03263	9.03263	6.49959	6.49959	14.4311	14.4311	UP	1.0	0.0	0.0	
1005	Apoptotic execution  phase	37	49	23	23	8	23	21	21	23	8	8	1018	41	7920	0.89987	0.19052	0.26066	16.33	56215;16906;16646;14272;12370;12368;11789;21872	acin1;lmnb1;kpna1;fnta;casp8;casp6;apc;tjp1	Acin1_65151;Lmnb1_30463,Lmnb1_78198;Kpna1_73079;Fnta_69909;Casp8_76424;Casp6_64307;Apc_78354;Tjp1_31684	56215(-0.3988);16646(0.1446);12370(0.1199);11789(0.4685);21872(0.2453)	22.995295	23.645400000000002	7.30746	12.975436692928682	23.247787529730175	10.114799653718798	14.300594375	13.3463	5.136875	8.122129335897892	14.339407622201263	6.473697432344011	32.287320625	41.0023	12.198765000000002	13.172802937941174	35.680875769908965	11.70339241939678	1.5	10.8094	3.5	23.645400000000002	41.0449;7.30746;11.356;24.126;26.5204;23.1648;40.18;10.2628	27.6608;5.136875;7.89616;16.2045;16.3963;10.4881;23.4873;7.13472	42.1573;12.198765000000002;19.8502;40.8942;41.7855;42.5556;41.1104;17.7466	2	7	2	56215;16646	Acin1_65151;Kpna1_73079	26.20045	26.20045	20.99322251596929	17.77848	17.77848	13.975710971710882	31.00375	31.00375	15.773501678606424	41.0449;11.356	27.6608;7.89616	42.1573;19.8502	6	16906;14272;12370;12368;11789;21872	Lmnb1_30463,Lmnb1_78198;Fnta_69909;Casp8_76424;Casp6_64307;Apc_78354;Tjp1_31684	21.926910000000003	23.645400000000002	11.919929478004468	13.141299166666668	13.3463	6.844081068441848	32.715177499999996	41.0023	13.866955897789456	7.30746;24.126;26.5204;23.1648;40.18;10.2628	5.136875;16.2045;16.3963;10.4881;23.4873;7.13472	12.198765000000002;40.8942;41.7855;42.5556;41.1104;17.7466	0						Exp 2,3(0.34);Exp 3,3(0.34);Linear,1(0.12);Power,2(0.23)	2.321265839581638	21.726558804512024	1.565711259841919	3.7383735179901123	0.7235734537951173	2.3104023933410645	14.00377611106191	31.986813888938087	8.672245898534163	19.928942851465834	23.15903390604076	41.41560734395924	DOWN	0.25	0.75	0.0	
1006	Apoptosis	184	230	99	97	42	99	94	94	99	40	40	986	190	7771	0.99766	0.0041326	0.0060638	17.39	170770;320207;12125;19766;56455;16151;22190;22031;23997;57296;21762;19181;26445;18049;18037;18036;18035;17874;17869;26401;16476;108960;16150;13144;12675;12578;12371;12122;14102;11796;56215;16906;16646;14272;12370;12368;11789;21872;23797;19088	bbc3;pik3r5;bcl2l11;ripk1;dynll1;ikbkg;ubc;traf3;psmd13;psmd8;psmd2;psmc2;psmb2;ngf;nfkbie;nfkbib;nfkbia;myd88;myc;map3k1;jun;irak2;ikbkb;dapk3;chuk;cdkn2a;casp9;bid;fas;birc3;acin1;lmnb1;kpna1;fnta;casp8;casp6;apc;tjp1;akt3;prkar2b	Bbc3_31767;Pik3r5_80143;Bcl2l11_32040,Bcl2l11_67930;Ripk1_70106;Dynll1_79280;Ikbkg_31308,Ikbkg_68141,Ikbkg_80620;Ubc_56074;Traf3_79115;Psmd13_74866;Psmd8_64949;Psmd2_31608;Psmc2_60765;Psmb2_56689;Ngf_80426;Nfkbie_29261;Nfkbib_31167,Nfkbib_80429;Nfkbia_29762,Nfkbia_55629;Myd88_81930;Myc_30907;Map3k1_62259;Jun_29880;Irak2_68853;Ikbkb_80666;Dapk3_76304;Chuk_30211;Cdkn2a_67661;Casp9_66180,Casp9_71311;Bid_29213;Fas_30425;Birc3_31711,Birc3_32031;Acin1_65151;Lmnb1_30463,Lmnb1_78198;Kpna1_73079;Fnta_69909;Casp8_76424;Casp6_64307;Apc_78354;Tjp1_31684;Akt3_31925;Prkar2b_30641	19766(0.2913);23997(-0.3416);57296(-0.02457);21762(0.4445);17874(-0.6125);16150(-0.07408);13144(-0.7841);12675(0.4601);12578(0.1775);12122(-0.0108);14102(0.3068);11796(0.4369);56215(-0.3988);16646(0.1446);12370(0.1199);11789(0.4685);21872(0.2453)	21.711683999999995	22.82675	3.99243	12.847535427370204	21.03461738711146	11.732052002256735	13.046689833333335	10.61655	2.99892	7.7190584777040225	12.57369844830598	6.993121759388084	29.83862845833334	34.47875	5.72118	13.457663866471767	30.212767122780825	12.861302206499102	10.5	10.957125000000001	22.0	23.7443	3.99243;41.2251;5.56387;7.57787;5.05844;10.770760000000001;6.41322;10.9832;10.9533;13.6039;11.0347;33.7298;28.9463;29.3121;22.8118;17.712600000000002;24.887700000000002;40.5472;10.6972;17.594;5.41866;12.4411;42.2171;40.1952;23.7443;30.808;10.96095;41.5726;26.0757;32.3895;41.0449;7.30746;11.356;24.126;26.5204;23.1648;40.18;10.2628;22.8417;42.4247	2.99892;27.4535;4.049189999999999;5.44852;3.7017;7.509503333333332;4.73515;7.56083;7.54336;9.3465;7.5909;21.3689;10.745;17.5225;10.912;9.08066;12.971150000000002;23.5067;7.39299;10.9838;4.10376;8.38962;25.7431;23.6769;13.3004;14.3026;7.471605;24.5887;16.9651;17.49895;27.6608;5.136875;7.89616;16.2045;16.3963;10.4881;23.4873;7.13472;9.74033;29.26	5.72118;42.3925;8.53791;12.0171;7.66482;16.931633333333334;9.58562;19.5085;19.4331;25.1027;19.6389;41.4963;43.0273;41.6523;27.7248;30.57895;34.95545;41.5411;18.7959;43.2416;7.65931;23.4407;43.8692;41.1279;41.9308;43.3429;19.85775;42.8694;41.0874;34.00205;42.1573;12.198765000000002;19.8502;40.8942;41.7855;42.5556;41.1104;17.7466;42.2745;44.237	29	19	24	170770;320207;19766;16151;22190;22031;23997;57296;19181;26445;18049;18037;18036;18035;17874;17869;16476;16150;13144;12675;14102;11796;56215;16646	Bbc3_31767;Pik3r5_80143;Ripk1_70106;Ikbkg_31308,Ikbkg_68141,Ikbkg_80620;Ubc_56074;Traf3_79115;Psmd13_74866;Psmd8_64949;Psmc2_60765;Psmb2_56689;Ngf_80426;Nfkbie_29261;Nfkbib_31167,Nfkbib_80429;Nfkbia_29762,Nfkbia_55629;Myd88_81930;Myc_30907;Jun_29880;Ikbkb_80666;Dapk3_76304;Chuk_30211;Fas_30425;Birc3_31711,Birc3_32031;Acin1_65151;Kpna1_73079	22.358576666666664	23.27805	13.08583704639807	13.455889722222222	10.8285	7.8624519566832705	29.256191388888883	32.290499999999994	13.12189432791082	3.99243;41.2251;7.57787;10.770760000000001;6.41322;10.9832;10.9533;13.6039;33.7298;28.9463;29.3121;22.8118;17.712600000000002;24.887700000000002;40.5472;10.6972;5.41866;42.2171;40.1952;23.7443;26.0757;32.3895;41.0449;11.356	2.99892;27.4535;5.44852;7.509503333333332;4.73515;7.56083;7.54336;9.3465;21.3689;10.745;17.5225;10.912;9.08066;12.971150000000002;23.5067;7.39299;4.10376;25.7431;23.6769;13.3004;16.9651;17.49895;27.6608;7.89616	5.72118;42.3925;12.0171;16.931633333333334;9.58562;19.5085;19.4331;25.1027;41.4963;43.0273;41.6523;27.7248;30.57895;34.95545;41.5411;18.7959;7.65931;43.8692;41.1279;41.9308;41.0874;34.00205;42.1573;19.8502	16	12125;56455;21762;26401;108960;12578;12371;12122;16906;14272;12370;12368;11789;21872;23797;19088	Bcl2l11_32040,Bcl2l11_67930;Dynll1_79280;Psmd2_31608;Map3k1_62259;Irak2_68853;Cdkn2a_67661;Casp9_66180,Casp9_71311;Bid_29213;Lmnb1_30463,Lmnb1_78198;Fnta_69909;Casp8_76424;Casp6_64307;Apc_78354;Tjp1_31684;Akt3_31925;Prkar2b_30641	20.741345000000003	20.21785	12.841856747112018	12.432889999999999	10.114215	7.711059360104598	30.7122840625	41.0023	14.335623295988125	5.56387;5.05844;11.0347;17.594;12.4411;30.808;10.96095;41.5726;7.30746;24.126;26.5204;23.1648;40.18;10.2628;22.8417;42.4247	4.049189999999999;3.7017;7.5909;10.9838;8.38962;14.3026;7.471605;24.5887;5.136875;16.2045;16.3963;10.4881;23.4873;7.13472;9.74033;29.26	8.53791;7.66482;19.6389;43.2416;23.4407;43.3429;19.85775;42.8694;12.198765000000002;40.8942;41.7855;42.5556;41.1104;17.7466;42.2745;44.237	0						Exp 2,12(0.25);Exp 3,8(0.17);Hill,3(0.07);Linear,10(0.21);Power,15(0.32)	2.8207189914327864	167.79328298568726	1.5488228797912598	15.096781730651855	2.9712946106813884	2.348911762237549	17.730191521520926	25.693176478479064	10.65452882753881	15.438850839127857	25.66805521763944	34.00920169902724	UP	0.6	0.4	0.0	
1007	Apoptotic factor-mediated response	7	7	3	3	1	3	3	3	3	1	1	1025	6	7955	0.81421	0.5721	0.5721	14.29	12371	casp9	Casp9_66180,Casp9_71311		10.96095	10.96095	10.96095		10.96095		7.471605	7.471605	7.471605		7.471605		19.85775	19.85775	19.85775		19.85775		0.0	10.96095	0.0	10.96095	10.96095	7.471605	19.85775	0	2	0															1	12371	Casp9_66180,Casp9_71311	10.96095	10.96095		7.471605	7.471605		19.85775	19.85775		10.96095	7.471605	19.85775	0						Exp 2,1(0.5);Linear,1(0.5)	2.0571177380233503	4.219423890113831	1.6415761709213257	2.577847719192505	0.6620439608145787	2.1097119450569153	10.96095	10.96095	7.471605	7.471605	19.85775	19.85775	DOWN	0.0	1.0	0.0	
1008	Apoptotic cleavage of cellular proteins	14	17	9	9	4	9	7	7	9	4	4	1022	13	7948	0.96318	0.1204	0.1204	23.53	56215;14272;12370;12368	acin1;fnta;casp8;casp6	Acin1_65151;Fnta_69909;Casp8_76424;Casp6_64307	56215(-0.3988);12370(0.1199)	28.714025	25.3232	23.1648	8.340790138580001	26.085687139754654	5.775367252087323	17.687424999999998	16.3004	10.4881	7.191767508002936	15.978914016552208	5.19517041715685	41.84815	41.9714	40.8942	0.7094610278232012	41.625643945530314	0.7887615808711043	0.0	23.1648	0.5	23.645400000000002	41.0449;24.126;26.5204;23.1648	27.6608;16.2045;16.3963;10.4881	42.1573;40.8942;41.7855;42.5556	1	3	1	56215	Acin1_65151	41.0449	41.0449		27.6608	27.6608		42.1573	42.1573		41.0449	27.6608	42.1573	3	14272;12370;12368	Fnta_69909;Casp8_76424;Casp6_64307	24.603733333333334	24.126	1.7280580700119672	14.362966666666665	16.2045	3.3571030030866464	41.7451	41.7855	0.831436473820868	24.126;26.5204;23.1648	16.2045;16.3963;10.4881	40.8942;41.7855;42.5556	0						Exp 3,3(0.75);Power,1(0.25)	2.181464105473904	8.937866926193237	1.565711259841919	2.8143088817596436	0.5464039285813701	2.2789233922958374	20.540050664191604	36.887999335808395	10.639492842157127	24.73535715784287	41.152878192733226	42.54342180726677	DOWN	0.25	0.75	0.0	
