Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: EE2_DeSeq_normDataF2
Work Source: EE2_DeSeq_normDataF2_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 04/27/2022 18:45.33
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 812
Total Run Time: 15 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	233	307	8	8	4	5	5	4	8	1	1	67	306	4518	0.066391	0.98819	0.1274	0.33	570618	hist2h3c	ENSDARG00000094154		0.402375	0.402375	0.402375		0.402375		0.240843	0.240843	0.240843		0.240843		0.672246	0.672246	0.672246		0.672246						0.402375	0.240843	0.672246	1	0	1	570618	ENSDARG00000094154	0.402375	0.402375		0.240843	0.240843		0.672246	0.672246		0.402375	0.240843	0.672246	0															0						Linear,1(1)	4.743879795074463	4.743879795074463	4.743879795074463	4.743879795074463	0.0	4.743879795074463	0.402375	0.402375	0.240843	0.240843	0.672246	0.672246	UP	1.0	0.0	0.0	
R-DRE-168249	Innate Immune System	390	502	20	18	10	11	11	8	20	3	3	65	499	4325	0.070662	0.97622	0.15463	0.6	65223;415185;393922	prss1;mapk11;psmd13	ENSDARG00000042993;ENSDARG00000045836;ENSDARG00000016239		0.31029266333333333	0.389775	0.00723299	0.27216670710601254	0.2604013183263475	0.2790882686164756	0.17453052000000002	0.237373	0.00140456	0.1517962800588051	0.14709860590896856	0.15755738443098433	0.5593304	0.640024	0.0372472	0.4867787504561801	0.4699348418803631	0.4920382829528683					0.53387;0.00723299;0.389775	0.284814;0.00140456;0.237373	1.00072;0.0372472;0.640024	2	1	2	65223;393922	ENSDARG00000042993;ENSDARG00000016239	0.46182249999999997	0.46182249999999997	0.10189055163507552	0.2610935	0.2610935	0.033545852806271294	0.8203720000000001	0.8203720000000001	0.2550505875468622	0.53387;0.389775	0.284814;0.237373	1.00072;0.640024	1	415185	ENSDARG00000045836	0.00723299	0.00723299		0.00140456	0.00140456		0.0372472	0.0372472		0.00723299	0.00140456	0.0372472	0						Exp 3,1(0.34);Linear,2(0.67)	3.2901913291584837	15.206026911735535	1.5152088403701782	11.677899360656738	5.729162892459744	2.012918710708618	0.0023070409735970188	0.6182782856930696	0.00275685861828745	0.34630418138171254	0.00848838848113631	1.1101724115188638	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-168256	Immune System	615	839	40	35	25	23	23	18	40	9	9	59	830	3994	0.24756	0.84805	0.51605	1.07	795038;65223;570618;436873;415185;406757;406417;402829;393922	ubac1;prss1;hist2h3c;ube2r2;mapk11;canx;arih2;ubox5;psmd13	ENSDARG00000059722;ENSDARG00000042993;ENSDARG00000094154;ENSDARG00000058740;ENSDARG00000045836;ENSDARG00000037488;ENSDARG00000012848;ENSDARG00000058563;ENSDARG00000016239		0.40366366555555555	0.402375	0.00723299	0.16539992760224143	0.4168576371541816	0.14883047505280433	0.22933350666666666	0.241717	0.00140456	0.08876945579387319	0.23679928315766163	0.0771803563425981	0.7155075777777777	0.672246	0.0372472	0.31273359846561793	0.7388099486240577	0.2926265815692681					0.463998;0.53387;0.402375;0.562285;0.00723299;0.353769;0.400881;0.518787;0.389775	0.264049;0.284814;0.240843;0.290715;0.00140456;0.222383;0.241717;0.280703;0.237373	0.815355;1.00072;0.672246;1.08754;0.0372472;0.562778;0.664849;0.958809;0.640024	6	3	6	65223;570618;436873;406757;402829;393922	ENSDARG00000042993;ENSDARG00000094154;ENSDARG00000058740;ENSDARG00000037488;ENSDARG00000058563;ENSDARG00000016239	0.4601435	0.460581	0.08821791490564734	0.2594718333333333	0.260773	0.029257808314477142	0.8203528333333333	0.8155275	0.22085756672970594	0.53387;0.402375;0.562285;0.353769;0.518787;0.389775	0.284814;0.240843;0.290715;0.222383;0.280703;0.237373	1.00072;0.672246;1.08754;0.562778;0.958809;0.640024	3	795038;415185;406417	ENSDARG00000059722;ENSDARG00000045836;ENSDARG00000012848	0.2907039966666667	0.400881	0.2475132271974773	0.1690568533333333	0.241717	0.14561987553539707	0.5058170666666667	0.664849	0.41271213208483876	0.463998;0.00723299;0.400881	0.264049;0.00140456;0.241717	0.815355;0.0372472;0.664849	0						Exp 3,1(0.12);Linear,8(0.89)	2.847444839663256	32.363849401474	1.5152088403701782	11.677899360656738	3.211782440588867	2.7356958389282227	0.2956023795220913	0.51172495158902	0.17133746221466956	0.2873295511186638	0.5111882934469073	0.9198268621086482	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-6798695	Neutrophil degranulation	229	300	10	9	5	6	6	4	10	2	2	66	298	4526	0.20307	0.92777	0.43962	0.67	65223;393922	prss1;psmd13	ENSDARG00000042993;ENSDARG00000016239		0.46182249999999997	0.46182249999999997	0.389775	0.10189055163507552	0.4540273190207249	0.10129242232023425	0.2610935	0.2610935	0.237373	0.033545852806271294	0.258527059937279	0.03334892818830828	0.8203720000000001	0.8203720000000001	0.640024	0.2550505875468622	0.8008592438425998	0.25355336105499293					0.53387;0.389775	0.284814;0.237373	1.00072;0.640024	2	0	2	65223;393922	ENSDARG00000042993;ENSDARG00000016239	0.46182249999999997	0.46182249999999997	0.10189055163507552	0.2610935	0.2610935	0.033545852806271294	0.8203720000000001	0.8203720000000001	0.2550505875468622	0.53387;0.389775	0.284814;0.237373	1.00072;0.640024	0															0						Linear,2(1)	1.7464226937978788	3.5281275510787964	1.5152088403701782	2.012918710708618	0.3519340243797882	1.7640637755393982	0.32060940000000004	0.6030355999999999	0.21460131999999998	0.30758568	0.46688992000000007	1.1738540800000001	UP	1.0	0.0	0.0	
R-DRE-76002	Platelet activation, signaling and aggregation	107	141	3	3	2	2	2	1	3	0	0	68	141	4683	0.13497	1.0	0.26665	0.0																														0	0	0															0															0																							
R-DRE-1430728	Metabolism	854	1029	62	52	38	45	45	36	62	17	17	51	1012	3812	0.83175	0.25017	0.45298	1.65	791456;790916;777792;65223;567547;560140;556229;554166;550541;445488;402939;402802;394060;393922;393839;393425;393105	acy3.1;ipmkb;sult2st3;prss1;mthfr;adipor2;aass;st3gal7;nudt18;morc2;zgc:77938;pla2g12a;hmgcs1;psmd13;scp2a;elovl5;hsd17b4	ENSDARG00000093003;ENSDARG00000029291;ENSDARG00000028367;ENSDARG00000042993;ENSDARG00000053087;ENSDARG00000101849;ENSDARG00000051816;ENSDARG00000039064;ENSDARG00000041576;ENSDARG00000028539;ENSDARG00000088366;ENSDARG00000070454;ENSDARG00000103025;ENSDARG00000016239;ENSDARG00000012194;ENSDARG00000004979;ENSDARG00000101239		0.46006482735294113	0.432304	9.88065E-4	0.1815235452727979	0.40337167660179063	0.16799622958264243	0.2483554337058824	0.254059	4.31373E-4	0.07336395531127551	0.2293500261890177	0.07946289813299412	0.8700376570588235	0.735603	0.00226317	0.4714614958952461	0.7197255362184348	0.38746502869002947					0.775893;0.486345;0.338213;0.53387;0.394658;0.49276;0.432304;0.637683;0.389661;0.489443;0.789693;0.54778;0.395245;0.389775;9.88065E-4;0.426884;0.299907	0.325324;0.271899;0.215185;0.284814;0.239346;0.273288;0.254059;0.307808;0.236148;0.271897;0.327647;0.288686;0.239706;0.237373;4.31373E-4;0.251549;0.196882	1.85049;0.869926;0.531578;1.00072;0.650751;0.888483;0.735603;1.32108;0.642968;0.881049;1.90331;1.03941;0.65171;0.640024;0.00226317;0.724431;0.456844	12	5	12	777792;65223;567547;554166;550541;402939;402802;394060;393922;393839;393425;393105	ENSDARG00000028367;ENSDARG00000042993;ENSDARG00000053087;ENSDARG00000039064;ENSDARG00000041576;ENSDARG00000088366;ENSDARG00000070454;ENSDARG00000103025;ENSDARG00000016239;ENSDARG00000012194;ENSDARG00000004979;ENSDARG00000101239	0.4286964220833333	0.3949515	0.19359382048618906	0.2354646144166667	0.23952600000000002	0.08335870558997147	0.7970907641666667	0.6512305	0.47794437837118864	0.338213;0.53387;0.394658;0.637683;0.389661;0.789693;0.54778;0.395245;0.389775;9.88065E-4;0.426884;0.299907	0.215185;0.284814;0.239346;0.307808;0.236148;0.327647;0.288686;0.239706;0.237373;4.31373E-4;0.251549;0.196882	0.531578;1.00072;0.650751;1.32108;0.642968;1.90331;1.03941;0.65171;0.640024;0.00226317;0.724431;0.456844	5	791456;790916;560140;556229;445488	ENSDARG00000093003;ENSDARG00000029291;ENSDARG00000101849;ENSDARG00000051816;ENSDARG00000028539	0.535349	0.489443	0.13675001255393016	0.27929339999999997	0.271899	0.026930650721808187	1.0451101999999999	0.881049	0.4545791983127915	0.775893;0.486345;0.49276;0.432304;0.489443	0.325324;0.271899;0.273288;0.254059;0.271897	1.85049;0.869926;0.888483;0.735603;0.881049	0						Hill,1(0.06);Linear,16(0.95)	2.770216638452248	53.4574408531189	1.5152088403701782	6.980640888214111	1.7323341861561927	2.1258013248443604	0.3737740113903049	0.5463556433155774	0.21348042310302903	0.2832304443087357	0.6459190882272883	1.094156225890359	UP	0.7058823529411765	0.29411764705882354	0.0	
R-DRE-156580	Phase II - Conjugation of compounds	45	48	2	1	1	1	1	1	2	1	1	67	47	4777	0.85691	0.49093	0.49093	2.08	777792	sult2st3	ENSDARG00000028367		0.338213	0.338213	0.338213		0.338213		0.215185	0.215185	0.215185		0.21518500000000002		0.531578	0.531578	0.531578		0.531578						0.338213	0.215185	0.531578	1	0	1	777792	ENSDARG00000028367	0.338213	0.338213		0.215185	0.215185		0.531578	0.531578		0.338213	0.215185	0.531578	0															0						Linear,1(1)	3.362063407897949	3.362063407897949	3.362063407897949	3.362063407897949	0.0	3.362063407897949	0.338213	0.338213	0.215185	0.215185	0.531578	0.531578	UP	1.0	0.0	0.0	
R-DRE-211859	Biological oxidations	95	112	7	6	6	4	4	3	7	3	3	65	109	4715	0.93059	0.20337	0.20337	2.68	791456;777792;402939	acy3.1;sult2st3;zgc:77938	ENSDARG00000093003;ENSDARG00000028367;ENSDARG00000088366		0.6345996666666667	0.775893	0.338213	0.25677110844745243	0.45181321939506086	0.23773904917141708	0.2893853333333333	0.325324	0.215185	0.06426986994178023	0.2436121739969371	0.05948630542221629	1.4284593333333333	1.85049	0.531578	0.7771708838224278	0.8754613935210467	0.719737532196771					0.775893;0.338213;0.789693	0.325324;0.215185;0.327647	1.85049;0.531578;1.90331	2	1	2	777792;402939	ENSDARG00000028367;ENSDARG00000088366	0.5639529999999999	0.5639529999999999	0.3192445695701029	0.271416	0.271416	0.07952264282580156	1.217444	1.217444	0.9699609991705854	0.338213;0.789693	0.215185;0.327647	0.531578;1.90331	1	791456	ENSDARG00000093003	0.775893	0.775893		0.325324	0.325324		1.85049	1.85049		0.775893	0.325324	1.85049	0						Linear,3(1)	5.0125391621004685	15.708969593048096	3.362063407897949	6.980640888214111	1.8127850002500543	5.366265296936035	0.34403580424544644	0.9251635290878869	0.21665712897846207	0.3621135376882046	0.549007688130146	2.307910978536521	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-15869	Metabolism of nucleotides	48	54	5	5	3	3	3	2	5	1	1	67	53	4771	0.82758	0.53235	0.53235	1.85	550541	nudt18	ENSDARG00000041576		0.389661	0.389661	0.389661		0.389661		0.236148	0.236148	0.236148		0.23614800000000002		0.642968	0.642968	0.642968		0.642968						0.389661	0.236148	0.642968	1	0	1	550541	ENSDARG00000041576	0.389661	0.389661		0.236148	0.236148		0.642968	0.642968		0.389661	0.236148	0.642968	0															0						Linear,1(1)	2.5679938793182373	2.5679938793182373	2.5679938793182373	2.5679938793182373	0.0	2.5679938793182373	0.389661	0.389661	0.236148	0.236148	0.642968	0.642968	UP	1.0	0.0	0.0	
R-DRE-74217	Purine salvage	9	9	1	1	1	1	1	0	1	0	0	68	9	4815	0.88154	1.0	1.0	0.0																														0	0	0															0															0																							
