GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
all,0,all,17126,18951,181,152,101,166,126,118,181,81,81,0,18870,0,1,1,1,0.43,103910994;101883814;100538072;100537857;100535908;100535284;100334171;100322075;100319387;100150190;100150018;100037308;100005520;100004272;100003547;100002125;100001900;798920;797287;797137;796843;768298;724016;678537;678534;678524;641580;571892;571606;571317;571256;571228;571189;569134;569104;569007;568465;565980;565874;565316;563369;562469;561688;560341;560225;559851;559526;559470;559377;559020;557863;557817;557777;557454;557256;556770;556746;553676;553256;541414;541345;541324;503601;494086;474353;447920;436962;436935;406340;403010;335409;327588;327368;245951;117508;116993;65238;58032;30498;30356;30127,si:cabz01054394.7;si:dkey-23a13.2;creb3l3b;pstpip2;si:ch211-210b2.4;asb14b;slc6a19a.2;adm2b;fbxo4;zdhhc23a;mhc1lja;calhm5.1;slc25a22b;slc15a1a;arhgap15;tacr2;ponzr10;igfbp2b;shfl;ier2a;sp100.1;faah2b;npas4a;xkr9;ntm;zgc:136872;saxo2;gdpd4b;atmin;thbs3b;wasa;znf326;abcb11b;ubxn11;acoxl;si:ch211-283g2.1;si:dkey-93h22.7;ace;znf692;dgat2;cyp2r1;ptger4a;si:dkey-32e6.6;mych;cept1a;znf1161;si:ch211-103n10.5;faap24;bspry;ptgs2b;kif17;enpp7.2;ebf1b;unc119.2;vwa10.1;gpr183a;si:ch73-364h19.1;mgat3a;slc6a19a.1;xrcc3;tcima;ptpn18;sft2d2a;pih1d2;trpa1b;aldh3a2b;gata2b;rgs2;dusp1;nr0b2a;socs3a;hpxa;rgs14a;ros1;klf2a;vcana;klf17;edn1;egr1;or101-1;wnt2,ENSDARG00000089715;ENSDARG00000105470;ENSDARG00000090903;ENSDARG00000089569;ENSDARG00000095212;ENSDARG00000087741;ENSDARG00000091560;ENSDARG00000078875;ENSDARG00000074170;ENSDARG00000029039;ENSDARG00000096830;ENSDARG00000074947;ENSDARG00000058336;ENSDARG00000100315;ENSDARG00000062349;ENSDARG00000074509;ENSDARG00000087764;ENSDARG00000031422;ENSDARG00000052176;ENSDARG00000099195;ENSDARG00000055359;ENSDARG00000054786;ENSDARG00000055752;ENSDARG00000026500;ENSDARG00000018065;ENSDARG00000008553;ENSDARG00000006474;ENSDARG00000079293;ENSDARG00000068601;ENSDARG00000012060;ENSDARG00000015149;ENSDARG00000098348;ENSDARG00000070078;ENSDARG00000053828;ENSDARG00000020149;ENSDARG00000046091;ENSDARG00000099600;ENSDARG00000079166;ENSDARG00000078434;ENSDARG00000018846;ENSDARG00000056587;ENSDARG00000059236;ENSDARG00000070857;ENSDARG00000077473;ENSDARG00000058716;ENSDARG00000074125;ENSDARG00000077504;ENSDARG00000051731;ENSDARG00000104875;ENSDARG00000010276;ENSDARG00000055238;ENSDARG00000053525;ENSDARG00000069196;ENSDARG00000004459;ENSDARG00000077874;ENSDARG00000010317;ENSDARG00000097523;ENSDARG00000038069;ENSDARG00000018621;ENSDARG00000017928;ENSDARG00000079497;ENSDARG00000006308;ENSDARG00000070746;ENSDARG00000014849;ENSDARG00000031875;ENSDARG00000029381;ENSDARG00000009094;ENSDARG00000098761;ENSDARG00000100515;ENSDARG00000044685;ENSDARG00000025428;ENSDARG00000012609;ENSDARG00000021521;ENSDARG00000087197;ENSDARG00000042667;ENSDARG00000103515;ENSDARG00000038792;ENSDARG00000036912;ENSDARG00000037421;ENSDARG00000013014;ENSDARG00000041117,,1.058551609,1.18316,3.17E-04,0.709552312,0.983320662,0.660376062,0.648202614,0.770567,8.25E-05,0.420192329,0.613968994,0.404977564,3.691655739,2.70333,0.00195402,4.418826068,2.969460588,3.180548116,,,,,1.29116;2.38731;1.13374;0.001473;1.3787;1.3451;0.831123;1.59076;0.199011;1.76175;0.0137536;0.109986;0.87404;0.827975;1.32859;0.237676;0.120781;0.175948;1.5744;0.0064278;1.02599;0.164508;0.014167;1.55205;0.164255;0.883992;1.87953;0.129158;2.38923;0.994222;1.50176;1.18316;0.600206;0.0124578;1.62742;1.08143;1.52288;1.15657;1.85452;1.25904;1.21118;1.71702;0.0121792;1.44645;1.99908;1.51686;1.13323;0.209459;1.42367;0.00351972;1.73094;1.75954;0.829409;1.63806;1.47116;1.68611;2.18439;1.2296;0.205368;2.04895;0.00425288;1.3381;2.27367;1.93853;0.937774;1.18203;1.89157;0.0224355;0.0095001;0.253234;1.3858;0.742765;0.185534;3.16694E-4;1.14341;1.40772;1.27976;0.862513;1.32621;2.12507;1.79006,0.838313;1.26233;0.671764;4.55359E-4;0.880153;0.981157;0.535805;0.974856;0.0992824;1.13341;0.00273034;0.0686384;0.613694;0.537331;0.957039;0.10882;0.0732854;0.0927816;0.802691;0.00155236;0.700635;0.0896091;0.00547584;0.958236;0.0891718;0.562159;1.0903;0.0768078;1.26292;0.604106;1.01933;0.706289;0.414139;0.00498157;0.990331;0.625556;0.945522;0.770567;1.08086;0.822528;0.798569;1.02712;0.0036638;0.911408;1.13407;0.942875;0.758378;0.102738;0.901005;0.00127034;0.864995;0.759025;0.58697;1.09012;0.922567;1.12526;0.901163;0.807852;0.101632;1.15169;0.00135773;0.86096;1.22682;1.31142;0.650913;0.783712;1.22681;0.00718672;0.00164655;0.18396;0.883474;0.533514;0.0956011;8.25032E-5;0.763711;0.893658;0.923351;0.606844;0.855266;1.17791;1.16823,2.76412;21.4173;2.70333;0.0091369;3.13189;2.29456;1.61856;4.25877;2.94499;4.6338;0.107744;0.272397;1.48701;1.59568;2.32212;3.05391;0.339222;2.77115;5.73004;0.0214423;1.88049;0.859721;0.148216;4.02253;2.83694;1.77507;6.70846;0.391928;21.559;2.18992;3.13366;2.83677;1.01816;0.0468217;4.49788;2.6192;3.85465;2.27854;6.43133;2.64016;2.4652;5.15599;0.0659002;3.45121;8.29865;3.82098;2.20263;2.20276;3.34012;0.0121417;7.2346;9.256;1.38311;3.76193;3.57625;3.92562;22.1999;2.5312;2.24527;9.13035;0.0167297;2.95557;15.1983;5.01227;1.64409;2.36393;5.27778;0.161039;0.0617613;0.38574;3.16384;1.19426;2.75399;0.00195402;2.23546;3.26463;2.20434;1.45971;2.90584;10.6698;4.62665,50,31,50,103910994;100535908;100535284;100319387;100150190;100150018;100037308;100005520;100003547;100002125;100001900;798920;797137;796843;724016;678534;641580;571892;571256;569134;568465;565874;563369;562469;560341;559851;559526;559470;559377;559020;557777;557454;557256;556770;541414;541345;503601;494086;436962;436935;406340;335409;327588;117508;116993;65238;58032;30498;30356;30127,ENSDARG00000089715;ENSDARG00000095212;ENSDARG00000087741;ENSDARG00000074170;ENSDARG00000029039;ENSDARG00000096830;ENSDARG00000074947;ENSDARG00000058336;ENSDARG00000062349;ENSDARG00000074509;ENSDARG00000087764;ENSDARG00000031422;ENSDARG00000099195;ENSDARG00000055359;ENSDARG00000055752;ENSDARG00000018065;ENSDARG00000006474;ENSDARG00000079293;ENSDARG00000015149;ENSDARG00000053828;ENSDARG00000099600;ENSDARG00000078434;ENSDARG00000056587;ENSDARG00000059236;ENSDARG00000077473;ENSDARG00000074125;ENSDARG00000077504;ENSDARG00000051731;ENSDARG00000104875;ENSDARG00000010276;ENSDARG00000069196;ENSDARG00000004459;ENSDARG00000077874;ENSDARG00000010317;ENSDARG00000017928;ENSDARG00000079497;ENSDARG00000070746;ENSDARG00000014849;ENSDARG00000009094;ENSDARG00000098761;ENSDARG00000100515;ENSDARG00000025428;ENSDARG00000012609;ENSDARG00000042667;ENSDARG00000103515;ENSDARG00000038792;ENSDARG00000036912;ENSDARG00000037421;ENSDARG00000013014;ENSDARG00000041117,1.029719708,1.28546,0.723635486,0.655302197,0.8467895,0.452872671,3.069151054,2.804045,2.853296054,1.29116;1.3787;1.3451;0.199011;1.76175;0.0137536;0.109986;0.87404;1.32859;0.237676;0.120781;0.175948;0.0064278;1.02599;0.014167;0.164255;1.87953;0.129158;1.50176;0.0124578;1.52288;1.85452;1.21118;1.71702;1.44645;1.51686;1.13323;0.209459;1.42367;0.00351972;0.829409;1.63806;1.47116;1.68611;2.04895;0.00425288;2.27367;1.93853;1.89157;0.0224355;0.0095001;1.3858;0.742765;1.14341;1.40772;1.27976;0.862513;1.32621;2.12507;1.79006,0.838313;0.880153;0.981157;0.0992824;1.13341;0.00273034;0.0686384;0.613694;0.957039;0.10882;0.0732854;0.0927816;0.00155236;0.700635;0.00547584;0.0891718;1.0903;0.0768078;1.01933;0.00498157;0.945522;1.08086;0.798569;1.02712;0.911408;0.942875;0.758378;0.102738;0.901005;0.00127034;0.58697;1.09012;0.922567;1.12526;1.15169;0.00135773;1.22682;1.31142;1.22681;0.00718672;0.00164655;0.883474;0.533514;0.763711;0.893658;0.923351;0.606844;0.855266;1.17791;1.16823,2.76412;3.13189;2.29456;2.94499;4.6338;0.107744;0.272397;1.48701;2.32212;3.05391;0.339222;2.77115;0.0214423;1.88049;0.148216;2.83694;6.70846;0.391928;3.13366;0.0468217;3.85465;6.43133;2.4652;5.15599;3.45121;3.82098;2.20263;2.20276;3.34012;0.0121417;1.38311;3.76193;3.57625;3.92562;9.13035;0.0167297;15.1983;5.01227;5.27778;0.161039;0.0617613;3.16384;1.19426;2.23546;3.26463;2.20434;1.45971;2.90584;10.6698;4.62665,31,101883814;100538072;100537857;100334171;100322075;100004272;797287;768298;678537;678524;571606;571317;571228;571189;569104;569007;565980;565316;561688;560225;557863;557817;556746;553676;553256;541324;474353;447920;403010;327368;245951,ENSDARG00000105470;ENSDARG00000090903;ENSDARG00000089569;ENSDARG00000091560;ENSDARG00000078875;ENSDARG00000100315;ENSDARG00000052176;ENSDARG00000054786;ENSDARG00000026500;ENSDARG00000008553;ENSDARG00000068601;ENSDARG00000012060;ENSDARG00000098348;ENSDARG00000070078;ENSDARG00000020149;ENSDARG00000046091;ENSDARG00000079166;ENSDARG00000018846;ENSDARG00000070857;ENSDARG00000058716;ENSDARG00000055238;ENSDARG00000053525;ENSDARG00000097523;ENSDARG00000038069;ENSDARG00000018621;ENSDARG00000006308;ENSDARG00000031875;ENSDARG00000029381;ENSDARG00000044685;ENSDARG00000021521;ENSDARG00000087197,1.105054674,1.15657,0.695456413,0.636751673,0.706289,0.368273145,4.695695552,2.6192,6.089695414,2.38731;1.13374;0.001473;0.831123;1.59076;0.827975;1.5744;0.164508;1.55205;0.883992;2.38923;0.994222;1.18316;0.600206;1.62742;1.08143;1.15657;1.25904;0.0121792;1.99908;1.73094;1.75954;2.18439;1.2296;0.205368;1.3381;0.937774;1.18203;0.253234;0.185534;3.16694E-4,1.26233;0.671764;4.55359E-4;0.535805;0.974856;0.537331;0.802691;0.0896091;0.958236;0.562159;1.26292;0.604106;0.706289;0.414139;0.990331;0.625556;0.770567;0.822528;0.0036638;1.13407;0.864995;0.759025;0.901163;0.807852;0.101632;0.86096;0.650913;0.783712;0.18396;0.0956011;8.25032E-5,21.4173;2.70333;0.0091369;1.61856;4.25877;1.59568;5.73004;0.859721;4.02253;1.77507;21.559;2.18992;2.83677;1.01816;4.49788;2.6192;2.27854;2.64016;0.0659002;8.29865;7.2346;9.256;22.1999;2.5312;2.24527;2.95557;1.64409;2.36393;0.38574;2.75399;0.00195402,0,,,,,,"Exp 2,23(0.29);Exp 4,11(0.14);Linear,36(0.45);Poly 2,11(0.14)",1.772354828,145.9247235,1.501727223,3.46395278,0.365176823,1.676249981,0.904026883,1.213076334,0.556694062,0.739711165,2.729333617,4.65397786,UP,0.617283951,0.382716049,0
GO:0000018,7,regulation of DNA recombination,25,40,1,1,1,1,1,1,1,1,1,80,39,18831,0.98733,0.15761,0.15761,2.5,559526,si:ch211-103n10.5,ENSDARG00000077504,,1.13323,1.13323,1.13323,,1.13323,,0.758378,0.758378,0.758378,,0.758378,,2.20263,2.20263,2.20263,,2.20263,,,,,,1.13323,0.758378,2.20263,1,0,1,559526,ENSDARG00000077504,1.13323,1.13323,,0.758378,0.758378,,2.20263,2.20263,,1.13323,0.758378,2.20263,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.579231262,1.579231262,1.579231262,1.579231262,0,1.579231262,1.13323,1.13323,0.758378,0.758378,2.20263,2.20263,UP,1,0,0
GO:0000041,8,transition metal ion transport,69,69,2,2,1,2,2,2,2,1,1,80,68,18802,0.9648,0.25627,0.25627,1.45,327588,hpxa,ENSDARG00000012609,,0.742765,0.742765,0.742765,,0.742765,,0.533514,0.533514,0.533514,,0.533514,,1.19426,1.19426,1.19426,,1.19426,,,,,,0.742765,0.533514,1.19426,1,0,1,327588,ENSDARG00000012609,0.742765,0.742765,,0.533514,0.533514,,1.19426,1.19426,,0.742765,0.533514,1.19426,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.713261724,1.713261724,1.713261724,1.713261724,0,1.713261724,0.742765,0.742765,0.533514,0.533514,1.19426,1.19426,UP,1,0,0
GO:0000050,6,urea cycle,6,6,1,0,0,1,0,0,1,0,0,81,6,18864,0.97462,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000122,9,negative regulation of transcription by RNA polymerase II,180,189,1,1,1,1,1,1,1,1,1,80,188,18682,0.80649,0.55674,0.55674,0.53,403010,nr0b2a,ENSDARG00000044685,,0.253234,0.253234,0.253234,,0.253234,,0.18396,0.18396,0.18396,,0.18396,,0.38574,0.38574,0.38574,,0.38574,,,,,,0.253234,0.18396,0.38574,0,1,0,,,,,,,,,,,,,,,1,403010,ENSDARG00000044685,0.253234,0.253234,,0.18396,0.18396,,0.38574,0.38574,,0.253234,0.18396,0.38574,0,,,,,,"Exp 2,1(1)",2.480879068,2.480879068,2.480879068,2.480879068,0,2.480879068,0.253234,0.253234,0.18396,0.18396,0.38574,0.38574,DOWN,0,1,0
GO:0000139,6,Golgi membrane,250,261,5,5,3,4,4,4,5,2,2,79,259,18611,0.89891,0.30703,0.30703,0.77,100150190;503601,zdhhc23a;sft2d2a,ENSDARG00000029039;ENSDARG00000070746,,2.01771,2.01771,1.76175,0.361982103,1.921105081,0.335210415,1.180115,1.180115,1.13341,0.066050844,1.162487508,0.061165817,9.91605,9.91605,4.6338,7.47022959,7.92241297,6.917741894,,,,,1.76175;2.27367,1.13341;1.22682,4.6338;15.1983,2,0,2,100150190;503601,ENSDARG00000029039;ENSDARG00000070746,2.01771,2.01771,0.361982103,1.180115,1.180115,0.066050844,9.91605,9.91605,7.47022959,1.76175;2.27367,1.13341;1.22682,4.6338;15.1983,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.5);Linear,1(0.5)",1.560671163,3.123506188,1.5036304,1.619875789,0.082197903,1.561753094,1.5160284,2.5193916,1.0885732,1.2716568,-0.43716,20.26926,UP,1,0,0
GO:0000151,4,ubiquitin ligase complex,199,202,2,1,1,2,1,1,2,1,1,80,201,18669,0.78624,0.58099,0.58099,0.5,100319387,fbxo4,ENSDARG00000074170,,0.199011,0.199011,0.199011,,0.199011,,0.0992824,0.0992824,0.0992824,,0.0992824,,2.94499,2.94499,2.94499,,2.94499,,,,,,0.199011,0.0992824,2.94499,1,0,1,100319387,ENSDARG00000074170,0.199011,0.199011,,0.0992824,0.0992824,,2.94499,2.94499,,0.199011,0.0992824,2.94499,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",1.560827971,1.560827971,1.560827971,1.560827971,0,1.560827971,0.199011,0.199011,0.0992824,0.0992824,2.94499,2.94499,UP,1,0,0
GO:0000166,4,nucleotide binding,2001,2147,15,11,8,12,7,7,15,5,5,76,2142,16728,0.091313,0.95991,0.1616,0.23,571189;569104;557863;541414;245951,abcb11b;acoxl;kif17;xrcc3;ros1,ENSDARG00000070078;ENSDARG00000020149;ENSDARG00000055238;ENSDARG00000017928;ENSDARG00000087197,,1.201566539,1.62742,3.17E-04,0.863753705,1.270781138,0.853237308,0.684247501,0.864995,8.25E-05,0.470611199,0.723633623,0.461944914,4.376588804,4.49788,0.00195402,3.911446618,4.747355488,4.018963904,,,,,0.600206;1.62742;1.73094;2.04895;3.16694E-4,0.414139;0.990331;0.864995;1.15169;8.25032E-5,1.01816;4.49788;7.2346;9.13035;0.00195402,1,4,1,541414,ENSDARG00000017928,2.04895,2.04895,,1.15169,1.15169,,9.13035,9.13035,,2.04895,1.15169,9.13035,4,571189;569104;557863;245951,ENSDARG00000070078;ENSDARG00000020149;ENSDARG00000055238;ENSDARG00000087197,0.989720674,1.113813,0.834008081,0.567386876,0.639567,0.451948187,3.188148505,2.75802,3.314103785,0.600206;1.62742;1.73094;3.16694E-4,0.414139;0.990331;0.864995;8.25032E-5,1.01816;4.49788;7.2346;0.00195402,0,,,,,,"Exp 2,2(0.4);Exp 4,1(0.2);Linear,2(0.4)",1.663923489,8.334429979,1.501727223,1.796415448,0.109940313,1.682078242,0.444453035,1.958680043,0.271738597,1.096756405,0.948054677,7.805122931,DOWN,0.2,0.8,0
GO:0000209,10,protein polyubiquitination,126,128,1,1,1,1,1,1,1,1,1,80,127,18743,0.89599,0.42312,0.42312,0.78,100319387,fbxo4,ENSDARG00000074170,,0.199011,0.199011,0.199011,,0.199011,,0.0992824,0.0992824,0.0992824,,0.0992824,,2.94499,2.94499,2.94499,,2.94499,,,,,,0.199011,0.0992824,2.94499,1,0,1,100319387,ENSDARG00000074170,0.199011,0.199011,,0.0992824,0.0992824,,2.94499,2.94499,,0.199011,0.0992824,2.94499,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",1.560827971,1.560827971,1.560827971,1.560827971,0,1.560827971,0.199011,0.199011,0.0992824,0.0992824,2.94499,2.94499,UP,1,0,0
GO:0000217,6,DNA secondary structure binding,9,9,1,1,1,1,1,1,1,1,1,80,8,18862,0.99936,0.037824,0.037824,11.11,541414,xrcc3,ENSDARG00000017928,,2.04895,2.04895,2.04895,,2.04895,,1.15169,1.15169,1.15169,,1.15169,,9.13035,9.13035,9.13035,,9.13035,,0,2.04895,0,2.04895,2.04895,1.15169,9.13035,1,0,1,541414,ENSDARG00000017928,2.04895,2.04895,,1.15169,1.15169,,9.13035,9.13035,,2.04895,1.15169,9.13035,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.682078242,1.682078242,1.682078242,1.682078242,0,1.682078242,2.04895,2.04895,1.15169,1.15169,9.13035,9.13035,UP,1,0,0
