GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
all,0,all,5015,18951,275,194,100,212,212,184,275,55,55,0,18896,0,1,1,1,0.29,101887161;100332647;100331208;100148379;100009622;100003721;768159;767657;573145;570333;569581;569298;565459;561810;560758;556172;554095;553473;553384;550606;550576;550501;550433;541339;503735;503606;492516;445170;445114;445034;436855;415228;415191;406730;406204;404604;403061;402943;394141;394068;394059;394023;393845;393690;386762;378854;368924;335623;334304;324416;321061;192335;140817;114418;80963,tet2;si:ch211-198m17.1;spink4;zswim8;plbd2;tasor2;si:ch211-195b13.1;abhd12;khsrp;rcvrna;mut;ctsbb;tjp1b;dnph1;trir;taok2a;fabp1b.1;crybb1l1;cox10;atpaf1;anapc16;zgc:111983;cryba1l1;rab6bb;eps8l1a;chrac1;ttc36;polr2eb;cdk5r2b;crygn2;crygm2d15;crygm2d6;tnni4b.2;apex1;per1b;clasp2;ela2;stard10;dctn2;tnni2a.2;cdc5l;pdia2;pde6c;med30;apc;tspan2a;fkbp5;pvalb5;ela2l;dpysl5a;pdcd4b;atp6v1e1b;cebpd;crybb1;rnd3a,ENSDARG00000076928;ENSDARG00000091834;ENSDARG00000091609;ENSDARG00000069397;ENSDARG00000114245;ENSDARG00000074168;ENSDARG00000016623;ENSDARG00000071004;ENSDARG00000026489;ENSDARG00000052223;ENSDARG00000060554;ENSDARG00000101051;ENSDARG00000079374;ENSDARG00000075730;ENSDARG00000104178;ENSDARG00000074899;ENSDARG00000059227;ENSDARG00000007576;ENSDARG00000034309;ENSDARG00000042799;ENSDARG00000013822;ENSDARG00000006588;ENSDARG00000032929;ENSDARG00000031343;ENSDARG00000057984;ENSDARG00000042337;ENSDARG00000011693;ENSDARG00000026183;ENSDARG00000078671;ENSDARG00000030411;ENSDARG00000069826;ENSDARG00000073874;ENSDARG00000036671;ENSDARG00000045843;ENSDARG00000012499;ENSDARG00000020345;ENSDARG00000056744;ENSDARG00000097718;ENSDARG00000031388;ENSDARG00000005841;ENSDARG00000043797;ENSDARG00000018263;ENSDARG00000100397;ENSDARG00000101115;ENSDARG00000058868;ENSDARG00000003754;ENSDARG00000028396;ENSDARG00000032836;ENSDARG00000056765;ENSDARG00000011141;ENSDARG00000041022;ENSDARG00000030694;ENSDARG00000087303;ENSDARG00000068507;ENSDARG00000076799,,50.71141405,50.1174,0.101573,16.19302446,46.98120848,15.70826701,26.63136529,27.6033,0.0453909,5.214324687,25.49787566,5.877267926,98.73947627,90.9946,0.227295,47.71582891,88.19068249,42.42662789,,,,,45.8308;67.2619;88.1036;78.0981;62.884;55.0397;31.9218;85.0347;0.101573;57.0805;52.5384;51.8428;70.0277;91.6264;39.7438;45.5111;59.8987;35.8198;57.3633;49.6151;70.3977;66.0332;36.573;36.7148;57.3956;49.3339;44.2225;50.1174;54.465;39.2718;40.9682;46.2352;50.2517;57.9436;31.1907;53.8493;56.4586;43.9064;31.1669;57.3939;38.3527;39.0457;35.8146;49.3327;29.953;53.0458;34.9969;55.7978;65.1651;45.0856;58.8956;38.2049;37.2439;36.4398;72.5205,26.3062;31.3209;33.3181;32.8501;30.5978;28.8538;20.6729;33.1646;0.0453909;29.368;28.2291;28.0228;31.7621;33.5954;24.0408;26.0688;30.0087;22.4299;29.5208;27.3823;31.8397;31.1817;22.756;22.844;29.4317;27.3813;25.6841;27.6033;28.7434;23.8673;24.523;26.3807;27.6215;29.6189;20.3176;28.5343;29.2483;25.501;20.2957;29.4351;23.5247;23.7679;22.4176;27.3386;19.6989;28.4003;22.0739;29.0967;31.0154;26.0231;29.7532;23.4346;23.0391;22.6993;32.0747,79.8465;144.445;232.974;185.671;129.238;104.991;49.2917;218.031;0.227295;110.943;97.7816;95.9105;154.394;249.897;65.7039;79.4536;119.561;57.2031;111.466;89.8995;155.649;139.838;58.7793;59.008;111.929;88.8867;76.1416;90.9946;103.204;64.6188;68.4415;81.0326;91.4229;113.355;47.8826;101.623;108.983;75.596;47.861;111.909;62.5269;64.1442;57.2178;89.0213;45.5448;99.0784;55.4855;107.002;136.915;78.1117;116.582;62.2846;60.2067;58.498;163.968,37,18,37,100332647;100331208;100148379;100009622;100003721;768159;570333;569581;565459;560758;556172;554095;553473;550606;550433;541339;492516;445170;445114;445034;436855;415228;406204;404604;403061;402943;394059;394023;393845;386762;368924;334304;324416;321061;192335;140817;114418,ENSDARG00000091834;ENSDARG00000091609;ENSDARG00000069397;ENSDARG00000114245;ENSDARG00000074168;ENSDARG00000016623;ENSDARG00000052223;ENSDARG00000060554;ENSDARG00000079374;ENSDARG00000104178;ENSDARG00000074899;ENSDARG00000059227;ENSDARG00000007576;ENSDARG00000042799;ENSDARG00000032929;ENSDARG00000031343;ENSDARG00000011693;ENSDARG00000026183;ENSDARG00000078671;ENSDARG00000030411;ENSDARG00000069826;ENSDARG00000073874;ENSDARG00000012499;ENSDARG00000020345;ENSDARG00000056744;ENSDARG00000097718;ENSDARG00000043797;ENSDARG00000018263;ENSDARG00000100397;ENSDARG00000058868;ENSDARG00000028396;ENSDARG00000056765;ENSDARG00000011141;ENSDARG00000041022;ENSDARG00000030694;ENSDARG00000087303;ENSDARG00000068507,48.28959189,45.0856,13.74653169,26.22578378,26.0231,3.727759489,90.68574595,78.1117,41.02542023,67.2619;88.1036;78.0981;62.884;55.0397;31.9218;57.0805;52.5384;70.0277;39.7438;45.5111;59.8987;35.8198;49.6151;36.573;36.7148;44.2225;50.1174;54.465;39.2718;40.9682;46.2352;31.1907;53.8493;56.4586;43.9064;38.3527;39.0457;35.8146;29.953;34.9969;65.1651;45.0856;58.8956;38.2049;37.2439;36.4398,31.3209;33.3181;32.8501;30.5978;28.8538;20.6729;29.368;28.2291;31.7621;24.0408;26.0688;30.0087;22.4299;27.3823;22.756;22.844;25.6841;27.6033;28.7434;23.8673;24.523;26.3807;20.3176;28.5343;29.2483;25.501;23.5247;23.7679;22.4176;19.6989;22.0739;31.0154;26.0231;29.7532;23.4346;23.0391;22.6993,144.445;232.974;185.671;129.238;104.991;49.2917;110.943;97.7816;154.394;65.7039;79.4536;119.561;57.2031;89.8995;58.7793;59.008;76.1416;90.9946;103.204;64.6188;68.4415;81.0326;47.8826;101.623;108.983;75.596;62.5269;64.1442;57.2178;45.5448;55.4855;136.915;78.1117;116.582;62.2846;60.2067;58.498,18,101887161;767657;573145;569298;561810;553384;550576;550501;503735;503606;415191;406730;394141;394068;393690;378854;335623;80963,ENSDARG00000076928;ENSDARG00000071004;ENSDARG00000026489;ENSDARG00000101051;ENSDARG00000075730;ENSDARG00000034309;ENSDARG00000013822;ENSDARG00000006588;ENSDARG00000057984;ENSDARG00000042337;ENSDARG00000036671;ENSDARG00000045843;ENSDARG00000031388;ENSDARG00000005841;ENSDARG00000101115;ENSDARG00000003754;ENSDARG00000032836;ENSDARG00000076799,55.68960406,56.58055,19.84297983,27.46506061,29.2642,7.472914735,115.2943664,109.234,56.89157893,45.8308;85.0347;0.101573;51.8428;91.6264;57.3633;70.3977;66.0332;57.3956;49.3339;50.2517;57.9436;31.1669;57.3939;49.3327;53.0458;55.7978;72.5205,26.3062;33.1646;0.0453909;28.0228;33.5954;29.5208;31.8397;31.1817;29.4317;27.3813;27.6215;29.6189;20.2957;29.4351;27.3386;28.4003;29.0967;32.0747,79.8465;218.031;0.227295;95.9105;249.897;111.466;155.649;139.838;111.929;88.8867;91.4229;113.355;47.861;111.909;89.0213;99.0784;107.002;163.968,0,,,,,,"Hill,1(0.02);Linear,54(0.99)",1.98759881,110.9062386,1.507723689,3.159320831,0.359138308,1.931919336,46.43181879,54.99100932,25.25329047,28.00944011,86.1288342,111.3501183,UP,0.672727273,0.327272727,0
GO:0000038,7,very long-chain fatty acid metabolic process,11,28,1,1,0,1,1,1,1,0,0,55,28,18868,0.92179,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000041,8,transition metal ion transport,22,69,1,0,0,1,1,0,1,0,0,55,69,18827,0.81799,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000054,8,ribosomal subunit export from nucleus,10,13,1,0,0,0,0,0,1,0,0,55,13,18883,0.96291,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000056,9,ribosomal small subunit export from nucleus,4,6,1,0,0,0,0,0,1,0,0,55,6,18890,0.98271,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000118,4,histone deacetylase complex,20,50,1,1,1,0,0,0,1,0,0,55,50,18846,0.86458,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000122,9,negative regulation of transcription by RNA polymerase II,58,189,2,1,1,2,2,2,2,1,1,54,188,18708,0.89568,0.42424,0.42424,0.53,406204,per1b,ENSDARG00000012499,,31.1907,31.1907,31.1907,,31.1907,,20.3176,20.3176,20.3176,,20.3176,,47.8826,47.8826,47.8826,,47.8826,,,,,,31.1907,20.3176,47.8826,1,0,1,406204,ENSDARG00000012499,31.1907,31.1907,,20.3176,20.3176,,47.8826,47.8826,,31.1907,20.3176,47.8826,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.918221951,1.918221951,1.918221951,1.918221951,0,1.918221951,31.1907,31.1907,20.3176,20.3176,47.8826,47.8826,UP,1,0,0
GO:0000139,6,Golgi membrane,63,261,4,3,0,4,4,4,4,0,0,55,261,18635,0.46587,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000145,4,exocyst,3,18,1,1,1,0,0,0,1,0,0,55,18,18878,0.94901,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000149,4,SNARE binding,37,111,1,1,0,1,1,1,1,0,0,55,111,18785,0.72357,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
